feature,mean_abs_shap
best_win_elo_diff,0.14456256
age_x_career_ko_losses_diff,0.12146623
chin_risk_diff,0.118713215
ewm_splm_diff,0.11406138
ko_recovery_gap,0.10424699
recent_form_splm_diff,0.08719712
ewm_sapm_diff,0.08703372
win_pct_diff,0.085386
ewm_elo_diff,0.075857885
ewm_td_avg_diff,0.07494722
recent_form_td_avg_diff,0.074751824
ewm_win_pct_diff,0.06672849
recent_form_elo_diff,0.05846328
avg_opponent_elo_diff,0.045445476
recent_form_kd_absorbed_avg_diff,0.04396033
ewm_kd_avg_diff,0.04162246
recent_form_win_streak_diff,0.04051894
elo_diff,0.038308218
losses_diff,0.037600562
fights_diff,0.034509335
older_fighter_career_ko_losses,0.03135062
recent_form_sapm_diff,0.029822433
worst_loss_elo_diff,0.028007384
ewm_finish_rate_diff,0.026827533
ewm_kd_absorbed_avg_diff,0.026790254
wins_diff,0.026361872
recent_form_finish_rate_diff,0.02613704
sapm_diff,0.023473848
kd_absorbed_avg_diff,0.022284258
recent_form_wins_diff,0.02093111
experience_ratio_diff,0.01911364
days_since_last_ko_loss_diff,0.01756845
recent_form_win_pct_diff,0.016202312
recent_ko_losses_3_diff,0.013069618
career_ko_losses_diff,0.009883465
max_career_ko_losses,0.0053675543
last_fight_ko_loss_diff,0.0019126914
