threshold,accuracy,positive_pick_rate,negative_pick_rate,roc_auc,log_loss,brier_score
0.48,0.6289308176100629,54.95283018867924,45.04716981132076,0.668666995470907,0.6521601377978162,0.22996430432442205
0.49,0.6285377358490566,50.117924528301884,49.882075471698116,0.668666995470907,0.6521601377978162,0.22996430432442205
0.5,0.6285377358490566,50.117924528301884,49.882075471698116,0.668666995470907,0.6521601377978162,0.22996430432442205
0.51,0.6285377358490566,50.117924528301884,49.882075471698116,0.668666995470907,0.6521601377978162,0.22996430432442205
0.52,0.6285377358490566,50.117924528301884,49.882075471698116,0.668666995470907,0.6521601377978162,0.22996430432442205
0.53,0.6285377358490566,46.34433962264151,53.655660377358494,0.668666995470907,0.6521601377978162,0.22996430432442205
0.54,0.6230345911949685,39.97641509433962,60.02358490566038,0.668666995470907,0.6521601377978162,0.22996430432442205
0.47,0.6175314465408805,61.12421383647799,38.87578616352201,0.668666995470907,0.6521601377978162,0.22996430432442205
0.42,0.612814465408805,65.52672955974843,34.47327044025157,0.668666995470907,0.6521601377978162,0.22996430432442205
0.43,0.612814465408805,65.52672955974843,34.47327044025157,0.668666995470907,0.6521601377978162,0.22996430432442205
0.44,0.612814465408805,65.52672955974843,34.47327044025157,0.668666995470907,0.6521601377978162,0.22996430432442205
0.45,0.612814465408805,65.52672955974843,34.47327044025157,0.668666995470907,0.6521601377978162,0.22996430432442205
0.46,0.612814465408805,65.52672955974843,34.47327044025157,0.668666995470907,0.6521601377978162,0.22996430432442205
0.55,0.612814465408805,34.473270440251575,65.52672955974843,0.668666995470907,0.6521601377978162,0.22996430432442205
0.56,0.612814465408805,34.15880503144654,65.84119496855345,0.668666995470907,0.6521601377978162,0.22996430432442205
0.57,0.612814465408805,34.15880503144654,65.84119496855345,0.668666995470907,0.6521601377978162,0.22996430432442205
0.41,0.6120283018867925,65.84119496855347,34.15880503144654,0.668666995470907,0.6521601377978162,0.22996430432442205
0.58,0.6084905660377359,32.861635220125784,67.13836477987421,0.668666995470907,0.6521601377978162,0.22996430432442205
0.59,0.5970911949685535,27.94811320754717,72.05188679245282,0.668666995470907,0.6521601377978162,0.22996430432442205
0.4,0.5966981132075472,71.0691823899371,28.9308176100629,0.668666995470907,0.6521601377978162,0.22996430432442205
0.6,0.5864779874213837,22.48427672955975,77.51572327044025,0.668666995470907,0.6521601377978162,0.22996430432442205
