paths,p_red_win,p_blue_win,p_ko_tko,p_sub,p_dec,mean_finish_round,mean_red_sig_att,mean_red_sig_landed,mean_red_td_att,mean_red_td_landed,mean_red_control_seconds,mean_red_ground_control_seconds,mean_red_clinch_control_seconds,mean_red_sub_att,mean_red_reversals,mean_red_knockdowns_scored,mean_red_distance_segments,mean_red_clinch_segments,mean_red_ground_segments,mean_red_distance_occupancy,mean_red_clinch_occupancy,mean_red_ground_occupancy,mean_blue_sig_att,mean_blue_sig_landed,mean_blue_td_att,mean_blue_td_landed,mean_blue_control_seconds,mean_blue_ground_control_seconds,mean_blue_clinch_control_seconds,mean_blue_sub_att,mean_blue_reversals,mean_blue_knockdowns_scored,mean_blue_distance_segments,mean_blue_clinch_segments,mean_blue_ground_segments,mean_blue_distance_occupancy,mean_blue_clinch_occupancy,mean_blue_ground_occupancy,td_success_rate,bout_id,event_date,red_name,blue_name,red_fighter_id,blue_fighter_id,red_age,blue_age,scheduled_rounds,actual_red_win,winner_correct,winner_brier
10,0.3,0.7,0.0,0.4,0.6,1.25,59.6,31.1,3.5,1.9,172.0,128.0,44.0,0.3,0.0,0.3,37.6,4.6,21.8,0.5875,0.071875,0.340625,89.7,33.1,1.7,0.8,92.0,90.0,2.0,0.5,0.2,0.0,37.6,4.6,21.8,0.5875,0.071875,0.340625,0.5192307692307693,08244974cf39ae38,2020-05-09,Bryce Mitchell,Charles Rosa,d9c6f19f958643e9,40093d1d2d78394e,25.596167008898014,33.70841889117043,3,1,0,0.48999999999999994
10,0.9,0.1,0.3,0.2,0.5,1.6,85.9,53.6,0.7,0.2,34.0,17.0,17.0,0.3,0.0,0.2,39.1,8.2,14.2,0.6357723577235772,0.13333333333333333,0.23089430894308943,61.4,28.4,3.9,1.6,190.0,125.0,65.0,0.2,0.0,0.1,39.1,8.2,14.2,0.6357723577235772,0.13333333333333333,0.23089430894308943,0.391304347826087,3f810c3433dddb80,2020-05-09,Vicente Luque,Niko Price,6d4b63c767106d3a,d8da10db80131bec,28.449007529089666,30.60917180013689,3,1,1,0.009999999999999995
10,0.1,0.9,0.1,0.4,0.5,3.4,116.9,43.7,7.4,2.4,380.0,206.0,174.0,0.1,0.1,0.2,67.5,18.6,31.9,0.5720338983050848,0.1576271186440678,0.27033898305084747,172.1,59.4,4.4,0.9,125.0,113.0,12.0,0.4,0.4,0.0,67.5,18.6,31.9,0.5720338983050848,0.1576271186440678,0.27033898305084747,0.2796610169491525,4e77cc2c8d604241,2020-05-09,Henry Cejudo,Dominick Cruz,056c493bbd76a918,10f3ba6cd2f44a97,33.24572210814511,35.167693360711844,5,1,0,0.81
10,0.3,0.7,0.6,0.1,0.3,1.7142857142857142,49.4,26.9,1.5,0.9,123.0,53.0,70.0,0.2,0.0,0.5,28.9,7.9,13.1,0.5791583166332666,0.15831663326653309,0.2625250501002004,60.1,36.7,2.5,1.2,87.0,78.0,9.0,0.0,0.1,0.2,28.9,7.9,13.1,0.5791583166332666,0.15831663326653309,0.2625250501002004,0.525,593f3b051aa82b0f,2020-05-09,Aleksei Oleinik,Fabricio Werdum,98c23cb6da5b3352,492b202d2064e7a9,42.88569472963724,42.776180698151954,3,1,0,0.48999999999999994
10,0.7,0.3,0.2,0.1,0.7,2.3333333333333335,87.4,40.6,3.1,0.8,159.0,81.0,78.0,0.4,0.2,0.0,46.0,18.1,13.1,0.5958549222797928,0.2344559585492228,0.16968911917098445,89.0,38.2,1.1,0.5,153.0,50.0,103.0,0.0,0.1,0.0,46.0,18.1,13.1,0.5958549222797928,0.2344559585492228,0.16968911917098445,0.30952380952380953,b70dfff154b135bf,2020-05-09,Ryan Spann,Sam Alvey,a67f5afa8d6a1b80,d156513a19acf856,28.709103353867214,34.00958247775496,3,1,1,0.09000000000000002
10,0.4,0.6,1.0,0.0,0.0,1.4,44.1,29.1,0.4,0.0,16.0,0.0,16.0,0.0,0.0,0.5,23.9,1.8,0.0,0.9299610894941633,0.07003891050583658,0.0,72.0,45.1,0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.6,23.9,1.8,0.0,0.9299610894941633,0.07003891050583658,0.0,0.0,b9abcce29378e5cc,2020-05-09,Anthony Pettis,Donald Cerrone,cbb682f5fcc44bfc,1d00756835ca67c9,33.281314168377826,37.11430527036276,3,1,0,0.36
10,0.7,0.3,0.9,0.0,0.1,1.5555555555555556,104.4,58.3,0.5,0.3,31.0,28.0,3.0,0.1,0.0,0.6,33.5,4.2,3.2,0.8190709046454768,0.10268948655256724,0.078239608801956,70.6,37.2,0.2,0.1,43.0,4.0,39.0,0.0,0.0,0.2,33.5,4.2,3.2,0.8190709046454768,0.10268948655256724,0.078239608801956,0.5714285714285715,d395828f5cb045a5,2020-05-09,Tony Ferguson,Justin Gaethje,22a92d7f62195791,9e8f6c728eb01124,36.238193018480494,31.482546201232033,5,0,0,0.48999999999999994
10,0.1,0.9,0.0,0.1,0.9,3.0,82.2,38.5,2.0,0.6,155.0,24.0,131.0,0.1,0.0,0.2,60.2,19.5,10.3,0.6688888888888889,0.21666666666666667,0.11444444444444445,102.1,54.3,2.8,0.7,143.0,79.0,64.0,0.2,0.1,0.0,60.2,19.5,10.3,0.6688888888888889,0.21666666666666667,0.11444444444444445,0.2708333333333333,fcfaa28ed6888088,2020-05-09,Francis Ngannou,Jairzinho Rozenstruik,8d03ce87ca14e778,2cd428e9606856fd,33.67556468172484,32.145106091718,3,1,0,0.81
10,0.3,0.7,0.0,0.3,0.7,1.6666666666666667,42.0,19.4,1.5,0.6,155.0,151.0,4.0,0.5,0.6,0.0,17.0,1.7,57.7,0.2225130890052356,0.02225130890052356,0.7552356020942408,44.5,25.7,6.0,3.7,439.0,426.0,13.0,0.5,0.0,0.1,17.0,1.7,57.7,0.2225130890052356,0.02225130890052356,0.7552356020942408,0.5733333333333334,3094e82731ec55e7,2020-05-13,Ricky Simon,Ray Borg,5987b2458f4b5290,a4de54ea806fb525,27.698836413415467,26.77344284736482,3,1,0,0.48999999999999994
10,0.6,0.4,0.6,0.0,0.4,2.0,111.3,68.4,1.1,0.4,31.0,16.0,15.0,0.0,0.0,0.4,54.6,3.8,7.4,0.8297872340425533,0.057750759878419454,0.11246200607902737,81.8,48.8,3.2,0.6,81.0,58.0,23.0,0.0,0.1,0.4,54.6,3.8,7.4,0.8297872340425533,0.057750759878419454,0.11246200607902737,0.2325581395348837,394ae51820bedd4c,2020-05-13,Ben Rothwell,Ovince Saint Preux,bd58d34e39b7b12a,50db8711c70196cd,38.57084188911704,37.097878165639976,3,1,1,0.16000000000000003
10,0.3,0.7,0.1,0.1,0.8,2.5,81.0,38.0,2.7,1.2,210.0,136.0,74.0,0.2,0.2,0.0,44.6,13.6,25.3,0.5341317365269461,0.162874251497006,0.3029940119760479,88.0,38.5,3.2,1.3,179.0,117.0,62.0,0.2,0.1,0.3,44.6,13.6,25.3,0.5341317365269461,0.162874251497006,0.3029940119760479,0.423728813559322,46c050a827ee83d6,2020-05-13,Alexander Hernandez,Drew Dober,262a7d06203657e6,519e4fe37ce9ff75,27.613963039014372,31.564681724845997,3,0,1,0.09
10,0.5,0.5,0.3,0.4,0.3,1.8571428571428572,83.7,48.6,0.8,0.2,38.0,31.0,7.0,0.3,0.3,0.5,45.2,5.4,22.4,0.6191780821917808,0.07397260273972603,0.3068493150684931,57.4,33.4,5.3,2.5,239.0,192.0,47.0,0.5,0.0,0.3,45.2,5.4,22.4,0.6191780821917808,0.07397260273972603,0.3068493150684931,0.4426229508196722,8539c4b795d33a92,2020-05-13,Anthony Smith,Glover Teixeira,d4c9dcd330403612,7ff97850e8c32bda,31.797399041752225,40.54209445585216,5,0,0,0.25
10,0.9,0.1,0.1,0.2,0.7,1.6666666666666667,193.2,62.5,0.5,0.2,23.0,23.0,0.0,0.1,0.0,0.3,55.7,7.6,11.2,0.7476510067114094,0.10201342281879194,0.15033557046979865,84.0,32.6,4.0,0.6,165.0,89.0,76.0,0.2,0.1,0.1,55.7,7.6,11.2,0.7476510067114094,0.10201342281879194,0.15033557046979865,0.17777777777777778,87f58feac6b50367,2020-05-13,Michael Johnson,Thiago Moises,511e82663651438d,d945aae53e3e54e6,33.94113620807666,25.141683778234086,3,0,0,0.81
10,0.8,0.2,0.0,0.0,1.0,,122.0,59.8,2.6,1.6,223.0,205.0,18.0,0.2,0.2,0.1,48.9,6.5,34.6,0.5433333333333333,0.07222222222222222,0.3844444444444445,76.2,34.1,3.3,1.4,188.0,141.0,47.0,0.5,0.1,0.0,48.9,6.5,34.6,0.5433333333333333,0.07222222222222222,0.3844444444444445,0.5084745762711864,fbbba3da4438cb04,2020-05-13,Sijara Eubanks,Sarah Moras,4234f0097c83fa62,539ed332b3078821,35.044490075290895,32.035592060232716,3,1,1,0.03999999999999998
10,0.6,0.4,0.2,0.4,0.4,1.3333333333333333,63.1,23.5,3.0,1.6,142.0,130.0,12.0,0.6,0.0,0.1,33.5,3.8,15.9,0.6296992481203008,0.07142857142857142,0.2988721804511278,78.9,35.0,0.5,0.3,55.0,29.0,26.0,0.0,0.2,0.2,33.5,3.8,15.9,0.6296992481203008,0.07142857142857142,0.2988721804511278,0.5428571428571429,27bfb9205119f23b,2020-05-16,Claudia Gadelha,Angela Hill,ec34349e7dffcde7,f0feeb2192937424,31.43874058863792,35.34017796030116,3,1,1,0.16000000000000003
10,0.0,1.0,0.2,0.0,0.8,1.0,85.1,39.0,4.4,1.5,175.0,145.0,30.0,0.2,0.0,0.1,54.5,3.5,16.5,0.7315436241610739,0.04697986577181208,0.2214765100671141,172.6,83.9,0.7,0.3,25.0,20.0,5.0,0.2,0.2,0.3,54.5,3.5,16.5,0.7315436241610739,0.04697986577181208,0.2214765100671141,0.3529411764705882,58540b24ed77d31b,2020-05-16,Dan Ige,Edson Barboza,82a5152216251682,64a50dad704d1d49,28.777549623545518,34.31622176591376,3,1,0,1.0
10,0.8,0.2,0.0,0.4,0.6,1.5,105.6,45.4,2.1,1.1,125.0,104.0,21.0,0.3,0.1,0.0,49.8,4.4,14.9,0.7206946454413893,0.06367583212735167,0.21562952243125907,74.6,24.6,1.5,0.6,68.0,45.0,23.0,0.4,0.0,0.1,49.8,4.4,14.9,0.7206946454413893,0.06367583212735167,0.21562952243125907,0.47222222222222227,81f2f2d4b0302590,2020-05-16,Song Yadong,Marlon Vera,efb96bf3e9ada36f,7c7332319c14094c,22.45311430527036,27.45242984257358,3,1,1,0.03999999999999998
10,0.5,0.5,0.1,0.0,0.9,2.0,67.3,29.1,2.6,0.8,123.0,68.0,55.0,0.1,0.1,0.2,31.3,30.0,25.6,0.36018411967779057,0.34522439585730724,0.2945914844649022,55.4,26.9,5.1,1.8,432.0,187.0,245.0,0.3,0.2,0.0,31.3,30.0,25.6,0.36018411967779057,0.34522439585730724,0.2945914844649022,0.3376623376623377,821a1c6f5d7fab14,2020-05-16,Eryk Anders,Krzysztof Jotko,cad24459b28592ca,4e06913c91da5200,33.07049965776865,30.740588637919235,3,0,0,0.25
10,0.3,0.7,0.1,0.2,0.7,3.0,138.3,38.9,1.2,0.7,58.0,44.0,14.0,0.2,0.1,0.2,56.3,5.8,20.6,0.6807738814993953,0.07013301088270858,0.24909310761789602,92.4,34.6,3.1,1.7,206.0,162.0,44.0,0.2,0.1,0.0,56.3,5.8,20.6,0.6807738814993953,0.07013301088270858,0.24909310761789602,0.5581395348837209,906283a2adcbc3e0,2020-05-16,Cortney Casey,Mara Romero Borella,5f179af5fffeb9f6,82cbb809d5ee565c,33.0321697467488,33.95208761122519,3,1,0,0.48999999999999994
10,0.6,0.4,0.3,0.2,0.5,2.0,60.0,39.6,5.7,1.8,489.0,132.0,357.0,0.2,0.1,0.4,31.3,44.1,21.8,0.3220164609053498,0.4537037037037037,0.2242798353909465,73.5,32.8,2.3,0.6,168.0,86.0,82.0,0.1,0.2,0.4,31.3,44.1,21.8,0.3220164609053498,0.4537037037037037,0.2242798353909465,0.3,ce0748519d5ea5c6,2020-05-16,Alistair Overeem,Walt Harris,b4ad3a06ee4d660c,03f982ca3735070c,39.997262149212865,36.93360711841205,5,1,1,0.16000000000000003
10,0.9,0.1,0.0,0.1,0.9,2.0,152.6,82.3,1.9,0.6,57.0,14.0,43.0,0.0,0.0,0.0,75.5,5.1,5.4,0.877906976744186,0.059302325581395345,0.06279069767441861,189.9,55.6,1.1,0.5,48.0,40.0,8.0,0.3,0.0,0.0,75.5,5.1,5.4,0.877906976744186,0.059302325581395345,0.06279069767441861,0.3666666666666667,2300ad7f87080ad7,2020-05-30,Chris Gutierrez,Vince Morales,45f0cc9d18f35137,37098a6e6c27fb66,29.10609171800137,29.54688569472964,3,1,1,0.009999999999999995
10,0.6,0.4,0.2,0.0,0.8,1.5,108.7,39.6,3.4,1.6,181.0,109.0,72.0,0.0,0.1,0.1,51.5,12.4,16.4,0.6413449564134496,0.15442092154420922,0.2042341220423412,113.0,45.3,0.7,0.2,107.0,55.0,52.0,0.1,0.3,0.1,51.5,12.4,16.4,0.6413449564134496,0.15442092154420922,0.2042341220423412,0.4390243902439025,3640defb8294bd37,2020-05-30,Mackenzie Dern,Hannah Cifers,7447e9f28508106a,2244d9a2b64b8c3b,27.184120465434635,27.926078028747433,3,1,1,0.16000000000000003
10,0.6,0.4,0.0,0.0,1.0,,104.2,47.8,3.1,1.5,238.0,175.0,63.0,0.1,0.6,0.1,48.9,14.0,27.1,0.5433333333333333,0.15555555555555556,0.3011111111111111,82.3,43.7,2.9,1.8,173.0,96.0,77.0,0.0,0.1,0.1,48.9,14.0,27.1,0.5433333333333333,0.15555555555555556,0.3011111111111111,0.5499999999999999,57dec2b07b75dada,2020-05-30,Louis Smolka,Casey Kenney,d2bc285ead803db0,e7bba7ce4d6c7b07,28.87337440109514,29.196440793976727,3,0,0,0.36
10,0.8,0.2,0.0,0.1,0.9,1.0,130.7,61.8,2.4,1.2,125.0,101.0,24.0,0.0,0.1,0.1,61.5,8.3,13.5,0.7382953181272509,0.09963985594237697,0.16206482593037216,110.0,43.9,2.1,0.4,93.0,34.0,59.0,0.1,0.2,0.4,61.5,8.3,13.5,0.7382953181272509,0.09963985594237697,0.16206482593037216,0.35555555555555557,a6743d41b0b95271,2020-05-30,Blagoy Ivanov,Augusto Sakai,1788eee370f077b7,441eacbe20e0e80b,33.63997262149213,29.059548254620122,3,0,0,0.6400000000000001
10,0.1,0.9,0.1,0.5,0.4,2.6666666666666665,69.2,38.2,2.4,1.4,239.0,109.0,130.0,0.2,0.0,0.4,52.9,16.2,29.7,0.5354251012145749,0.16396761133603238,0.3006072874493927,98.4,40.0,7.8,2.2,219.0,188.0,31.0,0.7,0.1,0.1,52.9,16.2,29.7,0.5354251012145749,0.16396761133603238,0.3006072874493927,0.35294117647058826,e9eab0fa03eecd9b,2020-05-30,Tyron Woodley,Gilbert Burns,effd9de9937996f8,23024fdfc966410a,38.14647501711157,33.86173853524983,5,0,1,0.010000000000000002
10,0.8,0.2,0.6,0.0,0.4,1.3333333333333333,125.0,50.7,1.0,0.4,26.0,25.0,1.0,0.0,0.0,0.4,50.2,0.3,2.7,0.943609022556391,0.005639097744360902,0.05075187969924812,127.5,40.5,0.8,0.0,4.0,2.0,2.0,0.0,0.1,0.5,50.2,0.3,2.7,0.943609022556391,0.005639097744360902,0.05075187969924812,0.22222222222222224,0ddf834a47533d15,2020-06-06,Raphael Assuncao,Cody Garbrandt,2f13e4020cea5b38,d8c7c61b176e3994,37.883641341546884,28.917180013689254,3,0,0,0.6400000000000001
10,0.0,1.0,0.1,0.0,0.9,1.0,243.4,45.5,0.7,0.3,10.0,7.0,3.0,0.0,0.0,0.0,76.0,3.2,3.7,0.916767189384801,0.038600723763570564,0.04463208685162847,146.6,76.4,2.2,0.3,59.0,30.0,29.0,0.1,0.0,0.1,76.0,3.2,3.7,0.916767189384801,0.038600723763570564,0.04463208685162847,0.2068965517241379,58584ccd0f63e3f3,2020-06-06,Eddie Wineland,Sean O'Malley,fc9a9559a05f2704,b50a426a33da0012,35.945242984257355,25.61806981519507,3,0,1,0.0
10,0.4,0.6,0.1,0.3,0.6,2.0,87.1,49.1,3.9,1.8,119.0,100.0,19.0,0.1,0.1,0.0,52.6,4.8,16.4,0.7127371273712737,0.06504065040650407,0.2222222222222222,91.7,39.2,3.0,0.7,93.0,64.0,29.0,0.6,0.4,0.0,52.6,4.8,16.4,0.7127371273712737,0.06504065040650407,0.2222222222222222,0.36231884057971014,6fe8bce03a46350b,2020-06-06,Ian Heinisch,Gerald Meerschaert,2e585c701f72fe55,6ac9bc2953c47345,31.835728952772072,32.46817248459959,3,1,0,0.36
10,0.2,0.8,0.0,0.4,0.6,2.0,77.9,28.5,2.8,1.1,104.0,62.0,42.0,0.3,0.0,0.0,44.0,6.5,24.4,0.5874499332443257,0.08678237650200267,0.3257676902536715,93.0,37.0,2.5,1.5,205.0,182.0,23.0,0.6,0.0,0.3,44.0,6.5,24.4,0.5874499332443257,0.08678237650200267,0.3257676902536715,0.4905660377358491,8bede5047e97d602,2020-06-06,Neil Magny,Anthony Rocco Martin,84b3e7d38f2d2ec5,5331b25a60417ffb,32.84325804243669,30.48596851471595,3,1,0,0.6400000000000001
10,0.7,0.3,0.0,0.2,0.8,1.0,80.2,39.8,3.9,2.2,254.0,214.0,40.0,0.1,0.1,0.0,42.0,5.6,29.3,0.5461638491547464,0.07282184655396617,0.38101430429128735,94.7,30.1,1.4,0.5,95.0,79.0,16.0,0.2,0.3,0.2,42.0,5.6,29.3,0.5461638491547464,0.07282184655396617,0.38101430429128735,0.5094339622641509,c03b6b6ce5d03276,2020-06-06,Aljamain Sterling,Cory Sandhagen,cb696ebfb6598724,65f09bacd3957381,30.850102669404517,28.128678986995208,3,1,1,0.09000000000000002
10,0.8,0.2,0.0,0.2,0.8,2.0,106.6,53.5,2.9,1.7,173.0,155.0,18.0,0.3,0.1,0.0,51.8,3.0,24.4,0.6540404040404041,0.03787878787878789,0.3080808080808081,120.5,42.6,3.2,0.7,101.0,89.0,12.0,0.1,0.3,0.0,51.8,3.0,24.4,0.6540404040404041,0.03787878787878789,0.3080808080808081,0.39344262295081966,c6ca435e24c5f4e4,2020-06-06,Cody Stamann,Brian Kelleher,bf7ad5628363eec9,7be14eaed4c74856,30.573579739904176,33.79876796714579,3,1,1,0.03999999999999998
10,0.7,0.3,0.4,0.3,0.3,2.142857142857143,81.7,46.9,4.6,1.7,227.0,186.0,41.0,0.5,0.1,0.4,39.5,10.9,30.6,0.4876543209876543,0.1345679012345679,0.37777777777777777,68.8,29.3,3.4,1.2,187.0,119.0,68.0,0.1,0.1,0.1,39.5,10.9,30.6,0.4876543209876543,0.1345679012345679,0.37777777777777777,0.3625,dc38c78358e053c3,2020-06-06,Amanda Nunes,Felicia Spencer,80fa8218c99f9c58,39d91e95949de3d9,32.01916495550992,29.519507186858316,5,1,1,0.09000000000000002
10,0.4,0.6,0.0,0.3,0.7,1.6666666666666667,60.9,23.1,6.0,1.9,165.0,156.0,9.0,0.4,0.1,0.0,44.8,1.9,25.5,0.6204986149584487,0.02631578947368421,0.353185595567867,77.0,22.6,2.4,0.9,109.0,99.0,10.0,0.3,0.1,0.0,44.8,1.9,25.5,0.6204986149584487,0.02631578947368421,0.353185595567867,0.3333333333333333,de4c4997f1429dd1,2020-06-06,Jussier Formiga,Alex Perez,b102c26727306ab6,ab2b4ff41d6ebe0f,35.14579055441479,28.210814510609172,3,0,1,0.16000000000000003
10,0.9,0.1,0.1,0.1,0.8,2.5,150.4,76.8,3.4,1.3,90.0,80.0,10.0,0.5,0.1,0.2,69.6,2.4,14.3,0.8064889918887601,0.027809965237543453,0.1657010428736964,153.4,59.0,1.3,0.8,77.0,63.0,14.0,0.1,0.2,0.2,69.6,2.4,14.3,0.8064889918887601,0.027809965237543453,0.1657010428736964,0.44680851063829785,1109a8f2adc81ce0,2020-06-13,Charles Rosa,Kevin Aguilar,40093d1d2d78394e,cf946e03ba2e7666,33.804243668720055,31.76454483230664,3,1,1,0.009999999999999995
10,0.5,0.5,0.2,0.0,0.8,2.5,232.1,86.8,1.1,0.5,84.0,37.0,47.0,0.4,0.0,0.2,100.3,6.0,25.1,0.7633181126331811,0.045662100456621,0.19101978691019786,242.5,85.3,3.7,1.9,227.0,214.0,13.0,0.4,0.0,0.1,100.3,6.0,25.1,0.7633181126331811,0.045662100456621,0.19101978691019786,0.4999999999999999,b8b692aa2aae3310,2020-06-13,Jessica Eye,Cynthia Calvillo,f72465a784c1b084,98215d037be5bcb7,33.880903490759756,32.91991786447639,5,0,0,0.25
10,0.7,0.3,0.1,0.0,0.9,1.0,114.4,55.4,2.5,1.0,151.0,117.0,34.0,0.2,0.1,0.0,62.1,4.6,17.3,0.7392857142857143,0.054761904761904755,0.20595238095238097,134.8,43.2,2.4,1.0,68.0,56.0,12.0,0.1,0.2,0.1,62.1,4.6,17.3,0.7392857142857143,0.054761904761904755,0.20595238095238097,0.4081632653061224,e36b8b88646f72f8,2020-06-13,Jordan Espinosa,Mark De La Rosa,215a70f073a7b726,f57dd0bfa8c17813,30.595482546201232,25.78507871321013,3,1,1,0.09000000000000002
10,0.2,0.8,0.0,0.2,0.8,2.0,73.9,31.7,2.6,0.8,115.0,84.0,31.0,0.2,0.2,0.1,49.4,7.2,26.0,0.5980629539951574,0.08716707021791768,0.31476997578692495,112.7,42.8,2.7,1.6,217.0,176.0,41.0,0.2,0.2,0.0,49.4,7.2,26.0,0.5980629539951574,0.08716707021791768,0.31476997578692495,0.4528301886792453,e857ca0bc3b9fdcd,2020-06-13,Karl Roberson,Marvin Vettori,37d5b176d438d2a5,7acbb0972e75281a,29.691991786447637,26.729637234770706,3,0,1,0.04000000000000001
10,0.3,0.7,0.1,0.0,0.9,1.0,125.6,38.6,4.5,1.6,183.0,175.0,8.0,0.3,0.0,0.2,56.0,2.6,25.4,0.6666666666666666,0.030952380952380953,0.30238095238095236,133.3,55.9,1.9,1.0,97.0,79.0,18.0,0.2,0.0,0.3,56.0,2.6,25.4,0.6666666666666666,0.030952380952380953,0.30238095238095236,0.40625,088b47d890b389e9,2020-06-20,Roxanne Modafferi,Lauren Murphy,4498b382c65a7faa,729d4bd5a6cd0a97,37.738535249828885,36.90075290896646,3,0,1,0.09
10,0.6,0.4,0.3,0.0,0.7,1.0,94.2,47.4,9.5,3.8,563.0,540.0,23.0,0.2,0.2,0.5,48.8,3.1,60.1,0.43571428571428567,0.02767857142857143,0.5366071428571428,106.4,55.8,1.0,0.4,68.0,60.0,8.0,0.4,0.3,0.2,48.8,3.1,60.1,0.43571428571428567,0.02767857142857143,0.5366071428571428,0.4,0c3622569cd8062a,2020-06-20,Curtis Blaydes,Alexander Volkov,fa6796c55d6c5440,279566840aa55bf2,29.336071184120467,31.655030800821354,5,1,1,0.16000000000000003
10,0.4,0.6,0.4,0.1,0.5,1.6,136.9,49.8,1.0,0.2,55.0,19.0,36.0,0.0,0.0,0.3,55.4,4.9,2.0,0.8892455858747994,0.07865168539325844,0.03210272873194222,136.4,59.6,0.6,0.1,14.0,1.0,13.0,0.1,0.0,0.3,55.4,4.9,2.0,0.8892455858747994,0.07865168539325844,0.03210272873194222,0.18750000000000003,4f99b4a39925cb47,2020-06-20,Josh Emmett,Shane Burgos,fba03cd6cc28dc41,98d961097baaf308,35.29637234770705,29.256673511293634,3,1,0,0.36
10,0.6,0.4,0.0,0.2,0.8,1.5,68.6,25.4,3.7,1.5,253.0,169.0,84.0,0.7,0.1,0.2,35.6,16.0,26.7,0.454661558109834,0.20434227330779056,0.34099616858237547,63.4,21.5,1.3,0.4,174.0,98.0,76.0,0.5,0.2,0.0,35.6,16.0,26.7,0.454661558109834,0.20434227330779056,0.34099616858237547,0.38,8b9e9f283e76b429,2020-06-20,Raquel Pennington,Marion Reneau,fc169c387b4b465d,c7d297714d9ab1a4,31.789185489390828,43.00068446269678,3,1,1,0.16000000000000003
10,0.2,0.8,0.0,0.4,0.6,2.25,99.0,31.1,0.7,0.4,79.0,55.0,24.0,0.2,0.2,0.0,45.7,5.2,24.0,0.6101468624833111,0.06942590120160214,0.32042723631508674,68.5,30.5,4.5,2.1,213.0,185.0,28.0,0.5,0.1,0.0,45.7,5.2,24.0,0.6101468624833111,0.06942590120160214,0.32042723631508674,0.4807692307692307,90715135a543b6e3,2020-06-20,Cortney Casey,Gillian Robertson,5f179af5fffeb9f6,38c7f72747f4f712,33.12799452429842,25.09514031485284,3,0,1,0.04000000000000001
10,0.4,0.6,0.0,0.4,0.6,1.25,78.2,30.8,1.8,0.8,118.0,68.0,50.0,0.8,0.0,0.0,42.7,5.4,13.4,0.6943089430894309,0.0878048780487805,0.21788617886178863,80.9,37.6,2.2,0.7,70.0,66.0,4.0,0.2,0.1,0.0,42.7,5.4,13.4,0.6943089430894309,0.0878048780487805,0.21788617886178863,0.375,9b39e15b42422a08,2020-06-20,Jim Miller,Roosevelt Roberts,d1941565abf50b16,37c5366d18ed6c05,36.80766598220397,26.354551676933607,3,1,0,0.36
10,0.5,0.5,0.2,0.2,0.6,1.75,141.6,60.2,4.4,1.2,117.0,117.0,0.0,0.0,0.1,0.0,48.4,6.0,15.5,0.69241773962804,0.08583690987124463,0.22174535050071528,97.4,43.3,1.2,0.4,97.0,37.0,60.0,0.2,0.1,0.3,48.4,6.0,15.5,0.69241773962804,0.08583690987124463,0.22174535050071528,0.2857142857142857,f00921c62315be96,2020-06-20,Belal Muhammad,Lyman Good,b1b0729d27936f2f,4e0692ad070976e4,31.94798083504449,35.069130732375086,3,1,1,0.25
10,0.6,0.4,0.0,0.2,0.8,1.5,89.6,37.8,2.5,1.2,148.0,98.0,50.0,0.4,0.3,0.1,48.9,16.0,14.9,0.6127819548872181,0.2005012531328321,0.1867167919799499,68.8,33.1,3.3,1.2,161.0,51.0,110.0,0.1,0.2,0.2,48.9,16.0,14.9,0.6127819548872181,0.2005012531328321,0.1867167919799499,0.41379310344827586,f044802db5688bbe,2020-06-20,Marc-Andre Barriault,Oskar Piechota,8e9eb3fc86db0f7d,1cf7ccf64a5bf24e,30.33538672142368,30.403832991101986,3,0,0,0.36
10,0.9,0.1,0.8,0.1,0.1,1.2222222222222223,70.1,32.7,0.1,0.1,3.0,3.0,0.0,0.1,0.0,0.4,21.2,4.3,0.4,0.8185328185328186,0.16602316602316602,0.015444015444015446,38.9,23.2,0.6,0.1,44.0,1.0,43.0,0.0,0.0,0.0,21.2,4.3,0.4,0.8185328185328186,0.16602316602316602,0.015444015444015446,0.28571428571428575,9ce56acac775d386,2020-06-27,Gian Villante,Maurice Greene,fcd448a2fe1a23cc,068f8a189a47fea6,34.85831622176591,33.97946611909651,3,0,0,0.81
10,0.8,0.2,0.3,0.2,0.5,1.0,52.5,28.1,1.1,0.6,107.0,39.0,68.0,0.2,0.1,0.2,26.4,12.3,14.3,0.4981132075471698,0.2320754716981132,0.269811320754717,43.8,20.2,2.0,0.8,158.0,104.0,54.0,0.1,0.0,0.0,26.4,12.3,14.3,0.4981132075471698,0.2320754716981132,0.269811320754717,0.4516129032258064,f2d9814936a6eb35,2020-06-27,Mike Perry,Mickey Gall,f2b6fdb20675b11c,9e50097a89442158,28.78302532511978,28.42984257357974,3,1,1,0.03999999999999998
10,0.2,0.8,0.6,0.0,0.4,1.6666666666666667,138.4,81.5,2.5,0.5,136.0,71.0,65.0,0.1,0.0,0.3,63.5,9.0,12.4,0.7479387514723204,0.10600706713780918,0.14605418138987042,175.8,98.1,1.4,0.3,78.0,53.0,25.0,0.1,0.1,0.2,63.5,9.0,12.4,0.7479387514723204,0.10600706713780918,0.14605418138987042,0.20512820512820515,f8dd1e75978a3957,2020-06-27,Dustin Poirier,Dan Hooker,029eaff01e6bb8f0,193b9d1858bc4df3,31.43600273785079,30.368240930869266,5,1,0,0.6400000000000001
