paths,p_red_win,p_blue_win,p_ko_tko,p_sub,p_dec,mean_finish_round,mean_red_sig_att,mean_red_sig_landed,mean_red_td_att,mean_red_td_landed,mean_red_control_seconds,mean_red_ground_control_seconds,mean_red_clinch_control_seconds,mean_red_sub_att,mean_red_reversals,mean_red_knockdowns_scored,mean_red_distance_segments,mean_red_clinch_segments,mean_red_ground_segments,mean_red_distance_occupancy,mean_red_clinch_occupancy,mean_red_ground_occupancy,mean_blue_sig_att,mean_blue_sig_landed,mean_blue_td_att,mean_blue_td_landed,mean_blue_control_seconds,mean_blue_ground_control_seconds,mean_blue_clinch_control_seconds,mean_blue_sub_att,mean_blue_reversals,mean_blue_knockdowns_scored,mean_blue_distance_segments,mean_blue_clinch_segments,mean_blue_ground_segments,mean_blue_distance_occupancy,mean_blue_clinch_occupancy,mean_blue_ground_occupancy,td_success_rate,bout_id,event_date,red_name,blue_name,red_fighter_id,blue_fighter_id,red_age,blue_age,scheduled_rounds,actual_red_win,winner_correct,winner_brier
10,0.4,0.6,0.3,0.0,0.7,1.3333333333333333,176.1,73.4,3.4,1.2,201.0,155.0,46.0,0.1,0.3,0.8,82.5,7.8,24.2,0.7205240174672489,0.06812227074235808,0.211353711790393,217.9,95.6,1.4,1.1,118.0,86.0,32.0,0.3,0.1,0.3,82.5,7.8,24.2,0.7205240174672489,0.06812227074235808,0.211353711790393,0.47916666666666663,0f9be7ac405772f8,2020-07-11,Petr Yan,Jose Aldo,d661ce4da776fc20,d0f3959b4a9747e6,27.411362080766597,33.83709787816564,5,1,0,0.36
10,0.7,0.3,0.1,0.1,0.8,2.5,73.5,39.9,5.6,2.6,350.0,329.0,21.0,0.6,0.2,0.1,45.8,2.9,38.1,0.5276497695852534,0.03341013824884793,0.43894009216589863,81.8,37.1,1.6,0.7,60.0,52.0,8.0,0.5,0.0,0.3,45.8,2.9,38.1,0.5276497695852534,0.03341013824884793,0.43894009216589863,0.45833333333333337,159646a9d2ae8ea5,2020-07-11,Makwan Amirkhani,Danny Henry,87a1dc546b1c5caf,f7d73e452b064bf2,31.67145790554415,31.983572895277206,3,1,1,0.09000000000000002
10,0.8,0.2,0.2,0.2,0.6,2.0,73.1,38.7,3.8,2.1,229.0,195.0,34.0,0.4,0.2,0.0,33.6,13.4,26.7,0.4559023066485753,0.18181818181818182,0.36227951153324284,46.5,21.4,3.1,1.0,171.0,71.0,100.0,0.0,0.4,0.1,33.6,13.4,26.7,0.4559023066485753,0.18181818181818182,0.36227951153324284,0.4492753623188406,6e0c1faaf40caf9a,2020-07-11,Amanda Ribas,Paige VanZant,beecb672a279223e,4d5197f331c47290,26.874743326488705,26.2943189596167,3,1,1,0.03999999999999998
10,0.1,0.9,0.7,0.0,0.3,1.8571428571428572,125.3,72.2,4.0,0.7,71.0,57.0,14.0,0.0,0.0,0.2,65.8,1.8,8.9,0.8601307189542483,0.023529411764705882,0.11633986928104575,219.2,106.0,0.6,0.3,36.0,32.0,4.0,0.1,0.1,0.6,65.8,1.8,8.9,0.8601307189542483,0.023529411764705882,0.11633986928104575,0.2173913043478261,94b1596c6ff9a25d,2020-07-11,Alexander Volkanovski,Max Holloway,e1248941344b3288,150ff4cc642270b9,31.78097193702943,28.602327173169062,5,1,0,0.81
10,0.3,0.7,0.2,0.1,0.7,2.3333333333333335,108.1,34.0,2.7,0.5,90.0,36.0,54.0,0.0,0.1,0.1,58.8,10.0,10.8,0.7386934673366834,0.1256281407035176,0.13567839195979903,119.0,46.7,2.2,0.8,118.0,72.0,46.0,0.3,0.0,0.3,58.8,10.0,10.8,0.7386934673366834,0.1256281407035176,0.13567839195979903,0.2653061224489796,ce7cd2ec773bea7f,2020-07-11,Elizeu Zaleski dos Santos,Muslim Salikhov,8adcbd525fab8d9b,447f9858ae78f921,33.582477754962355,36.087611225188226,3,0,1,0.09
10,0.8,0.2,0.0,0.3,0.7,2.3333333333333335,100.6,54.8,7.6,3.4,454.0,429.0,25.0,0.8,0.3,0.1,48.7,10.1,61.9,0.40347970173985087,0.08367854183927091,0.5128417564208781,95.4,55.4,3.0,1.5,266.0,190.0,76.0,0.5,0.2,0.1,48.7,10.1,61.9,0.40347970173985087,0.08367854183927091,0.5128417564208781,0.4622641509433963,d292243c6499b2fe,2020-07-11,Kamaru Usman,Jorge Masvidal,f1b2aa7853d1ed6e,47b9e0e7703a4868,33.16906228610541,35.66050650239562,5,1,1,0.03999999999999998
10,0.2,0.8,0.2,0.2,0.6,2.0,102.1,41.8,1.8,1.1,123.0,88.0,35.0,0.3,0.0,0.0,53.5,5.9,15.8,0.711436170212766,0.07845744680851063,0.21010638297872342,113.3,59.0,2.0,0.6,93.0,69.0,24.0,0.2,0.1,0.0,53.5,5.9,15.8,0.711436170212766,0.07845744680851063,0.21010638297872342,0.44736842105263164,e16f42a666e163d8,2020-07-11,Jessica Andrade,Rose Namajunas,6a1901c62ab3870f,47b63240018d5d86,28.79397672826831,28.032854209445585,3,0,1,0.04000000000000001
10,0.6,0.4,0.1,0.4,0.5,1.8,55.1,28.3,4.1,2.0,279.0,215.0,64.0,0.6,0.1,0.0,33.7,7.2,27.3,0.4941348973607038,0.10557184750733138,0.4002932551319648,65.3,27.0,1.6,0.6,65.0,57.0,8.0,0.1,0.1,0.0,33.7,7.2,27.3,0.4941348973607038,0.10557184750733138,0.4002932551319648,0.45614035087719307,7dbf23cb872edc9c,2020-07-15,Tim Elliott,Ryan Benoit,c96d9178c9ed9e62,20999e27ddd94bda,33.55783709787816,30.888432580424368,3,1,1,0.16000000000000003
10,0.7,0.3,0.3,0.1,0.6,1.5,74.1,36.3,3.4,1.6,205.0,188.0,17.0,0.1,0.1,0.2,40.9,3.4,25.1,0.5893371757925071,0.04899135446685878,0.361671469740634,82.8,27.6,2.2,0.9,80.0,63.0,17.0,0.3,0.1,0.0,40.9,3.4,25.1,0.5893371757925071,0.04899135446685878,0.361671469740634,0.44642857142857145,819f51ef9d945a46,2020-07-15,Jared Gordon,Chris Fishgold,7026eca45f65377b,bebb4ae55ac2bf6f,31.854893908281998,28.10677618069815,3,1,1,0.09000000000000002
10,0.6,0.4,0.2,0.2,0.6,1.5,183.1,84.5,1.7,0.4,74.0,65.0,9.0,0.4,0.1,0.2,66.0,4.4,31.7,0.6464250734573947,0.04309500489715965,0.31047992164544563,115.5,63.5,6.6,2.6,287.0,252.0,35.0,0.1,0.0,0.2,66.0,4.4,31.7,0.6464250734573947,0.04309500489715965,0.31047992164544563,0.3614457831325302,abeaae1a64934178,2020-07-15,Calvin Kattar,Dan Ige,751de04455cfaac0,82a5152216251682,32.303901437371664,28.941820670773442,5,1,1,0.16000000000000003
10,0.7,0.3,0.0,0.0,1.0,,210.7,79.8,1.6,0.4,54.0,47.0,7.0,0.1,0.0,0.2,75.4,2.8,11.8,0.8377777777777778,0.03111111111111111,0.13111111111111112,163.1,63.4,2.6,0.7,92.0,71.0,21.0,0.1,0.1,0.0,75.4,2.8,11.8,0.8377777777777778,0.03111111111111111,0.13111111111111112,0.2619047619047619,d4c314616eac8f8b,2020-07-15,Jimmie Rivera,Cody Stamann,9c907996820d2d69,bf7ad5628363eec9,31.044490075290895,30.680355920602327,3,1,1,0.09000000000000002
10,0.3,0.7,0.4,0.2,0.4,1.8333333333333333,73.9,35.9,4.8,1.7,172.0,119.0,53.0,0.6,0.0,0.3,56.1,6.8,23.0,0.6530849825378346,0.07916181606519207,0.26775320139697323,168.1,80.5,1.7,0.7,126.0,111.0,15.0,0.1,0.3,0.4,56.1,6.8,23.0,0.6530849825378346,0.07916181606519207,0.26775320139697323,0.3692307692307692,4dc5039b21013b3a,2020-07-18,Deiveson Figueiredo,Joseph Benavidez,aa72b0f831d0bfe5,80eacd4da0617c57,32.58316221765914,35.964407939767284,5,1,0,0.48999999999999994
10,0.7,0.3,0.0,0.0,1.0,,80.3,39.9,5.5,2.2,265.0,222.0,43.0,0.3,0.0,0.1,43.1,13.5,33.4,0.4788888888888889,0.15,0.3711111111111111,67.1,35.9,3.4,1.0,204.0,112.0,92.0,0.2,0.3,0.0,43.1,13.5,33.4,0.4788888888888889,0.15,0.3711111111111111,0.3595505617977528,b5f70d0c88f12645,2020-07-18,Brett Johns,Montel Jackson,ec52462a1b41f714,cc1a8b4b38b92c6d,28.40520191649555,28.23271731690623,3,1,1,0.09000000000000002
10,0.8,0.2,0.0,0.1,0.9,1.0,86.1,41.2,3.9,1.7,235.0,225.0,10.0,0.2,0.2,0.2,53.3,2.5,27.5,0.6398559423769508,0.030012004801920768,0.33013205282112845,99.9,43.9,3.5,0.6,65.0,50.0,15.0,0.1,0.3,0.1,53.3,2.5,27.5,0.6398559423769508,0.030012004801920768,0.33013205282112845,0.31081081081081074,bb881d4ee6dfbf86,2020-07-18,Grant Dawson,Nad Narimani,99bd51917728c25d,776a58a67665a171,26.406570841889117,33.2621492128679,3,1,1,0.03999999999999998
10,0.4,0.6,0.2,0.1,0.7,2.0,107.8,48.9,4.2,1.8,125.0,111.0,14.0,0.4,0.1,0.0,56.0,2.4,17.0,0.7427055702917771,0.031830238726790444,0.22546419098143233,113.8,52.8,1.0,0.5,69.0,59.0,10.0,0.0,0.3,0.6,56.0,2.4,17.0,0.7427055702917771,0.031830238726790444,0.22546419098143233,0.44230769230769224,fcfd2e6eed519cb9,2020-07-18,Jack Hermansson,Kelvin Gastelum,0a1942069c9ad6b6,8c0580d4fff106c1,32.10403832991102,28.733744010951405,3,1,0,0.36
10,0.9,0.1,0.2,0.1,0.7,3.0,302.0,116.6,1.8,0.4,84.0,63.0,21.0,0.1,0.1,0.3,98.8,11.1,19.4,0.7641144624903327,0.08584686774941996,0.1500386697602475,165.1,72.8,4.3,1.5,221.0,131.0,90.0,0.2,0.1,0.1,98.8,11.1,19.4,0.7641144624903327,0.08584686774941996,0.1500386697602475,0.3114754098360656,11f715fa5e825e51,2020-07-25,Robert Whittaker,Darren Till,e1147d3d2dabe1ce,9ce6d5a03af801b7,29.596167008898014,27.583846680355922,5,1,1,0.009999999999999995
10,0.1,0.9,0.0,0.0,1.0,,111.5,37.2,2.4,1.0,202.0,121.0,81.0,0.1,0.2,0.2,64.9,8.7,16.4,0.7211111111111111,0.09666666666666666,0.1822222222222222,128.5,66.7,2.0,0.8,49.0,43.0,6.0,0.1,0.0,0.0,64.9,8.7,16.4,0.7211111111111111,0.09666666666666666,0.1822222222222222,0.40909090909090906,407e1c6850e7022c,2020-07-25,Nicolas Dalby,Jesse Ronson,9d19d9e4aa2662e8,5580771f383e141f,35.68788501026694,34.5845311430527,3,0,1,0.010000000000000002
10,1.0,0.0,0.2,0.0,0.8,2.0,192.1,90.2,0.8,0.1,17.0,11.0,6.0,0.0,0.1,0.4,69.3,6.9,6.6,0.8369565217391304,0.08333333333333334,0.07971014492753623,118.3,45.9,2.5,0.7,118.0,55.0,63.0,0.0,0.0,0.0,69.3,6.9,6.6,0.8369565217391304,0.08333333333333334,0.07971014492753623,0.24242424242424243,54bbc7974df586a1,2020-07-25,Bethe Correia,Pannie Kianzad,673ea7dcc786b1b3,91dac5e69e28d5b5,37.09240246406571,28.629705681040384,3,0,0,1.0
10,0.3,0.7,0.0,0.1,0.9,2.0,76.7,29.5,7.1,2.9,256.0,243.0,13.0,0.5,0.1,0.0,52.0,4.5,30.5,0.5977011494252874,0.05172413793103448,0.3505747126436782,98.8,45.9,1.3,0.4,94.0,62.0,32.0,0.2,0.2,0.0,52.0,4.5,30.5,0.5977011494252874,0.05172413793103448,0.3505747126436782,0.3928571428571428,5632f2364016e879,2020-07-25,Carla Esparza,Marina Rodriguez,d910665038efc639,cd2c4d30c6e13b47,32.79123887748118,33.24024640657084,3,1,0,0.48999999999999994
10,0.1,0.9,0.1,0.0,0.9,1.0,52.3,22.2,3.8,1.0,156.0,113.0,43.0,0.0,0.1,0.2,40.2,5.6,36.9,0.48609431680773885,0.06771463119709793,0.44619105199516323,86.9,40.3,2.8,1.7,268.0,255.0,13.0,0.3,0.2,0.1,40.2,5.6,36.9,0.48609431680773885,0.06771463119709793,0.44619105199516323,0.4090909090909091,58e07add007685f8,2020-07-25,Alex Oliveira,Peter Sobotta,57b10fca4f9c9a7a,1fcfc3709fe58151,32.42436687200548,33.53593429158111,3,1,0,0.81
10,0.5,0.5,0.3,0.3,0.4,1.5,41.8,17.0,2.8,1.2,131.0,81.0,50.0,0.3,0.1,0.1,28.1,5.8,20.5,0.5165441176470589,0.10661764705882353,0.37683823529411764,55.5,21.9,1.9,0.9,131.0,123.0,8.0,0.7,0.0,0.3,28.1,5.8,20.5,0.5165441176470589,0.10661764705882353,0.37683823529411764,0.44680851063829796,74dae3d87a99cf5d,2020-07-25,Paul Craig,Gadzhimurad Antigulov,eabf206b162b3b83,af997f7611673880,32.65982203969884,33.45653661875428,3,1,1,0.25
10,0.5,0.5,0.6,0.0,0.4,1.3333333333333333,63.2,33.1,2.6,1.2,142.0,86.0,56.0,0.2,0.0,0.4,33.6,10.3,9.7,0.6268656716417911,0.1921641791044776,0.18097014925373134,82.2,32.8,0.3,0.1,55.0,9.0,46.0,0.1,0.1,0.7,33.6,10.3,9.7,0.6268656716417911,0.1921641791044776,0.18097014925373134,0.4482758620689655,a3820f1eb82f2ba6,2020-07-25,Mauricio Rua,Rogerio Nogueira,140745cbbcb023ac,73e09f837f3b5ecc,38.66392881587954,44.145106091718,3,1,1,0.25
10,0.5,0.5,0.8,0.0,0.2,1.625,64.1,42.7,1.4,0.4,71.0,57.0,14.0,0.2,0.1,0.4,33.1,1.8,10.0,0.7371937639198218,0.0400890868596882,0.22271714922049,75.7,36.0,0.9,0.7,46.0,43.0,3.0,0.0,0.0,0.7,33.1,1.8,10.0,0.7371937639198218,0.0400890868596882,0.22271714922049,0.47826086956521746,f786136e55007e17,2020-07-25,Fabricio Werdum,Alexander Gustafsson,492b202d2064e7a9,3c6976f8182d9527,42.98699520876112,33.52498288843258,3,1,1,0.25
10,0.5,0.5,0.4,0.0,0.6,1.75,67.9,26.3,5.0,1.4,165.0,124.0,41.0,0.1,0.0,0.2,42.7,9.0,19.9,0.596368715083799,0.12569832402234637,0.2779329608938548,58.8,28.2,3.0,0.9,123.0,74.0,49.0,0.1,0.0,0.4,42.7,9.0,19.9,0.596368715083799,0.12569832402234637,0.2779329608938548,0.2875,0b88d0c76f9cd7e4,2020-08-01,Derek Brunson,Edmen Shahbazyan,b1a3e0aca758b322,4144798612ef96e5,36.57494866529774,22.69678302532512,3,1,1,0.25
10,1.0,0.0,0.3,0.1,0.6,1.5,108.3,56.8,1.1,0.3,49.0,42.0,7.0,0.2,0.4,0.4,44.7,10.7,10.5,0.6783004552352049,0.16236722306525037,0.15933232169954475,59.9,29.4,2.7,1.0,163.0,63.0,100.0,0.3,0.0,0.3,44.7,10.7,10.5,0.6783004552352049,0.16236722306525037,0.15933232169954475,0.34210526315789475,2fb1abeb337e0ccc,2020-08-01,Vicente Luque,Randy Brown,6d4b63c767106d3a,c6aee362c7a7d482,28.67898699520876,30.067077344284737,3,1,1,0.0
10,0.2,0.8,0.0,0.0,1.0,,96.1,48.5,3.5,1.3,226.0,118.0,108.0,0.0,0.0,0.1,53.7,14.6,21.7,0.5966666666666667,0.1622222222222222,0.2411111111111111,108.7,57.5,2.9,1.2,137.0,99.0,38.0,0.1,0.0,0.4,53.7,14.6,21.7,0.5966666666666667,0.1622222222222222,0.2411111111111111,0.390625,94b48b98d0292720,2020-08-01,Frankie Saenz,Jonathan Martinez,9ba2226646046b63,f2477cf43c4975cc,39.969883641341546,26.28336755646817,3,0,1,0.04000000000000001
10,0.2,0.8,0.2,0.3,0.5,2.0,64.1,23.3,1.1,0.5,92.0,85.0,7.0,0.1,0.3,0.3,25.7,0.9,41.9,0.3751824817518248,0.013138686131386862,0.6116788321167883,58.2,30.4,4.1,2.0,336.0,334.0,2.0,0.7,0.1,0.0,25.7,0.9,41.9,0.3751824817518248,0.013138686131386862,0.6116788321167883,0.48076923076923084,22e10b23784e5efc,2020-08-08,Omari Akhmedov,Chris Weidman,16690d100f995f8f,3a8176e15b9887c1,32.824093086926766,36.14236824093087,3,0,1,0.04000000000000001
10,1.0,0.0,0.2,0.1,0.7,2.0,149.0,79.1,1.5,0.7,89.0,60.0,29.0,0.2,0.0,0.2,65.0,2.9,10.1,0.8333333333333334,0.03717948717948718,0.12948717948717947,174.5,61.5,1.3,0.4,41.0,41.0,0.0,0.0,0.2,0.0,65.0,2.9,10.1,0.8333333333333334,0.03717948717948718,0.12948717948717947,0.3928571428571429,6f1892ed71d943d7,2020-08-08,Tim Means,Laureano Staropoli,4b47e71384a9522f,a12a8314adc1c1c9,36.46543463381246,27.444216290212182,3,1,1,0.0
10,0.2,0.8,0.2,0.5,0.3,2.7142857142857144,59.5,30.3,4.4,2.5,395.0,167.0,228.0,0.0,0.2,0.8,38.0,26.9,28.6,0.40641711229946526,0.28770053475935825,0.3058823529411765,75.9,43.2,2.9,1.4,158.0,118.0,40.0,1.1,0.4,0.2,38.0,26.9,28.6,0.40641711229946526,0.28770053475935825,0.3058823529411765,0.5342465753424657,a2e34655a41ba45c,2020-08-08,Derrick Lewis,Aleksei Oleinik,d3df1add9d9a7efb,98c23cb6da5b3352,35.49897330595483,43.134839151266256,5,1,0,0.6400000000000001
10,0.2,0.8,0.4,0.1,0.5,2.0,57.0,32.9,4.3,1.3,198.0,140.0,58.0,0.5,0.1,0.1,33.0,11.7,23.1,0.4867256637168142,0.17256637168141592,0.34070796460176994,61.7,32.3,2.6,0.9,150.0,91.0,59.0,0.3,0.1,0.7,33.0,11.7,23.1,0.4867256637168142,0.17256637168141592,0.34070796460176994,0.31884057971014496,cfb189e326553f0a,2020-08-08,Beneil Dariush,Scott Holtzman,08af939f41b5a57b,df1eb4354d18a906,31.2580424366872,36.85694729637235,3,1,0,0.6400000000000001
10,0.6,0.4,0.1,0.5,0.4,1.6666666666666667,47.8,22.9,1.7,1.1,128.0,92.0,36.0,0.6,0.2,0.2,25.8,8.1,24.0,0.4455958549222798,0.13989637305699482,0.4145077720207254,45.6,20.3,2.1,1.3,193.0,148.0,45.0,0.2,0.0,0.1,25.8,8.1,24.0,0.4455958549222798,0.13989637305699482,0.4145077720207254,0.6315789473684211,054794810817c1cc,2020-08-15,Jim Miller,Vinc Pichel,d1941565abf50b16,c77a953488e5607d,36.96098562628337,37.72758384668035,3,0,0,0.36
10,0.7,0.3,0.5,0.2,0.3,1.7142857142857142,64.0,38.9,1.9,0.6,77.0,61.0,16.0,0.0,0.2,0.7,31.4,13.1,29.6,0.42375168690958165,0.1767881241565452,0.3994601889338732,58.3,34.7,3.5,1.7,347.0,233.0,114.0,0.4,0.0,0.2,31.4,13.1,29.6,0.42375168690958165,0.1767881241565452,0.3994601889338732,0.4259259259259259,3bdacc82209b33f5,2020-08-15,Stipe Miocic,Daniel Cormier,d28dee5c705991df,d967f0128c323de6,37.99041752224504,41.4072553045859,5,1,1,0.09000000000000002
10,0.9,0.1,0.3,0.0,0.7,1.3333333333333333,122.5,48.0,1.3,0.2,43.0,32.0,11.0,0.0,0.2,0.3,49.1,2.6,21.5,0.6707650273224044,0.03551912568306011,0.2937158469945355,76.0,24.9,7.2,2.4,197.0,182.0,15.0,0.1,0.0,0.0,49.1,2.6,21.5,0.6707650273224044,0.03551912568306011,0.2937158469945355,0.3058823529411765,57939328c1214107,2020-08-15,John Dodson,Merab Dvalishvili,99506df1af6c8b3b,c03520b5c88ed6b4,35.885010266940455,29.596167008898014,3,0,0,0.81
10,0.9,0.1,0.2,0.0,0.8,1.5,102.6,64.3,3.0,1.5,125.0,117.0,8.0,0.2,0.0,0.2,47.9,17.0,13.5,0.610969387755102,0.21683673469387754,0.1721938775510204,75.6,34.6,1.8,0.4,179.0,17.0,162.0,0.3,0.0,0.1,47.9,17.0,13.5,0.610969387755102,0.21683673469387754,0.1721938775510204,0.3958333333333333,7200343d2e957cf3,2020-08-15,Sean O'Malley,Marlon Vera,b50a426a33da0012,7c7332319c14094c,25.809719370294317,27.701574264202602,3,0,0,0.81
10,0.3,0.7,0.0,0.1,0.9,1.0,91.6,32.5,2.7,1.4,124.0,113.0,11.0,0.2,0.1,0.2,54.3,4.1,25.4,0.6479713603818615,0.048926014319809065,0.3031026252983294,83.7,42.4,3.2,1.6,171.0,141.0,30.0,0.6,0.1,0.0,54.3,4.1,25.4,0.6479713603818615,0.048926014319809065,0.3031026252983294,0.5084745762711864,745bdd823161da89,2020-08-15,Ashley Yoder,Livinha Souza,b4c6c904a9ffc5e8,dab8cfbb6b1db10a,32.82135523613963,29.43189596167009,3,0,1,0.09
10,0.5,0.5,0.8,0.1,0.1,2.0,76.1,44.8,0.7,0.5,59.0,33.0,26.0,0.0,0.0,0.5,36.3,10.1,6.1,0.6914285714285714,0.19238095238095237,0.11619047619047618,60.7,25.5,0.4,0.3,102.0,27.0,75.0,0.2,0.2,0.5,36.3,10.1,6.1,0.6914285714285714,0.19238095238095237,0.11619047619047618,0.7272727272727273,dc24c4759651c6ad,2020-08-15,Junior Dos Santos,Jairzinho Rozenstruik,63def5a5662a6917,2cd428e9606856fd,36.54209445585216,32.41341546885695,3,0,0,0.25
10,0.7,0.3,0.7,0.1,0.2,2.25,161.0,62.5,1.1,0.1,42.0,36.0,6.0,0.0,0.2,0.8,52.0,0.9,21.2,0.7017543859649124,0.012145748987854253,0.2860998650472335,146.4,72.6,6.1,1.6,179.0,176.0,3.0,0.2,0.0,0.2,52.0,0.9,21.2,0.7017543859649124,0.012145748987854253,0.2860998650472335,0.23611111111111116,dfe14e13aa727a0c,2020-08-22,Pedro Munhoz,Frankie Edgar,6bd02119599741a4,f2688492b9a525a3,33.95756331279945,38.85010266940452,5,0,0,0.48999999999999994
10,0.9,0.1,0.0,0.1,0.9,1.0,128.8,64.2,2.6,1.3,126.0,61.0,65.0,0.0,0.0,0.2,63.9,9.8,8.5,0.7773722627737226,0.11922141119221412,0.10340632603406326,162.4,42.5,0.8,0.3,57.0,24.0,33.0,0.1,0.0,0.2,63.9,9.8,8.5,0.7773722627737226,0.11922141119221412,0.10340632603406326,0.47058823529411764,0a7517a16d2d9db6,2020-08-29,Alessio Di Chirico,Zak Cummings,77d7295d1b22c694,4ba8d454f762005d,30.713210130047912,36.07392197125257,3,0,0,0.81
10,0.2,0.8,0.0,0.0,1.0,,212.1,64.7,1.0,0.3,53.0,7.0,46.0,0.0,0.1,0.0,77.0,6.1,6.9,0.8555555555555555,0.06777777777777777,0.07666666666666667,180.4,77.2,1.7,0.8,77.0,62.0,15.0,0.2,0.1,0.0,77.0,6.1,6.9,0.8555555555555555,0.06777777777777777,0.07666666666666667,0.40740740740740744,0a9f22de8600c762,2020-08-29,Ji Yeon Kim,Alexa Grasso,a20f234df70f2182,e8b731feff72294b,30.863791923340177,27.055441478439427,3,0,1,0.04000000000000001
10,0.7,0.3,0.0,0.2,0.8,2.5,122.4,51.2,2.6,1.3,158.0,130.0,28.0,0.1,0.2,0.0,60.0,3.1,21.6,0.7083825265643447,0.03659976387249114,0.2550177095631641,104.5,42.1,2.0,0.8,89.0,86.0,3.0,0.3,0.4,0.0,60.0,3.1,21.6,0.7083825265643447,0.03659976387249114,0.2550177095631641,0.4565217391304348,16358c536d739017,2020-08-29,Polyana Viana,Emily Whitmire,9673a497a9da119a,b3d21b2610dcfaeb,28.20807665982204,29.267624914442163,3,1,1,0.09000000000000002
10,0.2,0.8,0.4,0.4,0.2,2.125,72.2,38.3,0.9,0.1,22.0,5.0,17.0,0.4,0.0,0.1,38.4,11.7,8.7,0.653061224489796,0.1989795918367347,0.14795918367346939,69.8,39.3,3.2,1.2,182.0,82.0,100.0,0.3,0.0,0.4,38.4,11.7,8.7,0.653061224489796,0.1989795918367347,0.14795918367346939,0.31707317073170727,1ff4586752ee8a93,2020-08-29,Anthony Smith,Aleksandar Rakic,d4c9dcd330403612,333b9e5c723ac873,32.09308692676249,28.56125941136208,3,0,1,0.04000000000000001
10,0.7,0.3,0.2,0.0,0.8,2.0,103.8,54.0,0.9,0.4,114.0,63.0,51.0,0.1,0.3,0.4,51.8,9.7,21.8,0.6218487394957983,0.11644657863145258,0.2617046818727491,90.2,36.9,4.4,1.9,200.0,155.0,45.0,0.0,0.1,0.3,51.8,9.7,21.8,0.6218487394957983,0.11644657863145258,0.2617046818727491,0.4339622641509433,864cddd6e165ea2d,2020-08-29,Robbie Lawler,Neil Magny,f2925e6db404bf1d,84b3e7d38f2d2ec5,38.444900752908964,33.073237508555785,3,0,0,0.48999999999999994
10,0.7,0.3,0.3,0.2,0.5,1.8,66.9,34.1,2.7,1.0,83.0,54.0,29.0,0.2,0.0,0.2,40.4,12.1,14.0,0.6075187969924812,0.18195488721804512,0.21052631578947367,65.6,37.9,2.1,0.5,177.0,85.0,92.0,0.0,0.0,0.3,40.4,12.1,14.0,0.6075187969924812,0.18195488721804512,0.21052631578947367,0.31249999999999994,0e809b7e37681783,2020-09-05,Ovince Saint Preux,Alonzo Menifield,50db8711c70196cd,a495f599e787614f,37.412731006160165,32.884325804243666,3,1,1,0.09000000000000002
10,0.6,0.4,0.2,0.1,0.7,1.6666666666666667,75.7,57.1,5.0,1.8,524.0,212.0,312.0,0.0,0.0,0.2,40.9,41.1,31.4,0.3606701940035273,0.36243386243386244,0.2768959435626102,103.7,47.1,2.4,1.0,201.0,102.0,99.0,0.3,0.1,0.3,40.9,41.1,31.4,0.3606701940035273,0.36243386243386244,0.2768959435626102,0.37837837837837834,24341a8cf1152c5c,2020-09-05,Alistair Overeem,Augusto Sakai,b4ad3a06ee4d660c,441eacbe20e0e80b,40.303901437371664,29.32785763175907,5,1,1,0.16000000000000003
10,0.9,0.1,0.1,0.0,0.9,2.0,138.4,76.9,1.6,0.6,75.0,47.0,28.0,0.1,0.1,0.1,60.0,5.5,21.0,0.6936416184971098,0.06358381502890173,0.24277456647398843,92.9,40.4,5.2,1.5,190.0,163.0,27.0,0.3,0.1,0.0,60.0,5.5,21.0,0.6936416184971098,0.06358381502890173,0.24277456647398843,0.30882352941176466,7930c605c6a6ec88,2020-09-05,Viviane Araujo,Montana De La Rosa,36541f1e6c5d4955,80d8aed0ca9b00f3,33.790554414784395,25.557837097878167,3,1,1,0.009999999999999995
10,0.5,0.5,0.3,0.0,0.7,1.3333333333333333,55.3,31.3,1.9,1.1,200.0,89.0,111.0,0.1,0.0,0.2,29.8,19.4,20.2,0.42939481268011526,0.2795389048991354,0.2910662824207492,49.5,29.4,2.2,1.2,195.0,113.0,82.0,0.1,0.0,0.0,29.8,19.4,20.2,0.42939481268011526,0.2795389048991354,0.2910662824207492,0.5609756097560976,3901d9cdbb0949bc,2020-09-12,Ed Herman,Mike Rodriguez,06f36cf4bd97ec77,18b602842a24f7c5,39.945242984257355,31.789185489390828,3,1,1,0.25
10,0.1,0.9,0.0,0.1,0.9,1.0,135.6,32.1,3.1,1.7,183.0,181.0,2.0,0.1,0.2,0.0,55.3,1.2,27.2,0.6606929510155316,0.014336917562724013,0.3249701314217443,121.4,62.5,2.3,0.9,101.0,91.0,10.0,0.6,0.1,0.5,55.3,1.2,27.2,0.6606929510155316,0.014336917562724013,0.3249701314217443,0.48148148148148145,764012f51c7dc223,2020-09-12,Roxanne Modafferi,Andrea Lee,4498b382c65a7faa,05fa626cb33d15b8,37.96851471594798,31.583846680355922,3,1,0,0.81
