fight_id,date,liked_side,fair_market_p,model_p,edge,bet_win,profit_per_100,profit_units
0165bd3c26f0c076,2021-01-16,RED,0.6255648805681084,0.6284829262650149,0.002918045696906457,1,52.63157894736842,0.5263157894736842
358f816aff469270,2021-01-16,BLUE,0.5854009924763888,0.6114071312740044,0.026006138797615597,0,62.893081761006286,-1.0
3d903bc35023f50a,2021-01-16,RED,0.3388090349075974,0.3646963520211185,0.025887317113521102,0,180.0,-1.0
3fcd53eb27945231,2021-01-16,BLUE,0.6945010183299389,0.7162644003307608,0.02176338200082184,1,36.36363636363637,0.36363636363636365
6b0da0b1cda7799f,2021-01-16,RED,0.610215999437135,0.6721753422629922,0.061959342825857244,1,56.49717514124294,0.5649717514124294
775c1f401815bbd8,2021-01-16,BLUE,0.3015075376884423,0.3146235007758633,0.013115963087421023,1,215.0,2.15
97ad63e644757cf4,2021-01-16,BLUE,0.5,0.5211697934177685,0.02116979341776848,1,90.9090909090909,0.9090909090909091
97c80f69ac312030,2021-01-16,RED,0.6611909650924026,0.6744149450049823,0.01322397991257973,0,43.47826086956522,-1.0
a4817b7e46028b4a,2021-01-16,RED,0.5954042868614491,0.6501026086235094,0.05469832176206035,1,61.72839506172839,0.6172839506172839
aeb7ff8ce6e1beac,2021-01-16,BLUE,0.28085991678224687,0.29715108591206885,0.01629116912982198,1,240.0,2.4
031e6624f96aceb8,2021-01-20,BLUE,0.40072859744990896,0.42107191304281333,0.020343315592904365,1,135.0,1.35
11558384f80f6506,2021-01-20,RED,0.7998411437648929,0.8389549672908946,0.03911382352600168,1,18.867924528301888,0.18867924528301888
4abcf14faa7f92f2,2021-01-20,RED,0.7619047619047619,0.763774224847786,0.0018694629430241472,1,25.0,0.25
4e451881e0e47b05,2021-01-20,BLUE,0.4223602484472049,0.42933129673143056,0.006971048284225678,0,125.0,-1.0
4f6d3cdf2c77fb57,2021-01-20,BLUE,0.45401629802095456,0.46484686857722324,0.010830570556268682,0,110.0,-1.0
57e784028ef2c17d,2021-01-20,RED,0.4632426988922457,0.534671957434616,0.07142925854237037,1,105.0,1.05
61bedad39b15db7a,2021-01-20,RED,0.4323570432357044,0.4553837416928351,0.02302669845713068,1,120.0,1.2
76b61ff4c9760f79,2021-01-20,RED,0.5585430102643292,0.5624687496484893,0.003925739384160076,1,69.93006993006993,0.6993006993006994
a003e8305d4dbdc8,2021-01-20,RED,0.2650822669104204,0.2857123945168027,0.020630127606382276,0,260.0,-1.0
ac475de5a3d0d7e2,2021-01-20,RED,0.4167202986227314,0.4905040219173935,0.0737837232946621,1,128.0,1.28
ae38fb2a6b6a0cc1,2021-01-20,RED,0.3517587939698492,0.3837956366049984,0.032036842635149165,0,170.0,-1.0
d27ac1bc677b89cf,2021-01-20,RED,0.7191400832177531,0.7706876321065629,0.05154754888880975,1,32.78688524590164,0.32786885245901637
dd34dd337e637767,2021-01-20,BLUE,0.665144596651446,0.6996186043109414,0.034474007659495376,0,43.47826086956522,-1.0
3d3e7dc7b4bf2bc4,2021-01-23,RED,0.2750424448217317,0.3349308939906361,0.0598884491689044,1,250.0,2.5
65352221c0bfe52d,2021-01-23,BLUE,0.5585430102643293,0.5727060460875986,0.014163035823269277,1,69.93006993006993,0.6993006993006994
83da743f6dda7dcc,2021-01-23,RED,0.4632426988922457,0.5307526324462293,0.0675099335539836,1,105.0,1.05
92f569a6d9374b86,2021-01-23,BLUE,0.4599960684096718,0.4936060563402789,0.0336099879306071,0,105.0,-1.0
a5075f4eaee6036f,2021-01-23,RED,0.5400039315903282,0.560211087959306,0.02020715636897774,0,74.6268656716418,-1.0
aaf45b095452be23,2021-01-23,RED,0.4873460435296102,0.5171503358650992,0.02980429233548898,1,94.33962264150944,0.9433962264150944
c597fd8bb66d54d8,2021-01-23,RED,0.7293934681181959,0.7357212444472601,0.0063277763290641165,0,29.850746268656717,-1.0
cd08b68f0bafafbf,2021-01-23,BLUE,0.7293934681181959,0.7458735176237411,0.016480049505545158,0,29.850746268656717,-1.0
f3ccbfd7036f3cf3,2021-01-23,BLUE,0.8061104582843713,0.8144597323659006,0.008349274081529301,1,17.857142857142858,0.17857142857142858
2c81668d1459991f,2021-02-06,BLUE,0.4736842105263158,0.49036138064355095,0.01667717011723513,0,100.0,-1.0
86d6e09932c5b551,2021-02-06,BLUE,0.6571428571428573,0.6862245936066405,0.029081736463783203,0,43.47826086956522,-1.0
8b9bdacca749ec90,2021-02-06,RED,0.3826322930800542,0.3921485175846982,0.00951622450464401,0,150.0,-1.0
9ef858837dfc65eb,2021-02-06,RED,0.7619047619047619,0.7645197419804258,0.002614980075663964,1,25.0,0.25
af8ea6db042674ef,2021-02-06,BLUE,0.3297129557796742,0.3796625285023897,0.049949572722715496,1,188.0,1.88
bbade63ca780668f,2021-02-06,BLUE,0.46753246753246747,0.4698489600149257,0.0023164924824582434,1,105.0,1.05
d65da3a3bc675449,2021-02-06,BLUE,0.3946993445426048,0.4199556491021922,0.025256304559587384,1,140.0,1.4
f4fbb11055301e75,2021-02-06,RED,0.6556291390728478,0.6749326090619897,0.019303469989141897,0,44.44444444444444,-1.0
17616514e8fdacb9,2021-02-13,RED,0.4831460674157303,0.5081670479700889,0.02502098055435864,1,100.0,1.0
25b8c932da5e91f4,2021-02-13,RED,0.5,0.5170695842864146,0.017069584286414585,0,93.45794392523365,-1.0
26fbf026beb8e9f8,2021-02-13,RED,0.6480904580593055,0.6895646640809802,0.04147420602167462,1,48.78048780487805,0.4878048780487805
54e2490959f66dc2,2021-02-13,RED,0.689615756616548,0.746693453619747,0.05707769700319909,1,39.52569169960474,0.3952569169960474
8cf076524cad5a55,2021-02-13,RED,0.7824011456758693,0.7834935462897945,0.0010924006139252374,1,22.371364653243848,0.22371364653243847
9201312dd860fa5a,2021-02-13,RED,0.389784000562865,0.4043332258793,0.014549225316434988,0,145.0,-1.0
96b1430379c0694a,2021-02-13,RED,0.7941470428363521,0.7955981844054213,0.0014511415690692253,0,20.53388090349076,-1.0
be94e5b7a35ce5f2,2021-02-13,RED,0.7069403957079948,0.7339960706737607,0.027055674965765886,1,35.97122302158273,0.3597122302158273
f98e954823bd6e02,2021-02-13,RED,0.4557395319216686,0.4726942960138622,0.016954764092193597,0,112.0,-1.0
05ceb8b2f93993a6,2021-02-20,RED,0.5203045685279188,0.5385032108032246,0.018198642275305765,1,80.0,0.8
15b1c7ddc4415fdd,2021-02-20,RED,0.3146551724137931,0.3299505912005193,0.01529541878672619,0,200.0,-1.0
1d892fec31dc7ad7,2021-02-20,BLUE,0.577639751552795,0.6275567660142747,0.04991701446147967,1,64.51612903225806,0.6451612903225806
82243207b4dfce87,2021-02-20,RED,0.6209150326797385,0.6315073832113235,0.010592350531585026,0,52.63157894736842,-1.0
8f7328fe18806fb0,2021-02-20,RED,0.3946993445426048,0.4474965885127073,0.05279724397010249,0,140.0,-1.0
931fd51ab69fb443,2021-02-20,BLUE,0.5498210585797703,0.5889246502623959,0.03910359168262567,0,71.94244604316546,-1.0
990c2378caec68d4,2021-02-20,BLUE,0.5263157894736844,0.5787820769063027,0.052466287432618275,1,80.0,0.8
b12bc15f384ecc42,2021-02-20,RED,0.7619047619047619,0.8166109481471022,0.05470618624234036,0,25.0,-1.0
