fight_id,date,liked_side,fair_market_p,model_p,edge,bet_win,profit_per_100,profit_units
b9cd4910f0ecff45,2021-02-20,BLUE,0.6209150326797386,0.6762116335979126,0.05529660091817401,0,52.63157894736842,-1.0
c3b6aa47e7532a7b,2021-02-20,BLUE,0.32183908045977017,0.33596063661602005,0.014121556156249881,0,195.0,-1.0
e175c1a0bff30187,2021-02-20,RED,0.5,0.5640392091567354,0.06403920915673544,0,89.28571428571429,-1.0
11a83369d49ad138,2021-02-27,BLUE,0.6279373368146213,0.6465950109955851,0.018657674180963868,1,54.054054054054056,0.5405405405405406
3a4e2dffcdd1c838,2021-02-27,RED,0.2758620689655172,0.3155398084325229,0.0396777394670057,0,250.0,-1.0
3eac2d47ac252f4b,2021-02-27,RED,0.6581196581196581,0.6748919377303573,0.01677227961069916,0,45.45454545454545,-1.0
4a704dae3091adaf,2021-02-27,RED,0.3363518758085381,0.3436465489801918,0.0072946731716537205,0,185.0,-1.0
6a0341234ecc4e87,2021-02-27,BLUE,0.4201680672268908,0.44319469878284135,0.023026631555950527,0,130.0,-1.0
a7315147a7022a93,2021-02-27,RED,0.3451298345568095,0.4443210119452289,0.09919117738841937,1,178.0,1.78
bc86601cf781a89c,2021-02-27,RED,0.5914733980829453,0.6636993604831871,0.07222596240024182,1,63.69426751592356,0.6369426751592356
c2ee423d1f0b4f6f,2021-02-27,BLUE,0.552594002855783,0.5868381999382969,0.034244197082513916,0,74.07407407407408,-1.0
04a788abbbd1f256,2021-03-06,BLUE,0.6279373368146213,0.6360433903637777,0.008106053549156389,1,54.054054054054056,0.5405405405405406
15c9cb5f9320c555,2021-03-06,RED,0.5260865852617197,0.5370796798150131,0.010993094553293448,0,81.9672131147541,-1.0
2704d31de2c2f43b,2021-03-06,RED,0.5882115462252725,0.6077273415178381,0.01951579529256564,1,64.51612903225806,0.6451612903225806
50ef636148fa6fac,2021-03-06,RED,0.320754716981132,0.4154448767664124,0.09469015978528039,0,200.0,-1.0
5980ab31e4718a83,2021-03-06,BLUE,0.3418803418803419,0.37429794143069317,0.032417599550351284,1,180.0,1.8
7ad09f889d2cdb6f,2021-03-06,BLUE,0.3418803418803419,0.36086252789942375,0.01898218601908186,0,180.0,-1.0
7de9867b7cc2b1b1,2021-03-06,RED,0.3158617532616159,0.33035729949847,0.014495546236854062,1,205.0,2.05
873306ad79b62f5e,2021-03-06,RED,0.4435793295775703,0.4983239935153493,0.05474466393777899,0,117.0,-1.0
ae5d14a9fc1ad19c,2021-03-06,BLUE,0.5711159737417943,0.6023310983385826,0.031215124596788213,1,68.96551724137932,0.6896551724137931
c06d7bb29bc24d00,2021-03-06,RED,0.7925157465728047,0.8394703777786121,0.04695463120580745,1,21.73913043478261,0.21739130434782608
c096342c57a6f2c4,2021-03-06,BLUE,0.3207547169811321,0.33957013475064723,0.01881541776951512,1,200.0,2.0
d170f6580e1c244f,2021-03-06,BLUE,0.6690070210631895,0.6785930295933493,0.009586008530159784,0,43.47826086956522,-1.0
e2abba69c3371618,2021-03-06,BLUE,0.3571428571428571,0.4003474814130966,0.04320462427023952,0,170.0,-1.0
f4363f1317b47213,2021-03-06,RED,0.437956204379562,0.4542562736879579,0.016300069308395893,1,120.0,1.2
fd92fe0c494d0959,2021-03-06,RED,0.84,0.8610876164677382,0.021087616467738268,1,14.285714285714286,0.14285714285714288
01f262b68a6a2223,2021-03-13,RED,0.5427435387673957,0.6388181717685965,0.09607463300120078,0,76.92307692307692,-1.0
03bdbf2d18f3025d,2021-03-13,BLUE,0.29341792228390173,0.3462778187100175,0.05285989642611577,0,230.0,-1.0
18c67631b76c18e5,2021-03-13,BLUE,0.2604482132041187,0.2819826807594509,0.02153446755533217,0,270.0,-1.0
4944437e73071671,2021-03-13,RED,0.5324675324675325,0.588368122446051,0.055900589978518433,0,80.0,-1.0
70aa6b8f863e6861,2021-03-13,RED,0.7241379310344829,0.7379669279638521,0.01382899692936923,0,33.333333333333336,-1.0
8a7b0cd5ad9ca4fe,2021-03-13,RED,0.6428571428571429,0.6884423942636702,0.04558525140652725,0,50.0,-1.0
a6828a6dfb21d33c,2021-03-13,BLUE,0.1877581674802854,0.22101656041909667,0.033258392938811276,0,415.0,-1.0
bb7ce8a6ba7f7cc5,2021-03-13,BLUE,0.2758620689655171,0.2865642081117906,0.010702139146273493,0,250.0,-1.0
d0ebb0551377a1c1,2021-03-13,RED,0.5427435387673957,0.5797405557397608,0.03699701697236513,1,76.92307692307692,0.7692307692307692
d15a87087b6f1452,2021-03-13,RED,0.6345305608065531,0.6839556329440813,0.049425072137528225,1,52.63157894736842,0.5263157894736842
e8adfbbe0053c321,2021-03-13,RED,0.4342832531763693,0.4479730348620203,0.013689781685650992,0,122.0,-1.0
2efbcd870f1f7bc7,2021-03-20,RED,0.3492957746478873,0.3891431444547786,0.0398473698068913,1,175.0,1.75
55bf7f19a132e0fc,2021-03-20,BLUE,0.552594002855783,0.5636759593225463,0.011081956466763354,0,74.07407407407408,-1.0
68cf99b6551dc3b3,2021-03-20,RED,0.5108342361863488,0.561110775625142,0.05027653943879318,1,86.95652173913044,0.8695652173913043
9e45cc594a5a2506,2021-03-20,RED,0.783098015142214,0.7956599219459297,0.012561906803715717,1,23.25581395348837,0.23255813953488372
a043e279434d5c8c,2021-03-20,BLUE,0.6279373368146213,0.6334833235537018,0.005545986739080577,1,54.054054054054056,0.5405405405405406
afc86d1076c4c3a9,2021-03-20,RED,0.6548701654431905,0.6822986596309889,0.027428494187798358,1,46.51162790697674,0.46511627906976744
b8a0047c927faa75,2021-03-20,BLUE,0.17499999999999982,0.17851299968078838,0.0035129996807885533,0,450.0,-1.0
dcfbbebc0aee6ded,2021-03-20,RED,0.3363518758085381,0.3880195228945066,0.05166764708596849,0,185.0,-1.0
edac9fd482177a64,2021-03-20,RED,0.3654694391934467,0.4038910706454151,0.03842163145196836,0,165.0,-1.0
0aa335dbc4cb3473,2021-03-27,RED,0.7634625062908907,0.7834571248999102,0.01999461860901941,1,27.027027027027028,0.2702702702702703
2220b73ece1730c3,2021-03-27,RED,0.3571428571428571,0.42208229150343,0.06493943436057292,0,170.0,-1.0
390694c179f05c7f,2021-03-27,RED,0.447405997144217,0.5325769424535142,0.08517094530929714,1,115.0,1.15
39d188fa9b95d550,2021-03-27,RED,0.3571428571428571,0.3981435010153457,0.041000643872488585,0,170.0,-1.0
41622791b276ad9e,2021-03-27,RED,0.5366306721917165,0.5376243265533367,0.0009936543616202442,1,78.74015748031496,0.7874015748031497
48292a027df02443,2021-03-27,BLUE,0.2892960462873675,0.3368286895032193,0.04753264321585182,0,235.0,-1.0
4b3af85b0df51d09,2021-03-27,BLUE,0.6507042253521127,0.6531894870718908,0.0024852617197781424,1,47.61904761904762,0.4761904761904762
6002c24f0b7f8cc7,2021-03-27,RED,0.3784721747803632,0.3850361442742656,0.006563969493902366,0,157.0,-1.0
8317208cfb030ed3,2021-03-27,RED,0.4288840262582056,0.4521003798901662,0.023216353631960618,0,125.0,-1.0
b1eff235241e719b,2021-03-27,RED,0.4435793295775703,0.4511600999654397,0.007580770387869418,0,117.0,-1.0
0992795fd0fa06d0,2021-04-10,RED,0.5217391304347826,0.547131657931744,0.025392527496961415,0,83.33333333333333,-1.0
1fee9eca658d9808,2021-04-10,BLUE,0.6279373368146213,0.6592816830982688,0.03134434628364757,1,54.054054054054056,0.5405405405405406
3209bcfaf95de90b,2021-04-10,RED,0.6888888888888889,0.7798145060815976,0.09092561719270875,1,40.0,0.4
444f0a732695dc81,2021-04-10,BLUE,0.2714333002317114,0.2800967704243146,0.008663470192603162,1,255.0,2.55
646eeca9447c6965,2021-04-10,RED,0.4288840262582056,0.4369005594534497,0.008016533195244091,0,125.0,-1.0
71b81d8199a0fa19,2021-04-10,RED,0.4117884537747274,0.4623950019998281,0.05060654822510069,1,135.0,1.35
7aebf01b5afc0109,2021-04-10,BLUE,0.6428571428571429,0.7209071060801472,0.07804996322300428,0,50.0,-1.0
93a1cd50374397c0,2021-04-10,RED,0.5711159737417942,0.6076712270223605,0.0365552532805663,1,68.96551724137932,0.6896551724137931
998296216e7171ed,2021-04-10,BLUE,0.6636481241914619,0.7286879973773557,0.06503987318589377,1,44.44444444444444,0.4444444444444444
ac9a8b73e58f3d71,2021-04-10,RED,0.4782608695652174,0.5695419134287505,0.09128104386353308,0,100.0,-1.0
ddd63237f1b857a6,2021-04-10,BLUE,0.2804746494066882,0.3043732548042062,0.02389860539751798,0,245.0,-1.0
e27c28928ed4390f,2021-04-10,BLUE,0.6841382467383841,0.698867721359065,0.014729474620680971,1,40.816326530612244,0.40816326530612246
0b2c3c4306620d6d,2021-04-17,RED,0.7362296353762606,0.7874686388479881,0.051239003471727496,1,30.76923076923077,0.3076923076923077
24ff385ca78c80d3,2021-04-17,RED,0.7697368421052633,0.8224318033625819,0.05269496125731865,1,25.641025641025642,0.25641025641025644
25d4376e00b16510,2021-04-17,BLUE,0.6888888888888889,0.6904586990854077,0.001569810196518806,0,40.0,-1.0
627c0a50cff30405,2021-04-17,RED,0.5324675324675325,0.5620703479409993,0.02960281547346677,0,80.0,-1.0
8d634c9240f161dd,2021-04-17,BLUE,0.33099297893681046,0.36151356463941964,0.030520585702609182,0,190.0,-1.0
a33ecd2c88154890,2021-04-17,RED,0.5882115462252725,0.599670619651948,0.011459073426675515,1,64.51612903225806,0.6451612903225806
a850ba762f3c5334,2021-04-17,BLUE,0.2758620689655171,0.299774307646652,0.0239122386811349,1,250.0,2.5
f2c82f027201ba21,2021-04-17,RED,0.4572564612326044,0.4684137780667531,0.011157316834148723,1,110.0,1.1
f67aa0b16e16a9ea,2021-04-17,RED,0.6841382467383841,0.6919717665578118,0.007833519819427703,1,40.816326530612244,0.40816326530612246
fdfe4e7cb2d0b665,2021-04-17,RED,0.5962732919254659,0.6245383813387362,0.028265089413270328,1,62.5,0.625
00bbcd4a6d647fdf,2021-04-24,RED,0.3111111111111111,0.3374422291009905,0.02633111798987936,1,210.0,2.1
1820fed0fbcf6294,2021-04-24,BLUE,0.5962732919254659,0.6022035192370438,0.005930227311577996,0,62.5,-1.0
34d2632fd26e7078,2021-04-24,RED,0.7900763358778627,0.8114484126255616,0.02137207674769881,1,22.22222222222222,0.2222222222222222
512af32553d9bd70,2021-04-24,RED,0.4675324675324674,0.499687128450113,0.03215466091764557,0,105.0,-1.0
6a5eb525331fa1fc,2021-04-24,RED,0.7328244274809161,0.7658236389392555,0.032999211458339395,1,31.25,0.3125
6a7347d1da8a2b87,2021-04-24,RED,0.6792452830188679,0.7175072363732966,0.038261953354428724,1,41.666666666666664,0.41666666666666663
6d8da45352344964,2021-04-24,RED,0.6428571428571429,0.6466321252973577,0.0037749824402147913,0,50.0,-1.0
c5dfce1eaa2dc169,2021-04-24,BLUE,0.38128249566724437,0.4421714055992395,0.06088890993199514,0,155.0,-1.0
f5dd0a24a7dba53c,2021-04-24,RED,0.447405997144217,0.4936965029797386,0.04629050583552158,0,115.0,-1.0
26202a4bd36d3fd2,2021-05-01,RED,0.7195253505933118,0.7599747859152927,0.040449435321980864,1,34.48275862068966,0.3448275862068966
2ef09c8fe29251ac,2021-05-01,RED,0.6841382467383841,0.7018609592061792,0.01772271246779511,0,40.816326530612244,-1.0
2f82e8079ba354f4,2021-05-01,RED,0.6581196581196581,0.7057189424141112,0.04759928429445304,1,45.45454545454545,0.45454545454545453
394802bb096b403e,2021-05-01,BLUE,0.4782608695652174,0.49328929996315907,0.015028430397941661,1,100.0,1.0
3d790112d2e6d851,2021-05-01,BLUE,0.46336932780828355,0.5018682006420874,0.03849887283380382,1,107.0,1.07
78dc032441394331,2021-05-01,RED,0.6345305608065531,0.6664145977883159,0.03188403698176279,1,52.63157894736842,0.5263157894736842
c9c79de21823d941,2021-05-01,BLUE,0.5882115462252726,0.6161389122039895,0.027927365978716923,1,64.51612903225806,0.6451612903225806
d6b5a6ad27a730ae,2021-05-01,RED,0.778440562420111,0.7853220466218862,0.0068814842017752564,1,23.80952380952381,0.2380952380952381
d72f9b3ac742a9e3,2021-05-01,BLUE,0.40058712005381925,0.4183726949200116,0.017785574866192366,1,142.0,1.42
ffd8e8575a551875,2021-05-01,BLUE,0.3158617532616159,0.3448995962086744,0.029037842947058468,0,205.0,-1.0
00fbeda449926c13,2021-05-08,BLUE,0.5832230748875364,0.5935742061458933,0.01035113125835685,0,65.78947368421052,-1.0
178c4926223dca0c,2021-05-08,RED,0.3703703703703703,0.4438022726782538,0.07343190230788349,1,155.0,1.55
295a0bf12a7373c0,2021-05-08,BLUE,0.5657167468236307,0.5666993879394755,0.0009826411158447845,1,70.4225352112676,0.704225352112676
37fda56a435a9b24,2021-05-08,RED,0.3492957746478873,0.3606566882460895,0.011360913598202182,0,175.0,-1.0
3f71ac21472f994c,2021-05-08,RED,0.3784721747803632,0.4190508678886409,0.040578693108277664,0,157.0,-1.0
4ffbadfb86284af5,2021-05-08,RED,0.6888888888888889,0.6926080004733742,0.003719111584485346,0,40.0,-1.0
8a95f0e3f9111f0c,2021-05-08,BLUE,0.5882115462252726,0.6121340765264272,0.023922530301154543,0,64.51612903225806,-1.0
db2c805201a3116e,2021-05-08,BLUE,0.4201680672268908,0.42141259552646304,0.0012445282995722229,1,130.0,1.3
1f2f27b36e79da74,2021-05-15,BLUE,0.562043795620438,0.5825821525335841,0.020538356913146094,1,71.42857142857143,0.7142857142857143
2b894d87ad9aae05,2021-05-15,RED,0.4782608695652174,0.5315115526626792,0.05325068309746184,1,100.0,1.0
5573d46130d6b967,2021-05-15,BLUE,0.5043297540699688,0.5177372776270575,0.01340752355708863,0,89.28571428571429,-1.0
6655a8da2655f2d0,2021-05-15,BLUE,0.4253560419500939,0.4430490642248014,0.01769302227470748,1,127.0,1.27
be2e28ba3bdeb400,2021-05-15,RED,0.4675324675324674,0.4908999996900964,0.02336753215762899,1,105.0,1.05
bfd672cac0726a9a,2021-05-15,RED,0.674203744225626,0.7078002216216693,0.03359647739604332,0,42.5531914893617,-1.0
ca22bafab913aae7,2021-05-15,BLUE,0.4848162769511084,0.5636975966034601,0.07888131965235168,1,97.0873786407767,0.970873786407767
cfbaeb80b5ff7c00,2021-05-15,BLUE,0.5746439580499062,0.583943148834723,0.00929919078481678,1,68.02721088435374,0.6802721088435374
de332779baa1b103,2021-05-15,RED,0.6636481241914618,0.6946477538231904,0.030999629631728642,1,44.44444444444444,0.4444444444444444
fef29aa73bd5b907,2021-05-15,RED,0.5427435387673957,0.5729419375161632,0.030198398748767508,1,76.92307692307692,0.7692307692307692
138f719d370e8ba0,2021-05-22,BLUE,0.37799472439017767,0.40177313535101655,0.02377841096083888,1,157.0,1.57
16369fa06392f6a0,2021-05-22,BLUE,0.4435793295775702,0.46272071137122006,0.01914138179364988,1,117.0,1.17
3627f5133ce55902,2021-05-22,BLUE,0.2509516424644015,0.2601206192842612,0.009168976819859731,0,285.0,-1.0
559c0c3d752f327a,2021-05-22,BLUE,0.37799472439017767,0.49100553240242417,0.1130108080122465,1,157.0,1.57
7f8340dfe4220c3e,2021-05-22,RED,0.5467333541731791,0.5895600418698037,0.042826687696624566,1,75.75757575757575,0.7575757575757575
82d48296fd06c27f,2021-05-22,BLUE,0.8064516129032258,0.8207878748419906,0.014336261938764805,1,20.0,0.2
ae0afbff5ba07a34,2021-05-22,RED,0.4288840262582056,0.4629259514897476,0.03404192523154198,1,125.0,1.25
b381dc272b32ce03,2021-05-22,BLUE,0.24498586620002683,0.25909815128521396,0.014112285085187137,0,295.0,-1.0
c7cf2194fe5c751f,2021-05-22,BLUE,0.325796255774374,0.34062568482666156,0.014829429052287568,0,195.0,-1.0
d16f7ab4e28171ea,2021-05-22,RED,0.5427435387673957,0.5727690713628952,0.03002553259549956,1,76.92307692307692,0.7692307692307692
d44a814b106b94ff,2021-05-22,BLUE,0.19725844199264464,0.2146775112300865,0.017419069237441853,0,390.0,-1.0
e624d85a0d718578,2021-05-22,RED,0.4675324675324674,0.4810550762091567,0.013522608676689307,1,105.0,1.05
0716a38768a34789,2021-06-05,RED,0.6341463414634145,0.6688083098604661,0.0346619683970516,0,50.0,-1.0
23b943e9ce495f0b,2021-06-05,BLUE,0.6611909650924026,0.6679159842982763,0.00672501920587365,1,43.47826086956522,0.43478260869565216
2c0cddd12deb7450,2021-06-05,RED,0.5126539564703898,0.5613353268086355,0.04868137033824571,1,84.7457627118644,0.847457627118644
419d1e29668b57fb,2021-06-05,BLUE,0.2526817640047676,0.25685852274395127,0.004176758739183661,0,375.0,-1.0
58c5d506181812fa,2021-06-05,BLUE,0.6439672223792032,0.6750002144095673,0.031032992030364026,0,46.51162790697674,-1.0
5c0e5d850d8e661f,2021-06-05,BLUE,0.5400039315903282,0.5784362679909016,0.03843233640057342,0,74.6268656716418,-1.0
73a83b2595416f0a,2021-06-05,BLUE,0.36585365853658547,0.3889241192794155,0.023070460742830035,0,160.0,-1.0
827aacd14f80e8f3,2021-06-05,BLUE,0.3388090349075974,0.3630067483556546,0.024197713448057212,1,180.0,1.8
9252ad2304fd9a26,2021-06-05,BLUE,0.3946993445426048,0.4380339436371746,0.043334599094569826,1,140.0,1.4
bb6438338bb8aebf,2021-06-05,RED,0.5689655172413793,0.5981053807542209,0.02913986351284159,1,66.66666666666667,0.6666666666666667
f187c7ec92f43828,2021-06-05,BLUE,0.6053006554573952,0.6196963280529442,0.01439567259554897,1,56.49717514124294,0.5649717514124294
0f51869f98afa6c0,2021-06-12,BLUE,0.376996805111821,0.38933744278612115,0.012340637674300159,1,150.0,1.5
1b4d5dbf5f663a97,2021-06-12,RED,0.5888285492629945,0.6290403064991174,0.0402117572361228,1,60.60606060606061,0.6060606060606061
34d38d77c1d3f00e,2021-06-12,RED,0.6695178849144635,0.714688744287077,0.04517085937261345,1,41.666666666666664,0.41666666666666663
43dfb2c1e5fecac9,2021-06-12,BLUE,0.649890590809628,0.6559530974701345,0.006062506660506561,1,45.45454545454545,0.45454545454545453
4560734220b96851,2021-06-12,RED,0.305498981670061,0.3093709804486991,0.003871998778638086,1,210.0,2.1
6cd44e1b2d093ea4,2021-06-12,RED,0.6665837272953471,0.7253298209823789,0.058746093687031764,1,42.5531914893617,0.425531914893617
7d2051c6bae907cb,2021-06-12,BLUE,0.4297407912687585,0.4585973535702714,0.0288565623015129,1,120.0,1.2
84cde29aebf6c00c,2021-06-12,RED,0.4935930292157868,0.5242623033225804,0.030669274106793598,0,92.5925925925926,-1.0
9127a6430e46292c,2021-06-12,BLUE,0.43103448275862066,0.4593068857207634,0.02827240296214273,0,120.0,-1.0
b070b8c2c489d838,2021-06-12,RED,0.7913043478260869,0.836158680078347,0.0448543322522601,1,20.0,0.2
d4ad90ac58429b64,2021-06-12,BLUE,0.3621495327102804,0.3689628631044355,0.006813330394155104,1,160.0,1.6
d66164d2c770da68,2021-06-12,BLUE,0.3297129557796742,0.3304628869077063,0.0007499311280321219,0,188.0,-1.0
dedb74ee9d84deab,2021-06-12,RED,0.5287958115183247,0.5879544552886345,0.05915864377030988,1,80.0,0.8
1e9f081a84e7ec18,2021-06-19,RED,0.5400039315903282,0.5416432794013953,0.0016393478110671156,0,74.6268656716418,-1.0
2bdf774dc8b17504,2021-06-19,BLUE,0.6143993528380748,0.6295301339817037,0.015130781143628869,0,53.763440860215056,-1.0
50cae63d530ede7c,2021-06-19,BLUE,0.5871415064607627,0.5995393127939632,0.012397806333200534,0,61.72839506172839,-1.0
53ed3f8f653b37b2,2021-06-19,RED,0.4478339079598261,0.5039742077995528,0.05614029983972674,0,112.0,-1.0
6fd9a013cea5a403,2021-06-19,BLUE,0.6853448275862069,0.7052197858239554,0.01987495823774854,1,37.735849056603776,0.37735849056603776
744627aec853874e,2021-06-19,RED,0.685344827586207,0.7089100957084539,0.023565268122246907,0,37.735849056603776,-1.0
87c8e086c29ae543,2021-06-19,RED,0.5871415064607627,0.6654615149199237,0.07832000845916098,1,61.72839506172839,0.6172839506172839
a83ebbf013905949,2021-06-19,BLUE,0.3388090349075974,0.3408517236486568,0.0020426887410593952,0,180.0,-1.0
bb1ac382e0277b3f,2021-06-19,BLUE,0.5263157894736844,0.5429672407317894,0.016651451258104966,1,80.0,0.8
d3c0dfa57950aefd,2021-06-19,BLUE,0.5689655172413792,0.6061950276623727,0.03722951042099343,1,66.66666666666667,0.6666666666666667
d684d8b02ab53031,2021-06-19,RED,0.4048828569262264,0.4216873016178779,0.016804444691651488,1,135.0,1.35
e8fd128286788a6d,2021-06-19,RED,0.5721476510067114,0.5981506404476082,0.02600298944089685,1,64.51612903225806,0.6451612903225806
