period,analysis,market_p_bucket,edge_bucket,bets,wins,losses,win_rate,profit_units,roi,avg_market_p,avg_v5_p,avg_edge
2021,market_x_edge,70-80%,4-6%,11,9,2,0.8181818181818182,0.5970717041572928,0.054279245832481164,0.7475394766970731,0.796231436501418,0.048691959804345035
2021,market_x_edge,70-80%,6-7.5%,2,1,1,0.5,-0.7142857142857142,-0.3571428571428571,0.7421203438395416,0.8083711387512735,0.06625079491173197
2021,market_x_edge,70-80%,7.5%+,2,2,0,1.0,0.6557377049180327,0.32786885245901637,0.7176390796323565,0.8352214746351363,0.11758239500277984
2021,market_x_edge,80%+,0-2%,8,6,2,0.75,-1.0447089947089947,-0.13058862433862434,0.831773106955781,0.8410124107474414,0.009239303791660464
2021,market_x_edge,80%+,2-4%,5,5,0,1.0,0.6845411816498557,0.13690823632997112,0.8436182083755558,0.8697426093710334,0.026124400995477703
2021,market_x_edge,80%+,4-6%,0,0,0,,0.0,,,,
2021,market_x_edge,80%+,6-7.5%,0,0,0,,0.0,,,,
2021,market_x_edge,80%+,7.5%+,0,0,0,,0.0,,,,
2022,market_probability,<30%,ALL,47,9,38,0.19148936170212766,-13.3,-0.28297872340425534,0.23392111867450138,0.252142941086338,0.0182218224118366
2022,market_probability,30-40%,ALL,74,23,51,0.3108108108108108,-10.100000000000001,-0.1364864864864865,0.3487649067879612,0.37912167563590576,0.030356768847944537
2022,market_probability,40-50%,ALL,64,29,35,0.453125,-2.2103448275862068,-0.03453663793103448,0.44529822331299934,0.46901963439982197,0.023721411086822578
2022,market_probability,50-60%,ALL,86,51,35,0.5930232558139535,3.0709312376152327,0.035708502762967824,0.5531392559341456,0.5859973457694561,0.03285808983531042
2022,market_probability,60-70%,ALL,110,69,41,0.6272727272727273,-7.0576528307463136,-0.06416048027951195,0.6467516489394116,0.6740239683684737,0.02727231942906222
2022,market_probability,70-80%,ALL,70,55,15,0.7857142857142857,1.1889092897635434,0.016984418425193475,0.7448843250000944,0.7751878192509534,0.03030349425085861
2022,market_probability,80%+,ALL,26,24,2,0.9230769230769231,1.6003026120159858,0.0615501004621533,0.8373159758465696,0.8591657384001554,0.021849762553585887
2022,market_x_edge,<30%,0-2%,30,3,27,0.1,-18.45,-0.615,0.22882450327750609,0.23829771969844318,0.009473216420937135
2022,market_x_edge,<30%,2-4%,14,5,9,0.35714285714285715,4.800000000000001,0.3428571428571429,0.24411181418565794,0.27250718901171483,0.028395374826056908
2022,market_x_edge,<30%,4-6%,2,1,1,0.5,1.35,0.675,0.2336718813671803,0.2832443290507167,0.0495724476835364
2022,market_x_edge,<30%,6-7.5%,0,0,0,,0.0,,,,
2022,market_x_edge,<30%,7.5%+,1,0,1,0.0,-1.0,-1.0,0.2446483180428134,0.32019733583915,0.0755490177963366
2022,market_x_edge,30-40%,0-2%,31,9,22,0.2903225806451613,-4.499999999999999,-0.14516129032258063,0.3465519704202543,0.3570869132404699,0.010534942820215632
2022,market_x_edge,30-40%,2-4%,24,5,19,0.20833333333333334,-9.9,-0.41250000000000003,0.34398921026456836,0.37438752716928375,0.03039831690471531
2022,market_x_edge,30-40%,4-6%,12,3,9,0.25,-4.15,-0.3458333333333334,0.34714720290870504,0.39540924848004916,0.048262045571344205
2022,market_x_edge,30-40%,6-7.5%,4,3,1,0.75,3.7,0.925,0.3802445221322875,0.44781851281982427,0.06757399068753675
2022,market_x_edge,30-40%,7.5%+,3,3,0,1.0,4.75,1.5833333333333333,0.374335483165997,0.4879413338332524,0.11360585066725536
2022,market_x_edge,40-50%,0-2%,27,12,15,0.4444444444444444,-1.7999999999999996,-0.06666666666666665,0.44601174073334204,0.4550968677704436,0.00908512703710158
2022,market_x_edge,40-50%,2-4%,26,12,14,0.46153846153846156,-0.6603448275862067,-0.025397877984084875,0.44538725226599946,0.4733668477868536,0.02797959552085421
2022,market_x_edge,40-50%,4-6%,11,5,6,0.45454545454545453,0.25,0.022727272727272728,0.44333643030143116,0.49291846630258507,0.04958203600115391
2022,market_x_edge,40-50%,6-7.5%,0,0,0,,0.0,,,,
2022,market_x_edge,40-50%,7.5%+,0,0,0,,0.0,,,,
2022,market_x_edge,50-60%,0-2%,33,19,14,0.5757575757575758,0.006743258040593614,0.00020434115274526102,0.558989743615465,0.5669139413148745,0.007924197699409387
2022,market_x_edge,50-60%,2-4%,30,17,13,0.5666666666666667,-0.3745439628232109,-0.012484798760773696,0.5516187774519491,0.581381511192217,0.029762733740267867
