class_name,bets,wins,profit_units,roi,avg_signed_logit_residual,avg_price_edge,avg_model_prob,avg_decimal_odds
BLUE_DEC,36,14,8.583516483516483,0.23843101343101342,0.3812207791646538,0.06622807596473798,0.41329625041948426,4.069052706552707
BLUE_KO_TKO,4,0,-4.0,-1.0,0.3234420410716647,0.024069768294255292,0.3115770071744919,3.825
RED_DEC,118,48,44.37346132128741,0.3760462823837916,0.3645994503295426,0.08306804068866437,0.39318988989975495,4.217441605371656
RED_KO_TKO,6,2,3.6,0.6,0.34812855038456486,0.04631894682194251,0.23131480813026428,10.716666666666669
RED_SUB,1,0,-1.0,-1.0,0.3147745330042351,0.0236821813242776,0.20225360989570618,5.6
