test_year,train_n,test_n,k,market_ll,v5_ll,cal_ll,market_brier,v5_brier,cal_brier
2022,469,477,1.453326825816265,0.6046745349039253,0.6025058140395739,0.6034679596925585,0.20882128815279644,0.20774255293680402,0.20809430788255084
2023,946,415,1.1647025921565302,0.5850894126885017,0.58028432982816,0.580076870916275,0.19978813448309005,0.197485126019986,0.19734006760255576
2024,1361,381,1.2050225965629242,0.5909368834797224,0.5923667393473764,0.5934083072188814,0.20222522792065598,0.2033544340946422,0.20388734699829583
