n,wins,win_rate,mean_abs_logit_residual,mean_raw_implied_p,mean_decimal_odds,profit_units,roi,min_abs_logit_residual
1360.0,795.0,0.5845588235294118,0.1659858865020024,0.5741367509835632,2.0117644851393366,8.49541196125435,0.006246626442098786,0.05
966.0,593.0,0.6138716356107661,0.2026994991024303,0.5892544832506028,1.9490620836464547,24.799835635572627,0.025672707697280153,0.1
630.0,406.0,0.6444444444444445,0.24515349682613066,0.6037705072805584,1.8795773521748194,31.7822731952963,0.05044805269094651,0.15
385.0,257.0,0.6675324675324675,0.2910813913094713,0.6199130899345251,1.782306017348409,29.181018962379774,0.07579485444773967,0.2
210.0,146.0,0.6952380952380952,0.3480161562843766,0.6273853246408407,1.747053144283464,27.276990324833903,0.12989043011825668,0.25
124.0,85.0,0.6854838709677419,0.39944354762812806,0.6263373504546602,1.7396819098975063,15.573905674439224,0.12559601350354213,0.3
38.0,26.0,0.6842105263157895,0.5384548481153419,0.5916755466818554,1.8809495953894941,9.125657192255138,0.24014887348039837,0.4
