fight_id,date,won,market_p,model_p,whr_p_red
0165bd3c26f0c076,2021-01-16,1,0.6255648805681084,0.6355204785309695,0.5806176232159459
358f816aff469270,2021-01-16,1,0.4145990075236113,0.3819217348339203,0.5032461783011943
3d903bc35023f50a,2021-01-16,0,0.33880903490759745,0.37034621022939096,0.39238287175180225
3fcd53eb27945231,2021-01-16,0,0.30549898167006106,0.28663463549689044,0.13423095744469882
6b0da0b1cda7799f,2021-01-16,1,0.610215999437135,0.6799351811305616,0.5813647937018291
775c1f401815bbd8,2021-01-16,0,0.6984924623115577,0.6852789762454656,0.9156013757432239
97ad63e644757cf4,2021-01-16,0,0.5,0.4727512328906129,0.5602062139671993
97c80f69ac312030,2021-01-16,0,0.6611909650924026,0.6752135614771333,0.4912051689461621
a4817b7e46028b4a,2021-01-16,1,0.5954042868614491,0.6489163152175457,0.6465240170818667
aeb7ff8ce6e1beac,2021-01-16,0,0.7191400832177531,0.7027002318245558,0.9794123154358716
031e6624f96aceb8,2021-01-20,0,0.599271402550091,0.5764075523107584,0.6378718977709827
11558384f80f6506,2021-01-20,1,0.7998411437648929,0.84102245681481,0.5
4abcf14faa7f92f2,2021-01-20,1,0.7619047619047619,0.7669797362475632,0.9056641353738331
4e451881e0e47b05,2021-01-20,1,0.5776397515527951,0.5612228727138105,0.6049186573639588
4f6d3cdf2c77fb57,2021-01-20,1,0.5459837019790454,0.5328067709688193,0.5664288411736251
57e784028ef2c17d,2021-01-20,1,0.46324269889224573,0.5327553603822102,0.44410046190211255
61bedad39b15db7a,2021-01-20,1,0.4323570432357044,0.438035663964127,0.488962997916553
76b61ff4c9760f79,2021-01-20,1,0.5585430102643292,0.5531571908788855,0.8473087027808842
a003e8305d4dbdc8,2021-01-20,0,0.26508226691042047,0.2835397783739098,0.5905601575271714
ac475de5a3d0d7e2,2021-01-20,1,0.4167202986227314,0.4893328121204807,0.6984093424152799
ae38fb2a6b6a0cc1,2021-01-20,0,0.3517587939698492,0.3861613251586357,0.5
d27ac1bc677b89cf,2021-01-20,1,0.7191400832177531,0.7718279417351331,0.3537021758594169
dd34dd337e637767,2021-01-20,1,0.334855403348554,0.30441891625924106,0.6746363444491007
3d3e7dc7b4bf2bc4,2021-01-23,1,0.2750424448217317,0.3337359313797303,0.6901862188812665
65352221c0bfe52d,2021-01-23,0,0.44145698973567077,0.4287540659817459,0.7343040520649197
83da743f6dda7dcc,2021-01-23,1,0.46324269889224573,0.5411232433445967,0.3973729489619029
92f569a6d9374b86,2021-01-23,1,0.5400039315903282,0.5059746384071385,0.6879341194850456
a5075f4eaee6036f,2021-01-23,0,0.5400039315903282,0.5626868297608385,0.973550605608147
aaf45b095452be23,2021-01-23,1,0.48734604352961025,0.5115993907345249,0.6290279362392364
c597fd8bb66d54d8,2021-01-23,0,0.7293934681181959,0.7475068247594661,0.918059405414779
cd08b68f0bafafbf,2021-01-23,1,0.27060653188180406,0.2526878464957412,0.1101668064502874
f3ccbfd7036f3cf3,2021-01-23,0,0.1938895417156287,0.18470278690590988,0.5336811901052518
2c81668d1459991f,2021-02-06,1,0.5263157894736842,0.505018401005323,0.7366079743430655
86d6e09932c5b551,2021-02-06,1,0.3428571428571428,0.31103061451177066,0.5074637589603732
8b9bdacca749ec90,2021-02-06,0,0.38263229308005425,0.39507042393900543,0.7039588325238347
9ef858837dfc65eb,2021-02-06,1,0.7619047619047619,0.7609305792442759,0.7211998785330951
af8ea6db042674ef,2021-02-06,0,0.6702870442203258,0.6245390102902318,0.49889039604149327
bbade63ca780668f,2021-02-06,0,0.5324675324675325,0.5250856703383283,0.8683787387645645
d65da3a3bc675449,2021-02-06,0,0.6053006554573952,0.5771655417320142,0.6363758740526896
f4fbb11055301e75,2021-02-06,0,0.6556291390728478,0.6781569176129177,0.3451893565340334
17616514e8fdacb9,2021-02-13,1,0.4831460674157303,0.5058572644250605,0.24756653911948054
25b8c932da5e91f4,2021-02-13,0,0.5,0.5092486414855063,0.25853266657357804
26fbf026beb8e9f8,2021-02-13,1,0.6480904580593055,0.6898704212200827,0.31875833956187494
54e2490959f66dc2,2021-02-13,1,0.689615756616548,0.7493225376208882,0.7931922268575592
8cf076524cad5a55,2021-02-13,1,0.7824011456758693,0.7838229370454978,0.8866519189028487
9201312dd860fa5a,2021-02-13,0,0.389784000562865,0.4015316217595148,0.28936089298474593
96b1430379c0694a,2021-02-13,0,0.7941470428363521,0.7971530026664957,0.7066581068810227
be94e5b7a35ce5f2,2021-02-13,1,0.7069403957079948,0.7341420732037602,0.9365598563337518
f98e954823bd6e02,2021-02-13,0,0.4557395319216686,0.4637357456416262,0.5255390648704509
05ceb8b2f93993a6,2021-02-20,1,0.5203045685279188,0.5339654143044867,0.37097206376076364
15b1c7ddc4415fdd,2021-02-20,0,0.3146551724137931,0.3300634538371822,0.7519364921805095
1d892fec31dc7ad7,2021-02-20,0,0.42236024844720504,0.37018784278772215,0.4555007766226196
82243207b4dfce87,2021-02-20,0,0.6209150326797385,0.6373470581983998,0.6729138622811239
8f7328fe18806fb0,2021-02-20,0,0.3946993445426048,0.4389188606176167,0.6575362948557533
931fd51ab69fb443,2021-02-20,1,0.4501789414202298,0.41350953651824474,0.6645787949037969
990c2378caec68d4,2021-02-20,0,0.47368421052631565,0.42568669966067324,0.29975053450312283
b12bc15f384ecc42,2021-02-20,0,0.7619047619047619,0.8215491738172883,0.7729623479087717
b9cd4910f0ecff45,2021-02-20,1,0.3790849673202614,0.3316139014232345,0.11883336166743688
c3b6aa47e7532a7b,2021-02-20,1,0.6781609195402298,0.6734152154040797,0.7740173882288491
e175c1a0bff30187,2021-02-20,0,0.5,0.5698188500977743,0.5983329105255369
11a83369d49ad138,2021-02-27,0,0.3720626631853787,0.3549983948836563,0.3739161042829955
3a4e2dffcdd1c838,2021-02-27,0,0.2758620689655172,0.3040042679944887,0.47373798716809573
3eac2d47ac252f4b,2021-02-27,0,0.6581196581196581,0.6772500060515302,0.8376660069682399
4a704dae3091adaf,2021-02-27,0,0.33635187580853815,0.3560203298977702,0.7216309729867748
6a0341234ecc4e87,2021-02-27,1,0.5798319327731092,0.5588842833479991,0.7625685280274139
a7315147a7022a93,2021-02-27,1,0.3451298345568095,0.4408702375606343,0.13592766156763017
bc86601cf781a89c,2021-02-27,1,0.5914733980829453,0.6644367688552021,0.6306183842667042
c2ee423d1f0b4f6f,2021-02-27,1,0.447405997144217,0.4155637215438525,0.12337871497077935
04a788abbbd1f256,2021-03-06,0,0.3720626631853787,0.3593031382035347,0.6427454728898285
15c9cb5f9320c555,2021-03-06,0,0.5260865852617197,0.5421222713516747,0.18389207911847902
2704d31de2c2f43b,2021-03-06,1,0.5882115462252725,0.6040303190916805,0.5285750520865422
50ef636148fa6fac,2021-03-06,0,0.320754716981132,0.4137381437504345,0.6081959159663157
5980ab31e4718a83,2021-03-06,0,0.6581196581196581,0.6349622664801766,0.9172837530310632
7ad09f889d2cdb6f,2021-03-06,1,0.6581196581196581,0.6408283419755637,0.1719176565440654
7de9867b7cc2b1b1,2021-03-06,1,0.3158617532616159,0.32904082969374604,0.21706410454234315
873306ad79b62f5e,2021-03-06,0,0.4435793295775703,0.4817230382960386,0.40441797062424434
ae5d14a9fc1ad19c,2021-03-06,0,0.42888402625820565,0.398311785595737,0.6658006888334914
c06d7bb29bc24d00,2021-03-06,1,0.7925157465728047,0.8367347200109092,0.7239079299400208
c096342c57a6f2c4,2021-03-06,0,0.6792452830188679,0.6692521515349705,0.7532201067915827
d170f6580e1c244f,2021-03-06,1,0.33099297893681046,0.3210214329811577,0.4751013031773085
e2abba69c3371618,2021-03-06,1,0.6428571428571429,0.6035007685274858,0.6737049915884683
f4363f1317b47213,2021-03-06,1,0.43795620437956206,0.45850557165151906,0.6031501371681623
fd92fe0c494d0959,2021-03-06,1,0.84,0.8616276889236052,0.9971633138315317
01f262b68a6a2223,2021-03-13,0,0.5427435387673957,0.6508492572151303,0.2727193365237333
03bdbf2d18f3025d,2021-03-13,1,0.7065820777160983,0.644188752850261,0.7103223964728484
18c67631b76c18e5,2021-03-13,1,0.7395517867958813,0.7110810685164309,0.7399326826512598
4944437e73071671,2021-03-13,0,0.5324675324675325,0.5851831070509083,0.7238912162147304
70aa6b8f863e6861,2021-03-13,0,0.7241379310344829,0.7371288970279165,0.4053741118910847
8a7b0cd5ad9ca4fe,2021-03-13,0,0.6428571428571429,0.6774037886435068,0.7633581333653321
a6828a6dfb21d33c,2021-03-13,1,0.8122418325197146,0.791347509849945,0.8004654032586247
bb7ce8a6ba7f7cc5,2021-03-13,1,0.7241379310344829,0.7209130423079374,0.36976150713915706
d0ebb0551377a1c1,2021-03-13,1,0.5427435387673957,0.5760479391545203,0.609528350516388
d15a87087b6f1452,2021-03-13,1,0.6345305608065531,0.6872882004055944,0.24225697245686112
e8adfbbe0053c321,2021-03-13,0,0.4342832531763693,0.452866669507189,0.5986136606829813
2efbcd870f1f7bc7,2021-03-20,1,0.34929577464788736,0.37798620462594645,0.7140962036700804
55bf7f19a132e0fc,2021-03-20,1,0.447405997144217,0.43156511891346444,0.1667681388589326
68cf99b6551dc3b3,2021-03-20,1,0.5108342361863488,0.5611931463836578,0.6999234386070625
9e45cc594a5a2506,2021-03-20,1,0.783098015142214,0.7965902907623216,0.5382536620417692
a043e279434d5c8c,2021-03-20,0,0.3720626631853787,0.36043964645902377,0.9103426685828475
afc86d1076c4c3a9,2021-03-20,1,0.6548701654431905,0.6760296712716654,0.5576171788187545
b8a0047c927faa75,2021-03-20,1,0.8250000000000002,0.8193276799023902,0.7390068373789126
dcfbbebc0aee6ded,2021-03-20,0,0.33635187580853815,0.38646293947937094,0.2565472825948518
edac9fd482177a64,2021-03-20,0,0.3654694391934467,0.40171807436034573,0.7474099756002733
0aa335dbc4cb3473,2021-03-27,1,0.7634625062908907,0.7971258026548617,0.9045460867032826
2220b73ece1730c3,2021-03-27,0,0.35714285714285715,0.42571612078475174,0.23761586884686942
390694c179f05c7f,2021-03-27,1,0.447405997144217,0.5265426516674857,0.15331305660508904
39d188fa9b95d550,2021-03-27,0,0.35714285714285715,0.39096954303648235,0.32563652570154655
41622791b276ad9e,2021-03-27,1,0.5366306721917165,0.5375295311052454,0.48006747155625756
48292a027df02443,2021-03-27,1,0.7107039537126325,0.6646328666874506,0.24699211668294266
4b3af85b0df51d09,2021-03-27,0,0.34929577464788736,0.3476537864777739,0.5285913941385012
6002c24f0b7f8cc7,2021-03-27,0,0.3784721747803632,0.38781146917372356,0.589902478093228
8317208cfb030ed3,2021-03-27,0,0.42888402625820565,0.44710902279650805,0.5060105514073779
b1eff235241e719b,2021-03-27,0,0.4435793295775703,0.44012866097844666,0.9187794920670868
