historical_market_run_id,historical_market_timestamp,fight_id,date,event_name,market_key,bookmaker,outcome_join_key,outcome_fighter_id,outcome_label,outcome_side,canonical_side,legacy_side,american_odds,implied_probability,profit_per_100,won,result_status,source,mapping_method,legacy_row_number,legacy_r_name,legacy_b_name,legacy_winner_side
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,f9f5071b993a5f4b,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_ko_tko_dq,legacy_consensus,fighter:902ec2cc48c8ae8a,902ec2cc48c8ae8a,Julian Erosa,red,red,red,700.0,0.125,700.0,False,graded,ufc-master w odds.csv,direct,4.0,Julian Erosa,Lerryan Douglas,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,f9f5071b993a5f4b,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,moneyline,legacy_consensus,fighter:640a0f838f057a81,640a0f838f057a81,Lerryan Douglas,blue,blue,blue,-320.0,0.7619047619047619,31.25,True,graded,ufc-master w odds.csv,direct,4.0,Julian Erosa,Lerryan Douglas,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,f9f5071b993a5f4b,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_decision,legacy_consensus,fighter:640a0f838f057a81,640a0f838f057a81,Lerryan Douglas,blue,blue,blue,500.0,0.16666666666666666,500.0,False,graded,ufc-master w odds.csv,direct,4.0,Julian Erosa,Lerryan Douglas,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,f9f5071b993a5f4b,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_submission,legacy_consensus,fighter:640a0f838f057a81,640a0f838f057a81,Lerryan Douglas,blue,blue,blue,2000.0,0.047619047619047616,2000.0,False,graded,ufc-master w odds.csv,direct,4.0,Julian Erosa,Lerryan Douglas,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,f9f5071b993a5f4b,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_ko_tko_dq,legacy_consensus,fighter:640a0f838f057a81,640a0f838f057a81,Lerryan Douglas,blue,blue,blue,-150.0,0.6,66.66666666666667,True,graded,ufc-master w odds.csv,direct,4.0,Julian Erosa,Lerryan Douglas,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,e32dc26b11d1f81d,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,moneyline,legacy_consensus,fighter:841695e02c99a521,841695e02c99a521,Mansur Abdul-Malik,red,red,red,-158.0,0.6124031007751938,63.29113924050633,False,graded,ufc-master w odds.csv,direct,5.0,Mansur Abdul-Malik,Yousri Belgaroui,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,e32dc26b11d1f81d,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_decision,legacy_consensus,fighter:841695e02c99a521,841695e02c99a521,Mansur Abdul-Malik,red,red,red,350.0,0.2222222222222222,350.0,False,graded,ufc-master w odds.csv,direct,5.0,Mansur Abdul-Malik,Yousri Belgaroui,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,e32dc26b11d1f81d,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_submission,legacy_consensus,fighter:841695e02c99a521,841695e02c99a521,Mansur Abdul-Malik,red,red,red,800.0,0.1111111111111111,800.0,False,graded,ufc-master w odds.csv,direct,5.0,Mansur Abdul-Malik,Yousri Belgaroui,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,e32dc26b11d1f81d,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_ko_tko_dq,legacy_consensus,fighter:841695e02c99a521,841695e02c99a521,Mansur Abdul-Malik,red,red,red,240.0,0.29411764705882354,240.0,False,graded,ufc-master w odds.csv,direct,5.0,Mansur Abdul-Malik,Yousri Belgaroui,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,e32dc26b11d1f81d,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,moneyline,legacy_consensus,fighter:7674b836ce0698a0,7674b836ce0698a0,Yousri Belgaroui,blue,blue,blue,124.0,0.44642857142857145,124.0,True,graded,ufc-master w odds.csv,direct,5.0,Mansur Abdul-Malik,Yousri Belgaroui,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,e32dc26b11d1f81d,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_decision,legacy_consensus,fighter:7674b836ce0698a0,7674b836ce0698a0,Yousri Belgaroui,blue,blue,blue,240.0,0.29411764705882354,240.0,False,graded,ufc-master w odds.csv,direct,5.0,Mansur Abdul-Malik,Yousri Belgaroui,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,e32dc26b11d1f81d,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_submission,legacy_consensus,fighter:7674b836ce0698a0,7674b836ce0698a0,Yousri Belgaroui,blue,blue,blue,1800.0,0.05263157894736842,1800.0,False,graded,ufc-master w odds.csv,direct,5.0,Mansur Abdul-Malik,Yousri Belgaroui,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,e32dc26b11d1f81d,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_ko_tko_dq,legacy_consensus,fighter:7674b836ce0698a0,7674b836ce0698a0,Yousri Belgaroui,blue,blue,blue,250.0,0.2857142857142857,250.0,True,graded,ufc-master w odds.csv,direct,5.0,Mansur Abdul-Malik,Yousri Belgaroui,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,a76e14495e61cf19,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,moneyline,legacy_consensus,fighter:809bd1a871491508,809bd1a871491508,Terrance McKinney,red,red,red,-150.0,0.6,66.66666666666667,True,graded,ufc-master w odds.csv,direct,6.0,Terrance McKinney,Kyle Nelson,red
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,a76e14495e61cf19,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_decision,legacy_consensus,fighter:809bd1a871491508,809bd1a871491508,Terrance McKinney,red,red,red,1400.0,0.06666666666666667,1400.0,False,graded,ufc-master w odds.csv,direct,6.0,Terrance McKinney,Kyle Nelson,red
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,a76e14495e61cf19,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_submission,legacy_consensus,fighter:809bd1a871491508,809bd1a871491508,Terrance McKinney,red,red,red,225.0,0.3076923076923077,225.0,False,graded,ufc-master w odds.csv,direct,6.0,Terrance McKinney,Kyle Nelson,red
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,a76e14495e61cf19,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_ko_tko_dq,legacy_consensus,fighter:809bd1a871491508,809bd1a871491508,Terrance McKinney,red,red,red,175.0,0.36363636363636365,175.0,True,graded,ufc-master w odds.csv,direct,6.0,Terrance McKinney,Kyle Nelson,red
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,a76e14495e61cf19,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,moneyline,legacy_consensus,fighter:31f8081c7600da93,31f8081c7600da93,Kyle Nelson,blue,blue,blue,118.0,0.45871559633027525,118.0,False,graded,ufc-master w odds.csv,direct,6.0,Terrance McKinney,Kyle Nelson,red
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,a76e14495e61cf19,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_decision,legacy_consensus,fighter:31f8081c7600da93,31f8081c7600da93,Kyle Nelson,blue,blue,blue,900.0,0.1,900.0,False,graded,ufc-master w odds.csv,direct,6.0,Terrance McKinney,Kyle Nelson,red
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,a76e14495e61cf19,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_submission,legacy_consensus,fighter:31f8081c7600da93,31f8081c7600da93,Kyle Nelson,blue,blue,blue,700.0,0.125,700.0,False,graded,ufc-master w odds.csv,direct,6.0,Terrance McKinney,Kyle Nelson,red
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,a76e14495e61cf19,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_ko_tko_dq,legacy_consensus,fighter:31f8081c7600da93,31f8081c7600da93,Kyle Nelson,blue,blue,blue,250.0,0.2857142857142857,250.0,False,graded,ufc-master w odds.csv,direct,6.0,Terrance McKinney,Kyle Nelson,red
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,fa96d6252579b51e,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,moneyline,legacy_consensus,fighter:e4a47b07044ddd72,e4a47b07044ddd72,Ignacio Bahamondes,red,red,red,-295.0,0.7468354430379747,33.898305084745765,False,graded,ufc-master w odds.csv,direct,7.0,Ignacio Bahamondes,Tofiq Musayev,blue
historical_market_outcomes_20260613_184833,2026-06-13T18:48:33.185521+00:00,fa96d6252579b51e,2026-03-28,UFC Fight Night: Adesanya vs. Pyfer,win_by_decision,legacy_consensus,fighter:e4a47b07044ddd72,e4a47b07044ddd72,Ignacio Bahamondes,red,red,red,240.0,0.29411764705882354,240.0,False,graded,ufc-master w odds.csv,direct,7.0,Ignacio Bahamondes,Tofiq Musayev,blue
