bets,wins,losses,profit_units,roi,max_drawdown_units,mean_abs_logit_residual,mean_fair_market_p,year
94,65,29,11.718422518083191,0.12466406934131054,7.882266047225564,0.27651625992432705,0.606212393374108,2025
26,19,7,0.6019913756719636,0.023153514448921678,3.0652777777777778,0.3036016397682011,0.6405344790873552,2026
