fold,variant,feature,gain,weight,cover,gain_rank,used
2023,ko_specialist_no_ml,recent_form_td_avg_diff,4.079291343688965,1.0,152.98291015625,68,True
2023,ko_specialist_no_ml,recent_form_td_def_diff,8.577609062194824,1.0,152.6762237548828,9,True
2023,ko_specialist_no_ml,recent_form_win_pct_diff,0.0,0.0,0.0,124,False
2023,ko_specialist_no_ml,recent_form_win_streak_diff,5.098328590393066,1.0,151.4206085205078,54,True
2023,ko_specialist_no_ml,recent_form_wins_diff,0.0,0.0,0.0,125,False
2023,ko_specialist_no_ml,recent_form_worst_loss_elo_diff,4.430850505828857,1.0,153.16201782226562,67,True
2023,ko_specialist_no_ml,recent_ko_losses_3_diff,0.0,0.0,0.0,126,False
2023,ko_specialist_no_ml,recent_sapm_diff,6.132843494415283,1.0,153.78028869628906,33,True
2023,ko_specialist_no_ml,recent_splm_diff,5.935373306274414,2.0,154.97927856445312,38,True
2023,ko_specialist_no_ml,recent_td_avg_diff,0.0,0.0,0.0,127,False
2023,ko_specialist_no_ml,recent_win_pct_diff,0.0,0.0,0.0,128,False
2023,ko_specialist_no_ml,sapm_diff,4.829024314880371,1.0,149.70887756347656,59,True
2023,ko_specialist_no_ml,splm_diff,0.0,0.0,0.0,129,False
2023,ko_specialist_no_ml,str_acc_diff,0.0,0.0,0.0,130,False
2023,ko_specialist_no_ml,str_def_diff,0.0,0.0,0.0,131,False
2023,ko_specialist_no_ml,style_all_round_finisher_score_diff,8.311707496643066,13.0,155.75277709960938,11,True
2023,ko_specialist_no_ml,style_control_wrestler_score_diff,7.685047626495361,6.0,157.54043579101562,14,True
2023,ko_specialist_no_ml,style_decision_technician_score_diff,5.042094707489014,8.0,154.63259887695312,55,True
2023,ko_specialist_no_ml,style_flexibility_score_diff,0.0,0.0,0.0,132,False
2023,ko_specialist_no_ml,style_ko_finisher_score_diff,4.4546799659729,2.0,150.17855834960938,66,True
2023,ko_specialist_no_ml,style_primary_score_diff,9.678468704223633,18.0,156.26718139648438,5,True
2023,ko_specialist_no_ml,style_score_spread_diff,6.618354797363281,12.0,155.46975708007812,24,True
2023,ko_specialist_no_ml,style_submission_grappler_score_diff,0.0,0.0,0.0,133,False
2023,ko_specialist_no_ml,sub_avg_diff,7.313891410827637,4.0,157.96615600585938,19,True
2023,ko_specialist_no_ml,sub_win_rate_diff,5.819040775299072,1.0,155.64414978027344,45,True
2023,ko_specialist_no_ml,submission_dependency_diff,0.0,0.0,0.0,134,False
2023,ko_specialist_no_ml,submission_mismatch_diff,6.624724864959717,4.0,155.98190307617188,22,True
2023,ko_specialist_no_ml,submission_win_concentration_diff,10.065869331359863,4.0,157.14859008789062,3,True
2023,ko_specialist_no_ml,td_acc_diff,7.947239875793457,5.0,155.276123046875,13,True
2023,ko_specialist_no_ml,td_avg_diff,0.0,0.0,0.0,135,False
2023,ko_specialist_no_ml,td_def_diff,4.940725326538086,1.0,149.5635986328125,57,True
2023,ko_specialist_no_ml,victory_concentration_index_diff,0.0,0.0,0.0,136,False
2023,ko_specialist_no_ml,weight_diff,4.532596588134766,1.0,156.7298583984375,63,True
2023,ko_specialist_no_ml,win_method_entropy_diff,6.563916206359863,2.0,152.58575439453125,25,True
2023,ko_specialist_no_ml,win_pct_diff,0.0,0.0,0.0,137,False
2023,ko_specialist_no_ml,win_streak_diff,0.0,0.0,0.0,138,False
2023,ko_specialist_no_ml,wins_diff,0.0,0.0,0.0,139,False
2023,ko_specialist_no_ml,worst_loss_elo_diff,0.0,0.0,0.0,140,False
2023,ko_specialist_no_ml,wrestling_mismatch_diff,11.846105575561523,17.0,157.99896240234375,2,True
2023,ko_specialist_plus_v5_ml,age_diff,4.478527069091797,2.0,153.24984741210938,63,True
2023,ko_specialist_plus_v5_ml,age_squared_diff,6.630141735076904,1.0,156.83384704589844,27,True
2023,ko_specialist_plus_v5_ml,age_x_career_ko_losses_diff,6.802613258361816,2.0,151.0384521484375,25,True
2023,ko_specialist_plus_v5_ml,aggression_index_diff,0.0,0.0,0.0,69,False
2023,ko_specialist_plus_v5_ml,avg_fight_time_diff,4.383042335510254,1.0,153.92930603027344,66,True
2023,ko_specialist_plus_v5_ml,avg_opponent_elo_diff,6.126523017883301,4.0,153.572021484375,35,True
2023,ko_specialist_plus_v5_ml,best_win_elo_diff,0.0,0.0,0.0,70,False
2023,ko_specialist_plus_v5_ml,career_ko_losses_diff,0.0,0.0,0.0,71,False
2023,ko_specialist_plus_v5_ml,chin_risk_diff,4.869114875793457,5.0,150.47213745117188,59,True
2023,ko_specialist_plus_v5_ml,ctrl_against_per_min_diff,5.390689849853516,3.0,155.10707092285156,52,True
2023,ko_specialist_plus_v5_ml,ctrl_per_min_diff,8.583061218261719,5.0,155.23097229003906,13,True
2023,ko_specialist_plus_v5_ml,days_since_last_fight_diff,0.0,0.0,0.0,72,False
2023,ko_specialist_plus_v5_ml,days_since_last_ko_loss_diff,0.0,0.0,0.0,73,False
2023,ko_specialist_plus_v5_ml,decision_dependency_diff,0.0,0.0,0.0,74,False
2023,ko_specialist_plus_v5_ml,decision_loss_rate_diff,0.0,0.0,0.0,75,False
2023,ko_specialist_plus_v5_ml,decision_win_rate_diff,0.0,0.0,0.0,76,False
2023,ko_specialist_plus_v5_ml,elo_diff,0.0,0.0,0.0,77,False
2023,ko_specialist_plus_v5_ml,ewm_avg_fight_time_diff,6.7444000244140625,3.0,154.4578094482422,26,True
2023,ko_specialist_plus_v5_ml,ewm_avg_opponent_elo_diff,8.934074401855469,2.0,159.95233154296875,9,True
2023,ko_specialist_plus_v5_ml,ewm_best_win_elo_diff,0.0,0.0,0.0,78,False
2023,ko_specialist_plus_v5_ml,ewm_ctrl_against_per_min_diff,5.304956912994385,1.0,153.97398376464844,53,True
2023,ko_specialist_plus_v5_ml,ewm_ctrl_per_min_diff,8.605523109436035,7.0,156.1100311279297,12,True
2023,ko_specialist_plus_v5_ml,ewm_days_since_last_fight_diff,0.0,0.0,0.0,79,False
2023,ko_specialist_plus_v5_ml,ewm_decision_loss_rate_diff,0.0,0.0,0.0,80,False
2023,ko_specialist_plus_v5_ml,ewm_decision_win_rate_diff,0.0,0.0,0.0,81,False
2023,ko_specialist_plus_v5_ml,ewm_elo_diff,0.0,0.0,0.0,82,False
2023,ko_specialist_plus_v5_ml,ewm_fights_diff,8.24616813659668,2.0,156.40170288085938,15,True
2023,ko_specialist_plus_v5_ml,ewm_finish_loss_rate_diff,11.759593963623047,1.0,158.2888946533203,2,True
2023,ko_specialist_plus_v5_ml,ewm_finish_rate_diff,0.0,0.0,0.0,83,False
2023,ko_specialist_plus_v5_ml,ewm_kd_absorbed_avg_diff,7.005268096923828,4.0,157.5319061279297,23,True
2023,ko_specialist_plus_v5_ml,ewm_kd_avg_diff,0.0,0.0,0.0,84,False
2023,ko_specialist_plus_v5_ml,ewm_ko_rate_diff,0.0,0.0,0.0,85,False
2023,ko_specialist_plus_v5_ml,ewm_loss_streak_diff,5.139568328857422,4.0,153.0933380126953,56,True
2023,ko_specialist_plus_v5_ml,ewm_losses_diff,6.490539073944092,1.0,154.16738891601562,30,True
2023,ko_specialist_plus_v5_ml,ewm_recent_avg_fight_time_diff,7.239875793457031,3.0,156.12913513183594,21,True
2023,ko_specialist_plus_v5_ml,ewm_recent_finish_rate_diff,4.575262546539307,2.0,155.75643920898438,61,True
2023,ko_specialist_plus_v5_ml,ewm_recent_sapm_diff,5.682175636291504,1.0,152.2837371826172,43,True
2023,ko_specialist_plus_v5_ml,ewm_recent_splm_diff,5.5514302253723145,6.0,154.7198944091797,49,True
2023,ko_specialist_plus_v5_ml,ewm_recent_td_avg_diff,6.542037487030029,3.0,155.73294067382812,29,True
2023,ko_specialist_plus_v5_ml,ewm_recent_win_pct_diff,0.0,0.0,0.0,86,False
2023,ko_specialist_plus_v5_ml,ewm_sapm_diff,0.0,0.0,0.0,87,False
2023,ko_specialist_plus_v5_ml,ewm_splm_diff,0.0,0.0,0.0,88,False
2023,ko_specialist_plus_v5_ml,ewm_str_acc_diff,0.0,0.0,0.0,89,False
2023,ko_specialist_plus_v5_ml,ewm_str_def_diff,0.0,0.0,0.0,90,False
2023,ko_specialist_plus_v5_ml,ewm_sub_avg_diff,5.72552490234375,1.0,154.3307647705078,42,True
2023,ko_specialist_plus_v5_ml,ewm_sub_win_rate_diff,9.378223419189453,6.0,156.8081817626953,5,True
