fight_id,fighter,side,market_key,american_odds,fair_market_p,model_p,edge,actual_hit,r_pre_fights,b_pre_fights,cold_start,mapped_predictors,total_predictors
a5abdc461cb1538e,Rodolfo Bellato,blue,win_by_decision,700,0.1077711934661795,0.09189142286777496,-0.015879770598404536,0,0.0,2.0,True,351,399
6a4738656c493ee9,Gregory Rodrigues,red,win_by_ko_tko_dq,190,0.29718370941401717,0.3187156319618225,0.021531922547805338,1,12.0,8.0,False,351,399
6a4738656c493ee9,Gregory Rodrigues,red,win_by_submission,430,0.16260995420766977,0.16769808530807495,0.00508813110040518,0,12.0,8.0,False,351,399
6a4738656c493ee9,Gregory Rodrigues,red,win_by_decision,550,0.13258965496933073,0.12227030843496323,-0.010319346534367502,0,12.0,8.0,False,351,399
6a4738656c493ee9,Brunno Ferreira,blue,win_by_ko_tko_dq,230,0.2611614416062575,0.2798759639263153,0.018714522320057825,0,12.0,8.0,False,351,399
6a4738656c493ee9,Brunno Ferreira,blue,win_by_submission,1600,0.050696044547097044,0.01953815296292305,-0.031157891584173994,0,12.0,8.0,False,351,399
6a4738656c493ee9,Brunno Ferreira,blue,win_by_decision,800,0.09575919525562775,0.08332262188196182,-0.012436573373665924,0,12.0,8.0,False,351,399
6feb49a6b7e8433c,Ricky Turcios,red,win_by_ko_tko_dq,950,0.08236184708554124,0.06429800391197205,-0.018063843173569197,0,5.0,0.0,True,351,399
6feb49a6b7e8433c,Ricky Turcios,red,win_by_submission,950,0.08236184708554124,0.06429800391197205,-0.018063843173569197,0,5.0,0.0,True,351,399
6feb49a6b7e8433c,Ricky Turcios,red,win_by_decision,300,0.21619984859954577,0.23917391896247864,0.022974070362932864,0,5.0,0.0,True,351,399
6feb49a6b7e8433c,Alberto Montes,blue,win_by_ko_tko_dq,750,0.10174110522331566,0.09805569797754288,-0.003685407245772779,0,5.0,0.0,True,351,399
6feb49a6b7e8433c,Alberto Montes,blue,win_by_submission,250,0.24708554125662374,0.3036760687828064,0.056590527526182655,1,5.0,0.0,True,351,399
6feb49a6b7e8433c,Alberto Montes,blue,win_by_decision,220,0.2702498107494322,0.3137053847312927,0.04345557398186051,0,5.0,0.0,True,351,399
9c8d5dbd8905a715,Donte Johnson,red,win_by_ko_tko_dq,-185,0.5634187767213947,0.4584900736808777,-0.10492870304051705,0,1.0,12.0,True,351,399
9c8d5dbd8905a715,Donte Johnson,red,win_by_submission,500,0.14466157780684458,0.14289510250091553,-0.0017664753059290494,0,1.0,12.0,True,351,399
9c8d5dbd8905a715,Donte Johnson,red,win_by_decision,550,0.133533764129395,0.12006943672895432,-0.013464327400440679,1,1.0,12.0,True,351,399
9c8d5dbd8905a715,Cody Brundage,blue,win_by_ko_tko_dq,1200,0.0667668820646975,0.05622803419828415,-0.010538847866413348,0,1.0,12.0,True,351,399
9c8d5dbd8905a715,Cody Brundage,blue,win_by_submission,1900,0.04339847334205338,0.03050193563103676,-0.01289653771101662,0,1.0,12.0,True,351,399
9c8d5dbd8905a715,Cody Brundage,blue,win_by_decision,1700,0.04822052593561486,0.03050193563103676,-0.017718590304578098,0,1.0,12.0,True,351,399
