logit_threshold,price_edge_threshold,fold,bets,fight_coverage,hit_rate,mean_model_p,mean_raw_p,calibration_gap,mean_price_edge,mean_signed_logit_residual,mean_model_implied_ev_margin,cards,bets_per_card
0.4,0.02,2022,38,0.08775981524249422,0.23684210526315788,0.31070688562957866,0.27404068440092444,-0.07386478036642077,0.036666201228654174,0.48304062580937474,0.15413813602331775,27,1.4074074074074074
0.4,0.02,2023,38,0.09895833333333333,0.34210526315789475,0.3186738761632066,0.2827175259706366,0.023431386994688164,0.03595635019256992,0.4571906417076801,0.1628947381387676,26,1.4615384615384615
0.4,0.02,2024,22,0.06528189910979229,0.3181818181818182,0.3893427178263664,0.3549283877996197,-0.07116089964454825,0.034414330026746674,0.4616052664184443,0.11391292608572061,18,1.2222222222222223
0.4,0.03,2021,30,0.06666666666666667,0.2,0.33985447833935417,0.2875055203805946,-0.13985447833935416,0.0523489579587596,0.554414748546968,0.2007869614064692,22,1.3636363636363635
0.4,0.03,2022,24,0.05542725173210162,0.125,0.31670414594312507,0.2732020911388234,-0.19170414594312507,0.043502054804301665,0.5128369104224363,0.18297210024600766,19,1.263157894736842
0.4,0.03,2023,23,0.059895833333333336,0.391304347826087,0.3286122391405313,0.284912116522253,0.06269210868555569,0.04370012261827826,0.46545761891232695,0.18099535995203506,18,1.2777777777777777
0.4,0.03,2024,12,0.03560830860534125,0.3333333333333333,0.4028990219036738,0.3612866082205705,-0.06956568857034051,0.0416124136831033,0.4819471006888827,0.12882068652019948,11,1.0909090909090908
0.4,0.05,2021,14,0.03111111111111111,0.2857142857142857,0.3673786936061723,0.2983203153524562,-0.08166440789188661,0.06905837825371604,0.6270438825976752,0.2547383557472909,12,1.1666666666666667
0.4,0.05,2022,6,0.013856812933025405,0.16666666666666666,0.3678179557124774,0.30611518111518116,-0.20115128904581073,0.06170277459729623,0.5802007982725851,0.2155864437421163,5,1.2
0.4,0.05,2023,8,0.020833333333333332,0.5,0.343880794942379,0.2878473437757856,0.156119205057621,0.05603345116659339,0.4898359245251177,0.21178306210786096,7,1.1428571428571428
0.4,0.05,2024,2,0.005934718100890208,0.5,0.4483374208211899,0.3869047619047619,0.05166257917881012,0.06143265891642796,0.5293395140199011,0.17502222277901391,2,1.0
0.4,0.075,2021,4,0.008888888888888889,0.0,0.34115179255604744,0.25760736265343553,-0.34115179255604744,0.08354442990261193,0.6968886931345397,0.3550677012652158,4,1.0
0.4,0.075,2022,0,0.0,,,,,,,,0,
0.4,0.075,2023,0,0.0,,,,,,,,0,
0.4,0.075,2024,0,0.0,,,,,,,,0,
0.4,0.1,2021,0,0.0,,,,,,,,0,
0.4,0.1,2022,0,0.0,,,,,,,,0,
0.4,0.1,2023,0,0.0,,,,,,,,0,
0.4,0.1,2024,0,0.0,,,,,,,,0,
0.5,0.0,2021,22,0.04888888888888889,0.2727272727272727,0.35259575803171506,0.2947273070365304,-0.07986848530444235,0.05786845099518463,0.5964052418380063,0.22264532419768238,18,1.2222222222222223
0.5,0.0,2022,13,0.03002309468822171,0.15384615384615385,0.3291589067532466,0.2784413407145208,-0.17531275290709275,0.05071756603872576,0.5668657566593406,0.22124764688758763,12,1.0833333333333333
0.5,0.0,2023,7,0.018229166666666668,0.42857142857142855,0.32113643629210337,0.28064316635745207,0.10743499227932518,0.040493269934651285,0.5376908041611318,0.2285165026074363,7,1.0
