fight_id,fighter,side,american_odds,fair_market_p,model_p,edge,actual_win,r_pre_fights,b_pre_fights,cold_start,mapped_predictors,total_predictors
fc9168fd102e2e66,Charles Johnson,red,-178,0.6154910096818811,0.5815362334251404,-0.033954776256740704,1,13.0,9.0,False,351,432
fc9168fd102e2e66,Bruno Silva,blue,150,0.38450899031811897,0.446631520986557,0.062122530668438036,0,13.0,9.0,False,351,432
f594fc5c2bc6237e,Josh Emmett,red,400,0.19254658385093168,0.1585775464773178,-0.03396903737361387,0,16.0,3.0,False,351,432
f594fc5c2bc6237e,Kevin Vallejos,blue,-520,0.8074534161490683,0.8099432587623596,0.0024898426132913265,1,16.0,3.0,False,351,432
f44b4e998b6829f6,Elijah Smith,red,-275,0.6945010183299388,0.7047600150108337,0.010258996680894916,1,2.0,3.0,False,351,432
f44b4e998b6829f6,Suyoung You,blue,210,0.3054989816700611,0.31494268774986267,0.00944370607980155,0,2.0,3.0,False,351,432
f26c0bdf7689aea2,Chris Curtis,red,370,0.20451339915373767,0.19339114427566528,-0.01112225487807239,0,10.0,5.0,False,351,432
f26c0bdf7689aea2,Myktybek Orolbai,blue,-480,0.7954866008462623,0.7833234071731567,-0.012163193673105588,1,10.0,5.0,False,351,432
e0acd0cf4930671b,Marwan Rahiki,red,-320,0.7328244274809161,0.6406291127204895,-0.09219531476042664,1,0.0,1.0,True,351,432
e0acd0cf4930671b,Harry Hardwick,blue,260,0.267175572519084,0.3170144557952881,0.04983888327620406,0,0.0,1.0,True,351,432
cff81d681a01ae18,Brad Tavares,red,112,0.45326664582682086,0.47967174649238586,0.026405100665565007,0,27.0,18.0,False,351,432
cff81d681a01ae18,Eryk Anders,blue,-132,0.5467333541731791,0.5084723234176636,-0.03826103075551557,1,27.0,18.0,False,351,432
db7694f4513120d5,Ion Cutelaba,red,250,0.27272727272727276,0.1997203230857849,-0.07300694964148785,1,18.0,4.0,False,351,432
db7694f4513120d5,Oumar Sy,blue,-320,0.7272727272727274,0.7645487785339355,0.03727605126120814,0,18.0,4.0,False,351,432
8bee5192baec71d8,Andre Fili,red,370,0.20451339915373767,0.2288769632577896,0.024363564104051938,0,24.0,3.0,False,351,432
8bee5192baec71d8,Jose Delgado,blue,-480,0.7954866008462623,0.7819911241531372,-0.013495476693125119,1,24.0,3.0,False,351,432
3b7b771b9578383d,Amanda Lemos,red,194,0.32517214996174443,0.2728665769100189,-0.05230557305172551,0,14.0,19.0,False,351,432
3b7b771b9578383d,Gillian Robertson,blue,-240,0.6748278500382555,0.718341052532196,0.04351320249394053,1,14.0,19.0,False,351,432
32d371462c539bee,Luan Lacerda,red,164,0.36388670338316287,0.3097555935382843,-0.05413110984487857,0,3.0,0.0,True,351,432
32d371462c539bee,Hecher Sosa,blue,-196,0.6361132966168371,0.6724424362182617,0.03632913960142459,1,3.0,0.0,True,351,432
2c330a6f7f1e55f0,Vitor Petrino,red,-225,0.6659815005138747,0.5824828147888184,-0.08349868572505637,1,8.0,1.0,True,351,432
2c330a6f7f1e55f0,Steven Asplund,blue,188,0.33401849948612544,0.41457441449165344,0.080555915005528,0,8.0,1.0,True,351,432
244285b7fd0ddece,Piera Rodriguez,red,-152,0.578989574979952,0.5545178055763245,-0.024471769403627497,1,6.0,11.0,False,351,432
244285b7fd0ddece,Sam Hughes,blue,128,0.42101042502004815,0.4506051540374756,0.029594729017427435,0,6.0,11.0,False,351,432
c769dd861357af9f,Bolaji Oki,red,220,0.299837925445705,0.2155417650938034,-0.08429616035190157,0,4.0,0.0,True,351,432
c769dd861357af9f,Manoel Sousa,blue,-270,0.7001620745542949,0.7576175332069397,0.057455458652644786,1,4.0,0.0,True,351,432
