fight_id,fighter,side,american_odds,fair_market_p,model_p,edge,actual_win,r_pre_fights,b_pre_fights,cold_start,mapped_predictors,total_predictors
d564db29997e1371,Caio Borralho,red,-230,0.6690070210631895,0.6180713772773743,-0.05093564378581528,1,8.0,5.0,False,351,432
d564db29997e1371,Reinier de Ridder,blue,190,0.33099297893681046,0.40981820225715637,0.07882522332034592,0,8.0,5.0,False,351,432
f661ef429055f8c1,Cody Durden,red,162,0.3664556015356235,0.38419073820114136,0.017735136665517848,0,13.0,2.0,False,351,432
f661ef429055f8c1,Nyamjargal Tumendemberel,blue,-194,0.6335443984643765,0.6189815998077393,-0.014562798656637232,1,13.0,2.0,False,351,432
f02c0adc4ae629c6,Drew Dober,red,-200,0.6411483253588516,0.5834019184112549,-0.057746406947596696,1,25.0,31.0,False,351,432
f02c0adc4ae629c6,Michael Johnson,blue,168,0.3588516746411483,0.4001215696334839,0.041269894992335576,0,25.0,31.0,False,351,432
cc03e698c4b7da52,Rafael Tobias,red,-174,0.609708848498661,0.6715924739837646,0.06188362548510362,0,0.0,2.0,True,351,432
cc03e698c4b7da52,Diyar Nurgozhay,blue,146,0.390291151501339,0.3418723940849304,-0.04841875741640855,1,0.0,2.0,True,351,432
f030febede41c661,Max Holloway,red,-196,0.6361132966168371,0.5913401246070862,-0.04477317200975095,0,31.0,35.0,False,351,432
f030febede41c661,Charles Oliveira,blue,164,0.36388670338316287,0.4130808413028717,0.049194137919708836,1,31.0,35.0,False,351,432
a5abdc461cb1538e,Luke Fernandez,red,-220,0.6613039796782388,0.7244255542755127,0.06312157459727386,0,0.0,2.0,True,351,432
a5abdc461cb1538e,Rodolfo Bellato,blue,184,0.3386960203217612,0.2746557891368866,-0.06404023118487462,1,0.0,2.0,True,351,432
6a4738656c493ee9,Gregory Rodrigues,red,-164,0.5965276928719893,0.5549388527870178,-0.041588840084971435,1,12.0,8.0,False,351,432
6a4738656c493ee9,Brunno Ferreira,blue,138,0.4034723071280108,0.44566017389297485,0.042187866764964055,0,12.0,8.0,False,351,432
6feb49a6b7e8433c,Ricky Turcios,red,158,0.3725551071095933,0.3364293575286865,-0.03612574958090675,0,5.0,0.0,True,351,432
6feb49a6b7e8433c,Alberto Montes,blue,-188,0.6274448928904066,0.6678932309150696,0.040448338024662966,1,5.0,0.0,True,351,432
9c8d5dbd8905a715,Donte Johnson,red,-900,0.86468200270636,0.8864100575447083,0.021728054838348276,1,1.0,12.0,True,351,432
9c8d5dbd8905a715,Cody Brundage,blue,610,0.13531799729364008,0.1161901205778122,-0.019127876715827885,0,1.0,12.0,True,351,432
