fighter_a,fighter_b,book_id,book,source_url
Mario Bautista,Vinicius Oliveira,21,FanDuel,https://www.bestfightodds.com/events/ufc-vegas-113-4033
Amir Albazi,Kyoji Horiguchi,21,FanDuel,https://www.bestfightodds.com/events/ufc-vegas-113-4033
Jailton Almeida,Rizvan Kuniev,21,FanDuel,https://www.bestfightodds.com/events/ufc-vegas-113-4033
Marc-Andre Barriault,Michal Oleksiejczuk,21,FanDuel,https://www.bestfightodds.com/events/ufc-vegas-113-4033
Farid Basharat,Jean Matsumoto,21,FanDuel,https://www.bestfightodds.com/events/ufc-vegas-113-4033
Dustin Jacoby,Julius Walker,21,FanDuel,https://www.bestfightodds.com/events/ufc-vegas-113-4033
Alex Morono,Daniil Donchenko,21,FanDuel,https://www.bestfightodds.com/events/ufc-vegas-113-4033
Niko Price,Nikolay Veretennikov,21,FanDuel,https://www.bestfightodds.com/events/ufc-vegas-113-4033
Bruna Brasil,Ketlen Souza,21,FanDuel,https://www.bestfightodds.com/events/ufc-vegas-113-4033
