fold,feature,gain,weight,cover,gain_rank,used
2023,ewm_str_def_diff,0.0,0.0,0.0,83,False
2023,ewm_sub_avg_diff,7.201906204223633,1.0,706.8211059570312,49,True
2023,ewm_sub_win_rate_diff,10.234253883361816,3.0,706.56298828125,33,True
2023,ewm_td_acc_diff,0.0,0.0,0.0,84,False
2023,ewm_td_avg_diff,28.329782485961914,7.0,717.3407592773438,3,True
2023,ewm_td_def_diff,0.0,0.0,0.0,85,False
2023,ewm_win_pct_diff,7.145497798919678,1.0,704.2748413085938,51,True
2023,ewm_win_streak_diff,0.0,0.0,0.0,86,False
2023,ewm_wins_diff,0.0,0.0,0.0,87,False
2023,ewm_worst_loss_elo_diff,0.0,0.0,0.0,88,False
2023,experience_ratio_diff,9.624911308288574,1.0,697.8115844726562,38,True
2023,fights_diff,0.0,0.0,0.0,89,False
2023,finish_dependency_diff,0.0,0.0,0.0,90,False
2023,finish_loss_rate_diff,0.0,0.0,0.0,91,False
2023,finish_rate_diff,0.0,0.0,0.0,92,False
2023,height_diff,7.150784492492676,1.0,700.4503173828125,50,True
2023,kd_absorbed_avg_diff,20.269254684448242,4.0,712.0037841796875,9,True
2023,kd_avg_diff,17.78089714050293,9.0,713.8854370117188,13,True
2023,ko_dependency_diff,23.801279067993164,6.0,713.6814575195312,6,True
2023,ko_rate_diff,20.68044662475586,2.0,710.2957763671875,8,True
2023,ko_win_concentration_diff,0.0,0.0,0.0,93,False
2023,last_fight_ko_loss_diff,0.0,0.0,0.0,94,False
2023,loss_streak_diff,0.0,0.0,0.0,95,False
2023,losses_diff,0.0,0.0,0.0,96,False
2023,pressure_striking_adv_diff,0.0,0.0,0.0,97,False
2023,reach_diff,0.0,0.0,0.0,98,False
2023,recent_avg_fight_time_diff,0.0,0.0,0.0,99,False
2023,recent_finish_rate_diff,0.0,0.0,0.0,100,False
2023,recent_form_avg_fight_time_diff,0.0,0.0,0.0,101,False
2023,recent_form_avg_opponent_elo_diff,0.0,0.0,0.0,102,False
2023,recent_form_best_win_elo_diff,8.36114501953125,1.0,695.3263549804688,43,True
2023,recent_form_ctrl_against_per_min_diff,0.0,0.0,0.0,103,False
2023,recent_form_ctrl_per_min_diff,0.0,0.0,0.0,104,False
2023,recent_form_days_since_last_fight_diff,0.0,0.0,0.0,105,False
2023,recent_form_decision_loss_rate_diff,10.668227195739746,5.0,704.046875,31,True
2023,recent_form_decision_win_rate_diff,10.643871307373047,8.0,705.3818969726562,32,True
2023,recent_form_elo_diff,0.0,0.0,0.0,106,False
2023,recent_form_fights_diff,0.0,0.0,0.0,107,False
2023,recent_form_finish_loss_rate_diff,0.0,0.0,0.0,108,False
2023,recent_form_finish_rate_diff,0.0,0.0,0.0,109,False
2023,recent_form_kd_absorbed_avg_diff,0.0,0.0,0.0,110,False
2023,recent_form_kd_avg_diff,13.336202621459961,37.0,706.0208129882812,21,True
2023,recent_form_ko_rate_diff,13.588605880737305,5.0,707.6376342773438,19,True
2023,recent_form_loss_streak_diff,0.0,0.0,0.0,111,False
2023,recent_form_losses_diff,0.0,0.0,0.0,112,False
2023,recent_form_recent_avg_fight_time_diff,0.0,0.0,0.0,113,False
2023,recent_form_recent_finish_rate_diff,0.0,0.0,0.0,114,False
2023,recent_form_recent_sapm_diff,0.0,0.0,0.0,115,False
2023,recent_form_recent_splm_diff,12.540489196777344,9.0,706.8161010742188,25,True
2023,recent_form_recent_td_avg_diff,9.340901374816895,7.0,701.2075805664062,40,True
2023,recent_form_recent_win_pct_diff,0.0,0.0,0.0,116,False
2023,recent_form_sapm_diff,9.941768646240234,9.0,706.8804321289062,35,True
2023,recent_form_splm_diff,0.0,0.0,0.0,117,False
2023,recent_form_str_acc_diff,0.0,0.0,0.0,118,False
