fight_id,date,won,market_p,model_p,method_complete
0165bd3c26f0c076,2021-01-16,1,0.6255648805681084,0.6257874439852523,True
358f816aff469270,2021-01-16,1,0.4145990075236113,0.37957372801848493,True
3d903bc35023f50a,2021-01-16,0,0.33880903490759745,0.36469281667498066,True
3fcd53eb27945231,2021-01-16,0,0.30549898167006106,0.28841269832754907,True
6b0da0b1cda7799f,2021-01-16,1,0.610215999437135,0.6696181876009686,True
775c1f401815bbd8,2021-01-16,0,0.6984924623115577,0.6891201600867658,True
97ad63e644757cf4,2021-01-16,0,0.5,0.4729123792870204,True
97c80f69ac312030,2021-01-16,0,0.6611909650924026,0.6772788896224571,True
a4817b7e46028b4a,2021-01-16,1,0.5954042868614491,0.6424617368196197,True
aeb7ff8ce6e1beac,2021-01-16,0,0.7191400832177531,0.7099084555539175,False
031e6624f96aceb8,2021-01-20,0,0.599271402550091,0.5774415471411465,True
11558384f80f6506,2021-01-20,1,0.7998411437648929,0.8368024060777404,True
4abcf14faa7f92f2,2021-01-20,1,0.7619047619047619,0.7709297990480715,True
4e451881e0e47b05,2021-01-20,1,0.5776397515527951,0.5670195735855259,False
4f6d3cdf2c77fb57,2021-01-20,1,0.5459837019790454,0.5277462456378763,True
57e784028ef2c17d,2021-01-20,1,0.46324269889224573,0.5284220276557267,True
61bedad39b15db7a,2021-01-20,1,0.4323570432357044,0.4460196644923535,True
76b61ff4c9760f79,2021-01-20,1,0.5585430102643292,0.5623958235365146,True
a003e8305d4dbdc8,2021-01-20,0,0.26508226691042047,0.27960259434023527,True
ac475de5a3d0d7e2,2021-01-20,1,0.4167202986227314,0.4727473515258221,True
ae38fb2a6b6a0cc1,2021-01-20,0,0.3517587939698492,0.438336468943155,True
d27ac1bc677b89cf,2021-01-20,1,0.7191400832177531,0.7712165064301136,True
dd34dd337e637767,2021-01-20,1,0.334855403348554,0.3041392656348571,True
3d3e7dc7b4bf2bc4,2021-01-23,1,0.2750424448217317,0.3197238201918843,True
65352221c0bfe52d,2021-01-23,0,0.44145698973567077,0.4204473507955968,True
83da743f6dda7dcc,2021-01-23,1,0.46324269889224573,0.5325360786437877,True
92f569a6d9374b86,2021-01-23,1,0.5400039315903282,0.4908330627340959,True
a5075f4eaee6036f,2021-01-23,0,0.5400039315903282,0.5661238696029145,True
aaf45b095452be23,2021-01-23,1,0.48734604352961025,0.5291288955737844,True
c597fd8bb66d54d8,2021-01-23,0,0.7293934681181959,0.7401801393207583,False
cd08b68f0bafafbf,2021-01-23,1,0.27060653188180406,0.25519725962929746,True
f3ccbfd7036f3cf3,2021-01-23,0,0.1938895417156287,0.18083737389404256,True
2c81668d1459991f,2021-02-06,1,0.5263157894736842,0.5114374871114381,True
86d6e09932c5b551,2021-02-06,1,0.3428571428571428,0.3153207238916664,True
8b9bdacca749ec90,2021-02-06,0,0.38263229308005425,0.37949759567504776,True
9ef858837dfc65eb,2021-02-06,1,0.7619047619047619,0.7601700916288472,True
af8ea6db042674ef,2021-02-06,0,0.6702870442203258,0.6218871583130197,True
bbade63ca780668f,2021-02-06,0,0.5324675324675325,0.5186351978897108,True
d65da3a3bc675449,2021-02-06,0,0.6053006554573952,0.5762923597212379,True
f4fbb11055301e75,2021-02-06,0,0.6556291390728478,0.6730631234685792,True
17616514e8fdacb9,2021-02-13,1,0.4831460674157303,0.4998765414081923,True
25b8c932da5e91f4,2021-02-13,0,0.5,0.5025224343616419,True
26fbf026beb8e9f8,2021-02-13,1,0.6480904580593055,0.6889385002261594,True
54e2490959f66dc2,2021-02-13,1,0.689615756616548,0.7388319651348226,True
8cf076524cad5a55,2021-02-13,1,0.7824011456758693,0.786151073989642,True
9201312dd860fa5a,2021-02-13,0,0.389784000562865,0.4013161477560414,True
96b1430379c0694a,2021-02-13,0,0.7941470428363521,0.7977941606702912,True
be94e5b7a35ce5f2,2021-02-13,1,0.7069403957079948,0.7235452879460386,True
f98e954823bd6e02,2021-02-13,0,0.4557395319216686,0.45517343147942874,True
05ceb8b2f93993a6,2021-02-20,1,0.5203045685279188,0.53925834493815,True
15b1c7ddc4415fdd,2021-02-20,0,0.3146551724137931,0.3183360927142353,True
1d892fec31dc7ad7,2021-02-20,0,0.42236024844720504,0.3686621286587625,True
82243207b4dfce87,2021-02-20,0,0.6209150326797385,0.6203163721261736,True
8f7328fe18806fb0,2021-02-20,0,0.3946993445426048,0.4283393769273059,True
931fd51ab69fb443,2021-02-20,1,0.4501789414202298,0.40755984301585946,True
990c2378caec68d4,2021-02-20,0,0.47368421052631565,0.42627950027024825,True
b12bc15f384ecc42,2021-02-20,0,0.7619047619047619,0.8178018387731132,True
b9cd4910f0ecff45,2021-02-20,1,0.3790849673202614,0.3353899982817506,True
c3b6aa47e7532a7b,2021-02-20,1,0.6781609195402298,0.6693628901503428,False
e175c1a0bff30187,2021-02-20,0,0.5,0.5817147834750253,True
11a83369d49ad138,2021-02-27,0,0.3720626631853787,0.34817474077556065,True
3a4e2dffcdd1c838,2021-02-27,0,0.27586206896551724,0.2982280889067329,True
3eac2d47ac252f4b,2021-02-27,0,0.6581196581196581,0.6698833236604697,True
4a704dae3091adaf,2021-02-27,0,0.33635187580853815,0.3488944776373135,True
6a0341234ecc4e87,2021-02-27,1,0.5798319327731092,0.5579957109505205,True
a7315147a7022a93,2021-02-27,1,0.3451298345568095,0.4301869503232285,True
bc86601cf781a89c,2021-02-27,1,0.5914733980829453,0.6554970962749824,True
c2ee423d1f0b4f6f,2021-02-27,1,0.447405997144217,0.4116669856576021,True
04a788abbbd1f256,2021-03-06,0,0.3720626631853787,0.4108994109609469,True
15c9cb5f9320c555,2021-03-06,0,0.5260865852617197,0.5247871695406419,True
2704d31de2c2f43b,2021-03-06,1,0.5882115462252725,0.5933794388130973,True
50ef636148fa6fac,2021-03-06,0,0.320754716981132,0.3940203485189624,True
5980ab31e4718a83,2021-03-06,0,0.6581196581196581,0.6198929761229904,True
7ad09f889d2cdb6f,2021-03-06,1,0.6581196581196581,0.6450102578665621,True
7de9867b7cc2b1b1,2021-03-06,1,0.3158617532616159,0.3781434873837645,True
873306ad79b62f5e,2021-03-06,0,0.4435793295775703,0.47771810247408264,False
ae5d14a9fc1ad19c,2021-03-06,0,0.42888402625820565,0.45411347425250964,True
c06d7bb29bc24d00,2021-03-06,1,0.7925157465728047,0.8289328919140363,True
c096342c57a6f2c4,2021-03-06,0,0.6792452830188679,0.6667886467661204,True
d170f6580e1c244f,2021-03-06,1,0.33099297893681046,0.3221476150526707,True
e2abba69c3371618,2021-03-06,1,0.6428571428571429,0.6011591218477393,True
f4363f1317b47213,2021-03-06,1,0.43795620437956206,0.4539481138359289,True
fd92fe0c494d0959,2021-03-06,1,0.84,0.8622140287469305,True
01f262b68a6a2223,2021-03-13,0,0.5427435387673957,0.6492013065211207,True
03bdbf2d18f3025d,2021-03-13,1,0.7065820777160983,0.6517434015351228,True
18c67631b76c18e5,2021-03-13,1,0.7395517867958813,0.7126088526040603,True
4944437e73071671,2021-03-13,0,0.5324675324675325,0.5779741708157461,True
70aa6b8f863e6861,2021-03-13,0,0.7241379310344829,0.733724338354105,True
8a7b0cd5ad9ca4fe,2021-03-13,0,0.6428571428571429,0.68621996047942,True
a6828a6dfb21d33c,2021-03-13,1,0.8122418325197146,0.7790407784582055,True
bb7ce8a6ba7f7cc5,2021-03-13,1,0.7241379310344829,0.7121542249775193,True
d0ebb0551377a1c1,2021-03-13,1,0.5427435387673957,0.5788498780838379,True
d15a87087b6f1452,2021-03-13,1,0.6345305608065531,0.6772129257448322,True
e8adfbbe0053c321,2021-03-13,0,0.4342832531763693,0.44240940113090743,True
2efbcd870f1f7bc7,2021-03-20,1,0.34929577464788736,0.36820640690286716,True
55bf7f19a132e0fc,2021-03-20,1,0.447405997144217,0.43253261755212635,True
68cf99b6551dc3b3,2021-03-20,1,0.5108342361863488,0.5467892073075452,True
9e45cc594a5a2506,2021-03-20,1,0.783098015142214,0.7989793204538044,True
a043e279434d5c8c,2021-03-20,0,0.3720626631853787,0.3652859228966075,True
afc86d1076c4c3a9,2021-03-20,1,0.6548701654431905,0.6828084450052114,True
b8a0047c927faa75,2021-03-20,1,0.8250000000000002,0.8127503292262083,True
dcfbbebc0aee6ded,2021-03-20,0,0.33635187580853815,0.3833478749123787,True
edac9fd482177a64,2021-03-20,0,0.3654694391934467,0.40643528419737557,True
0aa335dbc4cb3473,2021-03-27,1,0.7634625062908907,0.7980646204085994,True
2220b73ece1730c3,2021-03-27,0,0.35714285714285715,0.420162214221971,True
390694c179f05c7f,2021-03-27,1,0.447405997144217,0.5142429382013863,True
39d188fa9b95d550,2021-03-27,0,0.35714285714285715,0.3843490874477761,True
41622791b276ad9e,2021-03-27,1,0.5366306721917165,0.532091356138391,True
48292a027df02443,2021-03-27,1,0.7107039537126325,0.6662639758460022,True
4b3af85b0df51d09,2021-03-27,0,0.34929577464788736,0.34268766005186674,True
6002c24f0b7f8cc7,2021-03-27,0,0.3784721747803632,0.38137346719330834,True
8317208cfb030ed3,2021-03-27,0,0.42888402625820565,0.4378340840774946,True
b1eff235241e719b,2021-03-27,0,0.4435793295775703,0.4378236201477658,True
0992795fd0fa06d0,2021-04-10,0,0.5217391304347826,0.5507709984296756,True
1fee9eca658d9808,2021-04-10,0,0.3720626631853787,0.3880877956625726,True
3209bcfaf95de90b,2021-04-10,1,0.6888888888888889,0.7858248231016782,True
444f0a732695dc81,2021-04-10,0,0.7285666997682886,0.7207342379885848,True
646eeca9447c6965,2021-04-10,0,0.42888402625820565,0.4350505688133992,True
71b81d8199a0fa19,2021-04-10,1,0.41178845377472745,0.45152574689117675,True
7aebf01b5afc0109,2021-04-10,1,0.35714285714285715,0.3255717315991129,True
93a1cd50374397c0,2021-04-10,1,0.5711159737417942,0.5984582015408069,True
998296216e7171ed,2021-04-10,0,0.33635187580853815,0.2751489219932694,True
ac9a8b73e58f3d71,2021-04-10,0,0.4782608695652174,0.5445427882541938,True
ddd63237f1b857a6,2021-04-10,1,0.7195253505933118,0.6878511977646813,True
e27c28928ed4390f,2021-04-10,0,0.3158617532616159,0.32830806116015787,True
0b2c3c4306620d6d,2021-04-17,1,0.7362296353762606,0.786732613187569,True
