fight_id,date,fold,won,market_p,depth1_p,depth2_p,abs_logit_residual,bet_side,bet_won,outcome_side,implied_probability,bet_raw_implied_p,bet_decimal_odds,profit_units,logit_decile
0165bd3c26f0c076,2021-01-16,2021,1,0.6255648805681084,0.6284829262650149,0.6077227305454195,0.01247753145225039,red,1,red,0.6551724137931034,0.6551724137931034,1.5263157894736843,0.5263157894736843,1
358f816aff469270,2021-01-16,2021,1,0.4145990075236113,0.3885928687259956,0.3392105728917681,0.10824562419564537,blue,0,blue,0.6138996138996139,0.6138996138996139,1.628930817610063,-1.0,5
3d903bc35023f50a,2021-01-16,2021,0,0.3388090349075974,0.3646963520211185,0.365494055344313,0.11356809633254872,red,0,red,0.35714285714285715,0.35714285714285715,2.8,-1.0,6
3fcd53eb27945231,2021-01-16,2021,0,0.305498981670061,0.2837355996692392,0.2875110949306446,0.10475937236998956,blue,1,blue,0.7333333333333333,0.7333333333333333,1.3636363636363638,0.36363636363636376,5
6b0da0b1cda7799f,2021-01-16,2021,1,0.610215999437135,0.6721753422629922,0.6966772671387261,0.2698200961561782,red,1,red,0.6389891696750902,0.6389891696750902,1.5649717514124295,0.5649717514124295,9
775c1f401815bbd8,2021-01-16,2021,0,0.6984924623115577,0.6853764992241367,0.6552345123187988,0.061537738065573167,blue,1,blue,0.31746031746031744,0.31746031746031744,3.1500000000000004,2.1500000000000004,3
97ad63e644757cf4,2021-01-16,2021,0,0.5,0.4788302065822315,0.4598907762409607,0.08472982794046403,blue,1,blue,0.5238095238095238,0.5238095238095238,1.909090909090909,0.909090909090909,4
97c80f69ac312030,2021-01-16,2021,0,0.6611909650924026,0.6744149450049823,0.6786319114839585,0.05961576206207364,red,0,red,0.696969696969697,0.696969696969697,1.434782608695652,-1.0,3
a4817b7e46028b4a,2021-01-16,2021,1,0.5954042868614491,0.6501026086235094,0.6614649776175492,0.23313794669158194,red,1,red,0.6183206106870229,0.6183206106870229,1.6172839506172838,0.6172839506172838,9
aeb7ff8ce6e1beac,2021-01-16,2021,0,0.7191400832177531,0.7028489140879312,0.6734222285093275,0.07929890458886979,blue,1,blue,0.29411764705882354,0.29411764705882354,3.4,2.4,4
031e6624f96aceb8,2021-01-20,2021,0,0.599271402550091,0.5789280869571867,0.5851008648133608,0.08405557062394753,blue,1,blue,0.425531914893617,0.425531914893617,2.35,1.35,4
11558384f80f6506,2021-01-20,2021,1,0.7998411437648929,0.8389549672908946,0.8597617902817083,0.26517119341194006,red,1,red,0.8412698412698413,0.8412698412698413,1.1886792452830188,0.18867924528301883,9
4abcf14faa7f92f2,2021-01-20,2021,1,0.7619047619047619,0.763774224847786,0.7941383436594343,0.010333396393965577,red,1,red,0.8,0.8,1.25,0.25,1
4e451881e0e47b05,2021-01-20,2021,1,0.5776397515527951,0.5706687032685694,0.4832394786075694,0.028511825485160402,blue,0,blue,0.4444444444444444,0.4444444444444444,2.25,-1.0,2
4f6d3cdf2c77fb57,2021-01-20,2021,1,0.5459837019790454,0.5351531314227768,0.5062012947639656,0.04361113288684984,blue,0,blue,0.47619047619047616,0.47619047619047616,2.1,-1.0,2
57e784028ef2c17d,2021-01-20,2021,1,0.4632426988922457,0.534671957434616,0.5418425028734761,0.2862057050989638,red,1,red,0.4878048780487805,0.4878048780487805,2.0500000000000003,1.0500000000000003,10
61bedad39b15db7a,2021-01-20,2021,1,0.4323570432357044,0.4553837416928351,0.4323438291454216,0.09329990633689209,red,1,red,0.45454545454545453,0.45454545454545453,2.2,1.2000000000000002,5
76b61ff4c9760f79,2021-01-20,2021,1,0.5585430102643292,0.5624687496484893,0.5051796399431517,0.01593641467428497,red,1,red,0.588477366255144,0.588477366255144,1.6993006993006994,0.6993006993006994,1
a003e8305d4dbdc8,2021-01-20,2021,0,0.2650822669104204,0.2857123945168027,0.2764585034467566,0.10341834743822331,red,0,red,0.2777777777777778,0.2777777777777778,3.5999999999999996,-1.0,5
ac475de5a3d0d7e2,2021-01-20,2021,1,0.4167202986227314,0.4905040219173935,0.5352769352157347,0.29826310330654127,red,1,red,0.43859649122807015,0.43859649122807015,2.2800000000000002,1.2800000000000002,10
ae38fb2a6b6a0cc1,2021-01-20,2021,0,0.3517587939698492,0.3837956366049984,0.4067167405479756,0.13784870962028084,red,0,red,0.37037037037037035,0.37037037037037035,2.7,-1.0,6
d27ac1bc677b89cf,2021-01-20,2021,1,0.7191400832177531,0.7706876321065629,0.8030598894699361,0.27199787790472174,red,1,red,0.7530864197530864,0.7530864197530864,1.3278688524590163,0.3278688524590163,10
dd34dd337e637767,2021-01-20,2021,1,0.334855403348554,0.3003813956890587,0.2607724930451315,0.15917670065252343,blue,0,blue,0.696969696969697,0.696969696969697,1.434782608695652,-1.0,7
3d3e7dc7b4bf2bc4,2021-01-23,2021,1,0.2750424448217317,0.3349308939906361,0.3779107852799903,0.2832209478784429,red,1,red,0.2857142857142857,0.2857142857142857,3.5,2.5,10
65352221c0bfe52d,2021-01-23,2021,0,0.4414569897356707,0.4272939539124015,0.4343000591284932,0.057649354413512294,blue,1,blue,0.588477366255144,0.588477366255144,1.6993006993006994,0.6993006993006994,3
