fight_id,date,won,model_p
0165bd3c26f0c076,2021-01-16,1,0.6284829262650149
358f816aff469270,2021-01-16,1,0.38859286872599563
3d903bc35023f50a,2021-01-16,0,0.36469635202111855
3fcd53eb27945231,2021-01-16,0,0.2837355996692392
6b0da0b1cda7799f,2021-01-16,1,0.6721753422629922
775c1f401815bbd8,2021-01-16,0,0.6853764992241367
97ad63e644757cf4,2021-01-16,0,0.4788302065822315
97c80f69ac312030,2021-01-16,0,0.6744149450049823
a4817b7e46028b4a,2021-01-16,1,0.6501026086235094
aeb7ff8ce6e1beac,2021-01-16,0,0.7028489140879312
031e6624f96aceb8,2021-01-20,0,0.5789280869571867
11558384f80f6506,2021-01-20,1,0.8389549672908946
4abcf14faa7f92f2,2021-01-20,1,0.763774224847786
4e451881e0e47b05,2021-01-20,1,0.5706687032685694
4f6d3cdf2c77fb57,2021-01-20,1,0.5351531314227768
57e784028ef2c17d,2021-01-20,1,0.534671957434616
61bedad39b15db7a,2021-01-20,1,0.4553837416928351
76b61ff4c9760f79,2021-01-20,1,0.5624687496484893
a003e8305d4dbdc8,2021-01-20,0,0.28571239451680275
ac475de5a3d0d7e2,2021-01-20,1,0.49050402191739356
ae38fb2a6b6a0cc1,2021-01-20,0,0.38379563660499844
d27ac1bc677b89cf,2021-01-20,1,0.770687632106563
dd34dd337e637767,2021-01-20,1,0.30038139568905875
3d3e7dc7b4bf2bc4,2021-01-23,1,0.33493089399063614
65352221c0bfe52d,2021-01-23,0,0.4272939539124015
83da743f6dda7dcc,2021-01-23,1,0.5307526324462293
92f569a6d9374b86,2021-01-23,1,0.5063939436597211
a5075f4eaee6036f,2021-01-23,0,0.560211087959306
aaf45b095452be23,2021-01-23,1,0.5171503358650992
c597fd8bb66d54d8,2021-01-23,0,0.7357212444472601
cd08b68f0bafafbf,2021-01-23,1,0.2541264823762589
f3ccbfd7036f3cf3,2021-01-23,0,0.18554026763409945
2c81668d1459991f,2021-02-06,1,0.509638619356449
86d6e09932c5b551,2021-02-06,1,0.3137754063933595
8b9bdacca749ec90,2021-02-06,0,0.3921485175846982
9ef858837dfc65eb,2021-02-06,1,0.7645197419804258
af8ea6db042674ef,2021-02-06,0,0.6203374714976103
bbade63ca780668f,2021-02-06,0,0.5301510399850742
d65da3a3bc675449,2021-02-06,0,0.5800443508978078
f4fbb11055301e75,2021-02-06,0,0.6749326090619897
17616514e8fdacb9,2021-02-13,1,0.5081670479700889
25b8c932da5e91f4,2021-02-13,0,0.5170695842864146
26fbf026beb8e9f8,2021-02-13,1,0.6895646640809802
54e2490959f66dc2,2021-02-13,1,0.746693453619747
8cf076524cad5a55,2021-02-13,1,0.7834935462897945
9201312dd860fa5a,2021-02-13,0,0.4043332258793
96b1430379c0694a,2021-02-13,0,0.7955981844054213
be94e5b7a35ce5f2,2021-02-13,1,0.7339960706737607
f98e954823bd6e02,2021-02-13,0,0.4726942960138622
05ceb8b2f93993a6,2021-02-20,1,0.5385032108032246
15b1c7ddc4415fdd,2021-02-20,0,0.3299505912005193
1d892fec31dc7ad7,2021-02-20,0,0.37244323398572543
82243207b4dfce87,2021-02-20,0,0.6315073832113235
8f7328fe18806fb0,2021-02-20,0,0.44749658851270735
931fd51ab69fb443,2021-02-20,1,0.4110753497376041
990c2378caec68d4,2021-02-20,0,0.4212179230936973
b12bc15f384ecc42,2021-02-20,0,0.8166109481471022
b9cd4910f0ecff45,2021-02-20,1,0.32378836640208747
c3b6aa47e7532a7b,2021-02-20,1,0.66403936338398
e175c1a0bff30187,2021-02-20,0,0.5640392091567354
11a83369d49ad138,2021-02-27,0,0.3534049890044148
3a4e2dffcdd1c838,2021-02-27,0,0.3155398084325229
3eac2d47ac252f4b,2021-02-27,0,0.6748919377303573
4a704dae3091adaf,2021-02-27,0,0.34364654898019187
6a0341234ecc4e87,2021-02-27,1,0.5568053012171587
a7315147a7022a93,2021-02-27,1,0.4443210119452289
bc86601cf781a89c,2021-02-27,1,0.6636993604831871
c2ee423d1f0b4f6f,2021-02-27,1,0.4131618000617031
04a788abbbd1f256,2021-03-06,0,0.36395660963622245
15c9cb5f9320c555,2021-03-06,0,0.5370796798150131
2704d31de2c2f43b,2021-03-06,1,0.6077273415178381
50ef636148fa6fac,2021-03-06,0,0.41544487676641256
5980ab31e4718a83,2021-03-06,0,0.6257020585693068
7ad09f889d2cdb6f,2021-03-06,1,0.6391374721005763
7de9867b7cc2b1b1,2021-03-06,1,0.33035729949847
873306ad79b62f5e,2021-03-06,0,0.4983239935153493
ae5d14a9fc1ad19c,2021-03-06,0,0.39766890166141744
c06d7bb29bc24d00,2021-03-06,1,0.8394703777786121
c096342c57a6f2c4,2021-03-06,0,0.6604298652493528
d170f6580e1c244f,2021-03-06,1,0.32140697040665067
e2abba69c3371618,2021-03-06,1,0.5996525185869034
f4363f1317b47213,2021-03-06,1,0.45425627368795796
fd92fe0c494d0959,2021-03-06,1,0.8610876164677382
01f262b68a6a2223,2021-03-13,0,0.6388181717685965
03bdbf2d18f3025d,2021-03-13,1,0.6537221812899825
18c67631b76c18e5,2021-03-13,1,0.7180173192405491
4944437e73071671,2021-03-13,0,0.588368122446051
70aa6b8f863e6861,2021-03-13,0,0.7379669279638521
8a7b0cd5ad9ca4fe,2021-03-13,0,0.6884423942636702
a6828a6dfb21d33c,2021-03-13,1,0.7789834395809033
bb7ce8a6ba7f7cc5,2021-03-13,1,0.7134357918882094
d0ebb0551377a1c1,2021-03-13,1,0.5797405557397608
d15a87087b6f1452,2021-03-13,1,0.6839556329440813
e8adfbbe0053c321,2021-03-13,0,0.4479730348620203
2efbcd870f1f7bc7,2021-03-20,1,0.38914314445477866
55bf7f19a132e0fc,2021-03-20,1,0.43632404067745373
68cf99b6551dc3b3,2021-03-20,1,0.561110775625142
9e45cc594a5a2506,2021-03-20,1,0.7956599219459297
a043e279434d5c8c,2021-03-20,0,0.36651667644629826
afc86d1076c4c3a9,2021-03-20,1,0.6822986596309889
b8a0047c927faa75,2021-03-20,1,0.8214870003192116
dcfbbebc0aee6ded,2021-03-20,0,0.3880195228945066
edac9fd482177a64,2021-03-20,0,0.4038910706454151
0aa335dbc4cb3473,2021-03-27,1,0.7834571248999102
2220b73ece1730c3,2021-03-27,0,0.42208229150343
390694c179f05c7f,2021-03-27,1,0.5325769424535142
39d188fa9b95d550,2021-03-27,0,0.39814350101534574
41622791b276ad9e,2021-03-27,1,0.5376243265533367
48292a027df02443,2021-03-27,1,0.6631713104967807
4b3af85b0df51d09,2021-03-27,0,0.3468105129281091
6002c24f0b7f8cc7,2021-03-27,0,0.38503614427426563
8317208cfb030ed3,2021-03-27,0,0.4521003798901662
b1eff235241e719b,2021-03-27,0,0.45116009996543976
0992795fd0fa06d0,2021-04-10,0,0.547131657931744
1fee9eca658d9808,2021-04-10,0,0.34071831690173116
3209bcfaf95de90b,2021-04-10,1,0.7798145060815976
444f0a732695dc81,2021-04-10,0,0.7199032295756854
646eeca9447c6965,2021-04-10,0,0.43690055945344974
71b81d8199a0fa19,2021-04-10,1,0.4623950019998281
7aebf01b5afc0109,2021-04-10,1,0.27909289391985287
93a1cd50374397c0,2021-04-10,1,0.6076712270223605
998296216e7171ed,2021-04-10,0,0.27131200262264443
ac9a8b73e58f3d71,2021-04-10,0,0.5695419134287505
ddd63237f1b857a6,2021-04-10,1,0.6956267451957938
e27c28928ed4390f,2021-04-10,0,0.3011322786409349
0b2c3c4306620d6d,2021-04-17,1,0.7874686388479881
24ff385ca78c80d3,2021-04-17,1,0.8224318033625819
25d4376e00b16510,2021-04-17,1,0.3095413009145923
627c0a50cff30405,2021-04-17,0,0.5620703479409993
8d634c9240f161dd,2021-04-17,1,0.6384864353605804
a33ecd2c88154890,2021-04-17,1,0.599670619651948
a850ba762f3c5334,2021-04-17,0,0.700225692353348
f2c82f027201ba21,2021-04-17,1,0.46841377806675316
f67aa0b16e16a9ea,2021-04-17,1,0.6919717665578118
fdfe4e7cb2d0b665,2021-04-17,1,0.6245383813387362
00bbcd4a6d647fdf,2021-04-24,1,0.33744222910099053
1820fed0fbcf6294,2021-04-24,1,0.3977964807629561
34d2632fd26e7078,2021-04-24,1,0.8114484126255616
512af32553d9bd70,2021-04-24,0,0.499687128450113
6a5eb525331fa1fc,2021-04-24,1,0.7658236389392555
6a7347d1da8a2b87,2021-04-24,1,0.7175072363732966
6d8da45352344964,2021-04-24,0,0.6466321252973577
c5dfce1eaa2dc169,2021-04-24,1,0.5578285944007605
f5dd0a24a7dba53c,2021-04-24,0,0.49369650297973866
26202a4bd36d3fd2,2021-05-01,1,0.7599747859152927
2ef09c8fe29251ac,2021-05-01,0,0.7018609592061792
2f82e8079ba354f4,2021-05-01,1,0.7057189424141112
394802bb096b403e,2021-05-01,0,0.5067107000368409
3d790112d2e6d851,2021-05-01,0,0.49813179935791263
78dc032441394331,2021-05-01,1,0.6664145977883159
c9c79de21823d941,2021-05-01,0,0.38386108779601047
d6b5a6ad27a730ae,2021-05-01,1,0.7853220466218863
d72f9b3ac742a9e3,2021-05-01,0,0.5816273050799884
ffd8e8575a551875,2021-05-01,1,0.6551004037913256
00fbeda449926c13,2021-05-08,1,0.4064257938541067
178c4926223dca0c,2021-05-08,1,0.4438022726782538
295a0bf12a7373c0,2021-05-08,0,0.4333006120605245
37fda56a435a9b24,2021-05-08,0,0.36065668824608954
3f71ac21472f994c,2021-05-08,0,0.4190508678886409
4ffbadfb86284af5,2021-05-08,0,0.6926080004733742
8a95f0e3f9111f0c,2021-05-08,1,0.38786592347357285
db2c805201a3116e,2021-05-08,0,0.578587404473537
1f2f27b36e79da74,2021-05-15,0,0.41741784746641586
2b894d87ad9aae05,2021-05-15,1,0.5315115526626792
5573d46130d6b967,2021-05-15,1,0.4822627223729425
6655a8da2655f2d0,2021-05-15,0,0.5569509357751986
be2e28ba3bdeb400,2021-05-15,1,0.4908999996900964
bfd672cac0726a9a,2021-05-15,0,0.7078002216216693
ca22bafab913aae7,2021-05-15,0,0.4363024033965399
cfbaeb80b5ff7c00,2021-05-15,0,0.416056851165277
de332779baa1b103,2021-05-15,1,0.6946477538231904
fef29aa73bd5b907,2021-05-15,1,0.5729419375161632
138f719d370e8ba0,2021-05-22,0,0.5982268646489834
16369fa06392f6a0,2021-05-22,0,0.5372792886287799
3627f5133ce55902,2021-05-22,1,0.7398793807157388
559c0c3d752f327a,2021-05-22,0,0.5089944675975758
7f8340dfe4220c3e,2021-05-22,1,0.5895600418698037
82d48296fd06c27f,2021-05-22,0,0.17921212515800952
ae0afbff5ba07a34,2021-05-22,1,0.46292595148974763
b381dc272b32ce03,2021-05-22,1,0.740901848714786
c7cf2194fe5c751f,2021-05-22,1,0.6593743151733384
d16f7ab4e28171ea,2021-05-22,1,0.5727690713628952
d44a814b106b94ff,2021-05-22,1,0.7853224887699135
e624d85a0d718578,2021-05-22,1,0.4810550762091567
0716a38768a34789,2021-06-05,0,0.6688083098604661
23b943e9ce495f0b,2021-06-05,0,0.33208401570172374
2c0cddd12deb7450,2021-06-05,1,0.5613353268086355
419d1e29668b57fb,2021-06-05,1,0.7431414772560487
58c5d506181812fa,2021-06-05,1,0.32499978559043274
5c0e5d850d8e661f,2021-06-05,1,0.42156373200909847
73a83b2595416f0a,2021-06-05,1,0.6110758807205845
827aacd14f80e8f3,2021-06-05,0,0.6369932516443454
9252ad2304fd9a26,2021-06-05,0,0.5619660563628254
bb6438338bb8aebf,2021-06-05,1,0.5981053807542209
f187c7ec92f43828,2021-06-05,0,0.3803036719470558
0f51869f98afa6c0,2021-06-12,0,0.6106625572138789
1b4d5dbf5f663a97,2021-06-12,1,0.6290403064991174
34d38d77c1d3f00e,2021-06-12,1,0.714688744287077
43dfb2c1e5fecac9,2021-06-12,0,0.34404690252986553
4560734220b96851,2021-06-12,1,0.30937098044869915
6cd44e1b2d093ea4,2021-06-12,1,0.7253298209823789
7d2051c6bae907cb,2021-06-12,0,0.5414026464297286
84cde29aebf6c00c,2021-06-12,0,0.5242623033225804
9127a6430e46292c,2021-06-12,1,0.5406931142792366
b070b8c2c489d838,2021-06-12,1,0.836158680078347
d4ad90ac58429b64,2021-06-12,0,0.6310371368955645
d66164d2c770da68,2021-06-12,1,0.6695371130922937
dedb74ee9d84deab,2021-06-12,1,0.5879544552886345
1e9f081a84e7ec18,2021-06-19,0,0.5416432794013953
2bdf774dc8b17504,2021-06-19,1,0.3704698660182964
50cae63d530ede7c,2021-06-19,1,0.40046068720603684
53ed3f8f653b37b2,2021-06-19,0,0.5039742077995528
6fd9a013cea5a403,2021-06-19,0,0.29478021417604466
744627aec853874e,2021-06-19,0,0.7089100957084539
87c8e086c29ae543,2021-06-19,1,0.6654615149199237
a83ebbf013905949,2021-06-19,1,0.6591482763513432
bb1ac382e0277b3f,2021-06-19,0,0.45703275926821074
