scope,variant,family,n,positives,observed_rate,mean_probability,log_loss,brier,auc,calibration_error_mean_p_minus_rate
2024,existing_hierarchical_v5,exact_side_ko_two_rows_per_fight,670,106,0.1582089552238806,0.17983451939644868,0.39639778220755406,0.12170507946401793,0.7215810250234176,0.021625564172568085
2024,existing_hierarchical_v5,fight_ko_event,335,106,0.3164179104477612,0.35966903879289736,0.5896910877614291,0.2022463830613958,0.6727774573617863,0.04325112834513617
2024,existing_hierarchical_v5,projected_winner_exact_ko,335,74,0.2208955223880597,0.24715329417070545,0.48601998696718074,0.15812806159847081,0.7005281143212178,0.02625777178264574
2024,ko_specialist_no_ml,conditional_ko_given_actual_win,335,106,0.3164179104477612,0.32698081113509275,0.6084880202299892,0.20987591855834822,0.6136607069292247,0.010562900687331567
2024,ko_specialist_no_ml,exact_side_ko_two_rows_per_fight,670,106,0.1582089552238806,0.16654981763909138,0.41094039547564587,0.1266881349154019,0.6762344439983943,0.008340862415210787
2024,ko_specialist_no_ml,fight_ko_event,335,106,0.3164179104477612,0.33309963527818276,0.6093210996436416,0.21012755232395403,0.6123012276509846,0.016681724830421574
2024,ko_specialist_no_ml,projected_winner_exact_ko,335,74,0.2208955223880597,0.22934812879977298,0.5164768646411362,0.16855471655971382,0.6000310655483069,0.008452606411713276
2024,ko_specialist_plus_v5_ml,conditional_ko_given_actual_win,335,106,0.3164179104477612,0.3274415821726642,0.6095317073121173,0.21040332734891687,0.608881931284502,0.01102367172490304
2024,ko_specialist_plus_v5_ml,exact_side_ko_two_rows_per_fight,670,106,0.1582089552238806,0.1665925622159054,0.4110821326101975,0.1267290697721377,0.6753311922922521,0.008383606992024811
2024,ko_specialist_plus_v5_ml,fight_ko_event,335,106,0.3164179104477612,0.3331851244318108,0.6104703821081577,0.21064471752001174,0.6048446897915465,0.016767213984049623
2024,ko_specialist_plus_v5_ml,projected_winner_exact_ko,335,74,0.2208955223880597,0.22877940815953077,0.5168402305715909,0.16865659403457814,0.5954230092161127,0.00788388577147106
pooled_2022_2024,existing_hierarchical_v5,conditional_ko_given_actual_win,1145,371,0.3240174672489083,0.3516394423369874,0.5867943140618023,0.20021814445511746,0.6828774803763834,0.02762197508807912
pooled_2022_2024,existing_hierarchical_v5,exact_side_ko_two_rows_per_fight,2290,371,0.16200873362445414,0.17877699049057877,0.4101108406086925,0.1260420293162093,0.6929653669012809,0.016768256866124626
pooled_2022_2024,existing_hierarchical_v5,fight_ko_event,1145,371,0.3240174672489083,0.35755398098115754,0.5935303578706932,0.20340322053423757,0.6670462539264645,0.03353651373224925
pooled_2022_2024,existing_hierarchical_v5,projected_winner_exact_ko,1145,248,0.2165938864628821,0.23969256417593446,0.48994793050979973,0.15798135280652081,0.6758684863523573,0.02309867771305235
pooled_2022_2024,ko_specialist_no_ml,conditional_ko_given_actual_win,1145,371,0.3240174672489083,0.33938052185107526,0.6266124099153505,0.2175931748239179,0.5804881701108117,0.01536305460216697
pooled_2022_2024,ko_specialist_no_ml,exact_side_ko_two_rows_per_fight,2290,371,0.16200873362445414,0.17109147010205902,0.42505723025996994,0.1311781961750263,0.6475084591733397,0.00908273647760488
pooled_2022_2024,ko_specialist_no_ml,fight_ko_event,1145,371,0.3240174672489083,0.34218294020411805,0.6262304563860582,0.21754947060421131,0.559915585365344,0.01816547295520976
pooled_2022_2024,ko_specialist_no_ml,projected_winner_exact_ko,1145,248,0.2165938864628821,0.22960405545575988,0.517993582313601,0.1680795947248675,0.5842144064444205,0.013010168992877769
pooled_2022_2024,ko_specialist_plus_v5_ml,conditional_ko_given_actual_win,1145,371,0.3240174672489083,0.33945656142901126,0.62745242118842,0.21798756823205825,0.5786285407829945,0.015439094180102975
pooled_2022_2024,ko_specialist_plus_v5_ml,exact_side_ko_two_rows_per_fight,2290,371,0.16200873362445414,0.17108095435280915,0.425269882289609,0.13122715245146596,0.6464269210294558,0.009072220728355007
pooled_2022_2024,ko_specialist_plus_v5_ml,fight_ko_event,1145,371,0.3240174672489083,0.34216190870561836,0.6265633570802891,0.21770652711511299,0.557416926109335,0.01814444145671007
pooled_2022_2024,ko_specialist_plus_v5_ml,projected_winner_exact_ko,1145,248,0.2165938864628821,0.2291413781782094,0.518089505525872,0.16810852002131038,0.582533175099795,0.012547491715327291
