fighter_a,fighter_b,book_id,book,source_url
Charles Oliveira,Max Holloway,21,FanDuel,https://www.bestfightodds.com/events/ufc-4025;https://www.bestfightodds.com/events/ufc-326-4065
Caio Borralho,Reinier de Ridder,21,FanDuel,https://www.bestfightodds.com/events/ufc-4025;https://www.bestfightodds.com/events/ufc-326-4065
Drew Dober,Michael Johnson,21,FanDuel,https://www.bestfightodds.com/events/ufc-4025;https://www.bestfightodds.com/events/ufc-326-4065
Brunno Ferreira,Gregory Rodrigues,21,FanDuel,https://www.bestfightodds.com/events/ufc-4025;https://www.bestfightodds.com/events/ufc-326-4065
Cody Brundage,Donte Johnson,21,FanDuel,https://www.bestfightodds.com/events/ufc-4025;https://www.bestfightodds.com/events/ufc-326-4065
Alberto Montes,Ricky Turcios,21,FanDuel,https://www.bestfightodds.com/events/ufc-4025;https://www.bestfightodds.com/events/ufc-326-4065
Cody Durden,Nyamjargal Tumendemberel,21,FanDuel,https://www.bestfightodds.com/events/ufc-4025;https://www.bestfightodds.com/events/ufc-326-4065
Diyar Nurgozhay,Rafael Tobias,21,FanDuel,https://www.bestfightodds.com/events/ufc-4025;https://www.bestfightodds.com/events/ufc-326-4065
Luke Fernandez,Rodolfo Bellato,21,FanDuel,https://www.bestfightodds.com/events/ufc-4025;https://www.bestfightodds.com/events/ufc-326-4065
