fight_id,date,market_p,v5_p,cal_p,bucket,k_applied,y
a5abdc461cb1538e,2026-03-07,0.6613039796782388,0.6878456434802662,0.6787013043322919,60-70%,0.6506438648360436,0
1330b5c21269fe92,2026-02-28,0.6386477179027017,0.6427284845256571,0.6413051598154476,60-70%,0.6506438648360436,0
36d12b31957e94db,2026-02-28,0.2630773936983787,0.2450040108321006,0.2628652593887019,<30%,0.011472419453922142,0
81f3d28d30d17378,2026-02-28,0.7590361445783133,0.7729166755306788,0.7774653820444156,70-80%,1.33701242654353,0
7df505d8260ba680,2026-02-28,0.7001620745542949,0.7253782913526066,0.7335733175810658,70-80%,1.33701242654353,1
15068d7b095ca9bd,2026-02-28,0.7981416212752324,0.8256147126490411,0.8341834035917789,70-80%,1.33701242654353,1
3b76a00f5d0400eb,2026-02-28,0.849948258020007,0.8557007631149333,0.8612687314010319,80%+,1.9999999697914885,1
45ec0c5f19c9adbe,2026-02-28,0.8448145344436033,0.8833402243474286,0.9132834146681844,80%+,1.9999999697914885,1
c40b934d2666e351,2026-02-28,0.6183206106870229,0.6314542165739988,0.6268869001263649,60-70%,0.6506438648360436,1
25ab195cefbce1d0,2026-02-28,0.8152295632698767,0.845545483737181,0.8716703560225826,80%+,1.9999999697914885,1
6154ee95d3f4fc32,2026-02-28,0.3279666070363745,0.3154023400885729,0.3279666070358956,30-40%,3.773039301454846e-11,0
44d58943ac8e47e1,2026-02-28,0.4454847478103291,0.5515177530641315,0.6069564165948399,40-50%,1.5349123073491988,1
581292ffe5b09344,2026-02-28,0.1434362332397879,0.1501903367629128,0.14351226470587983,<30%,0.011472419453922142,0
c6a85b67fdd2ef3d,2026-02-28,0.6777862016679302,0.7268339164010448,0.710233597782209,60-70%,0.6506438648360436,1
8d740c844353ae0e,2026-02-21,0.2955665024630542,0.2629322741538606,0.2951790142690421,<30%,0.011472419453922142,1
dd12bf51c5ed7f1e,2026-02-21,0.6564885496183206,0.6528657903354423,0.6541334627562936,60-70%,0.6506438648360436,0
dc6f6c8228390ebb,2026-02-21,0.3222137983320697,0.3092069246359854,0.3222137983315735,30-40%,3.773039301454846e-11,0
04b7bcc0e8488604,2026-02-21,0.4801762114537444,0.5135456046128002,0.5313647166476062,40-50%,1.5349123073491988,1
54437b8dba3a6110,2026-02-21,0.7328244274809161,0.7172731869862541,0.711910389118298,70-80%,1.33701242654353,1
372d1dee0db8dbee,2026-02-21,0.3972960151802657,0.430684221205621,0.3972960151815096,30-40%,3.773039301454846e-11,0
202d3277e569ad03,2026-02-21,0.4365079365079364,0.4743288628452057,0.49470959780012547,40-50%,1.5349123073491988,0
ac39c1f00ae31e58,2026-02-21,0.765438008616563,0.7940900076076496,0.803141961935993,70-80%,1.33701242654353,1
fd56a469e4589ebc,2026-02-21,0.2787456445993032,0.3033592359688567,0.27902098443104395,<30%,0.011472419453922142,0
8f9896e60047007f,2026-02-21,0.4365079365079364,0.4710067072834119,0.48959638242765796,40-50%,1.5349123073491988,0
508e622130b0a84d,2026-02-21,0.3535821933688847,0.3667190835335476,0.35358219336937635,30-40%,3.773039301454846e-11,0
5b97f47cdd355cbe,2026-02-21,0.2289211242067089,0.2568500807541895,0.22922909617938697,<30%,0.011472419453922142,1
6e78d874097a3d22,2026-02-21,0.1393983859134262,0.1652877788010578,0.13967511123041598,<30%,0.011472419453922142,0
fb4b1754d510b0d0,2026-02-07,0.5369611539091952,0.5218918641235734,0.5138373415779793,50-60%,1.533299179911695,1
dbbf8334a2600895,2026-02-07,0.240506329113924,0.2731042301571665,0.24086480654658848,<30%,0.011472419453922142,0
a5c5f76cf0a7c784,2026-02-07,0.5996387718242023,0.6151719436081378,0.6233629499628919,50-60%,1.533299179911695,0
8fea32ab0445859c,2026-02-07,0.7994561522773624,0.8256039339190002,0.8337879050433709,70-80%,1.33701242654353,1
2a26c0cfa06265b7,2026-02-07,0.2787456445993032,0.2555224063479215,0.2784719917160489,<30%,0.011472419453922142,0
6cca11f353a2b42d,2026-02-07,0.5707105961189446,0.5172151723867575,0.4884441434363357,50-60%,1.533299179911695,1
f964d2dda87f25f0,2026-02-07,0.13531799729364,0.109830534926773,0.1349991847460656,<30%,0.011472419453922142,0
abefaf1807941ee4,2026-02-07,0.6946564885496184,0.7321043337533112,0.7193566453543198,60-70%,0.6506438648360436,1
cc5c5a8cff4c1ae9,2026-02-07,0.4210104250200481,0.4643565237563249,0.48780920697143293,40-50%,1.5349123073491988,0
86df0e75f41784d8,2026-02-07,0.8076923076923077,0.8180936888683732,0.8280522550031344,80%+,1.9999999697914885,1
84e8ccc3c97c2b4c,2026-02-07,0.7328244274809161,0.7281648040078703,0.7265830287827209,70-80%,1.33701242654353,1
9d30c887e8bd8824,2026-02-07,0.5369611539091952,0.5326520140974756,0.5303519188691216,50-60%,1.533299179911695,0
2bbfbb234c255249,2026-02-07,0.6247507085126481,0.7224645532598973,0.6900968937864855,60-70%,0.6506438648360436,1
b06b43670238c2d8,2026-01-31,0.593369754159424,0.60321866880851,0.6084376232929379,50-60%,1.533299179911695,1
a7ae8f6eb5fc3a79,2026-01-31,0.2336448598130841,0.2290578647086361,0.23359187557707595,<30%,0.011472419453922142,0
57d7a683b85bb87b,2026-01-31,0.5327882529617888,0.5637329765535088,0.5800504354255743,50-60%,1.533299179911695,0
67765535bd0b6bdf,2026-01-31,0.2787456445993032,0.2768062080737455,0.278723347351995,<30%,0.011472419453922142,0
32e9bc4d0a19a923,2026-01-31,0.8800000000000001,0.9008968778946448,0.9184918139128658,80%+,1.9999999697914885,1
d94f1b32a81e3fa1,2026-01-31,0.299837925445705,0.3184900412953946,0.30004834722449125,<30%,0.011472419453922142,0
47362cae6ba0e077,2026-01-31,0.7532188841201718,0.7909198996646692,0.8026295116733454,70-80%,1.33701242654353,1
0047f8aadca1936f,2026-01-31,0.5634920634920635,0.5208038985764593,0.4978729949799709,50-60%,1.533299179911695,1
78912b78aa946375,2026-01-31,0.5369611539091952,0.5947359050563086,0.6246074540689222,50-60%,1.533299179911695,1
4c1e7e1765a5438a,2026-01-31,0.3158617532616159,0.3338433460916137,0.3158617532622845,30-40%,3.773039301454846e-11,1
ad14c502c9c5a7e9,2026-01-31,0.4089525741820948,0.4262459001021254,0.43557377279645554,40-50%,1.5349123073491988,0
780bae82bdfc7112,2026-01-31,0.4757785467128028,0.5318753460530452,0.5616436046662957,40-50%,1.5349123073491988,1
5c73e0013b859664,2026-01-31,0.7135512302607419,0.7406048847436448,0.7493390190801685,70-80%,1.33701242654353,0
fa4b3f5ce8055921,2026-01-24,0.3194444444444444,0.2929480938121995,0.3194444444434209,30-40%,3.773039301454846e-11,1
007e8e0d4a39d82c,2026-01-24,0.6659815005138747,0.6915328292024149,0.6827286942350015,60-70%,0.6506438648360436,1
d93ee3860196c4ae,2026-01-24,0.7402209614810391,0.7829940599777271,0.7962084408057125,70-80%,1.33701242654353,1
d63c9aa4f4873001,2026-01-24,0.7369226063016213,0.7630201166978277,0.7714023084435259,70-80%,1.33701242654353,1
836a188a90e479a5,2026-01-24,0.3386960203217612,0.4296763677143714,0.3386960203250228,30-40%,3.773039301454846e-11,0
6c9f4799990c3c33,2026-01-24,0.9009287925696594,0.927541310320072,0.9474223614896637,80%+,1.9999999697914885,1
33be2456161c14c3,2026-01-24,0.8735632183908045,0.8804592152070965,0.8870277373285412,80%+,1.9999999697914885,1
780cab0cd07589e4,2026-01-24,0.4532666458268208,0.4737230006144503,0.48470611424952037,40-50%,1.5349123073491988,1
b5aafe149bec4306,2026-01-24,0.3779812606473595,0.4105301486106064,0.3779812606485691,30-40%,3.773039301454846e-11,1
abfb3ed6dcb0e1f0,2026-01-24,0.6946564885496184,0.7002640389783336,0.6983117017379671,60-70%,0.6506438648360436,1
210fc45074fba464,2026-01-24,0.2235597592433362,0.1924151376562319,0.2231829116866085,<30%,0.011472419453922142,0
a5a81a39ccf9b680,2025-12-13,0.3194444444444444,0.3602040762532525,0.31944444444593606,30-40%,3.773039301454846e-11,0
24bb03f0a3415fbe,2025-12-13,0.240506329113924,0.2355179673767775,0.2404486931749959,<30%,0.011472419453922142,0
d000cb692343cdcd,2025-12-13,0.3435114503816793,0.2939368003398065,0.3435114503797338,30-40%,3.773039301454846e-11,0
93ca562453f65b8d,2025-12-13,0.5965276928719893,0.6566053214713181,0.6868339770811837,50-60%,1.533299179911695,1
0fca825e14429c1f,2025-12-13,0.1881331403762662,0.1953210655484915,0.1882144385711776,<30%,0.011472419453922142,0
225e93ebed9b71b8,2025-12-13,0.6853932584269663,0.6977996253901015,0.6934968862858616,60-70%,0.6506438648360436,1
a2523a8565fe4361,2025-12-13,0.3435114503816793,0.3279228041556811,0.3435114503810845,30-40%,3.773039301454846e-11,0
ceb5b0f1f6daddf6,2025-12-13,0.4454847478103291,0.4693180739131216,0.4821315634736867,40-50%,1.5349123073491988,0
ac56a1052c4c8f63,2025-12-13,0.3725551071095933,0.4222407923367937,0.37255510711142503,30-40%,3.773039301454846e-11,0
71170fb7ade3e1f4,2025-12-13,0.3194444444444444,0.284355052216995,0.31944444444307757,30-40%,3.773039301454846e-11,1
5f5b626e67529056,2025-11-22,0.8475336322869956,0.8745059254960712,0.8972849247968165,80%+,1.9999999697914885,1
b2218930b982d9b6,2025-11-22,0.2864487697392581,0.2818406372926707,0.2863956482286362,<30%,0.011472419453922142,0
870d374f8d9af65a,2025-11-22,0.6690070210631895,0.6899739099268085,0.682731740502901,60-70%,0.6506438648360436,1
8ed609d80e135d94,2025-11-22,0.3613522820972983,0.3326338626230224,0.3613522820961943,30-40%,3.773039301454846e-11,0
e8307c7686c42d8c,2025-11-22,0.5742343084741106,0.6003334602040467,0.614032441388411,50-60%,1.533299179911695,1
00ee51bba08b7a08,2025-11-22,0.6734574519933717,0.7189872993077496,0.7035227836197333,60-70%,0.6506438648360436,0
5e6a74db89f5410c,2025-11-22,0.3146067415730336,0.2986851951509727,0.3146067415724242,30-40%,3.773039301454846e-11,0
c49485cedb878cf0,2025-11-22,0.2597790385189609,0.2497356014060494,0.25966234177283914,<30%,0.011472419453922142,1
443f30a4a856584a,2025-11-22,0.3535821933688847,0.3252168546928353,0.35358219336779323,30-40%,3.773039301454846e-11,0
f5564a9eeebd4ea0,2025-11-22,0.9039548022598868,0.9250463240069282,0.9418043317848731,80%+,1.9999999697914885,1
6f0231915cc28507,2025-11-22,0.4416895553411031,0.3916207301334701,0.3656784004623973,40-50%,1.5349123073491988,0
335064c3380e2f10,2025-11-22,0.5327882529617888,0.5986910626956579,0.632579067359835,50-60%,1.533299179911695,1
46f81d5ecd974c1c,2025-11-22,0.7328244274809161,0.7865956111276895,0.8028370235312084,70-80%,1.33701242654353,1
9027e156c6f1988a,2025-11-22,0.3309929789368104,0.365114385188265,0.3309929789380675,30-40%,3.773039301454846e-11,0
4e224ebb6394611d,2025-11-08,0.5965276928719893,0.6407178413203354,0.6633938214031847,50-60%,1.533299179911695,1
f7e9bd2d6f81aeae,2025-11-08,0.2005438477226377,0.1738715397992696,0.2002211765458604,<30%,0.011472419453922142,0
b23fa678cc65cf5b,2025-11-08,0.4572564612326044,0.4908806290247514,0.5089200539192771,40-50%,1.5349123073491988,0
20971ed9a842b0cb,2025-11-08,0.5198237885462554,0.5510105674473788,0.567495452519008,50-60%,1.533299179911695,1
ac4343150638b635,2025-11-08,0.4003612281757977,0.4353651171474594,0.4543809420112618,40-50%,1.5349123073491988,1
e3d657dd88864ba7,2025-11-08,0.5707105961189446,0.556311661206926,0.5485922675456371,50-60%,1.533299179911695,0
c6d56aad93f98249,2025-11-08,0.6274448928904066,0.6689143713958569,0.6546841407387837,60-70%,0.6506438648360436,0
80eae31bc0a94a65,2025-11-08,0.3386960203217612,0.3237237050119249,0.33869602032118995,30-40%,3.773039301454846e-11,0
87dcb3eab20f6ac1,2025-11-08,0.7811725846407928,0.8146033176211501,0.8249423097927536,70-80%,1.33701242654353,1
9126633d921afb57,2025-11-08,0.3698979591836735,0.3847385219197895,0.3698979591842291,30-40%,3.773039301454846e-11,0
238c274c90587e21,2025-11-08,0.381679389312977,0.4152496004077703,0.3816793893142248,30-40%,3.773039301454846e-11,0
84b66bf7fba2d59d,2025-11-08,0.6900916630292449,0.674932151360713,0.6802721037711468,60-70%,0.6506438648360436,1
de1a3734be60e6a1,2025-09-13,0.3484712230215828,0.4185115047976077,0.34847122302412586,30-40%,3.773039301454846e-11,1
944b929130b23c2a,2025-09-13,0.5403677058353318,0.4944104389632134,0.469890625177741,50-60%,1.533299179911695,0
7cbfeba85f86d1bf,2025-09-13,0.381679389312977,0.4632846998515093,0.3816793893159627,30-40%,3.773039301454846e-11,1
114d2f6fcd3f6f00,2025-09-13,0.6734574519933717,0.6658991940395056,0.6685496624693599,60-70%,0.6506438648360436,1
202c47db69768356,2025-09-13,0.4801762114537444,0.5295061376086153,0.5557191827169194,40-50%,1.5349123073491988,1
8a884a7930d75ca9,2025-09-13,0.5060354077253219,0.5627838491464177,0.5924815518439379,50-60%,1.533299179911695,1
07a378b257aad5a9,2025-09-13,0.2289211242067089,0.2180437492356413,0.2287941976169009,<30%,0.011472419453922142,0
352839a03b428e74,2025-09-13,0.4580943978826642,0.5377576786319006,0.5798445261310714,40-50%,1.5349123073491988,0
9474f64347aade7a,2025-09-13,0.7811725846407928,0.827260943310428,0.840956320951646,70-80%,1.33701242654353,1
3dc1a6335d890650,2025-09-13,0.3725551071095933,0.3754957224380567,0.3725551071097041,30-40%,3.773039301454846e-11,1
a1e193425e716b42,2025-09-13,0.7434402332361516,0.7139253649887243,0.7035323345768533,70-80%,1.33701242654353,0
c4a6174b0698652e,2025-09-13,0.4034723071280108,0.380382205910436,0.36824252926687967,40-50%,1.5349123073491988,1
3dd2fde7bff79c51,2025-09-13,0.3535821933688847,0.3699998533236922,0.35358219336949803,30-40%,3.773039301454846e-11,0
5bcd8abf6da01dae,2025-09-06,0.4532666458268208,0.4636473919227293,0.4692137239046226,40-50%,1.5349123073491988,1
d14fea43712707f0,2025-09-06,0.390291151501339,0.4134732686831942,0.3902911515022051,30-40%,3.773039301454846e-11,1
0149e875b31e57f8,2025-09-06,0.7402209614810391,0.7664233340848906,0.7748284556948135,70-80%,1.33701242654353,1
69b31593175f77ec,2025-09-06,0.4257656915258893,0.4395136919488375,0.446907350539615,40-50%,1.5349123073491988,0
a47123ae6e048f11,2025-09-06,0.5545152521896708,0.6003034202969448,0.6240752947616952,50-60%,1.533299179911695,1
b53031bf4bd0a330,2025-09-06,0.7001620745542949,0.7009442899590618,0.7012076425198024,70-80%,1.33701242654353,1
4080b4310d82b42d,2025-09-06,0.8152295632698767,0.841032386386612,0.8638337505607606,80%+,1.9999999697914885,1
23dbe713c4294c66,2025-09-06,0.515396797466127,0.5281820799840659,0.5349864425068614,50-60%,1.533299179911695,0
5cd2dd6075fadcce,2025-09-06,0.576036866359447,0.6532403894348106,0.6915955667345371,50-60%,1.533299179911695,0
420211200a35c1d1,2025-09-06,0.6335443984643765,0.6545179528493975,0.6472539396940841,60-70%,0.6506438648360436,1
b3253e2c2d111030,2025-09-06,0.6411483253588516,0.6177844800414563,0.6260151634014929,60-70%,0.6506438648360436,0
d56a59a4c79cf515,2025-09-06,0.5467333541731791,0.6222989971148845,0.660521777227157,50-60%,1.533299179911695,0
a38010639e61885c,2025-09-06,0.2955665024630542,0.3006577178823427,0.2956246266771015,<30%,0.011472419453922142,0
2eecf0c36192e40c,2025-08-23,0.243334196220554,0.2826243234016269,0.2437632660645554,<30%,0.011472419453922142,1
58080e8989927500,2025-08-23,0.2005438477226377,0.1748693712913492,0.20023390997411997,<30%,0.011472419453922142,0
5538d15c4eeac3b3,2025-08-23,0.6946564885496184,0.6980347171309028,0.6968569224411404,60-70%,0.6506438648360436,1
ce6bd165bef82bd7,2025-08-23,0.6027039848197344,0.6170308448271893,0.6120473441958628,60-70%,0.6506438648360436,1
1452c20d964c0a63,2025-08-23,0.8037954326149888,0.8491305721867344,0.8854829481296413,80%+,1.9999999697914885,1
0b1460c666e66d39,2025-08-23,0.4416895553411031,0.3731326069841137,0.33827741449167287,40-50%,1.5349123073491988,0
1ab1ed99a4bc5494,2025-08-23,0.3146067415730336,0.2884176281346344,0.3146067415720214,30-40%,3.773039301454846e-11,1
f55749e32ce5c6f3,2025-08-23,0.717453505007153,0.7173549750281181,0.7173217645102086,70-80%,1.33701242654353,1
130e622d4d2aee3e,2025-08-23,0.6805555555555556,0.7027756988529164,0.6951142684604564,60-70%,0.6506438648360436,0
f0b7caa90faf47e5,2025-08-23,0.870049504950495,0.9000255138486465,0.9236933210298248,80%+,1.9999999697914885,1
2f6065fe0804d1d8,2025-08-23,0.4432091346153846,0.4180634941958576,0.4047771114649945,40-50%,1.5349123073491988,0
7fc5f1dc2df84ac7,2025-08-23,0.4846032025338729,0.5296035105636773,0.5535246668515453,40-50%,1.5349123073491988,1
12cedec11b37ddc0,2025-08-16,0.299837925445705,0.2832555475659405,0.299644561172845,<30%,0.011472419453922142,0
9fa6a029f7f8241c,2025-08-16,0.4142931123770068,0.4372571873412855,0.4496588837623636,40-50%,1.5349123073491988,1
42585ce706c086de,2025-08-16,0.3603813066728668,0.3725642496826521,0.36038130667332313,30-40%,3.773039301454846e-11,0
9939d7073462e07e,2025-08-16,0.3340184994861254,0.2984207690403695,0.33401849948474255,30-40%,3.773039301454846e-11,0
82338ba457fbe87f,2025-08-16,0.2630773936983787,0.2664775205393562,0.26311624279588225,<30%,0.011472419453922142,1
5efd13a12be06706,2025-08-16,0.86468200270636,0.8839336784436664,0.9007607664412608,80%+,1.9999999697914885,1
5b880d10b0ed7acc,2025-08-16,0.3452115812917595,0.3935037568489424,0.3452115812935296,30-40%,3.773039301454846e-11,0
a2eafd9e1d5031b1,2025-08-16,0.4454847478103291,0.4014478337225339,0.37848342085701064,40-50%,1.5349123073491988,0
1d8dc0fb5d47357f,2025-08-16,0.759493670886076,0.8065273570087071,0.8207134612583856,70-80%,1.33701242654353,0
bc63f1b2e52f603e,2025-08-16,0.5089094796863863,0.4971139462813828,0.4908238762617519,50-60%,1.533299179911695,0
88020d22cf905792,2025-08-16,0.6411483253588516,0.6853500088340612,0.6702366013498462,60-70%,0.6506438648360436,1
68c423c7119004f3,2025-08-16,0.8016528925619835,0.8162197806671476,0.8299437972404314,80%+,1.9999999697914885,0
68fe62bac7fd8bb0,2025-08-09,0.2630773936983787,0.2309007095143244,0.2626923607100264,<30%,0.011472419453922142,0
37d58369782cb86b,2025-08-09,0.8219814241486069,0.8474996190635902,0.8699386798005603,80%+,1.9999999697914885,1
646c79a7ecd12e5f,2025-08-09,0.6067545685866297,0.6904690048672818,0.6622936604674164,60-70%,0.6506438648360436,1
98d6771af9b0ebe5,2025-08-09,0.3146067415730336,0.2918274214855115,0.31460674157215607,30-40%,3.773039301454846e-11,1
ed5383b50ffcdded,2025-08-09,0.3053435114503817,0.304215122801029,0.30534351145033906,30-40%,3.773039301454846e-11,0
75a84211f50c53f5,2025-08-09,0.2005438477226377,0.1956250896946808,0.2004868959324677,<30%,0.011472419453922142,0
3d6571790c21527c,2025-08-09,0.8475336322869956,0.8902800904532959,0.9221428247888652,80%+,1.9999999697914885,1
ae7a8f19743e8154,2025-08-09,0.8565637667602121,0.8935270796131888,0.9218342388091147,80%+,1.9999999697914885,1
aef44145740741b3,2025-08-09,0.7764402407566638,0.823595363610679,0.8376174797912233,70-80%,1.33701242654353,1
7d923267c44dd93b,2025-08-09,0.7402209614810391,0.7261739541840666,0.7213347485139588,70-80%,1.33701242654353,1
6ef50ed03b116b60,2025-08-09,0.7864077669902912,0.8067351071022233,0.8132454453533718,70-80%,1.33701242654353,1
857e8facd8ff7c36,2025-08-09,0.6690070210631895,0.6735147286950489,0.6719435215282771,60-70%,0.6506438648360436,0
282c8c6c1ed82bfb,2025-08-02,0.7307001795332136,0.7760094757643167,0.7899992877216101,70-80%,1.33701242654353,1
426a69e343822ab3,2025-08-02,0.6777862016679302,0.6570546061724605,0.6643706988752982,60-70%,0.6506438648360436,0
878941394f9e3538,2025-08-02,0.3053435114503817,0.3507585010338163,0.3053435114520325,30-40%,3.773039301454846e-11,0
c62ed8a6002b5360,2025-08-02,0.5869091840655821,0.5974770672076419,0.6030767761659567,50-60%,1.533299179911695,1
ac57250e3de89d5d,2025-08-02,0.4110112789141655,0.4728198815921399,0.5063529333512709,40-50%,1.5349123073491988,1
111e66eb922449e4,2025-08-02,0.240506329113924,0.2482685810649708,0.24059443364070182,<30%,0.011472419453922142,0
eeeffa7f514e0c0e,2025-08-02,0.7532188841201718,0.7071356289424836,0.6905169037952819,70-80%,1.33701242654353,1
45781930d64da456,2025-08-02,0.6734574519933717,0.7045404832385338,0.6938764481151793,60-70%,0.6506438648360436,1
b3c695728e177fd4,2025-08-02,0.4630388460908047,0.4807560145656656,0.4902559132941836,40-50%,1.5349123073491988,0
07c2af68b6dbc4ec,2025-08-02,0.8842056507642426,0.9138128523812468,0.936394417828645,80%+,1.9999999697914885,1
b47db03affb279c3,2025-08-02,0.8369680287952572,0.8802405890671016,0.9132184701974921,80%+,1.9999999697914885,1
d98d6b2c13557a87,2025-08-02,0.6900916630292449,0.703631208781452,0.6989400120961673,60-70%,0.6506438648360436,1
6b8be0ee3e569ad2,2025-07-26,0.578989574979952,0.5612710885400547,0.5517545512763421,50-60%,1.533299179911695,0
d4d4ee045b0ca695,2025-07-26,0.747191011235955,0.7567627529075688,0.7599325881786381,70-80%,1.33701242654353,1
582d66ce97309e29,2025-07-26,0.8340707964601769,0.8616870734189798,0.8853389191699077,80%+,1.9999999697914885,1
887c61da1a78a5e1,2025-07-26,0.5,0.5274633273428455,0.5420523445859644,50-60%,1.533299179911695,1
