fight_id,date,won,model_p,market_p
c597fd8bb66d54d8,2021-01-23,0,0.7357212444472601,0.7293934681181959
cd08b68f0bafafbf,2021-01-23,1,0.2541264823762589,0.27060653188180406
f3ccbfd7036f3cf3,2021-01-23,0,0.18554026763409945,0.1938895417156287
2c81668d1459991f,2021-02-06,1,0.509638619356449,0.5263157894736842
86d6e09932c5b551,2021-02-06,1,0.3137754063933595,0.3428571428571428
8b9bdacca749ec90,2021-02-06,0,0.3921485175846982,0.38263229308005425
9ef858837dfc65eb,2021-02-06,1,0.7645197419804258,0.7619047619047619
af8ea6db042674ef,2021-02-06,0,0.6203374714976103,0.6702870442203258
bbade63ca780668f,2021-02-06,0,0.5301510399850743,0.5324675324675325
d65da3a3bc675449,2021-02-06,0,0.5800443508978078,0.6053006554573952
f4fbb11055301e75,2021-02-06,0,0.6749326090619897,0.6556291390728478
17616514e8fdacb9,2021-02-13,1,0.5081670479700889,0.4831460674157303
25b8c932da5e91f4,2021-02-13,0,0.5170695842864146,0.5
26fbf026beb8e9f8,2021-02-13,1,0.6895646640809802,0.6480904580593055
54e2490959f66dc2,2021-02-13,1,0.746693453619747,0.689615756616548
8cf076524cad5a55,2021-02-13,1,0.7834935462897945,0.7824011456758693
9201312dd860fa5a,2021-02-13,0,0.4043332258793,0.389784000562865
96b1430379c0694a,2021-02-13,0,0.7955981844054213,0.7941470428363521
be94e5b7a35ce5f2,2021-02-13,1,0.7339960706737607,0.7069403957079948
f98e954823bd6e02,2021-02-13,0,0.4726942960138622,0.4557395319216686
05ceb8b2f93993a6,2021-02-20,1,0.5385032108032246,0.5203045685279188
15b1c7ddc4415fdd,2021-02-20,0,0.3299505912005193,0.3146551724137931
1d892fec31dc7ad7,2021-02-20,0,0.37244323398572543,0.42236024844720504
82243207b4dfce87,2021-02-20,0,0.6315073832113235,0.6209150326797385
8f7328fe18806fb0,2021-02-20,0,0.44749658851270735,0.3946993445426048
931fd51ab69fb443,2021-02-20,1,0.4110753497376041,0.4501789414202298
990c2378caec68d4,2021-02-20,0,0.4212179230936973,0.47368421052631565
b12bc15f384ecc42,2021-02-20,0,0.8166109481471022,0.7619047619047619
b9cd4910f0ecff45,2021-02-20,1,0.32378836640208747,0.3790849673202614
c3b6aa47e7532a7b,2021-02-20,1,0.66403936338398,0.6781609195402298
e175c1a0bff30187,2021-02-20,0,0.5640392091567354,0.5
11a83369d49ad138,2021-02-27,0,0.3534049890044148,0.3720626631853787
3a4e2dffcdd1c838,2021-02-27,0,0.3155398084325229,0.2758620689655172
3eac2d47ac252f4b,2021-02-27,0,0.6748919377303573,0.6581196581196581
4a704dae3091adaf,2021-02-27,0,0.34364654898019187,0.33635187580853815
6a0341234ecc4e87,2021-02-27,1,0.5568053012171587,0.5798319327731092
a7315147a7022a93,2021-02-27,1,0.4443210119452289,0.3451298345568095
bc86601cf781a89c,2021-02-27,1,0.6636993604831871,0.5914733980829453
c2ee423d1f0b4f6f,2021-02-27,1,0.4131618000617031,0.447405997144217
04a788abbbd1f256,2021-03-06,0,0.36395660963622245,0.3720626631853787
15c9cb5f9320c555,2021-03-06,0,0.5370796798150131,0.5260865852617197
2704d31de2c2f43b,2021-03-06,1,0.6077273415178381,0.5882115462252725
50ef636148fa6fac,2021-03-06,0,0.41544487676641245,0.320754716981132
5980ab31e4718a83,2021-03-06,0,0.6257020585693068,0.6581196581196581
7ad09f889d2cdb6f,2021-03-06,1,0.6391374721005763,0.6581196581196581
7de9867b7cc2b1b1,2021-03-06,1,0.33035729949847,0.3158617532616159
873306ad79b62f5e,2021-03-06,0,0.4983239935153493,0.4435793295775703
ae5d14a9fc1ad19c,2021-03-06,0,0.39766890166141744,0.42888402625820565
c06d7bb29bc24d00,2021-03-06,1,0.8394703777786121,0.7925157465728047
c096342c57a6f2c4,2021-03-06,0,0.6604298652493528,0.6792452830188679
d170f6580e1c244f,2021-03-06,1,0.32140697040665067,0.33099297893681046
e2abba69c3371618,2021-03-06,1,0.5996525185869034,0.6428571428571429
f4363f1317b47213,2021-03-06,1,0.45425627368795796,0.43795620437956206
fd92fe0c494d0959,2021-03-06,1,0.8610876164677382,0.84
01f262b68a6a2223,2021-03-13,0,0.6388181717685965,0.5427435387673957
03bdbf2d18f3025d,2021-03-13,1,0.6537221812899825,0.7065820777160983
18c67631b76c18e5,2021-03-13,1,0.7180173192405491,0.7395517867958813
4944437e73071671,2021-03-13,0,0.588368122446051,0.5324675324675325
70aa6b8f863e6861,2021-03-13,0,0.7379669279638521,0.7241379310344829
8a7b0cd5ad9ca4fe,2021-03-13,0,0.6884423942636702,0.6428571428571429
a6828a6dfb21d33c,2021-03-13,1,0.7789834395809033,0.8122418325197146
bb7ce8a6ba7f7cc5,2021-03-13,1,0.7134357918882094,0.7241379310344829
d0ebb0551377a1c1,2021-03-13,1,0.5797405557397608,0.5427435387673957
d15a87087b6f1452,2021-03-13,1,0.6839556329440813,0.6345305608065531
e8adfbbe0053c321,2021-03-13,0,0.4479730348620203,0.4342832531763693
2efbcd870f1f7bc7,2021-03-20,1,0.38914314445477866,0.34929577464788736
55bf7f19a132e0fc,2021-03-20,1,0.43632404067745373,0.447405997144217
68cf99b6551dc3b3,2021-03-20,1,0.561110775625142,0.5108342361863488
9e45cc594a5a2506,2021-03-20,1,0.7956599219459297,0.783098015142214
a043e279434d5c8c,2021-03-20,0,0.36651667644629826,0.3720626631853787
afc86d1076c4c3a9,2021-03-20,1,0.6822986596309889,0.6548701654431905
b8a0047c927faa75,2021-03-20,1,0.8214870003192116,0.8250000000000002
dcfbbebc0aee6ded,2021-03-20,0,0.3880195228945066,0.33635187580853815
edac9fd482177a64,2021-03-20,0,0.4038910706454151,0.3654694391934467
0aa335dbc4cb3473,2021-03-27,1,0.7834571248999102,0.7634625062908907
2220b73ece1730c3,2021-03-27,0,0.42208229150343,0.35714285714285715
390694c179f05c7f,2021-03-27,1,0.5325769424535142,0.447405997144217
39d188fa9b95d550,2021-03-27,0,0.39814350101534574,0.35714285714285715
41622791b276ad9e,2021-03-27,1,0.5376243265533367,0.5366306721917165
48292a027df02443,2021-03-27,1,0.6631713104967807,0.7107039537126325
4b3af85b0df51d09,2021-03-27,0,0.3468105129281091,0.34929577464788736
6002c24f0b7f8cc7,2021-03-27,0,0.38503614427426563,0.3784721747803632
8317208cfb030ed3,2021-03-27,0,0.4521003798901662,0.42888402625820565
b1eff235241e719b,2021-03-27,0,0.45116009996543976,0.4435793295775703
0992795fd0fa06d0,2021-04-10,0,0.547131657931744,0.5217391304347826
1fee9eca658d9808,2021-04-10,0,0.34071831690173116,0.3720626631853787
3209bcfaf95de90b,2021-04-10,1,0.7798145060815976,0.6888888888888889
444f0a732695dc81,2021-04-10,0,0.7199032295756854,0.7285666997682886
646eeca9447c6965,2021-04-10,0,0.43690055945344974,0.42888402625820565
71b81d8199a0fa19,2021-04-10,1,0.4623950019998281,0.41178845377472745
7aebf01b5afc0109,2021-04-10,1,0.27909289391985287,0.35714285714285715
93a1cd50374397c0,2021-04-10,1,0.6076712270223605,0.5711159737417942
998296216e7171ed,2021-04-10,0,0.27131200262264443,0.33635187580853815
ac9a8b73e58f3d71,2021-04-10,0,0.5695419134287505,0.4782608695652174
ddd63237f1b857a6,2021-04-10,1,0.6956267451957938,0.7195253505933118
e27c28928ed4390f,2021-04-10,0,0.3011322786409349,0.3158617532616159
0b2c3c4306620d6d,2021-04-17,1,0.7874686388479881,0.7362296353762606
24ff385ca78c80d3,2021-04-17,1,0.8224318033625819,0.7697368421052633
25d4376e00b16510,2021-04-17,1,0.3095413009145923,0.3111111111111111
627c0a50cff30405,2021-04-17,0,0.5620703479409993,0.5324675324675325
8d634c9240f161dd,2021-04-17,1,0.6384864353605804,0.6690070210631895
a33ecd2c88154890,2021-04-17,1,0.599670619651948,0.5882115462252725
a850ba762f3c5334,2021-04-17,0,0.700225692353348,0.7241379310344829
f2c82f027201ba21,2021-04-17,1,0.46841377806675316,0.4572564612326044
f67aa0b16e16a9ea,2021-04-17,1,0.6919717665578118,0.6841382467383841
fdfe4e7cb2d0b665,2021-04-17,1,0.6245383813387362,0.5962732919254659
00bbcd4a6d647fdf,2021-04-24,1,0.33744222910099053,0.3111111111111111
1820fed0fbcf6294,2021-04-24,1,0.3977964807629561,0.40372670807453415
34d2632fd26e7078,2021-04-24,1,0.8114484126255616,0.7900763358778627
512af32553d9bd70,2021-04-24,0,0.499687128450113,0.46753246753246747
6a5eb525331fa1fc,2021-04-24,1,0.7658236389392555,0.7328244274809161
6a7347d1da8a2b87,2021-04-24,1,0.7175072363732966,0.6792452830188679
6d8da45352344964,2021-04-24,0,0.6466321252973577,0.6428571428571429
c5dfce1eaa2dc169,2021-04-24,1,0.5578285944007605,0.6187175043327556
f5dd0a24a7dba53c,2021-04-24,0,0.49369650297973866,0.447405997144217
26202a4bd36d3fd2,2021-05-01,1,0.7599747859152927,0.7195253505933118
2ef09c8fe29251ac,2021-05-01,0,0.7018609592061792,0.6841382467383841
2f82e8079ba354f4,2021-05-01,1,0.7057189424141112,0.6581196581196581
394802bb096b403e,2021-05-01,0,0.5067107000368409,0.5217391304347826
3d790112d2e6d851,2021-05-01,0,0.49813179935791263,0.5366306721917165
78dc032441394331,2021-05-01,1,0.6664145977883159,0.6345305608065531
c9c79de21823d941,2021-05-01,0,0.38386108779601047,0.41178845377472745
d6b5a6ad27a730ae,2021-05-01,1,0.7853220466218862,0.778440562420111
d72f9b3ac742a9e3,2021-05-01,0,0.5816273050799884,0.5994128799461808
ffd8e8575a551875,2021-05-01,1,0.6551004037913256,0.6841382467383841
00fbeda449926c13,2021-05-08,1,0.4064257938541067,0.4167769251124636
178c4926223dca0c,2021-05-08,1,0.4438022726782538,0.37037037037037035
295a0bf12a7373c0,2021-05-08,0,0.4333006120605245,0.4342832531763693
37fda56a435a9b24,2021-05-08,0,0.36065668824608954,0.34929577464788736
3f71ac21472f994c,2021-05-08,0,0.4190508678886409,0.3784721747803632
4ffbadfb86284af5,2021-05-08,0,0.6926080004733742,0.6888888888888889
8a95f0e3f9111f0c,2021-05-08,1,0.38786592347357285,0.41178845377472745
db2c805201a3116e,2021-05-08,0,0.578587404473537,0.5798319327731092
1f2f27b36e79da74,2021-05-15,0,0.41741784746641586,0.43795620437956206
2b894d87ad9aae05,2021-05-15,1,0.5315115526626792,0.4782608695652174
5573d46130d6b967,2021-05-15,1,0.4822627223729425,0.4956702459300312
6655a8da2655f2d0,2021-05-15,0,0.5569509357751986,0.5746439580499061
be2e28ba3bdeb400,2021-05-15,1,0.4908999996900964,0.46753246753246747
bfd672cac0726a9a,2021-05-15,0,0.7078002216216693,0.674203744225626
ca22bafab913aae7,2021-05-15,0,0.4363024033965399,0.5151837230488916
cfbaeb80b5ff7c00,2021-05-15,0,0.416056851165277,0.4253560419500938
de332779baa1b103,2021-05-15,1,0.6946477538231904,0.6636481241914618
fef29aa73bd5b907,2021-05-15,1,0.5729419375161632,0.5427435387673957
138f719d370e8ba0,2021-05-22,0,0.5982268646489834,0.6220052756098223
16369fa06392f6a0,2021-05-22,0,0.5372792886287799,0.5564206704224298
3627f5133ce55902,2021-05-22,1,0.7398793807157388,0.7490483575355985
559c0c3d752f327a,2021-05-22,0,0.5089944675975758,0.6220052756098223
7f8340dfe4220c3e,2021-05-22,1,0.5895600418698037,0.5467333541731791
82d48296fd06c27f,2021-05-22,0,0.17921212515800952,0.19354838709677422
ae0afbff5ba07a34,2021-05-22,1,0.46292595148974763,0.42888402625820565
b381dc272b32ce03,2021-05-22,1,0.740901848714786,0.7550141337999732
c7cf2194fe5c751f,2021-05-22,1,0.6593743151733384,0.674203744225626
d16f7ab4e28171ea,2021-05-22,1,0.5727690713628952,0.5427435387673957
d44a814b106b94ff,2021-05-22,1,0.7853224887699135,0.8027415580073554
e624d85a0d718578,2021-05-22,1,0.4810550762091567,0.46753246753246747
0716a38768a34789,2021-06-05,0,0.6688083098604661,0.6341463414634145
23b943e9ce495f0b,2021-06-05,0,0.33208401570172374,0.33880903490759745
2c0cddd12deb7450,2021-06-05,1,0.5613353268086355,0.5126539564703898
419d1e29668b57fb,2021-06-05,1,0.7431414772560487,0.7473182359952324
58c5d506181812fa,2021-06-05,1,0.32499978559043274,0.3560327776207968
5c0e5d850d8e661f,2021-06-05,1,0.42156373200909847,0.4599960684096718
73a83b2595416f0a,2021-06-05,1,0.6110758807205845,0.6341463414634145
827aacd14f80e8f3,2021-06-05,0,0.6369932516443454,0.6611909650924026
9252ad2304fd9a26,2021-06-05,0,0.5619660563628254,0.6053006554573952
bb6438338bb8aebf,2021-06-05,1,0.5981053807542209,0.5689655172413793
f187c7ec92f43828,2021-06-05,0,0.3803036719470558,0.3946993445426048
0f51869f98afa6c0,2021-06-12,0,0.6106625572138789,0.623003194888179
1b4d5dbf5f663a97,2021-06-12,1,0.6290403064991174,0.5888285492629945
34d38d77c1d3f00e,2021-06-12,1,0.714688744287077,0.6695178849144635
43dfb2c1e5fecac9,2021-06-12,0,0.34404690252986553,0.35010940919037203
4560734220b96851,2021-06-12,1,0.30937098044869915,0.30549898167006106
6cd44e1b2d093ea4,2021-06-12,1,0.7253298209823789,0.6665837272953471
7d2051c6bae907cb,2021-06-12,0,0.5414026464297286,0.5702592087312415
84cde29aebf6c00c,2021-06-12,0,0.5242623033225804,0.4935930292157868
9127a6430e46292c,2021-06-12,1,0.5406931142792366,0.5689655172413793
b070b8c2c489d838,2021-06-12,1,0.836158680078347,0.7913043478260869
d4ad90ac58429b64,2021-06-12,0,0.6310371368955645,0.6378504672897196
d66164d2c770da68,2021-06-12,1,0.6695371130922937,0.6702870442203258
dedb74ee9d84deab,2021-06-12,1,0.5879544552886345,0.5287958115183247
1e9f081a84e7ec18,2021-06-19,0,0.5416432794013953,0.5400039315903282
2bdf774dc8b17504,2021-06-19,1,0.3704698660182964,0.38560064716192527
50cae63d530ede7c,2021-06-19,1,0.40046068720603684,0.4128584935392373
53ed3f8f653b37b2,2021-06-19,0,0.5039742077995528,0.44783390795982614
6fd9a013cea5a403,2021-06-19,0,0.29478021417604466,0.3146551724137931
744627aec853874e,2021-06-19,0,0.7089100957084539,0.685344827586207
87c8e086c29ae543,2021-06-19,1,0.6654615149199237,0.5871415064607627
a83ebbf013905949,2021-06-19,1,0.6591482763513432,0.6611909650924026
bb1ac382e0277b3f,2021-06-19,0,0.45703275926821074,0.47368421052631565
d3c0dfa57950aefd,2021-06-19,0,0.39380497233762735,0.43103448275862083
d684d8b02ab53031,2021-06-19,1,0.4216873016178779,0.4048828569262264
e8fd128286788a6d,2021-06-19,1,0.5981506404476082,0.5721476510067114
086c2a0cae0835c4,2021-06-26,1,0.8665061342357403,0.7161380760469599
0eac7075bf3d7ab7,2021-06-26,1,0.7448197563830031,0.7475083056478405
23c7c6ceee34585f,2021-06-26,0,0.41298651929823693,0.43103448275862083
4341ebb5a56e6943,2021-06-26,1,0.6379880256008723,0.6781609195402298
5357dab4d331eb18,2021-06-26,1,0.6671232278187668,0.6053006554573952
78afed76d0e9a639,2021-06-26,1,0.6256743907312254,0.5776397515527951
81de3929330076d2,2021-06-26,0,0.6868600063746897,0.6695178849144635
85099c6378ff87c5,2021-06-26,1,0.5645668150590665,0.5475460122699387
c9283da5f4d7aaf4,2021-06-26,1,0.5190213439780065,0.5562373308497234
ce0fda34122f3d48,2021-06-26,0,0.6010867417702837,0.6611909650924026
d40eae4425092219,2021-06-26,1,0.6739009678649533,0.6258007230291115
d988760df61f027c,2021-06-26,1,0.7178963573939242,0.6596858638743455
07468b6347ac5e3d,2021-07-10,0,0.3607958151282193,0.3334162727046529
1aba46988c9b58f9,2021-07-10,0,0.4388507595597678,0.4128584935392373
53b480b44b0b51f1,2021-07-10,1,0.5627416100038746,0.5367573011077543
5d5bf07dbfada0e3,2021-07-10,1,0.6408050878637734,0.6359223300970873
7070abfa26c079b8,2021-07-10,0,0.4033591712967886,0.3790849673202614
7d0ce28ce8a77eb1,2021-07-10,1,0.6089425941233557,0.5297741273100617
8245791a3d3403c6,2021-07-10,1,0.4618579490463917,0.4128584935392373
858feabaf429a963,2021-07-10,0,0.5107857502564398,0.48734604352961025
96bbb6c573dac27a,2021-07-10,0,0.34505819096843043,0.3808255659121172
ac0a1d87e9ff4085,2021-07-10,1,0.6904137794622883,0.7207267833109018
dbcc5b5d568efa8b,2021-07-10,1,0.8451903904916143,0.860759493670886
49876b12d440af40,2021-07-17,0,0.7488063833043324,0.7228793511321393
72105dd82d964e7a,2021-07-17,0,0.2922174438232107,0.298804780876494
7d4c160dab6eae73,2021-07-17,1,0.8806612477770247,0.8630136986301371
813444e109995c97,2021-07-17,1,0.6176956394080799,0.6507042253521127
8151659b2bc16f0e,2021-07-17,1,0.6955261536368414,0.7153024911032029
93d5452726f5f364,2021-07-17,0,0.5100147813931503,0.562043795620438
940701effe1d2b6c,2021-07-17,0,0.5964592788267972,0.5798319327731092
f0b83b05f3dd9580,2021-07-17,0,0.3978399312182783,0.37889039242219213
1bde9cb65d31cc76,2021-07-24,1,0.46774010476170397,0.41700735895339336
1be65a0d2c1383f6,2021-07-24,1,0.3372821745419491,0.38848920863309355
214b268e4a92f950,2021-07-24,0,0.6704503711624381,0.6507042253521127
40ce202eaa78860c,2021-07-24,1,0.5232227656538996,0.5217391304347826
43c391b251337c9b,2021-07-24,1,0.6922026997664096,0.6755725190839694
4911094a4ee26868,2021-07-24,0,0.516337084997584,0.5
4bb77b1d8efc53a9,2021-07-24,0,0.7472504456240825,0.7272727272727274
7c3ad06a520b8716,2021-07-24,0,0.6091543797344147,0.5882115462252725
c13474b85d3ced32,2021-07-24,1,0.7491873100585048,0.7672295755362848
cade0268dec56f3d,2021-07-24,1,0.6751806339785795,0.6581196581196581
dff1dbb8fe1f31cb,2021-07-24,1,0.5203592798935134,0.41178845377472745
12ceec9431fb0827,2021-07-31,1,0.19013012700879053,0.25787965616045844
1978b44503c3d9ff,2021-07-31,0,0.5406571477899051,0.562043795620438
6671b567c4eb9982,2021-07-31,0,0.44553490205776897,0.41178845377472745
8522bc62e8d942ab,2021-07-31,0,0.3721124659872516,0.34929577464788736
96c51bc6316a4b47,2021-07-31,1,0.40878184634054565,0.40372670807453415
9eef9b7967991296,2021-07-31,0,0.7245724029997996,0.6957699520733487
e3ecb94228c2739f,2021-07-31,0,0.6590296178296806,0.6211096075778079
fb9095887dca34c7,2021-07-31,1,0.521352608705551,0.39596563317146055
3d75081ce43774ca,2021-08-07,1,0.4507008494956438,0.5
85c5dd604d5b3634,2021-08-07,1,0.6585216522300065,0.6428571428571429
962aab0abdd34173,2021-08-07,1,0.514975707055922,0.46753246753246747
980927e7dcc131c0,2021-08-07,1,0.5221339829560612,0.4891657638136511
9a678f346946b6a4,2021-08-07,1,0.6960704751240625,0.6704377766847024
af9927b5589e708b,2021-08-07,1,0.765807433471996,0.7421203438395415
bf732e22055e8634,2021-08-07,0,0.2791965685203784,0.27272727272727276
cce232c1b1b2e4a0,2021-08-07,0,0.45183629878259074,0.4891657638136511
dcd0793ff1a43b68,2021-08-07,1,0.723355082572364,0.7104677060133631
efe985e626a0d8c0,2021-08-07,0,0.577301252362222,0.5108342361863488
f2336b7545f5f442,2021-08-07,0,0.597455041573846,0.5711159737417942
0b47788da6de735e,2021-08-21,1,0.6768336693249652,0.6115107913669064
12d2b282561b5e5f,2021-08-21,1,0.5102251424162756,0.4782608695652174
3a9e0fed344fd07d,2021-08-21,0,0.3891504696797438,0.38848920863309355
47230f9b5d7ae037,2021-08-21,1,0.3444538976653104,0.35714285714285715
47a157222b2c9092,2021-08-21,0,0.3483942386010529,0.39596563317146055
5e2ce5aa3a92c2df,2021-08-21,1,0.6242682707625943,0.6115107913669064
755d84d5f4aa4dbf,2021-08-21,1,0.5920772670554697,0.562043795620438
8badcb2134c1cdaf,2021-08-21,0,0.5523619408060544,0.5882115462252725
92d39a17e34cf581,2021-08-21,0,0.5543177392547912,0.5882115462252725
bfacb44c24bfe0e9,2021-08-21,1,0.4536584778081593,0.6115107913669064
e1897ff433134cb8,2021-08-21,0,0.5564327940604173,0.5798319327731092
f536ba47f006474a,2021-08-21,1,0.567269766341715,0.5711159737417942
089a17e450cc98aa,2021-08-28,0,0.661731390142082,0.5711159737417942
0f3a91caeaa55094,2021-08-28,1,0.6473568270670418,0.6428571428571429
1de342e9309c5f0f,2021-08-28,0,0.8158487971865056,0.8128898128898129
2cb9ba68fc855f33,2021-08-28,1,0.8039406293878061,0.7880184331797234
5086f9fb4fdc2f60,2021-08-28,1,0.6821819388196741,0.6428571428571429
58d5e4afc2dd35d1,2021-08-28,0,0.5113858116706738,0.4891657638136511
5cd1869013741767,2021-08-28,0,0.5268970554181973,0.5324675324675325
ad3aa9520131ff2e,2021-08-28,1,0.845939563161516,0.8088235294117646
be4890f4aaadec28,2021-08-28,1,0.8039368150345324,0.7191400832177531
e24c8aab497b4fe1,2021-08-28,0,0.7777670333991881,0.6957699520733487
ed64e42263bf50bf,2021-08-28,1,0.5955680105423343,0.5711159737417942
ef4484943b1c68a9,2021-08-28,0,0.5971147949170342,0.5798319327731092
06c0c7dda5a5909d,2021-09-04,1,0.466312966987463,0.5217391304347826
14f2bb86fd888e91,2021-09-04,1,0.4387247871157227,0.42016806722689076
3f76035e52e8819b,2021-09-04,1,0.36577640464455663,0.35714285714285715
4fc128b1bdf088b1,2021-09-04,1,0.8407386380077373,0.8259833134684148
8fc238e84c4624a7,2021-09-04,1,0.599203468006853,0.5711159737417942
a7c38d4d66abf923,2021-09-04,0,0.41865673230702827,0.40372670807453415
ad81be01a461c936,2021-09-04,0,0.5996815660138192,0.5962732919254659
b977ffcc6428046f,2021-09-04,1,0.6588831555596083,0.6755725190839694
f09912e9d8eaa968,2021-09-04,1,0.5472657695789608,0.5324675324675325
06b3226c34c17001,2021-09-18,0,0.4627608396391724,0.4891657638136511
0ce63c2148e70b4c,2021-09-18,1,0.7879811689903486,0.7775930160049885
13a8ddb1c3f55ed4,2021-09-18,1,0.8828223942782225,0.8579439252336448
2d42742aade53799,2021-09-18,0,0.45538284735102946,0.447405997144217
401f5f4714132d50,2021-09-18,1,0.6596295894407528,0.6211096075778079
4b5f9b7c31d1205d,2021-09-18,1,0.6091821795314452,0.6115107913669064
576b795e33ddd62d,2021-09-18,1,0.36724216297642326,0.35714285714285715
d06495deb1ff1750,2021-09-18,0,0.45716502079174826,0.46753246753246747
d1621b3da377f34b,2021-09-18,1,0.5632379282884408,0.5798319327731092
dc870fab1e0f15e1,2021-09-18,1,0.8275485946700715,0.8259833134684148
eb10feae98ea7d36,2021-09-18,0,0.5488943416523265,0.5324675324675325
18f1b88d8977c216,2021-09-25,1,0.6594652886622551,0.6211096075778079
7233b2a56438d77a,2021-09-25,1,0.9139405856286632,0.8935018050541516
73f6b72b4889088f,2021-09-25,1,0.774253325376443,0.8029168309026409
7484298ad57099be,2021-09-25,1,0.4939203376395158,0.40372670807453415
7abc4520f63f2c06,2021-09-25,0,0.43238936770647335,0.5108342361863488
92e006a93f983fb5,2021-09-25,0,0.45226163067997727,0.40372670807453415
b3c23fb2d71bba51,2021-09-25,1,0.5509451198404495,0.5798319327731092
bc276e0f07e30a54,2021-09-25,0,0.23090638308286215,0.2771206488678608
d8189169b2c8a2aa,2021-09-25,0,0.4536883197538554,0.42888402625820565
e7bb37681652c2c2,2021-09-25,0,0.24355161140581572,0.23809523809523808
f085f32bbb3220e1,2021-09-25,0,0.40909603948090995,0.3418803418803419
f4a2806f77ac1cdc,2021-09-25,1,0.6595838203517522,0.6581196581196581
f4df74046a1c4364,2021-09-25,1,0.8086083501072734,0.7553516819571866
16d31775a8dcb31d,2021-10-02,0,0.19087325516145723,0.15953307392996105
37c484012ef24a5b,2021-10-02,1,0.5716212451019277,0.5798319327731092
3b7eb8e56052a2af,2021-10-02,0,0.5950617680563924,0.552594002855783
5f444eac11e55161,2021-10-02,1,0.6614226523163126,0.7054263565891473
6832e9e62da0f9d3,2021-10-02,0,0.30555501239081984,0.30423004792665137
9c33c8d4a381ba70,2021-10-02,0,0.38425111206213913,0.35714285714285715
a00b4e82f9d4f92c,2021-10-02,1,0.8447793498293182,0.8335570469798658
c1e5859053263811,2021-10-02,1,0.6266887393743961,0.5882115462252725
dba710edbc3c29ff,2021-10-02,0,0.4312550494412818,0.4572564612326044
dfa2f5c821a52c63,2021-10-02,0,0.5755458743834452,0.5882115462252725
e7423a91a253b416,2021-10-02,1,0.7525586821051504,0.7153024911032029
149d6b90f33634a4,2021-10-09,0,0.6615700389100472,0.6428571428571429
20f19439e9b100b0,2021-10-09,0,0.413475379101447,0.3698979591836735
38957d8eb185391c,2021-10-09,0,0.6668995878150181,0.6428571428571429
6101249c2cdd1493,2021-10-09,1,0.7005874901673963,0.7001620745542949
777c65184aa63894,2021-10-09,1,0.8163106574344365,0.817258883248731
d5ffdb5388ffabc6,2021-10-09,1,0.7385421442684437,0.725752508361204
ddb927b0dfcfac2a,2021-10-09,1,0.7626672666977264,0.725752508361204
df16b9c2fc9722e9,2021-10-09,0,0.3723987661952029,0.35714285714285715
f526892a27b50576,2021-10-09,1,0.7630420163613315,0.7342398022249692
188b63ec6ee1c1c9,2021-10-16,1,0.4704036781785693,0.46753246753246747
330e67abac6e5ce7,2021-10-16,0,0.5449904523252044,0.562043795620438
814d481e79e9a525,2021-10-16,0,0.4956148906850749,0.447405997144217
a2e1116a9fe84aa9,2021-10-16,1,0.2344849544040134,0.25107991360691145
