fight_id,fighter,side,american_odds,fair_market_p,model_p,edge,actual_win,mapped_predictors,total_predictors
118c25bda9392140,Gable Steveson,red,-1600,0.9039548022598869,0.8635426759719849,-0.04041212628790203,1,373,432
118c25bda9392140,Elisha Ellison,blue,900,0.096045197740113,0.149601012468338,0.053555814728225015,0,373,432
130b325610c54a64,Benoit Saint Denis,red,-148,0.5720596355604638,0.565440833568573,-0.006618801991890799,0,373,432
130b325610c54a64,Paddy Pimblett,blue,124,0.42794036443953615,0.4386123716831207,0.01067200724358458,1,373,432
1b6a3b0d27654d3e,Alessandro Costa,red,-230,0.6690070210631895,0.6381276845932007,-0.03087933646998886,1,373,432
1b6a3b0d27654d3e,Cody Durden,blue,190,0.33099297893681046,0.36147651076316833,0.03048353182635788,0,373,432
7765e5e779dd7dc9,Nikita Krylov,red,105,0.4675324675324675,0.5026230812072754,0.03509061367480787,0,373,432
7765e5e779dd7dc9,Robert Whittaker,blue,-125,0.5324675324675325,0.4862574338912964,-0.04621009857623615,1,373,432
930317fde9dbc55e,Luke Riley,red,-225,0.6636481241914618,0.7090601921081543,0.0454120679166925,1,373,432
930317fde9dbc55e,Kai Kamaka III,blue,185,0.33635187580853815,0.2979260981082916,-0.03842577770024652,0,373,432
989760fa75321d69,Conor McGregor,red,215,0.30423004792665137,0.2651524841785431,-0.03907756374810828,0,373,432
989760fa75321d69,Max Holloway,blue,-265,0.6957699520733487,0.7561987638473511,0.06042881177400239,1,373,432
9e00ee7644774e18,Farid Basharat,red,-675,0.8370993168681029,0.8733301162719727,0.03623079940386975,1,373,432
9e00ee7644774e18,John Garza,blue,490,0.16290068313189698,0.12202875316143036,-0.040871929970466625,0,373,432
a26ea74f2e908842,King Green,red,-112,0.5043297540699688,0.5279808044433594,0.023651050373390547,1,373,432
a26ea74f2e908842,Terrance McKinney,blue,-108,0.4956702459300312,0.49579373002052307,0.0001234840904918988,0,373,432
a3ab1979192b647c,Brandon Royval,red,180,0.34252477380439467,0.31322377920150757,-0.029300994602887098,1,373,432
a3ab1979192b647c,Lone'er Kavanagh,blue,-218,0.6574752261956054,0.6849393844604492,0.02746415826484383,0,373,432
b223b10ef19f912c,Damian Pinas,red,-258,0.690792883054068,0.698178768157959,0.007385885103890932,1,373,432
b223b10ef19f912c,Cesar Almeida,blue,210,0.30920711694593195,0.3066253364086151,-0.0025817805373168357,0,373,432
c572daedf2012a49,Cory Sandhagen,red,-142,0.5634920634920635,0.5425441861152649,-0.020947877376798596,0,373,432
c572daedf2012a49,Mario Bautista,blue,120,0.43650793650793646,0.4598616063594818,0.023353669851545356,1,373,432
e84c3f1f9a33fa90,Tracy Cortez,red,102,0.4739134147382802,0.4985700249671936,0.02465661022891341,0,373,432
e84c3f1f9a33fa90,Wang Cong,blue,-122,0.5260865852617197,0.5059714913368225,-0.020115093924897187,1,373,432
e9f389ba3a1e33c4,Cody Garbrandt,red,330,0.22316684378320936,0.1898002177476883,-0.03336662603552107,0,373,432
e9f389ba3a1e33c4,Adrian Yanez,blue,-425,0.7768331562167907,0.7947216629981995,0.01788850678140874,1,373,432
