fight_id,fighter,side,american_odds,fair_market_p,model_p,edge,actual_win,r_pre_fights,b_pre_fights,cold_start,mapped_predictors,total_predictors
b06b43670238c2d8,Alexander Volkanovski,red,-162,0.593369754159424,0.5791566371917725,-0.014213116967651485,1,17.0,8.0,False,351,432
b06b43670238c2d8,Diego Lopes,blue,136,0.4066302458405761,0.4138398766517639,0.007209630811187806,0,17.0,8.0,False,351,432
d94f1b32a81e3fa1,Junior Tafa,red,220,0.299837925445705,0.3407433331012726,0.040905407655567605,0,6.0,3.0,False,351,432
d94f1b32a81e3fa1,Billy Elekana,blue,-270,0.7001620745542949,0.6534123420715332,-0.04674973248276171,1,6.0,3.0,False,351,432
ad14c502c9c5a7e9,Kim Sang Wook,red,140,0.39823008849557523,0.4270875155925751,0.028857427096999844,0,0.0,0.0,True,351,432
ad14c502c9c5a7e9,Dom Mar Fan,blue,-170,0.6017699115044248,0.5765819549560547,-0.02518795654837014,1,0.0,0.0,True,351,432
a7ae8f6eb5fc3a79,Dan Hooker,red,310,0.2336448598130841,0.1885995864868164,-0.045045273326267704,0,23.0,11.0,False,351,432
a7ae8f6eb5fc3a79,Benoit Saint Denis,blue,-400,0.7663551401869159,0.7922306656837463,0.025875525496830476,1,23.0,11.0,False,351,432
78912b78aa946375,Jonathan Micallef,red,-126,0.5369611539091952,0.571108877658844,0.034147723749648806,1,1.0,4.0,True,351,432
78912b78aa946375,Oban Elliott,blue,108,0.46303884609080476,0.4351288080215454,-0.027910038069259346,0,1.0,4.0,True,351,432
780bae82bdfc7112,Keiichiro Nakamura,red,102,0.4757785467128028,0.47314104437828064,-0.002637502334522146,1,0.0,0.0,True,351,432
780bae82bdfc7112,Sebastian Szalay,blue,-120,0.5242214532871973,0.5240470767021179,-0.00017437658507934994,0,0.0,0.0,True,351,432
32e9bc4d0a19a923,Quillan Salkilld,red,-1100,0.8800000000000001,0.8475564122200012,-0.032443587779998895,1,3.0,12.0,False,351,432
32e9bc4d0a19a923,Jamie Mullarkey,blue,700,0.12000000000000002,0.15122400224208832,0.031224002242088295,0,3.0,12.0,False,351,432
5c73e0013b859664,Sulangrangbo,red,-290,0.7135512302607419,0.7002807259559631,-0.013270504304778719,0,0.0,0.0,True,351,432
5c73e0013b859664,Lawrence Lui,blue,235,0.28644876973925815,0.2880435585975647,0.0015947888583065506,1,0.0,0.0,True,351,432
57d7a683b85bb87b,Rafael Fiziev,red,-124,0.5327882529617888,0.5101937651634216,-0.022594487798367147,0,11.0,4.0,False,351,432
57d7a683b85bb87b,Mauricio Ruffy,blue,106,0.4672117470382112,0.5069270133972168,0.039715266359005574,1,11.0,4.0,False,351,432
4c1e7e1765a5438a,Kaan Ofli,red,205,0.3158617532616159,0.3673734962940216,0.05151174303240569,1,3.0,3.0,False,351,432
4c1e7e1765a5438a,Yizha,blue,-245,0.6841382467383841,0.6844478845596313,0.00030963782124726613,0,3.0,3.0,False,351,432
47362cae6ba0e077,Cam Rowston,red,-360,0.7532188841201718,0.8167324066162109,0.06351352249603914,1,1.0,11.0,True,351,432
47362cae6ba0e077,Cody Brundage,blue,290,0.24678111587982832,0.20906971395015717,-0.03771140192967115,0,1.0,11.0,True,351,432
0047f8aadca1936f,Jacob Malkoun,red,-142,0.5634920634920635,0.5054991841316223,-0.057992879360441174,1,7.0,1.0,True,351,432
0047f8aadca1936f,Torrez Finney,blue,120,0.43650793650793646,0.5224960446357727,0.08598810812783625,0,7.0,1.0,True,351,432
67765535bd0b6bdf,Tai Tuivasa,red,245,0.2787456445993032,0.20559237897396088,-0.0731532656253423,0,16.0,2.0,False,351,432
67765535bd0b6bdf,Tallison Teixeira,blue,-300,0.7212543554006969,0.7558590173721313,0.034604661971434414,1,16.0,2.0,False,351,432
