fold,fight_id,date,won,market_margin,correction
2021,0165bd3c26f0c076,2021-01-16,1,0.5132365083503012,0.029564394970011287
2021,358f816aff469270,2021-01-16,1,-0.3449852634557981,-0.7194092105737429
2021,3d903bc35023f50a,2021-01-16,0,-0.6686060716438279,0.09161147373199319
2021,3fcd53eb27945231,2021-01-16,0,-0.8212471831872611,0.17103930602814243
2021,6b0da0b1cda7799f,2021-01-16,1,0.4482202509431261,0.40275687184053477
2021,775c1f401815bbd8,2021-01-16,0,0.8401293709085906,-0.3593131258295501
2021,97ad63e644757cf4,2021-01-16,0,0.0,-0.23487000167369843
2021,97c80f69ac312030,2021-01-16,0,0.6686060716438279,0.14587041837692405
2021,a4817b7e46028b4a,2021-01-16,1,0.3863523191546703,0.2562239581013417
2021,aeb7ff8ce6e1beac,2021-01-16,0,0.9402001411229882,-0.0928924590856347
2021,031e6624f96aceb8,2021-01-20,0,0.40243020441301014,0.006724449136184196
2021,11558384f80f6506,2021-01-20,1,1.3853018052071397,0.48070719175636123
2021,4abcf14faa7f92f2,2021-01-20,1,1.1631508098056806,0.10019967694969045
2021,4e451881e0e47b05,2021-01-20,1,0.3130917879771496,-0.6830154689978862
2021,4f6d3cdf2c77fb57,2021-01-20,1,0.1844560293225874,-0.32740905263706344
2021,57e784028ef2c17d,2021-01-20,1,-0.14729493468270358,0.2645825257824427
2021,61bedad39b15db7a,2021-01-20,1,-0.27224088796340296,0.013527612769234865
2021,76b61ff4c9760f79,2021-01-20,1,0.2352510290589303,-0.405593206211564
2021,a003e8305d4dbdc8,2021-01-20,0,-1.0197183461984467,0.07636218984926457
2021,ac475de5a3d0d7e2,2021-01-20,1,-0.33625158348704304,0.40836211720133747
2021,ae38fb2a6b6a0cc1,2021-01-20,0,-0.6113171623123131,0.2163822696578942
2021,d27ac1bc677b89cf,2021-01-20,1,0.9402001411229882,0.5067353933542457
2021,dd34dd337e637767,2021-01-20,1,-0.6863056487432287,-0.46006058985082643
2021,3d3e7dc7b4bf2bc4,2021-01-23,1,-0.9691876779962408,0.5334463428426611
2021,65352221c0bfe52d,2021-01-23,0,-0.2352510290589303,-0.329533199742797
2021,83da743f6dda7dcc,2021-01-23,1,-0.14729493468270358,0.35498511403069555
2021,92f569a6d9374b86,2021-01-23,1,0.1603584777435264,-0.4455900084098777
2021,a5075f4eaee6036f,2021-01-23,0,0.1603584777435264,0.17507700213585287
2021,aaf45b095452be23,2021-01-23,1,-0.050626636354089524,0.3915509291569002
2021,c597fd8bb66d54d8,2021-01-23,0,0.9915474692317503,0.08872019853863544
2021,cd08b68f0bafafbf,2021-01-23,1,-0.9915474692317503,-0.17647254076275654
2021,f3ccbfd7036f3cf3,2021-01-23,0,-1.4249321538253046,-0.2404641789154791
2021,2c81668d1459991f,2021-02-06,1,0.10536051565782614,0.07047458713872842
2021,86d6e09932c5b551,2021-02-06,1,-0.6505875661411494,-0.1652693078479558
2021,8b9bdacca749ec90,2021-02-06,0,-0.4783903480128368,-0.28873108619889415
2021,9ef858837dfc65eb,2021-02-06,1,1.1631508098056806,0.016696073014448753
2021,af8ea6db042674ef,2021-02-06,0,0.7094835998796387,-0.5216551186822815
2021,bbade63ca780668f,2021-02-06,0,0.13005312824819815,-0.22403681570862066
2021,d65da3a3bc675449,2021-02-06,0,0.4276009637403903,-0.19578745844845152
2021,f4fbb11055301e75,2021-02-06,0,0.6438761315531626,-0.184298809546937
2021,17616514e8fdacb9,2021-02-13,1,-0.06744128079553277,0.4320224782957617
2021,25b8c932da5e91f4,2021-02-13,0,0.0,-0.14563021063804626
2021,26fbf026beb8e9f8,2021-02-13,1,0.6106561229309755,0.46757294677880235
2021,54e2490959f66dc2,2021-02-13,1,0.798323543285324,0.25223967292408767
2021,8cf076524cad5a55,2021-02-13,1,1.2797143331158034,-0.2313752046215407
2021,9201312dd860fa5a,2021-02-13,0,-0.4482202509431262,0.4221326408920903
2021,96b1430379c0694a,2021-02-13,0,1.3501065228537583,-0.058080241496946794
2021,be94e5b7a35ce5f2,2021-02-13,1,0.8805703404671019,-0.2270621541267699
2021,f98e954823bd6e02,2021-02-13,0,-0.1775064894913534,-0.16426994111548865
2021,05ceb8b2f93993a6,2021-02-20,1,0.081262964078766,0.5348433076650084
2021,15b1c7ddc4415fdd,2021-02-20,0,-0.7784447610718404,0.30313032272879226
2021,1d892fec31dc7ad7,2021-02-20,0,-0.31309178797714876,-0.5418209698963864
2021,82243207b4dfce87,2021-02-20,0,0.4934338810541211,0.2485159752271594
2021,8f7328fe18806fb0,2021-02-20,0,-0.4276009637403904,0.6595752376604496
2021,931fd51ab69fb443,2021-02-20,1,-0.19994772592855858,-0.1801615842215879
2021,990c2378caec68d4,2021-02-20,0,-0.10536051565782652,-0.5346569341979779
2021,b12bc15f384ecc42,2021-02-20,0,1.1631508098056806,0.640641428429793
