fight_id,fighter,side,market_key,american_odds,raw_implied_p,market_overround,fair_market_p,model_p,edge
5727d5be8c373346,Alex Pereira,red,win_by_ko_tko_dq,150,0.4,1.1879411623092109,0.3367170131746672,0.30190250277519226,-0.03481451039947492
5727d5be8c373346,Alex Pereira,red,win_by_submission,2200,0.043478260869565216,1.1879411623092109,0.03659967534507252,0.017938636243343353,-0.018661039101729164
5727d5be8c373346,Alex Pereira,red,win_by_decision,600,0.14285714285714285,1.1879411623092109,0.1202560761338097,0.13473734259605408,0.014481266462244374
5727d5be8c373346,Ciryl Gane,blue,win_by_ko_tko_dq,330,0.23255813953488372,1.1879411623092109,0.19576570533410884,0.1905631124973297,-0.005202592836779124
5727d5be8c373346,Ciryl Gane,blue,win_by_submission,1100,0.08333333333333333,1.1879411623092109,0.07014937774472232,0.04266348108649254,-0.027485896658229786
5727d5be8c373346,Ciryl Gane,blue,win_by_decision,250,0.2857142857142857,1.1879411623092109,0.2405121522676194,0.266859233379364,0.026347081111744608
7208e40818401e88,Ilia Topuria,red,win_by_ko_tko_dq,-225,0.6923076923076923,1.189165409753645,0.5821794736285805,0.4230406582355499,-0.15913881539303054
7208e40818401e88,Ilia Topuria,red,win_by_submission,500,0.16666666666666666,1.189165409753645,0.140154317725399,0.11122604459524155,-0.028928273130157445
7208e40818401e88,Ilia Topuria,red,win_by_decision,1200,0.07692307692307693,1.189165409753645,0.0646866081809534,0.1280408352613449,0.06335422708039151
7208e40818401e88,Justin Gaethje,blue,win_by_ko_tko_dq,500,0.16666666666666666,1.189165409753645,0.140154317725399,0.1642291396856308,0.024074821960231807
7208e40818401e88,Justin Gaethje,blue,win_by_submission,3500,0.027777777777777776,1.189165409753645,0.023359052954233166,0.014522423036396503,-0.008836629917836663
7208e40818401e88,Justin Gaethje,blue,win_by_decision,1600,0.058823529411764705,1.189165409753645,0.04946622978543494,0.04383586347103119,-0.005630366314403751
