period,strategy,bets,wins,losses,win_rate,profit_units,roi,avg_v5_edge,avg_market_p,avg_weighted_win_score
2022_2024_meta_oof,profit_weighted_classifier_score_ge_0_5,940,633,307,0.6734042553191489,14.14487241511069,0.015047736611819884,0.030491584701666935,0.6377842825224893,0.6739315986633301
2022_2024_meta_oof,v5_edge_ge_7_5pct,43,25,18,0.5813953488372093,2.4592267700861132,0.05719132023456077,0.10055077774138511,0.5506790162516413,0.6797493696212769
2022_2024_meta_oof,all_v5_liked_sides,1273,727,546,0.5710919088766693,-30.955127584889325,-0.024316675243432305,0.028006866219174916,0.5533334069629052,0.5720309019088745
2025_to_20260328,profit_weighted_classifier_score_ge_0_5,365,267,98,0.7315068493150685,21.96123156988341,0.06016775772570797,0.03040076783987252,0.6646004417415942,0.69742751121521
2025_to_20260328,v5_edge_ge_7_5pct,17,10,7,0.5882352941176471,2.8934629666129785,0.1702037039184105,0.10078633894710472,0.49565117409412496,0.6058021187782288
2025_to_20260328,all_v5_liked_sides,505,320,185,0.6336633663366337,42.21750022659983,0.08359901034970264,0.027846067397230844,0.5676227556609974,0.5838723182678223
