n,wins,win_rate,mean_abs_logit_residual,mean_raw_implied_p,mean_decimal_odds,profit_units,roi,year
95.0,61.0,0.6421052631578947,0.3022843593211592,0.559099734122491,2.000936516656357,15.373683365468622,0.16182824595230128,2021
87.0,63.0,0.7241379310344828,0.30141016932099246,0.6390490639446754,1.7234498337166602,14.880796478931092,0.17104363768886313,2022
88.0,61.0,0.6931818181818182,0.29079996859299445,0.6412204647449911,1.71820543736672,4.939326783039691,0.056128713443632856,2023
79.0,51.0,0.6455696202531646,0.30650331888994425,0.6856052904606976,1.5295018436906156,-7.563732650257397,-0.09574345126908097,2024
