market_key,is_synthetic,n,mean_implied_p,realized_win_rate,calibration_error,brier,log_loss,flat_bet_roi
goes_distance,True,5787.0,0.5188131716717413,0.4769310523587351,-0.04188211931300623,0.2308887790864382,0.6554867972321872,-0.07114860956417524
inside_distance,True,5552.0,0.6567870069001006,0.49279538904899134,-0.16399161785110927,0.26451476550831643,0.8227339658284359,-0.20428738368472435
moneyline,False,12982.0,0.5177426233561345,0.5,-0.017742623356134524,0.21048473003089543,0.6081297553483216,-0.05286272630219623
win_by_decision,False,11300.0,0.26563813312378926,0.24424778761061947,-0.02139034551316979,0.17118820596461465,0.5190000468631302,-0.09504459222784437
win_by_ko_tko_dq,False,10838.0,0.2084389945457987,0.16599003506181953,-0.04244895948397917,0.13125171290585613,0.42418679314925833,-0.14127266765768137
win_by_submission,False,10837.0,0.12858206262097785,0.08646304327765987,-0.04211901934331798,0.07391133090726534,0.2700207385593774,-0.3936284174036795
