feature,mean_abs_shap
combined_avg_fight_time,0.23224309
combined_ewm_avg_fight_time,0.17421979
older_fighter_age,0.12524416
combined_ewm_finish_rate,0.11813883
combined_ewm_finish_loss_rate,0.09883991
combined_ewm_finish_pressure,0.08054371
combined_finish_rate,0.061462596
combined_finish_pressure,0.05432438
combined_finish_loss_rate,0.053316545
reach_mismatch_abs,0.048609022
height_mismatch_abs,0.047455218
