bucket_type,bucket,bets,win_rate,flat_profit,flat_roi
edge,"(0.2, 10.0]",43,0.5348837209302325,266.7260031542558,0.06202930305912926
confidence,"(0.6, 0.7]",43,0.5348837209302325,266.7260031542558,0.06202930305912926
odds,"(-10000.001, -300.0]",4,1.0,119.97520514311559,0.299938012857789
odds,"(-150.0, 100.0]",14,0.6428571428571429,296.5073562919449,0.21179096877996065
odds,"(-300.0, -150.0]",9,0.3333333333333333,-457.7565582808047,-0.508618398089783
odds,"(100.0, 200.0]",11,0.36363636363636365,-187.0,-0.17
odds,"(200.0, 500.0]",5,0.6,495.0,0.99
