backtest_id,model_id,market_key,total_bets,wins,win_rate,flat_risked,flat_profit,flat_roi,kelly_risked,kelly_profit,kelly_roi,starting_bankroll,ending_kelly_bankroll,min_edge,min_confidence,min_odds,max_odds,start_date,end_date,mode,test_year,train_start_date,train_end_date,calibration_start_date,calibration_end_date,test_start_date,test_end_date,train_rows,train_rows_after_symmetry,calibration_rows,test_rows,historical_model_outcome_rows,joined_rows,accuracy,log_loss,roc_auc,brier_score,best_threshold,calibration_method,calibration_rows_used
moneyline_xgboost_v8_moneyline_walk_forward_20260620_022656_2022,moneyline_xgboost_v8,moneyline,11,5,0.45454545454545453,1100.0,-98.85281385281388,-0.08986619441164899,5805.958066203542,-614.2333263225898,-0.1057936208492513,10000.0,9385.766673677414,0.2,0.6,-1000.0,3000.0,,,walk_forward,2022,2014-01-01,2020-12-31,2021-01-01,2021-12-31,2022-01-01,2022-12-31,3306,6612,497,506,1012,961,0.6126482213438735,0.645803740248075,0.6368689733408962,0.2273913231862913,0.48,isotonic,497
moneyline_xgboost_v8_moneyline_walk_forward_20260620_022656_2023,moneyline_xgboost_v8,moneyline,7,4,0.5714285714285714,700.0,-82.86828073608457,-0.11838325819440652,3462.5193547568288,-459.2343438958578,-0.1326301160641771,10000.0,9540.765656104142,0.2,0.6,-1000.0,3000.0,,,walk_forward,2023,2014-01-01,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,3803,7606,506,504,1008,840,0.6170634920634921,0.6703713548721222,0.6414098334272149,0.23180020952417366,0.51,isotonic,506
moneyline_xgboost_v8_moneyline_walk_forward_20260620_022656_2024,moneyline_xgboost_v8,moneyline,5,2,0.4,500.0,-161.53584777437987,-0.32307169554875975,2370.8199010363574,-823.5675225110431,-0.3473766700503217,10000.0,9176.432477488957,0.2,0.6,-1000.0,3000.0,,,walk_forward,2024,2014-01-01,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,4309,8618,504,513,1026,767,0.6354775828460039,0.6455247553938416,0.6692926635256684,0.22733576573053013,0.49,isotonic,504
moneyline_xgboost_v8_moneyline_walk_forward_20260620_022656_2025,moneyline_xgboost_v8,moneyline,20,12,0.6,2000.0,609.9829455175343,0.30499147275876715,11927.381657529153,3061.561642561315,0.2566834641892008,10000.0,13061.561642561319,0.2,0.6,-1000.0,3000.0,,,walk_forward,2025,2014-01-01,2023-12-31,2024-01-01,2024-12-31,2025-01-01,2025-12-31,4813,9626,513,515,1030,787,0.6679611650485436,0.6485559095962717,0.6990265297389816,0.2221761530998243,0.45,isotonic,513
