bet_id,snapshot_run_id_x,bet_logged_at,event_name_x,fight_id,red_fighter_id,blue_fighter_id,red_fighter,blue_fighter,best_side,best_side_fighter_id,best_side_opponent_id,bookmaker,bet_odds,bet_implied_prob,best_prob,best_edge,best_ev,best_confidence,recommended_stake,passes_data_quality_filter,nonzero_feature_count,zero_feature_pct,red_feature_match,blue_feature_match,odds_match_type_x,odds_match_score_x,commence_time_x,snapshot_run_id_y,closing_timestamp,event_name_y,fighter_id,fighter_name,opponent_id,opponent_name,sportsbook,market_type,closing_odds,closing_implied_prob,model_pick,model_pick_fighter_id,odds_match_type_y,odds_match_score_y,commence_time_y,_snapshot_dt,minutes_before_fight,is_true_closing_window,closing_line_status,clv_diff,beat_closing_line,odds_movement
0eb7e8fbb9c63baa,20260525_211634,2026-05-26T00:01:05.262783+00:00,UFC Fight Night: Song vs. Figueiredo,d33da8a3d82bdb62_vs_5c84f673b7bb7c15,d33da8a3d82bdb62,5c84f673b7bb7c15,Kai Asakura,Cameron Smotherman,Cameron Smotherman,5c84f673b7bb7c15,d33da8a3d82bdb62,DraftKings,235.0,0.2985074626865671,0.6842105388641357,0.3857030761775686,129.21053051948547,68.42105388641357,300.0,True,99,20.161290322580644,id_match,id_match,reversed_order,100.0,2026-05-30 11:00:00+00:00,,2026-05-25 23:21:15.920817+00:00,UFC Fight Night: Song vs. Figueiredo,5c84f673b7bb7c15,Cameron Smotherman,d33da8a3d82bdb62,Kai Asakura,DraftKings,moneyline,235.0,0.29850746268656714,,,reversed_order,100.0,2026-05-30 11:00:00+00:00,2026-05-25 23:21:15.920817+00:00,6458.734653050001,False,latest_pre_fight_snapshot,5.551115123125783e-17,True,0.0
558621722c99c9c4,20260525_211634,2026-05-26T00:01:05.262783+00:00,UFC Fight Night: Song vs. Figueiredo,4e30e4250cb08b61_vs_bc7d1ad49fcb2d08,4e30e4250cb08b61,bc7d1ad49fcb2d08,Loma Lookboonmee,Jaqueline Amorim,Jaqueline Amorim,bc7d1ad49fcb2d08,4e30e4250cb08b61,DraftKings,-115.0,0.5348837209302325,0.6073059439659119,0.0724222230356793,13.53980691536612,60.73059439659119,300.0,True,107,13.709677419354838,id_match,id_match,reversed_order,100.0,2026-05-30 08:00:00+00:00,,2026-05-25 23:21:15.920817+00:00,UFC Fight Night: Song vs. Figueiredo,bc7d1ad49fcb2d08,Jaqueline Amorim,4e30e4250cb08b61,Loma Lookboonmee,DraftKings,moneyline,-115.0,0.5348837209302325,,,reversed_order,100.0,2026-05-30 08:00:00+00:00,2026-05-25 23:21:15.920817+00:00,6278.734653050001,False,latest_pre_fight_snapshot,0.0,False,0.0
