market_type,threshold,card,date,fight_id,fighter,market_key,odds,market_fair_p,model_p,edge,won,flat_stake,flat_pnl,kelly_full_fraction,quarter_kelly_stake,quarter_kelly_pnl,kelly_bankroll_basis
method,0.02,Freedom 250,2026-06-14,127ba4a1ccb3d4a6,Diego Lopes,win_by_submission,425.0,0.1601571696853193,0.1849435269832611,0.0247863572979418,0,10.0,-10.0,0.0,0.0,-0.0,500.0
method,0.02,Freedom 250,2026-06-14,127ba4a1ccb3d4a6,Steve Garcia,win_by_decision,380.0,0.175171904343318,0.2174163311719894,0.0422444268286714,0,10.0,-10.0,0.011473260427776102,1.4341575534720128,-1.4341575534720128,500.0
method,0.02,Freedom 250,2026-06-14,30cdb851f6c63444,Josh Hokit,win_by_decision,600.0,0.1194098120111769,0.1418046802282333,0.0223948682170563,0,10.0,-10.0,0.0,0.0,-0.0,500.0
method,0.02,Freedom 250,2026-06-14,30cdb851f6c63444,Josh Hokit,win_by_ko_tko_dq,-110.0,0.4378359773743156,0.5786570906639099,0.1408211132895943,1,10.0,9.09090909090909,0.1151798903942108,14.39748629927635,13.088623908433044,500.0
method,0.02,Freedom 250,2026-06-14,30cdb851f6c63444,Josh Hokit,win_by_submission,250.0,0.2388196240223539,0.2608281373977661,0.0220085133754121,0,10.0,-10.0,0.0,0.0,-0.0,500.0
method,0.02,Freedom 250,2026-06-14,5727d5be8c373346,Ciryl Gane,win_by_decision,250.0,0.2405121522676194,0.266859233379364,0.0263470811117446,0,10.0,-10.0,0.0,0.0,-0.0,500.0
method,0.02,Freedom 250,2026-06-14,60de0423ae6ed097,Sean O'Malley,win_by_decision,105.0,0.4101737456432607,0.4348804056644439,0.0247066600211832,0,10.0,-10.0,0.0,0.0,-0.0,500.0
method,0.02,Freedom 250,2026-06-14,7208e40818401e88,Ilia Topuria,win_by_decision,1200.0,0.0646866081809534,0.1280408352613449,0.0633542270803915,0,10.0,-10.0,0.05537757153312365,6.922196441640456,-6.922196441640456,500.0
method,0.02,Freedom 250,2026-06-14,7208e40818401e88,Justin Gaethje,win_by_ko_tko_dq,500.0,0.140154317725399,0.1642291396856308,0.0240748219602318,1,10.0,50.0,0.0,0.0,0.0,500.0
method,0.02,Vegas 119,2026-06-20,33afdd7ad43a2756,Kyoji Horiguchi,win_by_decision,325.0,0.2007264836354836,0.2537969052791595,0.0530704216436759,0,10.0,-10.0,0.024195953057362416,3.241846092910572,-3.241846092910572,535.9319527897883
method,0.02,Vegas 119,2026-06-20,3b4803afa824fea3,Mitch Raposo,win_by_decision,260.0,0.2454203851573508,0.3106938600540161,0.0652734748966652,1,10.0,26.0,0.045576113920945405,6.106423933555531,15.876702227244381,535.9319527897883
method,0.02,Vegas 119,2026-06-20,8b809ba1880aded0,Gaston Bolanos,win_by_decision,700.0,0.1083172062504641,0.1474147737026214,0.0390975674521572,1,10.0,70.0,0.02561688423156732,3.4322266976534523,24.025586883574167,535.9319527897883
method,0.02,Vegas 119,2026-06-20,8b809ba1880aded0,Michael Aswell Jr.,win_by_ko_tko_dq,190.0,0.298806086208177,0.3202119767665863,0.0214058905584092,0,10.0,-10.0,0.0,0.0,-0.0,535.9319527897883
method,0.02,Vegas 119,2026-06-20,afc021700481ac4e,Navajo Stirling,win_by_ko_tko_dq,105.0,0.4084714812553079,0.5444040298461914,0.1359325485908835,1,10.0,10.5,0.11050310589018328,14.80553633226567,15.545813148878953,535.9319527897883
method,0.02,Baku,2026-06-27,012c307c9d446c4d,Michel Pereira,win_by_decision,800.0,0.0925192276084085,0.1335259079933166,0.041006680384908,0,10.0,-10.0,0.025216646492481176,3.707718325994746,-3.707718325994746,588.1382089565752
method,0.02,Baku,2026-06-27,809814f03ff3140c,Matheus Camilo,win_by_decision,475.0,0.1455599920598808,0.2181067019701004,0.0725467099102196,0,10.0,-10.0,0.0534975865953847,7.865993690927211,-7.865993690927211,588.1382089565752
method,0.02,Baku,2026-06-27,809814f03ff3140c,Nazim Sadykhov,win_by_decision,265.0,0.2293068368066615,0.2583194971084595,0.0290126603017979,0,10.0,-10.0,0.0,0.0,-0.0,588.1382089565752
method,0.02,Baku,2026-06-27,c13dc0cccef263f7,Manuel Torres,win_by_decision,1250.0,0.0629211065097474,0.0913183987140655,0.028397292204318,0,10.0,-10.0,0.01862387061119074,2.73835247627618,-2.73835247627618,588.1382089565752
method,0.02,UFC 329,2026-07-11,130b325610c54a64,Benoit Saint Denis,win_by_decision,500.0,0.1292480115690527,0.1597483158111572,0.0305003042421044,0,10.0,-10.0,0.0,0.0,-0.0,573.8261444633771
method,0.02,UFC 329,2026-07-11,130b325610c54a64,Paddy Pimblett,win_by_ko_tko_dq,650.0,0.1033984092552422,0.1380849927663803,0.034686583511138,0,10.0,-10.0,0.00548268396120805,0.7865268496928027,-0.7865268496928027,573.8261444633771
method,0.02,UFC 329,2026-07-11,7765e5e779dd7dc9,Nikita Krylov,win_by_ko_tko_dq,300.0,0.1943009304757982,0.264590322971344,0.0702893924955457,0,10.0,-10.0,0.019453763961791992,2.790769592373923,-2.790769592373923,573.8261444633771
method,0.02,UFC 329,2026-07-11,7765e5e779dd7dc9,Robert Whittaker,win_by_ko_tko_dq,190.0,0.2680012834148942,0.3041706085205078,0.0361693251056136,1,10.0,19.0,0.0,0.0,0.0,573.8261444633771
method,0.02,UFC 329,2026-07-11,989760fa75321d69,Conor McGregor,win_by_decision,650.0,0.1126445706289648,0.1556918621063232,0.0430472914773583,0,10.0,-10.0,0.025798302430372903,3.7009351043302634,-3.7009351043302634,573.8261444633771
method,0.02,UFC 329,2026-07-11,989760fa75321d69,Max Holloway,win_by_decision,250.0,0.2413812227763533,0.3328777253627777,0.0914965025864243,0,10.0,-10.0,0.06602881550788879,9.472265156593867,-9.472265156593867,573.8261444633771
method,0.02,UFC 329,2026-07-11,989760fa75321d69,Max Holloway,win_by_ko_tko_dq,105.0,0.4121142827888959,0.4511475563049316,0.0390332735160357,1,10.0,10.5,0.0,0.0,0.0,573.8261444633771
method,0.02,UFC 329,2026-07-11,a26ea74f2e908842,King Green,win_by_ko_tko_dq,300.0,0.1923330502708433,0.2155775278806686,0.0232444776098253,1,10.0,30.0,0.0,0.0,0.0,573.8261444633771
method,0.02,UFC 329,2026-07-11,a26ea74f2e908842,Terrance McKinney,win_by_decision,650.0,0.1025776268111164,0.1304580271244049,0.0278804003132884,0,10.0,-10.0,0.0,0.0,-0.0,573.8261444633771
method,0.02,UFC 329,2026-07-11,c572daedf2012a49,Cory Sandhagen,win_by_decision,160.0,0.3033367037411527,0.323488175868988,0.0201514721278353,0,10.0,-10.0,0.0,0.0,-0.0,573.8261444633771
method,0.02,UFC 329,2026-07-11,c572daedf2012a49,Mario Bautista,win_by_decision,260.0,0.2190765082574992,0.2918530404567718,0.0727765321992726,1,10.0,26.0,0.01948882524783791,2.795799363021837,7.269078343856777,573.8261444633771
method,0.02,Oklahoma City,2026-07-18,307ea95ad7ebe466,Dione Barbosa,win_by_decision,215.0,0.2691497873022918,0.3278576731681824,0.0587078858658905,0,10.0,-10.0,0.015233335106871838,2.1492130821354345,-2.1492130821354345,564.344726104243
method,0.02,Oklahoma City,2026-07-18,3bd159c1bed14700,Austin Bashi,win_by_decision,215.0,0.2722768712942471,0.3536951541900635,0.0814182828958163,0,10.0,-10.0,0.053088249162186026,7.49001835819692,-7.49001835819692,564.344726104243
method,0.02,Oklahoma City,2026-07-18,3bd159c1bed14700,Jose Delgado,win_by_decision,410.0,0.1681710087405643,0.200833573937416,0.0326625651968517,1,10.0,41.0,0.005914933434346709,0.8345153722328057,3.421513026154503,564.344726104243
method,0.02,Oklahoma City,2026-07-18,410e6b9e01660b35,Alden Coria,win_by_decision,265.0,0.2385063247311103,0.2914952933788299,0.0529889686477196,1,10.0,26.5,0.02413502672933176,3.405118762270829,9.023564720017697,564.344726104243
method,0.02,Oklahoma City,2026-07-18,46d800ce45fdd3e6,Felipe Franco,win_by_ko_tko_dq,-110.0,0.4470525626446788,0.470235526561737,0.0231829639170582,1,10.0,9.09090909090909,0.0,0.0,0.0,564.344726104243
method,0.02,Oklahoma City,2026-07-18,52ddf20a10890b41,Fatima Kline,win_by_decision,-172.0,0.5441064169092318,0.6257866621017456,0.0816802451925138,1,10.0,5.813953488372094,0.0,0.0,0.0,564.344726104243
method,0.02,Oklahoma City,2026-07-18,52ddf20a10890b41,Tabatha Ricci,win_by_decision,575.0,0.1274736825144798,0.1619086861610412,0.0344350036465614,0,10.0,-10.0,0.016153675058613596,2.2790603316325577,-2.2790603316325577,564.344726104243
method,0.02,Oklahoma City,2026-07-18,701c97405da76603,Dricus Du Plessis,win_by_decision,175.0,0.3120029078227846,0.3386216461658478,0.0266187383430631,1,10.0,17.5,0.0,0.0,0.0,564.344726104243
method,0.02,Oklahoma City,2026-07-18,701c97405da76603,Kamaru Usman,win_by_decision,423.0,0.1640550662548102,0.1948561519384384,0.0308010856836281,0,10.0,-10.0,0.0045148166992985605,0.6369782483941272,-0.6369782483941272,564.344726104243
method,0.02,Oklahoma City,2026-07-18,9e525f939fba3e73,Damien Anderson,win_by_decision,333.0,0.1906510631855345,0.2551506161689758,0.0644995529834412,0,10.0,-10.0,0.03147212252602558,4.440281591717271,-4.440281591717271,564.344726104243
method,0.02,Oklahoma City,2026-07-18,9e525f939fba3e73,Ezra Elliott,win_by_decision,400.0,0.1651038207186729,0.192822590470314,0.027718769751641,1,10.0,40.0,0.0,0.0,0.0,564.344726104243
method,0.02,Oklahoma City,2026-07-18,c64c6ba6eb1e1d06,Tommy McMillen,win_by_decision,525.0,0.1385812699993289,0.1593474149703979,0.020766144971069,0,10.0,-10.0,0.0,0.0,-0.0,564.344726104243
method,0.02,Oklahoma City,2026-07-18,c64c6ba6eb1e1d06,Tommy McMillen,win_by_ko_tko_dq,253.0,0.2453634383840809,0.2900627851486206,0.0446993467645396,1,10.0,25.299999999999997,0.009455190345703825,1.333996701477427,3.37501165473789,564.344726104243
method,0.02,Oklahoma City,2026-07-18,e05155c1b5c2dc74,RJ Harris,win_by_decision,500.0,0.1449616404301471,0.1722140312194824,0.0272523907893353,0,10.0,-10.0,0.006656837463378884,0.939187778747755,-0.939187778747755,564.344726104243
method,0.02,Oklahoma City,2026-07-18,f2abca7379982d4f,Chase Hooper,win_by_decision,310.0,0.211840062495802,0.2777414619922638,0.0659013994964617,0,10.0,-10.0,0.04475483682847791,6.314289032951864,-6.314289032951864,564.344726104243
method,0.02,Oklahoma City,2026-07-18,f2eb569176e46edf,Seokhyeon Ko,win_by_decision,138.0,0.3632440487740513,0.4120126962661743,0.048768647492123,0,10.0,-10.0,0.0,0.0,-0.0,564.344726104243
method,0.03,Freedom 250,2026-06-14,00e8d4b961a65d21,Bo Nickal,win_by_ko_tko_dq,205.0,0.2743624722365904,0.3929781317710876,0.1186156595344972,1,10.0,20.5,0.09686990336674009,12.108737920842511,24.822912737727147,500.0
method,0.03,Freedom 250,2026-06-14,127ba4a1ccb3d4a6,Diego Lopes,win_by_ko_tko_dq,265.0,0.230363052287103,0.2879490852355957,0.0575860329484926,1,10.0,26.5,0.019250626833933696,2.406328354241712,6.376770138740537,500.0
method,0.03,Freedom 250,2026-06-14,127ba4a1ccb3d4a6,Steve Garcia,win_by_decision,380.0,0.175171904343318,0.2174163311719894,0.0422444268286714,0,10.0,-10.0,0.011473260427776102,1.4341575534720128,-1.4341575534720128,500.0
method,0.03,Freedom 250,2026-06-14,30cdb851f6c63444,Josh Hokit,win_by_ko_tko_dq,-110.0,0.4378359773743156,0.5786570906639099,0.1408211132895943,1,10.0,9.09090909090909,0.1151798903942108,14.39748629927635,13.088623908433044,500.0
method,0.03,Freedom 250,2026-06-14,7208e40818401e88,Ilia Topuria,win_by_decision,1200.0,0.0646866081809534,0.1280408352613449,0.0633542270803915,0,10.0,-10.0,0.05537757153312365,6.922196441640456,-6.922196441640456,500.0
method,0.03,Vegas 119,2026-06-20,33afdd7ad43a2756,Kyoji Horiguchi,win_by_decision,325.0,0.2007264836354836,0.2537969052791595,0.0530704216436759,0,10.0,-10.0,0.024195953057362416,3.241846092910572,-3.241846092910572,535.9319527897883
method,0.03,Vegas 119,2026-06-20,3b4803afa824fea3,Mitch Raposo,win_by_decision,260.0,0.2454203851573508,0.3106938600540161,0.0652734748966652,1,10.0,26.0,0.045576113920945405,6.106423933555531,15.876702227244381,535.9319527897883
method,0.03,Vegas 119,2026-06-20,8b809ba1880aded0,Gaston Bolanos,win_by_decision,700.0,0.1083172062504641,0.1474147737026214,0.0390975674521572,1,10.0,70.0,0.02561688423156732,3.4322266976534523,24.025586883574167,535.9319527897883
method,0.03,Vegas 119,2026-06-20,afc021700481ac4e,Navajo Stirling,win_by_ko_tko_dq,105.0,0.4084714812553079,0.5444040298461914,0.1359325485908835,1,10.0,10.5,0.11050310589018328,14.80553633226567,15.545813148878953,535.9319527897883
method,0.03,Baku,2026-06-27,012c307c9d446c4d,Michel Pereira,win_by_decision,800.0,0.0925192276084085,0.1335259079933166,0.041006680384908,0,10.0,-10.0,0.025216646492481176,3.707718325994746,-3.707718325994746,588.1382089565752
method,0.03,Baku,2026-06-27,809814f03ff3140c,Matheus Camilo,win_by_decision,475.0,0.1455599920598808,0.2181067019701004,0.0725467099102196,0,10.0,-10.0,0.0534975865953847,7.865993690927211,-7.865993690927211,588.1382089565752
method,0.03,UFC 329,2026-07-11,130b325610c54a64,Benoit Saint Denis,win_by_decision,500.0,0.1292480115690527,0.1597483158111572,0.0305003042421044,0,10.0,-10.0,0.0,0.0,-0.0,576.5644969396533
method,0.03,UFC 329,2026-07-11,130b325610c54a64,Paddy Pimblett,win_by_ko_tko_dq,650.0,0.1033984092552422,0.1380849927663803,0.034686583511138,0,10.0,-10.0,0.00548268396120805,0.7902802299932562,-0.7902802299932562,576.5644969396533
method,0.03,UFC 329,2026-07-11,7765e5e779dd7dc9,Nikita Krylov,win_by_ko_tko_dq,300.0,0.1943009304757982,0.264590322971344,0.0702893924955457,0,10.0,-10.0,0.019453763961791992,2.804087408053339,-2.804087408053339,576.5644969396533
method,0.03,UFC 329,2026-07-11,7765e5e779dd7dc9,Robert Whittaker,win_by_ko_tko_dq,190.0,0.2680012834148942,0.3041706085205078,0.0361693251056136,1,10.0,19.0,0.0,0.0,0.0,576.5644969396533
method,0.03,UFC 329,2026-07-11,989760fa75321d69,Conor McGregor,win_by_decision,650.0,0.1126445706289648,0.1556918621063232,0.0430472914773583,0,10.0,-10.0,0.025798302430372903,3.7185963156662467,-3.7185963156662467,576.5644969396533
method,0.03,UFC 329,2026-07-11,989760fa75321d69,Max Holloway,win_by_decision,250.0,0.2413812227763533,0.3328777253627777,0.0914965025864243,0,10.0,-10.0,0.06602881550788879,9.517467699206769,-9.517467699206769,576.5644969396533
method,0.03,UFC 329,2026-07-11,989760fa75321d69,Max Holloway,win_by_ko_tko_dq,105.0,0.4121142827888959,0.4511475563049316,0.0390332735160357,1,10.0,10.5,0.0,0.0,0.0,576.5644969396533
method,0.03,UFC 329,2026-07-11,c572daedf2012a49,Mario Bautista,win_by_decision,260.0,0.2190765082574992,0.2918530404567718,0.0727765321992726,1,10.0,26.0,0.01948882524783791,2.8091411812411198,7.303767071226912,576.5644969396533
method,0.03,Oklahoma City,2026-07-18,307ea95ad7ebe466,Dione Barbosa,win_by_decision,215.0,0.2691497873022918,0.3278576731681824,0.0587078858658905,0,10.0,-10.0,0.015233335106871838,2.1594693296457574,-2.1594693296457574,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,3bd159c1bed14700,Austin Bashi,win_by_decision,215.0,0.2722768712942471,0.3536951541900635,0.0814182828958163,0,10.0,-10.0,0.053088249162186026,7.52576143215132,-7.52576143215132,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,3bd159c1bed14700,Jose Delgado,win_by_decision,410.0,0.1681710087405643,0.200833573937416,0.0326625651968517,1,10.0,41.0,0.005914933434346709,0.8384977582883963,3.4378408089824246,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,410e6b9e01660b35,Alden Coria,win_by_decision,265.0,0.2385063247311103,0.2914952933788299,0.0529889686477196,1,10.0,26.5,0.02413502672933176,3.42136831012543,9.06662602183239,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,52ddf20a10890b41,Fatima Kline,win_by_decision,-172.0,0.5441064169092318,0.6257866621017456,0.0816802451925138,1,10.0,5.813953488372094,0.0,0.0,0.0,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,52ddf20a10890b41,Tabatha Ricci,win_by_decision,575.0,0.1274736825144798,0.1619086861610412,0.0344350036465614,0,10.0,-10.0,0.016153675058613596,2.2899362224627766,-2.2899362224627766,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,701c97405da76603,Kamaru Usman,win_by_decision,423.0,0.1640550662548102,0.1948561519384384,0.0308010856836281,0,10.0,-10.0,0.0045148166992985605,0.6400179686659445,-0.6400179686659445,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,9e525f939fba3e73,Damien Anderson,win_by_decision,333.0,0.1906510631855345,0.2551506161689758,0.0644995529834412,0,10.0,-10.0,0.03147212252602558,4.461471034215423,-4.461471034215423,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,c64c6ba6eb1e1d06,Tommy McMillen,win_by_ko_tko_dq,253.0,0.2453634383840809,0.2900627851486206,0.0446993467645396,1,10.0,25.299999999999997,0.009455190345703825,1.3403626595399534,3.391117528636082,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,f2abca7379982d4f,Chase Hooper,win_by_decision,310.0,0.211840062495802,0.2777414619922638,0.0659013994964617,0,10.0,-10.0,0.04475483682847791,6.3444214156885845,-6.3444214156885845,567.0378323579606
method,0.03,Oklahoma City,2026-07-18,f2eb569176e46edf,Seokhyeon Ko,win_by_decision,138.0,0.3632440487740513,0.4120126962661743,0.048768647492123,0,10.0,-10.0,0.0,0.0,-0.0,567.0378323579606
method,0.05,Freedom 250,2026-06-14,00e8d4b961a65d21,Bo Nickal,win_by_ko_tko_dq,205.0,0.2743624722365904,0.3929781317710876,0.1186156595344972,1,10.0,20.5,0.09686990336674009,12.108737920842511,24.822912737727147,500.0
method,0.05,Freedom 250,2026-06-14,127ba4a1ccb3d4a6,Diego Lopes,win_by_ko_tko_dq,265.0,0.230363052287103,0.2879490852355957,0.0575860329484926,1,10.0,26.5,0.019250626833933696,2.406328354241712,6.376770138740537,500.0
method,0.05,Freedom 250,2026-06-14,30cdb851f6c63444,Josh Hokit,win_by_ko_tko_dq,-110.0,0.4378359773743156,0.5786570906639099,0.1408211132895943,1,10.0,9.09090909090909,0.1151798903942108,14.39748629927635,13.088623908433044,500.0
method,0.05,Freedom 250,2026-06-14,7208e40818401e88,Ilia Topuria,win_by_decision,1200.0,0.0646866081809534,0.1280408352613449,0.0633542270803915,0,10.0,-10.0,0.05537757153312365,6.922196441640456,-6.922196441640456,500.0
method,0.05,Vegas 119,2026-06-20,33afdd7ad43a2756,Kyoji Horiguchi,win_by_decision,325.0,0.2007264836354836,0.2537969052791595,0.0530704216436759,0,10.0,-10.0,0.024195953057362416,3.2505212951207394,-3.2505212951207394,537.3661103432603
method,0.05,Vegas 119,2026-06-20,3b4803afa824fea3,Mitch Raposo,win_by_decision,260.0,0.2454203851573508,0.3106938600540161,0.0652734748966652,1,10.0,26.0,0.045576113920945405,6.122764765564938,15.91918839046884,537.3661103432603
method,0.05,Vegas 119,2026-06-20,afc021700481ac4e,Navajo Stirling,win_by_ko_tko_dq,105.0,0.4084714812553079,0.5444040298461914,0.1359325485908835,1,10.0,10.5,0.11050310589018328,14.8451560482643,15.587413850677516,537.3661103432603
method,0.05,Baku,2026-06-27,809814f03ff3140c,Matheus Camilo,win_by_decision,475.0,0.1455599920598808,0.2181067019701004,0.0725467099102196,0,10.0,-10.0,0.0534975865953847,7.564855539692455,-7.564855539692455,565.6221912892859
method,0.05,UFC 329,2026-07-11,7765e5e779dd7dc9,Nikita Krylov,win_by_ko_tko_dq,300.0,0.1943009304757982,0.264590322971344,0.0702893924955457,0,10.0,-10.0,0.019453763961791992,2.7140789217047736,-2.7140789217047736,558.0573357495934
method,0.05,UFC 329,2026-07-11,989760fa75321d69,Max Holloway,win_by_decision,250.0,0.2413812227763533,0.3328777253627777,0.0914965025864243,0,10.0,-10.0,0.06602881550788879,9.211966216258464,-9.211966216258464,558.0573357495934
method,0.05,UFC 329,2026-07-11,c572daedf2012a49,Mario Bautista,win_by_decision,260.0,0.2190765082574992,0.2918530404567718,0.0727765321992726,1,10.0,26.0,0.01948882524783791,2.718970473674459,7.069323231553593,558.0573357495934
method,0.05,Oklahoma City,2026-07-18,307ea95ad7ebe466,Dione Barbosa,win_by_decision,215.0,0.2691497873022918,0.3278576731681824,0.0587078858658905,0,10.0,-10.0,0.015233335106871838,2.1067725830001054,-2.1067725830001054,553.2006138431838
method,0.05,Oklahoma City,2026-07-18,3bd159c1bed14700,Austin Bashi,win_by_decision,215.0,0.2722768712942471,0.3536951541900635,0.0814182828958163,0,10.0,-10.0,0.053088249162186026,7.342113006095299,-7.342113006095299,553.2006138431838
method,0.05,Oklahoma City,2026-07-18,410e6b9e01660b35,Alden Coria,win_by_decision,265.0,0.2385063247311103,0.2914952933788299,0.0529889686477196,1,10.0,26.5,0.02413502672933176,3.337877900446994,8.845376436184534,553.2006138431838
method,0.05,Oklahoma City,2026-07-18,52ddf20a10890b41,Fatima Kline,win_by_decision,-172.0,0.5441064169092318,0.6257866621017456,0.0816802451925138,1,10.0,5.813953488372094,0.0,0.0,0.0,553.2006138431838
method,0.05,Oklahoma City,2026-07-18,9e525f939fba3e73,Damien Anderson,win_by_decision,333.0,0.1906510631855345,0.2551506161689758,0.0644995529834412,0,10.0,-10.0,0.03147212252602558,4.352599375086311,-4.352599375086311,553.2006138431838
method,0.05,Oklahoma City,2026-07-18,f2abca7379982d4f,Chase Hooper,win_by_decision,310.0,0.211840062495802,0.2777414619922638,0.0659013994964617,0,10.0,-10.0,0.04475483682847791,6.189600801491377,-6.189600801491377,553.2006138431838
method,0.075,Freedom 250,2026-06-14,00e8d4b961a65d21,Bo Nickal,win_by_ko_tko_dq,205.0,0.2743624722365904,0.3929781317710876,0.1186156595344972,1,10.0,20.5,0.09686990336674009,12.108737920842511,24.822912737727147,500.0
method,0.075,Freedom 250,2026-06-14,30cdb851f6c63444,Josh Hokit,win_by_ko_tko_dq,-110.0,0.4378359773743156,0.5786570906639099,0.1408211132895943,1,10.0,9.09090909090909,0.1151798903942108,14.39748629927635,13.088623908433044,500.0
method,0.075,Vegas 119,2026-06-20,afc021700481ac4e,Navajo Stirling,win_by_ko_tko_dq,105.0,0.4084714812553079,0.5444040298461914,0.1359325485908835,1,10.0,10.5,0.11050310589018328,14.860223873390462,15.603235067059986,537.9115366461602
method,0.075,UFC 329,2026-07-11,989760fa75321d69,Max Holloway,win_by_decision,250.0,0.2413812227763533,0.3328777253627777,0.0914965025864243,0,10.0,-10.0,0.06602881550788879,9.136981185585851,-9.136981185585851,553.5147717132203
method,0.075,Oklahoma City,2026-07-18,3bd159c1bed14700,Austin Bashi,win_by_decision,215.0,0.2722768712942471,0.3536951541900635,0.0814182828958163,0,10.0,-10.0,0.053088249162186026,7.225015945472843,-7.225015945472843,544.3777905276345
method,0.075,Oklahoma City,2026-07-18,52ddf20a10890b41,Fatima Kline,win_by_decision,-172.0,0.5441064169092318,0.6257866621017456,0.0816802451925138,1,10.0,5.813953488372094,0.0,0.0,0.0,544.3777905276345
method,0.1,Freedom 250,2026-06-14,00e8d4b961a65d21,Bo Nickal,win_by_ko_tko_dq,205.0,0.2743624722365904,0.3929781317710876,0.1186156595344972,1,10.0,20.5,0.09686990336674009,12.108737920842511,24.822912737727147,500.0
method,0.1,Freedom 250,2026-06-14,30cdb851f6c63444,Josh Hokit,win_by_ko_tko_dq,-110.0,0.4378359773743156,0.5786570906639099,0.1408211132895943,1,10.0,9.09090909090909,0.1151798903942108,14.39748629927635,13.088623908433044,500.0
method,0.1,Vegas 119,2026-06-20,afc021700481ac4e,Navajo Stirling,win_by_ko_tko_dq,105.0,0.4084714812553079,0.5444040298461914,0.1359325485908835,1,10.0,10.5,0.11050310589018328,14.860223873390462,15.603235067059986,537.9115366461602
