feature,mean_abs_shap
age_diff,0.2525414
elo_diff,0.08365728
str_def_diff,0.076661095
avg_opponent_elo_diff,0.07554689
striking_edge,0.07248082
ko_recovery_gap,0.069174364
ewm_days_since_last_fight_diff,0.059225086
reach_diff,0.054655213
ewm_decision_win_rate_diff,0.053951588
ewm_win_streak_diff,0.05225755
ewm_recent_avg_fight_time_diff,0.047008414
striking_edge_x_avg_opp_elo,0.043989502
best_win_elo_diff,0.042811353
recent_form_recent_finish_rate_diff,0.042526294
aggression_index_diff,0.040870603
chin_risk_diff,0.040108055
ewm_str_def_diff,0.039048098
wrestling_mismatch_x_avg_opp_elo,0.036379494
ewm_losses_diff,0.032003716
finish_volatility,0.031403396
recent_form_avg_fight_time_diff,0.029557848
ewm_elo_diff,0.027713042
ewm_sapm_diff,0.027653472
weight_diff,0.0273579
ewm_ctrl_against_per_min_diff,0.025730362
recent_form_ctrl_against_per_min_diff,0.025172738
striking_edge_x_ewm_avg_opp_elo,0.025032284
ewm_td_acc_diff,0.024440074
ewm_recent_finish_rate_diff,0.02393507
age_x_career_ko_losses_diff,0.022273462
pressure_striking_adv_diff,0.021988004
submission_mismatch_x_avg_opp_elo,0.021086564
recent_form_kd_avg_diff,0.020601284
recent_form_str_acc_diff,0.020369958
ewm_recent_sapm_diff,0.019860346
str_acc_diff,0.019411435
submission_mismatch_diff,0.01931069
recent_form_kd_absorbed_avg_diff,0.019092351
wrestling_mismatch_diff,0.018190792
grappling_edge_x_avg_opp_elo,0.018065762
ewm_fights_diff,0.01751118
older_fighter_career_ko_losses,0.017341208
ewm_recent_splm_diff,0.016707703
ewm_best_win_elo_diff,0.016484078
ewm_recent_td_avg_diff,0.015417571
recent_form_recent_win_pct_diff,0.015329788
sub_avg_diff,0.014875445
td_acc_diff,0.014766263
ewm_kd_avg_diff,0.014512163
win_pct_diff,0.014156988
ewm_str_acc_diff,0.013905363
recent_form_recent_td_avg_diff,0.013323132
recent_form_decision_loss_rate_diff,0.012772934
decision_win_rate_diff,0.012589319
ewm_recent_win_pct_diff,0.012079134
recent_form_days_since_last_fight_diff,0.01187307
td_avg_diff,0.011867446
recent_form_recent_splm_diff,0.0116201695
sapm_diff,0.011571085
recent_form_win_streak_diff,0.011541325
ewm_decision_loss_rate_diff,0.011437383
ctrl_per_min_diff,0.011342774
reach_striking_combo,0.011311891
ewm_ctrl_per_min_diff,0.011093212
recent_form_best_win_elo_diff,0.010835241
recent_form_ko_rate_diff,0.010735542
recent_splm_diff,0.010376085
ewm_kd_absorbed_avg_diff,0.010238982
recent_form_sapm_diff,0.009734462
grappling_edge_x_ewm_avg_opp_elo,0.0097044
ewm_worst_loss_elo_diff,0.009601833
recent_form_recent_sapm_diff,0.009571535
recent_form_td_acc_diff,0.009568002
kd_avg_diff,0.0092955725
recent_td_avg_diff,0.00917441
recent_form_avg_opponent_elo_diff,0.009012135
ewm_td_avg_diff,0.008213556
ctrl_against_per_min_diff,0.008058404
days_since_last_fight_diff,0.0077703316
ewm_sub_win_rate_diff,0.007669298
experience_ratio_diff,0.007633792
ewm_sub_avg_diff,0.007585142
ewm_win_pct_diff,0.0073586027
recent_form_str_def_diff,0.0073191943
recent_form_finish_loss_rate_diff,0.0072839865
ewm_avg_fight_time_diff,0.007264526
kd_absorbed_avg_diff,0.007260669
recent_form_loss_streak_diff,0.007247785
recent_form_recent_avg_fight_time_diff,0.0070625218
ewm_wins_diff,0.006979364
ewm_ko_rate_diff,0.006947929
avg_fight_time_diff,0.006852621
recent_form_ctrl_per_min_diff,0.0068497355
wrestling_pressure_vs_defense,0.006568094
ewm_finish_rate_diff,0.0065583712
splm_diff,0.006525687
recent_form_sub_win_rate_diff,0.006477461
ewm_finish_loss_rate_diff,0.0064407154
td_def_diff,0.005840042
ewm_td_def_diff,0.005803102
worst_loss_elo_diff,0.005755929
recent_form_elo_diff,0.0057059964
recent_form_sub_avg_diff,0.0056845034
wins_diff,0.005682606
ko_rate_diff,0.005639952
recent_avg_fight_time_diff,0.005619438
recent_form_losses_diff,0.0055642165
recent_form_td_def_diff,0.005555856
recent_form_splm_diff,0.0049746125
win_streak_diff,0.0047217375
days_since_last_ko_loss_diff,0.0046957135
recent_form_wins_diff,0.0044013793
recent_sapm_diff,0.0043079522
grappling_edge,0.004208945
sub_win_rate_diff,0.0041608377
recent_form_decision_win_rate_diff,0.0038571986
losses_diff,0.003780025
ewm_loss_streak_diff,0.0036705022
ewm_avg_opponent_elo_diff,0.0035959105
decision_loss_rate_diff,0.003536536
ewm_splm_diff,0.0032603506
recent_form_worst_loss_elo_diff,0.0031953978
height_diff,0.0028491106
finish_loss_rate_diff,0.0027904967
max_career_ko_losses,0.0024620688
finish_rate_diff,0.0023865937
recent_form_td_avg_diff,0.0020224017
recent_form_finish_rate_diff,0.0015929844
recent_ko_losses_3_diff,0.0015357785
fights_diff,0.0014012124
recent_finish_rate_diff,0.0010433369
loss_streak_diff,0.0009607837
last_fight_ko_loss_diff,0.000923105
recent_form_fights_diff,0.0008134524
career_ko_losses_diff,0.00023701691
recent_form_win_pct_diff,0.00016414766
recent_win_pct_diff,2.5680923e-05
