fold,feature,n,spearman_value_vs_shap,q25_value,q75_value,low_quartile_mean_shap,high_quartile_mean_shap,high_minus_low_shap,mean_abs_shap
2021,diff_profile_reach,994,0.8830747891104685,-5.0800000000000125,5.0800000000000125,-0.05111964473136417,0.0343178086252959,0.08543745335666006,0.029060581627220358
2021,diff_hist_d730_total_str_landed_per15_mean,722,-0.7417756774835751,-27.36751056643499,27.36751056643499,0.029475396627673456,-0.03368021363587999,-0.06315561026355344,0.031704505755555744
2021,diff_hist_career_td_attempted_per15_mean,770,0.9193485604684669,-1.7053880626008313,1.7053880626008313,-0.032811074276392016,0.03714489860585625,0.06995597288224827,0.027595225529210014
2021,diff_hist_career_td_landed_per15_mean,770,0.8864410772904249,-0.7685381079692795,0.7685381079692795,-0.0416444102235843,0.04870571201869861,0.09035012224228291,0.02578882838587289
2021,diff_hist_career_distance_landed_per15_std,770,0.778689551623365,-11.286381932341522,11.286381932341522,-0.009999347014661512,0.019534437275380668,0.029533784290042178,0.014408420778466267
2021,diff_hist_d730_elapsed_seconds_mean,722,0.878535121661509,-482.59375,482.59375,-0.026081379312630847,0.018493179931660383,0.044574559244291226,0.018477911355329932
2021,opp_hist_f3_distance_acc_mean,868,-0.842322288662049,0.35981884743763115,0.4929957755459907,0.009952729902646508,-0.03870615127929894,-0.048658881181945446,0.023841542109588488
2021,self_hist_f3_distance_acc_mean,868,0.7548823630419051,0.35981884743763115,0.4929957755459907,-0.008318101427161611,0.028662161450953252,0.036980262878114865,0.019389366324398718
2021,diff_hist_d730_rounds_observed_mean,722,0.8995586708746405,-0.7458333333333333,0.7458333333333333,-0.04218434878928556,0.02772374330242859,0.06990809209171414,0.02717497017899034
2021,diff_hist_f3_body_landed_per15_mean,770,0.7782758485366644,-4.6477192685504765,4.6477192685504765,-0.01910809926457047,0.013808455918987952,0.03291655518355842,0.016023053595487804
2021,opp_hist_f3_r1_distance_attempted_std,868,0.7808217694306554,4.534545424246463,18.504314804110383,-0.01257873316454242,0.01758776158566505,0.03016649475020747,0.014456748618789378
2021,diff_hist_d730_r1_distance_attempted_mean,722,0.8675826832116309,-17.125,17.125,-0.012148267422283058,0.02138317447896656,0.03353144190124962,0.013902025285110501
2021,diff_hist_f1_r2_minus_r1_ctrl_sec_mean,432,-0.893725208247675,-46.25,46.25,0.03200686910983037,-0.036802857286400266,-0.06880972639623063,0.026969577677475712
2021,opp_hist_career_ground_attempted_per15_mean,868,-0.722769028184561,2.555825478164168,15.015994125451362,0.008214478964664144,-0.017775366087079324,-0.025989845051743468,0.012312499816511481
2021,self_hist_f3_r1_distance_attempted_std,868,-0.7870013518965183,4.534545424246463,18.504314804110383,0.007366181915617346,-0.027544109210852655,-0.034910291126470004,0.01556477666049788
2021,diff_profile_stance_southpaw,994,0.8186667949276638,0.0,0.0,-0.00452823791590468,0.0031874014223297656,0.0077156393382344455,0.007972525437654115
2021,self_hist_f3_r2_minus_r1_ctrl_sec_mean,810,-0.5150525685647827,-20.625,19.916666666666668,0.007336090595273329,-0.02644042424949946,-0.03377651484477279,0.012943846628071316
2021,opp_hist_career_r2_minus_r1_sig_str_landed_mean,823,-0.43514639082486123,-3.5,4.708333333333334,0.013790748042083578,-0.005113690653567211,-0.01890443869565079,0.008223741772961198
2021,diff_hist_f3_distance_acc_std,770,-0.5341216540283712,-0.054956097890100815,0.054956097890100815,0.023083992713942902,-0.021208474827063853,-0.044292467541006755,0.011517190420574905
2021,self_hist_f3_r2_minus_r1_sig_str_attempted_std,810,-0.7172912782659286,0.0,15.0,0.004423678753522747,-0.025513596356558126,-0.029937275110080874,0.01015670215955326
2021,opp_hist_f3_r2_minus_r1_ctrl_sec_mean,810,0.2676936087451312,-20.625,19.916666666666668,-0.004168828235929969,0.013841772185044428,0.018010600420974396,0.007841963685235515
2021,opp_hist_d730_r3_minus_r1_clinch_attempted_mean,673,-0.5733010153913408,-2.0,1.5,0.011507740852589897,-0.01353459325752088,-0.025042334110110778,0.013250185022432285
2021,opp_hist_f3_sig_str_attempted_per15_std,868,0.6201923436466888,10.587306238925036,44.11993607331736,-0.007296260250496253,0.01897402611842233,0.02627028636891858,0.009006482374539609
2022,diff_profile_age,1012,-0.9807801173721428,-3.648870636550307,3.648870636550307,0.23914746610307883,-0.2320837334917468,-0.4712311995948256,0.17854253732366487
2022,self_profile_reach,1012,0.5738359175298126,172.72,190.5,0.07795430336773279,0.14145767220502925,0.06350336883729646,0.11069160057765545
2022,opp_profile_reach,1012,-0.7092703620347308,172.72,190.5,-0.06649732359255722,-0.13462572736251685,-0.06812840376995963,0.09689285458671112
2022,opp_profile_age,1012,0.8660057351701839,28.625598904859686,34.03148528405202,-0.04407801457750703,0.11567897329062928,0.1597569878681363,0.0569685581581379
2022,self_profile_age,1012,-0.9567740075244446,28.625598904859686,34.03148528405202,0.049324108884033005,-0.11795920475320083,-0.16728331363723384,0.056857176084039646
2022,diff_profile_weight,1012,0.7699713300458759,0.0,0.0,-0.015889572508389155,0.01957561672030536,0.035465189228694516,0.03551627071539245
2022,diff_hist_f3_ground_attempts_per_control_min_std,750,0.846439473032946,-2.9969330327939967,2.9969330327939967,-0.03409416482664962,0.031370103666360706,0.06546426849301032,0.02821543017549751
2022,diff_profile_reach,1012,0.8770364210590195,-5.0800000000000125,5.0800000000000125,-0.05716798108652733,0.03673906123974719,0.09390704232627452,0.03393506735849197
2022,diff_hist_d730_total_str_landed_per15_mean,768,-0.7635051638372867,-24.243447628422476,24.243447628422476,0.03525787135004066,-0.02782858765082589,-0.06308645900086655,0.031009060223216995
2022,diff_hist_career_td_attempted_per15_mean,798,0.9403852421695098,-1.787483611878399,1.787483611878399,-0.028690958991646767,0.037344328337349,0.06603528732899577,0.026089014161178575
2022,diff_hist_career_td_landed_per15_mean,798,0.9279537416837292,-0.684611761458673,0.684611761458673,-0.040573912181425836,0.02747016433044337,0.06804407651186921,0.020712448985950163
2022,diff_hist_career_distance_landed_per15_std,798,0.8186189241740051,-11.986536836522454,11.986536836522454,-0.033730442626401784,0.02908126559574157,0.06281170822214335,0.028858433279907916
2022,diff_hist_d730_elapsed_seconds_mean,768,0.8979952963423343,-443.49999999999994,443.49999999999994,-0.033092425408540294,0.03352678269341899,0.06661920810195929,0.025202689899420722
2022,opp_hist_f3_distance_acc_mean,895,-0.8390820883456416,0.37755626734206904,0.5025872127847627,0.006996674739119564,-0.021245622049069164,-0.02824229678818873,0.013269950718652748
2022,self_hist_f3_distance_acc_mean,895,0.7827482004656798,0.37755626734206904,0.5025872127847627,-0.00760664904425669,0.027901476278202608,0.0355081253224593,0.018447728049238967
2022,diff_hist_d730_rounds_observed_mean,768,0.9101571607214456,-0.6666666666666665,0.6666666666666665,-0.011100215859221461,0.016613352903877627,0.02771356876309909,0.010137533652444594
2022,diff_hist_f3_body_landed_per15_mean,798,0.7597085000885192,-4.72854285261577,4.72854285261577,-0.0092053758649854,0.009424360254779458,0.01862973611976486,0.009256227516214991
2022,opp_hist_f3_r1_distance_attempted_std,895,0.7781989675342262,4.944081247664124,17.97528743235968,-0.010373511781965914,0.012298704000256424,0.022672215782222338,0.01090764459744473
2022,diff_hist_d730_r1_distance_attempted_mean,768,0.8829411799171047,-14.75,14.75,-0.011604395809020692,0.02063862537033856,0.03224302117935925,0.013311117230538608
2022,diff_hist_f1_r2_minus_r1_ctrl_sec_mean,470,-0.9070431152237348,-44.5,44.5,0.022430808251818358,-0.022155090925773068,-0.044585899177591426,0.01783304363185728
2022,opp_hist_career_ground_attempted_per15_mean,895,-0.7001464892722734,2.946061203497343,14.841073017952024,0.011735223745095677,-0.02293591996671499,-0.03467114371181067,0.01672689412049325
2022,self_hist_f3_r1_distance_attempted_std,895,-0.7939336809144184,4.944081247664124,17.97528743235968,0.017819385380010187,-0.026411174917094677,-0.044230560297104864,0.020581971173949914
2022,diff_profile_stance_southpaw,1012,0.7938767517122973,0.0,0.0,-0.002117042483051867,0.0037785557905268977,0.005895598273578765,0.006525794407474742
2022,self_hist_f3_r2_minus_r1_ctrl_sec_mean,845,-0.8291052497251289,-20.0,21.0,0.007581945507630497,-0.028664957640910736,-0.03624690314854123,0.011980531109702227
2022,opp_hist_career_r2_minus_r1_sig_str_landed_mean,854,-0.45681355907873167,-3.0,5.0,0.04004252267243192,-0.012106543514792891,-0.05214906618722481,0.021086972643047642
2022,diff_hist_f3_distance_acc_std,798,-0.3709850420721654,-0.04901838659170882,0.04901838659170882,0.018326771047868534,-0.015451391321330448,-0.033778162369198984,0.009935315648347074
2022,self_hist_f3_r2_minus_r1_sig_str_attempted_std,845,-0.8510180713861368,0.0,16.33673433979046,0.004755365900049548,-0.031841676928243544,-0.03659704282829309,0.010975487429453005
2022,opp_hist_f3_r2_minus_r1_ctrl_sec_mean,845,0.5252178877680195,-20.0,21.0,-0.0066943211659406116,0.02307101666057487,0.02976533782651548,0.011370213582788693
2022,opp_hist_d730_r3_minus_r1_clinch_attempted_mean,727,-0.5890398152782048,-1.5,1.5,0.01234394945594373,-0.008136104345605306,-0.020480053801549037,0.009132678011938945
2022,opp_hist_f3_sig_str_attempted_per15_std,895,0.5048975778814887,11.378159785259868,46.20219622607389,-0.0061730313175952945,0.027173032845374628,0.033346064162969924,0.011874857073912837
2023,diff_profile_age,1008,-0.9855214038026057,-3.5188227241615317,3.5188227241615317,0.22647979471182067,-0.2228523279939379,-0.44933212270575856,0.16779161995047673
2023,self_profile_reach,1008,0.5801950396731048,172.72,190.5,0.07392725935342777,0.11461736535681273,0.04069010600338496,0.08648110642134847
2023,opp_profile_reach,1008,-0.4554274264149102,172.72,190.5,-0.086000406768803,-0.1306796345526158,-0.04467922778381281,0.09889922518235085
2023,opp_profile_age,1008,0.8404620581118578,28.533196440793976,34.05749486652977,-0.04857446318344465,0.12172314112207719,0.17029760430552182,0.06083431592626059
2023,self_profile_age,1008,-0.8140379094067577,28.533196440793976,34.05749486652977,0.047210093912860705,-0.11920441599887988,-0.1664145099117406,0.059116592115912234
2023,diff_profile_weight,1008,0.7287635791729532,0.0,0.0,-0.0180381893581441,0.01635741447570423,0.034395603833848334,0.03435072617173593
2023,diff_hist_f3_ground_attempts_per_control_min_std,718,0.8438021861427553,-2.8690758634998588,2.8690758634998588,-0.0331739608819286,0.04121227880111999,0.07438623968304858,0.03285202667266934
2023,diff_profile_reach,1008,0.8904826660180777,-5.0800000000000125,5.0800000000000125,-0.03454950816346614,0.05083189570071473,0.08538140386418087,0.029500491664654713
2023,diff_hist_d730_total_str_landed_per15_mean,708,-0.7703170623127629,-24.755286097607318,24.755286097607318,0.009212945509007421,-0.020204079284800985,-0.029417024793808408,0.01427440149239317
2023,diff_hist_career_td_attempted_per15_mean,752,0.8745857320357155,-1.8775648667246485,1.8775648667246485,-0.024953014440240062,0.030730405222981216,0.05568341966322128,0.023629481698159732
2023,diff_hist_career_td_landed_per15_mean,752,0.9502859413966142,-0.8045937833839689,0.8045937833839689,-0.036028190877565994,0.029412327284746347,0.06544051816231233,0.020301394112546868
2023,diff_hist_career_distance_landed_per15_std,752,0.8339544155328156,-12.028246267599744,12.028246267599744,-0.032090562207505426,0.019052055634637462,0.051142617842142885,0.023559653431491707
2023,diff_hist_d730_elapsed_seconds_mean,708,0.871795110933646,-416.65,416.65,-0.016188923208342896,0.007638216513277447,0.023827139721620344,0.00945652748433752
2023,opp_hist_f3_distance_acc_mean,866,-0.7676279936583763,0.3873245687384922,0.5096458126448197,0.010495842958066595,-0.0306343591917272,-0.04113020214979379,0.021899370508479933
2023,self_hist_f3_distance_acc_mean,866,0.8964034639905707,0.3873245687384922,0.5096458126448197,-0.007685976936632107,0.026622424474618305,0.03430840141125041,0.015565349931874922
2023,diff_hist_d730_rounds_observed_mean,708,0.8916197621199679,-0.6666666666666665,0.6666666666666665,-0.011679135756771807,0.01232774593166311,0.024006881688434917,0.009193791605836034
2023,diff_hist_f3_body_landed_per15_mean,752,0.6900065243891071,-4.612523333592595,4.612523333592595,-0.012236190496007614,0.010445050511291212,0.022681241007298826,0.01217442085660568
2023,opp_hist_f3_r1_distance_attempted_std,866,0.7008943997563298,4.49768439080801,18.895837825301875,-0.004804995135437163,0.006224605567862756,0.011029600703299919,0.00611726182038439
2023,diff_hist_d730_r1_distance_attempted_mean,708,0.7967520774313569,-16.041666666666668,16.041666666666668,-0.018850355813579665,0.011878168288326302,0.030728524101905966,0.014261147644917354
2023,diff_hist_f1_r2_minus_r1_ctrl_sec_mean,462,-0.91903708354925,-52.5,52.5,0.01793627611136642,-0.021579806608597523,-0.039516082719963944,0.015213031931558535
2023,opp_hist_career_ground_attempted_per15_mean,866,-0.7136768137775472,2.499812377894383,15.524521205961756,0.003917857861867355,-0.009052046711990086,-0.012969904573857442,0.0065046083674105805
2023,self_hist_f3_r1_distance_attempted_std,866,-0.7700702703631079,4.49768439080801,18.895837825301875,0.004569008802643157,-0.004037419058305259,-0.008606427860948417,0.004229318599280359
2023,diff_profile_stance_southpaw,1008,0.8094647278663252,0.0,0.0,-0.004303442188746252,0.0061844575553635485,0.0104878997441098,0.010672423199557959
2023,self_hist_f3_r2_minus_r1_ctrl_sec_mean,796,-0.837469741620298,-26.541666666666668,22.625,0.006891841066523862,-0.020946255503204798,-0.02783809656972866,0.009449831654019912
2023,opp_hist_career_r2_minus_r1_sig_str_landed_mean,811,-0.19244997432175695,-3.0,5.2153846153846155,0.023088308166535128,-0.0037555612339534947,-0.02684386940048862,0.010891771409086396
2023,diff_hist_f3_distance_acc_std,752,-0.44678176140474746,-0.05120528462590563,0.05120528462590563,0.016267161548773616,-0.014584888989508939,-0.030852050538282556,0.008268678768159744
2023,self_hist_f3_r2_minus_r1_sig_str_attempted_std,796,-0.7563855490549534,0.0,17.5140646940879,0.005926742347911363,-0.03802264488334931,-0.04394938723126068,0.014140961474738138
2023,opp_hist_f3_r2_minus_r1_ctrl_sec_mean,796,0.2806056853215527,-26.541666666666668,22.625,-0.003876206117574519,0.015489071215638639,0.01936527733321316,0.007807498123852452
2023,opp_hist_d730_r3_minus_r1_clinch_attempted_mean,688,-0.7497673138570564,-1.0,2.0,0.0056987109907735214,-0.009728009928291464,-0.015426720919064985,0.00824922053508872
2023,opp_hist_f3_sig_str_attempted_per15_std,866,0.6286202392524175,12.336868184993284,48.82017890794746,-0.002226967941663842,0.013318194892935557,0.0155451628345994,0.0046121794800831955
