fold,feature,bin,n,value_min,value_median,value_max,mean_signed_shap,mean_abs_shap,empirical_win_rate
2021,diff_hist_d730_rounds_observed_mean,4,76,-0.5,-0.3666666666666667,-0.16666666666666652,-0.03057835081984338,0.030602893522499425,0.4605263157894737
2021,diff_hist_d730_rounds_observed_mean,5,130,-0.10000000000000009,0.0,0.0,-0.006664421593842025,0.006781474869841567,0.5
2021,diff_hist_d730_rounds_observed_mean,6,11,0.04999999999999982,0.10000000000000009,0.16666666666666652,-0.009197872470725666,0.009197872470725666,0.5454545454545454
2021,diff_hist_d730_rounds_observed_mean,7,71,0.19999999999999996,0.4285714285714284,0.5,0.015048213270706006,0.016087702731683876,0.5352112676056338
2021,diff_hist_d730_rounds_observed_mean,8,119,0.6000000000000001,1.0,1.0,0.02747957095378587,0.02747957095378587,0.5210084033613446
2021,diff_hist_d730_rounds_observed_mean,9,28,1.0833333333333333,1.25,1.3333333333333333,0.02977686930846955,0.02977686930846955,0.5357142857142857
2021,diff_hist_d730_rounds_observed_mean,10,70,1.3333333333333335,2.0,3.5,0.027149801874267205,0.027149801874267205,0.5142857142857142
2021,diff_hist_f3_body_landed_per15_mean,1,77,-145.5477292202228,-14.95833732401111,-10.467123287671233,-0.018667469925984934,0.018667469925984934,0.5974025974025974
2021,diff_hist_f3_body_landed_per15_mean,2,77,-10.4,-7.853691275167785,-6.231249999999999,-0.019850465868200575,0.019850465868200575,0.5194805194805194
2021,diff_hist_f3_body_landed_per15_mean,3,77,-6.2156224768814,-4.664244725950692,-3.7520356048445933,-0.018779140497956957,0.018779140497956957,0.5064935064935064
2021,diff_hist_f3_body_landed_per15_mean,4,77,-3.668197304559662,-2.604185221937066,-1.7214394530179762,-0.01781874094400313,0.01781874094400313,0.5194805194805194
2021,diff_hist_f3_body_landed_per15_mean,5,77,-1.7131668875166612,-0.9093841642228733,-0.01924485053079472,-0.014135268545564409,0.014185805135261412,0.45454545454545453
2021,diff_hist_f3_body_landed_per15_mean,6,77,0.01924485053079472,0.9093841642228733,1.7131668875166612,0.014429092594700587,0.014429092594700587,0.5454545454545454
2021,diff_hist_f3_body_landed_per15_mean,7,77,1.7214394530179762,2.604185221937066,3.668197304559662,0.014467677954197317,0.014467677954197317,0.4805194805194805
2021,diff_hist_f3_body_landed_per15_mean,8,77,3.7520356048445933,4.664244725950692,6.2156224768814,0.014620157279219333,0.014620157279219333,0.4935064935064935
