feature,folds,mean_gain,mean_abs_shap,median_shap_rank,top100_folds
diff_hist_career_clinch_attempt_share_mean,4,3.9683871269226074,0.0018922927847597748,303.0,0
diff_hist_career_r3_ground_attempted_std,4,4.462942838668823,0.0018889574421336874,368.0,0
self_hist_career_td_attempted_per15_std,4,5.26032567024231,0.0018803277489496395,398.0,0
diff_hist_career_r1_sig_str_attempted_mean,4,4.455258846282959,0.001872614142484963,352.5,0
self_hist_career_r2_clinch_attempted_mean,4,4.945521950721741,0.0018676105901249684,357.0,0
self_hist_f1_total_str_attempted_per15_mean,4,3.2548673152923584,0.0018649189150892198,468.0,0
opp_hist_career_r3_minus_r1_sig_str_landed_mean,4,3.712324380874634,0.0018558299634605646,363.5,0
opp_hist_f1_sig_str_landed_per15_mean,4,4.44857782125473,0.001853250403655693,459.5,0
opp_hist_f3_clinch_landed_per15_mean,4,4.1425697803497314,0.0018502043967600912,344.5,0
self_hist_f1_leg_acc_mean,4,3.221870183944702,0.0018408464384265244,325.5,0
diff_hist_f3_r1_distance_attempted_mean,4,5.478686809539795,0.001834771450376138,463.0,0
self_hist_f3_r1_clinch_attempted_mean,4,2.544210135936737,0.0018313952023163438,581.5,0
opp_hist_d730_ground_acc_std,4,4.523054361343384,0.0018307733698748052,302.5,0
self_hist_f1_sig_str_landed_per15_mean,4,4.624519050121307,0.0018303833057871088,349.0,0
self_hist_career_ground_acc_std,4,4.735779285430908,0.0018258747259096708,323.0,0
self_hist_f1_leg_landed_per15_mean,4,5.386125445365906,0.0018178403261117637,540.0,0
self_hist_f3_clinch_landed_per15_mean,4,3.172102451324463,0.00181686865107622,551.5,0
diff_hist_f1_leg_attempt_share_mean,4,4.437531113624573,0.0018124964844901115,344.5,0
diff_hist_f1_sig_acc_mean,4,5.407505393028259,0.0018122774345101789,357.0,0
diff_hist_d730_clinch_landed_per15_mean,4,4.047394752502441,0.0018097922147717327,326.0,0
opp_hist_f1_r2_minus_r1_ctrl_sec_mean,4,4.90576446056366,0.001797573859221302,383.0,0
opp_hist_f3_r1_distance_attempted_mean,4,4.048733413219452,0.0017923912382684648,360.5,0
self_hist_f1_leg_attempted_per15_mean,4,6.486281156539917,0.0017911891045514494,338.0,0
self_hist_f1_r2_minus_r1_clinch_attempted_mean,4,5.246892213821411,0.0017881360981846228,440.5,0
opp_hist_career_body_acc_mean,4,3.36588454246521,0.0017835365433711559,357.5,0
self_hist_d730_leg_landed_per15_mean,4,3.3572793006896973,0.0017807326221372932,493.5,0
self_hist_career_r2_td_attempted_mean,4,3.3335437774658203,0.0017734135035425425,627.5,0
opp_hist_career_kd_per100_sig_landed_std,4,4.7355316281318665,0.001770291131833801,288.5,0
self_hist_d730_r2_minus_r1_sig_str_attempted_std,4,4.304186224937439,0.0017641761514823884,370.0,0
opp_hist_f3_total_str_attempted_per15_std,4,4.706426978111267,0.0017629374779062346,493.5,0
self_hist_f3_r3_minus_r1_distance_attempted_std,4,2.870854139328003,0.0017596658144611865,448.5,0
self_hist_d730_sig_str_attempted_per15_std,4,2.349441409111023,0.0017569560441188514,585.0,0
diff_hist_career_body_attempted_per15_std,4,4.863157153129578,0.0017489024394308217,559.0,0
diff_hist_f3_r1_ctrl_sec_std,4,7.214399874210358,0.001746568552334793,307.0,0
opp_hist_career_body_attempt_share_mean,4,5.440892398357391,0.0017456105124438182,401.0,0
opp_hist_d730_r2_sig_str_attempted_std,4,3.6117160320281982,0.0017437435235478915,593.0,0
diff_hist_d730_r1_clinch_attempted_mean,4,4.644100248813629,0.0017410936416126788,315.5,0
opp_hist_career_sig_str_landed_per15_mean,4,2.6800034046173096,0.0017282286426052451,611.0,0
self_hist_d730_r1_sig_str_attempted_mean,4,5.480943918228149,0.0017206395859830081,393.0,0
self_hist_d730_distance_acc_mean,4,5.067631781101227,0.0016912239152588882,276.5,0
diff_hist_f3_r3_minus_r1_sig_str_attempted_std,4,3.698664426803589,0.0016665299190208316,268.0,0
diff_hist_d730_r2_ground_attempted_std,4,2.7574812173843384,0.0016658249078318477,587.5,0
self_hist_d730_r3_ctrl_sec_std,4,5.426383972167969,0.001663160277530551,289.5,0
opp_hist_f3_r1_sig_str_attempted_mean,4,6.204429745674133,0.0016579590737819672,345.5,0
diff_hist_f3_r2_sig_str_landed_mean,4,3.8448245525360107,0.0016547960331081413,543.0,0
opp_hist_career_r3_minus_r1_sig_str_attempted_std,4,4.483327865600586,0.001654785890423227,487.0,0
diff_hist_f3_td_attempted_per15_mean,4,5.08405727148056,0.0016536363254999742,524.5,0
self_hist_career_r3_ground_attempted_mean,4,4.120888352394104,0.001642931609239895,473.0,0
self_hist_career_clinch_attempt_share_mean,4,4.479685425758362,0.0016337505803676322,430.5,0
opp_hist_d730_ground_attempts_per_control_min_mean,4,4.996951341629028,0.0016298232367262244,344.0,0
self_hist_career_distance_acc_std,4,6.194550395011902,0.0016216105141211301,526.0,0
self_hist_f1_r3_minus_r1_sig_str_attempted_mean,4,3.491028368473053,0.0016187631990760565,400.5,0
opp_hist_career_r3_minus_r1_ground_attempted_std,4,3.7560033798217773,0.0016104246606118977,497.5,0
diff_hist_f3_clinch_attempted_per15_std,4,5.446235537528992,0.0016079108463600278,373.0,0
opp_hist_career_td_landed_per15_std,4,4.296382546424866,0.0016035816224757582,480.5,0
diff_hist_career_r3_minus_r1_clinch_attempted_std,4,4.889415502548218,0.0015990035608410835,446.5,0
diff_hist_f3_body_attempt_share_std,4,3.200361907482147,0.0015890307840891182,507.0,0
opp_hist_career_td_attempted_per15_std,4,1.8332632780075073,0.0015881617146078497,677.0,0
opp_profile_weight,4,2.1245073676109314,0.0015864158267504536,423.5,0
diff_hist_career_body_landed_per15_std,4,4.691114962100983,0.0015808718380867504,655.0,0
diff_hist_d730_td_attempted_per15_mean,4,5.671798884868622,0.001580031617777422,348.5,0
self_hist_d730_r3_sig_str_landed_mean,4,4.223140120506287,0.001576547118020244,518.5,0
opp_hist_f1_leg_attempted_per15_mean,4,2.629015266895294,0.0015714391483925283,586.5,0
diff_hist_career_r2_minus_r1_distance_attempted_std,4,4.800618410110474,0.0015674289170419797,492.0,0
self_hist_f3_r1_clinch_attempted_std,4,3.1658074259757996,0.0015610679402016103,356.5,0
diff_hist_d730_distance_acc_mean,4,2.9395973682403564,0.001557991825393401,507.0,0
opp_hist_d730_r1_clinch_attempted_mean,4,4.582306146621704,0.0015559274033876136,388.5,0
diff_hist_f3_r1_clinch_attempted_std,4,3.764683723449707,0.0015527442446909845,407.0,0
self_hist_f1_total_str_landed_per15_mean,4,4.031619727611542,0.0015482219896512106,564.5,0
opp_hist_d730_r3_minus_r1_sig_str_landed_mean,4,5.86025470495224,0.0015468020574189723,491.0,0
diff_hist_d730_kd_per100_sig_landed_std,4,4.11649477481842,0.0015399251133203506,323.0,0
opp_hist_d730_sig_str_attempted_per15_std,4,3.470832049846649,0.001537801930680871,407.0,0
opp_hist_career_leg_landed_per15_mean,4,3.2866230607032776,0.0015320917591452599,335.0,0
self_hist_d730_r3_minus_r1_ctrl_sec_std,4,5.726106882095337,0.0015273074095603079,531.5,0
diff_hist_career_ground_acc_std,4,3.9267477989196777,0.0015247307419485878,412.5,0
opp_hist_d730_r2_minus_r1_ground_attempted_std,4,6.291997134685516,0.0015212385333143175,523.5,0
self_hist_f3_td_acc_mean,4,4.575714826583862,0.0015155951405176893,473.0,0
self_hist_f3_r1_sig_str_attempted_mean,4,3.656500458717346,0.0015093010442797095,436.5,0
opp_hist_d730_head_landed_per15_std,4,5.409187197685242,0.0015047960041556507,356.0,0
self_hist_f3_body_attempt_share_std,4,4.5608513951301575,0.0015012514049885795,440.0,0
self_hist_f1_r2_minus_r1_ctrl_sec_mean,4,3.50304639339447,0.001499603473348543,439.5,0
self_hist_career_r2_minus_r1_sig_str_attempted_mean,4,4.435107588768005,0.0014970976626500487,473.0,0
diff_hist_f3_leg_landed_per15_mean,4,2.7881255745887756,0.0014964226866140962,396.5,0
self_hist_career_r2_ctrl_sec_std,4,4.475370168685913,0.0014948435709811747,426.0,0
diff_hist_career_r1_distance_attempted_mean,4,2.866007447242737,0.001493802119512111,604.0,0
opp_hist_d730_leg_acc_mean,4,5.9249207973480225,0.0014914228740963154,395.0,0
diff_hist_f3_total_str_attempted_per15_mean,4,4.322344541549683,0.0014741029881406575,486.5,0
self_hist_career_r3_ctrl_sec_mean,4,2.9789767265319824,0.001469390990678221,376.5,0
opp_hist_career_r3_td_attempted_std,4,4.9476078152656555,0.0014688970404677093,446.0,0
diff_hist_f1_distance_acc_mean,4,3.361823797225952,0.0014632107049692422,417.0,0
self_hist_d730_ctrl_sec_per15_mean,4,4.814244389533997,0.001461570820538327,388.5,0
opp_hist_f3_r1_ctrl_sec_mean,4,6.059621572494507,0.0014492407208308578,454.0,0
self_hist_d730_r3_ground_attempted_mean,4,6.261217474937439,0.0014486599247902632,344.5,0
diff_hist_f1_head_acc_mean,4,2.64723002910614,0.0014460198290180415,687.0,0
self_hist_career_leg_landed_per15_mean,4,5.003577351570129,0.0014396601764019579,538.0,0
opp_hist_career_ground_acc_std,4,4.115094840526581,0.001436654885765165,423.0,0
diff_hist_career_td_attempted_per15_std,4,3.6636029481887817,0.0014280317336670123,606.5,0
self_hist_d730_total_str_landed_per15_std,4,2.1323840618133545,0.0014234950358513743,736.0,0
opp_hist_d730_r3_minus_r1_ground_attempted_std,4,3.9419381618499756,0.0014199413417372853,688.5,0
diff_hist_f1_leg_acc_mean,4,4.434368371963501,0.0014056940854061395,502.0,0
self_hist_f3_r2_minus_r1_distance_attempted_mean,4,3.3582335114479065,0.0014038453227840364,414.0,0
opp_hist_career_r2_minus_r1_td_attempted_std,4,3.8856629133224487,0.0014038110020919703,705.5,0
self_hist_career_r3_td_attempted_mean,4,3.488449454307556,0.0013978697534184903,572.5,0
opp_hist_d730_r2_minus_r1_distance_attempted_mean,4,2.621737778186798,0.0013927759355283342,663.5,0
opp_hist_career_r3_td_attempted_mean,4,4.60207200050354,0.0013893369032302871,421.5,0
self_hist_f3_ground_attempts_per_control_min_std,4,4.152562737464905,0.0013887670211261138,577.5,0
self_hist_career_r2_minus_r1_ctrl_sec_mean,4,3.483301520347595,0.0013842206972185522,370.5,0
opp_hist_d730_r1_sig_str_attempted_mean,4,2.8622353076934814,0.0013796391431242228,608.0,0
diff_hist_d730_clinch_attempted_per15_std,4,4.74051833152771,0.0013757343403995037,571.5,0
self_hist_career_r3_td_attempted_std,4,4.976743698120117,0.0013714348096982576,618.5,0
opp_hist_d730_r2_minus_r1_sig_str_attempted_mean,4,4.136666119098663,0.0013669992331415415,476.0,0
diff_hist_d730_total_acc_mean,4,4.0303239822387695,0.0013657130621140823,412.0,0
opp_hist_d730_r1_ctrl_sec_std,4,4.263929843902588,0.0013647870509885252,636.0,0
self_hist_career_r2_minus_r1_td_attempted_mean,4,5.153351783752441,0.0013645716244354844,469.5,0
diff_hist_f3_head_acc_std,4,3.013355255126953,0.0013567303685704246,562.0,0
opp_hist_career_rounds_observed_std,4,4.643697619438171,0.0013540197505790275,519.0,0
opp_hist_d730_td_acc_mean,4,3.556302785873413,0.0013511080469470471,507.0,0
self_hist_career_ground_attempts_per_control_min_mean,4,4.7004475593566895,0.001349755490082316,567.5,0
diff_hist_career_r1_ground_attempted_mean,4,5.7907103300094604,0.001334841908828821,498.0,0
opp_hist_career_r1_ctrl_sec_mean,4,5.069403409957886,0.0013299319834914058,537.5,0
self_hist_career_td_landed_per15_std,4,2.5899611711502075,0.0013290524657350034,716.0,0
opp_hist_f1_r1_distance_attempted_mean,4,4.069170594215393,0.0013172845356166363,515.5,0
diff_hist_career_clinch_acc_mean,4,2.69988614320755,0.0013135354965925217,425.0,0
opp_hist_d730_clinch_landed_per15_mean,4,4.636472523212433,0.0013106175319990143,507.5,0
diff_hist_f3_total_acc_std,4,3.9184248447418213,0.0013074331800453365,452.0,0
opp_hist_career_r3_minus_r1_td_attempted_std,4,4.632684767246246,0.0012972487347724382,521.5,0
self_hist_f3_r2_minus_r1_sig_str_landed_std,4,3.173027276992798,0.0012959575688000768,586.0,0
diff_hist_d730_distance_landed_per15_std,4,4.608413934707642,0.0012937349965795875,457.5,0
self_hist_f3_ground_landed_per15_mean,4,4.1249566078186035,0.0012880541034974158,468.0,0
self_hist_f3_distance_landed_per15_mean,4,3.8153077363967896,0.0012859735143138096,458.0,0
diff_hist_f1_r1_sig_str_attempted_mean,4,3.5214945673942566,0.0012842799405916594,757.0,0
opp_hist_career_sig_str_attempted_per15_std,4,2.9410921335220337,0.001283845747821033,623.5,0
diff_hist_f1_r2_ctrl_sec_mean,4,2.6082184314727783,0.0012778782984241843,653.0,0
self_hist_f3_distance_attempt_share_std,4,2.8657400608062744,0.001272262234124355,506.0,0
opp_hist_f3_body_attempted_per15_std,4,4.3271859884262085,0.0012701505329459906,424.5,0
opp_hist_career_r2_minus_r1_ctrl_sec_mean,4,3.4832767248153687,0.0012659296480705962,473.5,0
opp_hist_f1_r3_sig_str_landed_mean,4,3.7892755270004272,0.0012631918070837855,589.0,0
self_hist_d730_body_attempted_per15_std,4,4.813541412353516,0.001261016121134162,548.5,0
opp_hist_f3_leg_attempt_share_std,4,3.0331625938415527,0.0012570456747198477,496.0,0
opp_hist_f3_body_landed_per15_mean,4,4.30635529756546,0.0012552713742479682,525.5,0
diff_hist_career_body_attempted_per15_mean,4,3.761773943901062,0.0012480555596994236,509.0,0
opp_hist_f3_total_acc_mean,4,5.233666300773621,0.001242488928255625,427.0,0
diff_hist_d730_r3_minus_r1_sig_str_landed_std,4,4.1665425300598145,0.0012399685510899872,653.0,0
opp_hist_career_clinch_acc_std,4,5.085719168186188,0.001239844670635648,508.5,0
opp_hist_d730_r2_minus_r1_sig_str_landed_mean,4,3.678494930267334,0.0012333939084783196,470.5,0
opp_hist_f3_ground_attempts_per_control_min_std,4,3.5351463556289673,0.0012330066383583471,569.0,0
opp_hist_career_head_attempt_share_std,4,4.276765584945679,0.0012321343092480674,475.0,0
opp_hist_f3_distance_attempted_per15_std,4,4.145839869976044,0.0012317457876633853,471.5,0
diff_profile_height,4,1.1607646942138672,0.0012306516582611948,491.0,0
diff_hist_career_total_str_attempted_per15_std,4,2.339658796787262,0.0012286808341741562,703.5,0
opp_hist_career_clinch_attempt_share_mean,4,5.050723552703857,0.001224024104885757,443.0,0
self_hist_career_r1_sig_str_attempted_std,4,3.225612163543701,0.0012222383520565927,701.0,0
opp_hist_career_r2_ctrl_sec_mean,4,3.5937414169311523,0.0012204227568872739,702.5,0
opp_hist_career_ground_attempt_share_mean,4,4.0705923438072205,0.0012184768784209155,575.0,0
self_hist_career_r3_minus_r1_distance_attempted_std,4,4.8836281299591064,0.001217451317643281,440.0,0
opp_hist_d730_r2_clinch_attempted_std,4,3.9271913170814514,0.001215867196151521,592.0,0
opp_hist_f3_body_attempt_share_std,4,3.335103929042816,0.0012122904445277527,440.5,0
diff_hist_d730_r3_sig_str_landed_mean,4,3.2390862107276917,0.001212105737067759,544.5,0
opp_hist_d730_kd_per100_sig_landed_mean,4,3.9968098402023315,0.0012070195516571403,479.5,0
self_hist_d730_rounds_observed_std,4,3.4306284189224243,0.001206331915454939,429.0,0
self_hist_d730_r1_ground_attempted_mean,4,4.297305226325989,0.0011947066814173013,524.0,0
diff_profile_stance_orthodox,4,2.9049664735794067,0.001191805931739509,415.0,0
self_hist_d730_r1_clinch_attempted_mean,4,4.7028844356536865,0.001191681505588349,602.5,0
self_hist_career_r3_minus_r1_ground_attempted_mean,4,2.819471538066864,0.0011878927689394914,638.0,0
self_hist_career_r3_minus_r1_ground_attempted_std,4,4.840521335601807,0.0011869355366798118,513.5,0
self_hist_f1_r3_sig_str_landed_mean,4,4.332213759422302,0.0011866379936691374,417.0,0
opp_hist_d730_head_attempted_per15_std,4,3.8022838830947876,0.0011832528980448842,432.5,0
diff_hist_f3_distance_landed_per15_mean,4,3.2066304683685303,0.0011830811854451895,511.0,0
self_hist_career_distance_attempted_per15_std,4,3.2326221466064453,0.0011818219063570723,614.5,0
self_hist_career_r2_minus_r1_sig_str_attempted_std,4,5.002603054046631,0.0011817657214123756,469.5,0
opp_hist_career_r3_ctrl_sec_mean,4,4.125228047370911,0.0011808381386799738,738.5,0
diff_hist_career_r3_td_attempted_std,4,3.214907705783844,0.0011796770704677328,664.0,0
self_hist_career_ground_attempt_share_mean,4,4.499836802482605,0.0011794733291026205,508.5,0
diff_hist_career_clinch_acc_std,4,3.0737252831459045,0.0011728977115126327,528.5,0
diff_hist_career_head_landed_per15_mean,4,2.538427472114563,0.001171227137092501,681.5,0
opp_hist_f3_ground_landed_per15_mean,4,4.1638957262039185,0.001166358997579664,585.5,0
diff_hist_f3_sig_str_landed_per15_mean,4,3.7004231214523315,0.0011657324066618457,690.5,0
self_hist_d730_r2_ground_attempted_mean,4,1.903301179409027,0.0011640368902590126,661.0,0
diff_hist_f1_total_acc_mean,4,4.402536869049072,0.001157868027803488,590.5,0
opp_hist_f3_head_attempted_per15_mean,4,3.803454637527466,0.001157817358034663,498.5,0
self_hist_d730_total_str_attempted_per15_std,4,4.219087541103363,0.0011544159569893964,473.0,0
self_hist_d730_clinch_attempted_per15_mean,4,4.563641905784607,0.0011534676559676882,713.0,0
diff_hist_f1_r3_minus_r1_ctrl_sec_mean,4,3.7053840160369873,0.0011513183708302677,444.0,0
self_hist_f3_r2_ctrl_sec_mean,4,4.231517314910889,0.0011491948280308861,640.0,0
self_hist_career_r2_minus_r1_td_attempted_std,4,1.3364099264144897,0.0011473041959106922,978.0,0
self_hist_d730_r3_minus_r1_ctrl_sec_mean,4,6.236684203147888,0.0011427745193941519,593.0,0
self_hist_career_r2_sig_str_attempted_std,4,2.5905635952949524,0.0011397368070902303,678.0,0
opp_hist_career_r3_minus_r1_ground_attempted_mean,4,3.3693628907203674,0.0011380036739865318,488.0,0
self_hist_career_r2_ctrl_sec_mean,4,2.4419358372688293,0.001135728249209933,641.0,0
diff_hist_f1_body_acc_mean,4,3.614717960357666,0.0011354240486980416,483.5,0
diff_hist_f1_body_attempted_per15_mean,4,3.036100745201111,0.0011321002748445608,639.5,0
self_hist_career_sig_str_attempted_per15_std,4,1.7415733337402344,0.0011269289534538984,652.0,0
diff_hist_d730_r1_ground_attempted_std,4,5.372770130634308,0.0011241914762649685,556.0,0
opp_hist_career_leg_acc_mean,4,3.5346693992614746,0.0011221577442483976,512.0,0
diff_hist_career_sub_att_per15_mean,4,3.912645697593689,0.0011195743863936514,570.0,0
self_hist_d730_clinch_landed_per15_mean,4,5.119219183921814,0.001117564010201022,541.0,0
self_hist_f3_distance_landed_per15_std,4,4.749668717384338,0.0011172465747222304,508.0,0
self_hist_d730_r2_sig_str_attempted_mean,4,5.168758511543274,0.001116410487156827,524.0,0
opp_hist_career_r1_distance_attempted_mean,4,5.539941906929016,0.0011103038996225223,599.0,0
diff_hist_d730_r2_ground_attempted_mean,4,3.5140193700790405,0.0011099464754806831,765.5,0
self_hist_f3_sig_str_landed_per15_mean,4,3.7027812004089355,0.0011085206861025654,580.0,0
opp_hist_career_total_acc_mean,4,3.071894884109497,0.0011082405835622922,624.5,0
opp_hist_d730_total_str_landed_per15_mean,4,6.060022473335266,0.0011066226579714566,611.0,0
diff_hist_career_body_attempt_share_mean,4,2.6308295726776123,0.0011048071755794808,877.0,0
self_hist_d730_r3_minus_r1_sig_str_landed_mean,4,3.8426913022994995,0.0010956825281027704,617.0,0
diff_hist_f3_ground_attempts_per_control_min_mean,4,3.7290412187576294,0.0010890161065617576,590.0,0
self_hist_d730_r2_minus_r1_sig_str_landed_mean,4,3.342305362224579,0.0010884725634241477,507.0,0
diff_hist_career_kd_per15_mean,4,3.6047399044036865,0.0010832207626663148,674.5,0
opp_hist_f1_total_str_landed_per15_mean,4,3.1550207138061523,0.0010797602008096874,725.0,0
opp_hist_f1_r2_minus_r1_sig_str_attempted_mean,4,3.494643807411194,0.0010771577290142886,677.0,0
diff_hist_d730_control_share_std,4,4.488314270973206,0.0010767387939267792,750.5,0
diff_hist_d730_clinch_attempt_share_mean,4,4.0657272934913635,0.0010714105592342094,531.0,0
diff_hist_f3_r2_minus_r1_distance_attempted_mean,4,3.406618595123291,0.0010709596244851127,513.5,0
diff_hist_career_r3_ctrl_sec_mean,4,4.621175646781921,0.001070031248673331,557.0,0
self_hist_f1_r2_minus_r1_distance_attempted_mean,4,3.806578755378723,0.0010696552053559572,461.0,0
self_hist_career_body_acc_std,4,3.764180362224579,0.0010665581612556707,682.5,0
self_hist_d730_r2_clinch_attempted_std,4,3.646151304244995,0.001065930598997511,564.5,0
opp_hist_f3_distance_landed_per15_mean,4,2.888700783252716,0.0010640853142831475,708.0,0
opp_hist_career_r3_minus_r1_ctrl_sec_std,4,3.054160952568054,0.0010640503460308537,553.5,0
self_hist_d730_r2_minus_r1_sig_str_landed_std,4,2.2527114152908325,0.001063530973624438,704.0,0
self_hist_career_leg_attempt_share_std,4,2.50678551197052,0.001060677142959321,891.5,0
self_hist_career_r3_minus_r1_sig_str_landed_std,4,2.8603458404541016,0.0010588512814138085,672.0,0
self_hist_career_r1_distance_attempted_mean,4,2.5898947715759277,0.0010568545258138329,885.0,0
self_hist_f3_r1_ground_attempted_mean,4,3.620053291320801,0.0010537479829508811,452.0,0
self_hist_d730_r2_minus_r1_ctrl_sec_mean,4,4.125395178794861,0.0010528700368013233,525.5,0
opp_hist_f1_r2_minus_r1_clinch_attempted_mean,4,2.9604530036449432,0.0010496415252418956,721.5,0
self_hist_f3_r2_minus_r1_sig_str_attempted_mean,4,3.6067295968532562,0.0010449934052303433,507.0,0
diff_hist_f3_td_acc_std,4,4.068811237812042,0.0010414590578875504,599.5,0
self_hist_career_r3_minus_r1_ctrl_sec_std,4,3.351977229118347,0.001039945869706571,487.0,0
self_profile_height,4,1.864517629146576,0.0010394935015938245,732.5,0
self_hist_career_r3_minus_r1_sig_str_attempted_std,4,4.745690882205963,0.0010392812691861764,528.0,0
opp_hist_career_head_attempted_per15_std,4,3.712642788887024,0.0010387279035057873,576.5,0
opp_hist_f3_r2_minus_r1_sig_str_attempted_mean,4,3.096088171005249,0.0010320131841581315,680.0,0
diff_hist_career_distance_attempted_per15_std,4,3.9548014402389526,0.0010302247683284804,654.0,0
opp_profile_height,4,1.802573412656784,0.0010288970406691078,623.5,0
self_hist_d730_r1_td_attempted_std,4,4.477479696273804,0.0010254789085593075,573.5,0
self_hist_career_r2_ground_attempted_mean,4,2.385939121246338,0.0010203884303336963,753.0,0
self_hist_career_head_attempt_share_std,4,3.8837687373161316,0.0010183571721427143,653.0,0
self_hist_d730_leg_landed_per15_std,4,3.497696876525879,0.0010182372861891054,647.0,0
opp_hist_d730_r2_distance_attempted_std,4,1.2887814044952393,0.0010181445395573974,978.0,0
self_hist_career_distance_attempt_share_mean,4,3.970819652080536,0.0010123614702024497,586.0,0
opp_hist_f1_r2_minus_r1_distance_attempted_mean,4,3.328396439552307,0.0010103095264639705,493.5,0
diff_hist_d730_distance_attempt_share_std,4,4.396585762500763,0.001009855346637778,501.5,0
self_hist_d730_total_str_attempted_per15_mean,4,1.940911889076233,0.0010092885349877179,676.0,0
self_hist_d730_sub_att_per15_std,4,3.890632390975952,0.0010074893943965435,718.5,0
opp_hist_d730_total_str_attempted_per15_std,4,2.349861741065979,0.001002750766929239,644.5,0
opp_hist_career_kd_per15_std,4,2.294302225112915,0.0009989527752622962,660.5,0
diff_hist_d730_distance_landed_per15_mean,4,2.6461324095726013,0.0009986780059989542,787.5,0
diff_hist_d730_r2_sig_str_attempted_std,4,2.3532849550247192,0.000997775758150965,733.5,0
diff_hist_f3_ctrl_sec_per15_std,4,3.6804996728897095,0.0009961438190657645,481.5,0
opp_hist_f3_distance_attempt_share_std,4,1.8071206212043762,0.0009950648818630725,660.5,0
self_hist_f3_clinch_acc_mean,4,3.174657702445984,0.0009914409893099219,596.5,0
self_hist_career_body_landed_per15_std,4,4.217531204223633,0.000990089523838833,617.5,0
opp_hist_f3_head_landed_per15_mean,4,4.1354820728302,0.0009866434775176458,650.0,0
self_hist_career_head_attempt_share_mean,4,4.332670211791992,0.0009846263274084777,576.5,0
self_hist_f3_td_attempted_per15_std,4,1.9744953513145447,0.0009830222988966852,654.0,0
opp_hist_d730_r2_ground_attempted_mean,4,3.0112865567207336,0.000981017859885469,671.0,0
diff_hist_f3_body_attempted_per15_mean,4,3.853169560432434,0.0009809402617975138,606.5,0
diff_hist_career_r2_sig_str_landed_mean,4,3.037209630012512,0.0009798114479053766,712.5,0
self_hist_d730_elapsed_seconds_mean,4,4.478253185749054,0.000975744998868322,551.0,0
self_hist_f3_sub_attempts_per_control_min_std,4,3.0045729279518127,0.0009733560364111327,686.5,0
opp_hist_f3_leg_acc_mean,4,4.4523672461509705,0.0009721424685267266,693.5,0
diff_hist_f3_leg_attempt_share_std,4,4.736023545265198,0.0009638486662879586,593.5,0
diff_hist_career_r1_sig_str_attempted_std,4,2.393481969833374,0.0009606147359590977,816.0,0
self_hist_f3_distance_attempted_per15_std,4,2.986199140548706,0.0009557397570461035,818.0,0
self_hist_d730_ground_attempts_per_control_min_mean,4,3.6498820781707764,0.0009548209491185844,727.0,0
self_hist_career_leg_attempted_per15_mean,4,4.034731388092041,0.000953129434492439,491.0,0
opp_hist_d730_r2_minus_r1_sig_str_landed_std,4,2.1204017400741577,0.000951064721448347,726.5,0
self_hist_f1_head_landed_per15_mean,4,3.941451907157898,0.0009488745708949864,561.0,0
opp_scheduled_rounds,4,9.394469261169434,0.0009480950539000332,653.5,0
opp_hist_f3_r3_minus_r1_sig_str_attempted_mean,4,3.208151340484619,0.0009470528166275471,474.0,0
self_hist_career_leg_landed_per15_std,4,3.6010189056396484,0.0009464055510761682,724.0,0
opp_hist_f1_leg_acc_mean,4,4.122278809547424,0.0009439426648896188,734.0,0
diff_hist_d730_r2_minus_r1_ground_attempted_std,4,4.70625638961792,0.0009418938607268501,623.5,0
opp_hist_career_r3_ctrl_sec_std,4,1.9299309849739075,0.0009417574619874358,661.0,0
self_hist_career_r3_minus_r1_ctrl_sec_mean,4,2.989989995956421,0.0009399918199051172,666.5,0
self_hist_f1_body_attempt_share_mean,4,3.7652140855789185,0.0009356894588563591,554.0,0
diff_hist_d730_td_acc_std,4,2.521780252456665,0.0009334724163636565,817.5,0
diff_hist_d730_leg_acc_mean,4,4.8570451736450195,0.0009299510566052049,632.0,0
self_hist_d730_r2_ctrl_sec_mean,4,4.068618357181549,0.0009294566989410669,513.0,0
self_hist_d730_clinch_landed_per15_std,4,3.905411422252655,0.0009287464417866431,654.0,0
opp_hist_career_r1_sig_str_attempted_std,4,4.249575078487396,0.0009282291066483594,604.0,0
self_hist_f1_body_attempted_per15_mean,4,3.4014512300491333,0.0009267316272598691,611.5,0
opp_hist_f3_clinch_attempted_per15_mean,4,3.0895259976387024,0.0009239261271432042,529.5,0
opp_hist_f3_td_acc_mean,4,4.3946181535720825,0.0009233342716470361,589.5,0
diff_hist_career_r3_minus_r1_ground_attempted_std,4,3.048050284385681,0.000921632738027256,654.0,0
self_hist_f3_r3_minus_r1_ctrl_sec_mean,4,2.9684633016586304,0.0009197066683555022,585.5,0
diff_hist_career_head_acc_std,4,3.2983309626579285,0.0009193573496304452,495.0,0
self_hist_career_leg_attempted_per15_std,4,4.009113430976868,0.0009188993717543781,535.0,0
opp_hist_career_r2_minus_r1_distance_attempted_mean,4,3.3581080436706543,0.0009183326037600636,540.0,0
diff_hist_career_ctrl_sec_per15_mean,4,2.8118860721588135,0.0009179898843285628,790.0,0
self_hist_f3_total_acc_mean,4,4.80997896194458,0.0009174106307909824,631.5,0
opp_hist_f1_clinch_attempt_share_mean,4,4.7682636976242065,0.0009153303253697231,649.5,0
