fold,variant,features,log_loss,brier,auc,accuracy,all_log_loss,all_brier,all_auc,all_accuracy,delta_log_loss_vs_all,delta_brier_vs_all,delta_auc_vs_all,delta_accuracy_vs_all
2021,all_minus_volatility,967,0.6740712951613487,0.24057160873031408,0.6143136484905408,0.5935613682092555,0.6729714735633376,0.2400536058847965,0.6161556866348998,0.5955734406438632,0.0010998215980110304,0.00051800284551759,-0.001842038144359015,-0.002012072434607659
2021,all_minus_round_progression,934,0.674889428824482,0.2410251076155549,0.6072045957839594,0.5935613682092555,0.6729714735633376,0.2400536058847965,0.6161556866348998,0.5955734406438632,0.001917955261144355,0.0009715017307584117,-0.00895109085094048,-0.002012072434607659
2021,all_minus_target_mix,1186,0.6664124176755356,0.2368895346891658,0.6319526818860852,0.6116700201207244,0.6729714735633376,0.2400536058847965,0.6161556866348998,0.5955734406438632,-0.006559055887802034,-0.0031640711956306966,0.015796995251185386,0.01609657947686116
2021,all_minus_wrestling_control,1081,0.6720734101880685,0.2396924741275243,0.61532980579655,0.5955734406438632,0.6729714735633376,0.2400536058847965,0.6161556866348998,0.5955734406438632,-0.0008980633752690981,-0.00036113175727217617,-0.0008258808383498906,0.0
2021,all_minus_duration_experience,1620,0.6657543292172776,0.236592633766609,0.6339607058852108,0.607645875251509,0.6729714735633376,0.2400536058847965,0.6161556866348998,0.5955734406438632,-0.007217144346060023,-0.003460972118187494,0.01780501925031097,0.012072434607645843
2022,all,1669,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.0,0.0,0.0,0.0
2022,physical_only,24,0.6749314739361968,0.24093934084128152,0.6125388617225702,0.5948616600790514,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.013747060115933962,0.006644643068397432,-0.03807667671733661,-0.011857707509881465
2022,fsr_like_only,168,0.6844952509533154,0.24568724658999957,0.5797387867331156,0.5592885375494071,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.023310837133052598,0.011392548817115489,-0.0708767517067912,-0.04743083003952575
2022,novel_behavior_only,1477,0.6728629705144288,0.2400049137523879,0.6171983627302411,0.5810276679841897,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.011678556694165954,0.005710215979503802,-0.033417175709665736,-0.025691699604743157
2022,physical_plus_fsr_like,192,0.6671548859167781,0.23715554162961106,0.6352036432376698,0.5988142292490118,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.005970472096515245,0.002860843856726969,-0.01541189520223707,-0.007905138339921014
2022,physical_plus_novel,1501,0.6628116185921913,0.23507741009720612,0.6479323220172163,0.6047430830039525,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.0016272047719284588,0.0007827123243220324,-0.0026832164226905375,-0.0019762845849803368
2022,all_minus_physical,1645,0.6754836349033523,0.2412532310798231,0.6148549422737428,0.5968379446640316,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.014299221083089453,0.006958533306939019,-0.035760596166164005,-0.00988142292490124
2022,all_minus_volatility,967,0.662019420035792,0.23465209566595233,0.6504397819056695,0.6205533596837944,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.0008350062155291216,0.00035739789306823977,-0.00017575653423729243,0.01383399209486158
2022,all_minus_round_progression,934,0.6633664013388542,0.23527026408738877,0.6501351372463248,0.6245059288537549,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.002181987518591333,0.0009755663145046833,-0.00048040119358205846,0.01778656126482203
2022,all_minus_target_mix,1186,0.6600397264853282,0.2337848231206945,0.6502015341592589,0.6067193675889329,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,-0.0011446873349346687,-0.0005098746521895736,-0.0004140042806479727,0.0
2022,all_minus_wrestling_control,1081,0.6660846332110264,0.23666108837597255,0.6415269727694544,0.5968379446640316,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,0.004900219390763572,0.002366390603088464,-0.009088565670452464,-0.00988142292490124
2022,all_minus_duration_experience,1620,0.657751399457333,0.2327940814732956,0.6533065662641191,0.6245059288537549,0.6611844138202628,0.2342946977728841,0.6506155384399068,0.6067193675889329,-0.003433014362929865,-0.0015006162995884753,0.0026910278242122665,0.01778656126482203
2023,all,1669,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,0.0,0.0,0.0,0.0
2023,physical_only,24,0.6694343386047897,0.23832381880133435,0.6292320168808263,0.5892857142857143,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,0.0035650531068630587,0.0017160963825673947,-0.006188586545729624,-0.011904761904761862
2023,fsr_like_only,168,0.6897707192600061,0.24830529857354974,0.5548311917359536,0.5416666666666666,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,0.023901433762079427,0.011697576154782785,-0.0805894116906023,-0.059523809523809534
2023,novel_behavior_only,1477,0.6855576653980952,0.24622107631772827,0.5718734252960443,0.5515873015873016,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,0.019688379900168473,0.009613353898961313,-0.06354717813051158,-0.04960317460317454
2023,physical_plus_fsr_like,192,0.667241833871817,0.23722153541028035,0.6385070231796421,0.6130952380952381,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,0.0013725483738903366,0.0006138129915133905,0.0030864197530862114,0.011904761904761973
2023,physical_plus_novel,1501,0.6648846734711163,0.23613896433032952,0.6396526203073821,0.5992063492063492,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,-0.0009846120268103276,-0.0004687580884374376,0.004232016880826195,-0.001984126984126977
2023,all_minus_physical,1645,0.6850789477233209,0.24596431558131826,0.576420382968002,0.5535714285714286,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,0.01920966222539422,0.009356593162551302,-0.05900022045855391,-0.04761904761904756
2023,all_minus_volatility,967,0.6673317900090817,0.23728383821086205,0.6387589758125471,0.6051587301587301,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,0.0014625045111550383,0.0006761157920950889,0.0033383723859912173,0.003968253968253954
2023,all_minus_round_progression,934,0.665044204437614,0.23622741656088506,0.6362866906021669,0.5932539682539683,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,-0.000825081060312649,-0.00038030585788190185,0.0008660871756109856,-0.007936507936507908
2023,all_minus_target_mix,1186,0.6650634500168068,0.23624748568168852,0.6387825963718821,0.6011904761904762,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,-0.0008058354811198987,-0.00036023673707843984,0.003361992945326131,0.0
2023,all_minus_wrestling_control,1081,0.6663087127351778,0.23682130666170356,0.6370149911816578,0.5992063492063492,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,0.0004394272372510999,0.00021358424293660416,0.0015943877551019003,-0.001984126984126977
2023,all_minus_duration_experience,1620,0.66511333252276,0.23614346951069703,0.6403730473670949,0.5972222222222222,0.6658692854979267,0.23660772241876696,0.6354206034265559,0.6011904761904762,-0.0007559529751667293,-0.00046425290806992314,0.004952443940538953,-0.003968253968253954
