bucket,bucket_min_prob,bucket_max_prob,fight_count,avg_predicted_confidence,actual_win_rate,calibration_error,accuracy,avg_raw_probability,positive_pick_rate
0.50-0.55,0.5,0.55,531,0.5251144174128602,0.519774011299435,-0.005340406113425233,0.519774011299435,0.49945704355527226,52.35404896421846
0.55-0.60,0.55,0.6,414,0.5729923579427931,0.5845410628019324,0.01154870485913928,0.5845410628019324,0.49684262678819,48.792270531400966
0.60-0.65,0.6,0.65,334,0.6229119964702401,0.5688622754491018,-0.05404972102113825,0.5688622754491018,0.5031884783756233,51.796407185628745
0.65-0.70,0.65,0.7,163,0.6729894700957222,0.656441717791411,-0.01654775230431116,0.656441717791411,0.48627198693211093,46.012269938650306
0.70-0.75,0.7,0.75,82,0.7190590846102413,0.8536585365853658,0.13459945197512457,0.8536585365853658,0.5326364727281943,57.3170731707317
0.75-0.80,0.75,0.8,20,0.7668539702892303,0.7,-0.06685397028923035,0.7,0.4451611518859863,40.0
