bucket,bucket_min_prob,bucket_max_prob,fight_count,avg_predicted_confidence,actual_win_rate,calibration_error,accuracy,avg_raw_probability,positive_pick_rate
0.50-0.55,0.5,0.55,2,0.521062582731247,0.5,-0.021062582731246948,0.5,0.47893741726875305,0.0
0.55-0.60,0.55,0.6,197,0.582232341548513,0.5634517766497462,-0.018780564898766783,0.5634517766497462,0.41776765845148695,0.0
0.70-0.75,0.7,0.75,140,0.7316672418798719,0.7,-0.03166724187987191,0.7,0.27127152596201215,0.7142857142857143
0.75-0.80,0.75,0.8,4,0.7874999977648258,0.75,-0.03749999776482582,0.75,0.21250000223517418,0.0
0.80-0.85,0.8,0.85,151,0.8254070560269008,0.847682119205298,0.022275063178397225,0.847682119205298,0.17459294397309916,0.0
0.95-1.00,0.95,1.0,11,0.9999990000000001,1.0,9.999999999177334e-07,1.0,0.09090990909090907,9.090909090909092
