threshold,accuracy,positive_pick_rate,negative_pick_rate,roc_auc,log_loss,brier_score
0.42,0.700990099009901,17.82178217821782,82.17821782178218,0.6798499702911468,0.570316028341558,0.1947535890254073
0.45,0.697029702970297,0.7920792079207921,99.20792079207921,0.6798499702911468,0.570316028341558,0.1947535890254073
0.46,0.697029702970297,0.7920792079207921,99.20792079207921,0.6798499702911468,0.570316028341558,0.1947535890254073
0.5,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.51,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.52,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.53,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.54,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.55,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.56,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.57,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.58,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.59,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.6,0.697029702970297,0.39603960396039606,99.60396039603961,0.6798499702911468,0.570316028341558,0.1947535890254073
0.41,0.695049504950495,18.415841584158414,81.58415841584159,0.6798499702911468,0.570316028341558,0.1947535890254073
0.47,0.695049504950495,0.594059405940594,99.4059405940594,0.6798499702911468,0.570316028341558,0.1947535890254073
0.48,0.695049504950495,0.594059405940594,99.4059405940594,0.6798499702911468,0.570316028341558,0.1947535890254073
0.49,0.695049504950495,0.594059405940594,99.4059405940594,0.6798499702911468,0.570316028341558,0.1947535890254073
0.43,0.689108910891089,9.504950495049505,90.4950495049505,0.6798499702911468,0.570316028341558,0.1947535890254073
0.44,0.689108910891089,8.712871287128712,91.2871287128713,0.6798499702911468,0.570316028341558,0.1947535890254073
0.4,0.6475247524752475,39.801980198019805,60.198019801980195,0.6798499702911468,0.570316028341558,0.1947535890254073
