bucket,bucket_min_prob,bucket_max_prob,fight_count,avg_predicted_confidence,actual_win_rate,calibration_error,accuracy,avg_raw_probability,positive_pick_rate
0.50-0.55,0.5,0.55,57,0.5267870237952784,0.47368421052631576,-0.053102813268962656,0.47368421052631576,0.5123803803795263,70.17543859649122
0.55-0.60,0.55,0.6,66,0.5737702413038774,0.5606060606060606,-0.013164180697816885,0.5606060606060606,0.561890311313398,90.9090909090909
0.60-0.65,0.6,0.65,53,0.6260243311243238,0.6415094339622641,0.015485102837940357,0.6415094339622641,0.6217980322972784,98.11320754716981
0.65-0.70,0.65,0.7,88,0.6753010255369273,0.5909090909090909,-0.08439193462783634,0.5909090909090909,0.6753010255369273,100.0
0.70-0.75,0.7,0.75,76,0.7240577340126038,0.7763157894736842,0.05225805546108042,0.7763157894736842,0.7240577340126038,100.0
0.75-0.80,0.75,0.8,49,0.7781168854966456,0.7755102040816326,-0.002606681415012968,0.7755102040816326,0.7781168854966456,100.0
0.80-0.85,0.8,0.85,46,0.8254735586435898,0.8478260869565217,0.022352528312931885,0.8478260869565217,0.8254735586435898,100.0
0.85-0.90,0.85,0.9,70,0.8719785818031855,0.9142857142857143,0.04230713248252871,0.9142857142857143,0.8719785818031855,100.0
