threshold,accuracy,positive_pick_rate,negative_pick_rate,roc_auc,log_loss,brier_score
0.4,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.41,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.42,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.43,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.44,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.45,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.46,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.47,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.48,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.49,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.5,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.51,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.52,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.53,0.699009900990099,99.8019801980198,0.1980198019801982,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.54,0.693069306930693,89.70297029702971,10.297029702970296,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.55,0.693069306930693,89.70297029702971,10.297029702970296,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.56,0.693069306930693,89.70297029702971,10.297029702970296,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.57,0.693069306930693,89.70297029702971,10.297029702970296,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.58,0.693069306930693,89.70297029702971,10.297029702970296,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.59,0.6495049504950495,63.56435643564357,36.43564356435643,0.6737875074272134,0.5927593305763076,0.19492837710614885
0.6,0.6495049504950495,63.56435643564357,36.43564356435643,0.6737875074272134,0.5927593305763076,0.19492837710614885
