event_date,bout_id,red_fighter,blue_fighter,P_red_win,P_blue_win,predicted_winner,predicted_winner_probability,predicted_side,P_KO_TKO,P_SUB,P_DEC,predicted_method,predicted_method_probability,P_red_KO_TKO,P_red_SUB,P_red_DEC,P_blue_KO_TKO,P_blue_SUB,P_blue_DEC,predicted_winner_method,predicted_joint_probability,actual_winner,actual_side,actual_method,actual_finish_round,actual_elapsed_seconds,simulated_mean_elapsed_seconds,simulated_mean_submission_attempts,simulated_mean_ground_seconds,simulated_mean_td_attempts,simulated_mean_td_landed,simulated_mean_ground_entries,simulated_nondecision_mean_seconds,winner_correct,method_correct,winner_method_correct,winner_probability_assigned_to_actual,market_american_odds_blue,market_american_odds_red,market_implied_probability_blue,market_implied_probability_red,market_overround,market_novig_p_red,market_novig_p_blue,market_available,market_favorite_side,market_favorite,market_correct,model_market_agree,model_minus_market_p_red,model_actual_probability,market_actual_probability,model_edge_predicted_side
2025-06-28,815ff62ca8e217be,Viviane Araujo,Tracy Cortez,0.76,0.24,Viviane Araujo,0.76,red,0.17,0.1,0.73,DEC,0.73,0.16,0.1,0.5,0.01,0.0,0.23,red_DEC,0.5,Tracy Cortez,blue,DEC,3,900.0,754.3217081375764,0.42,163.82177159265765,6.23,2.53,2.53,360.4507708799129,False,True,False,0.24,-210.0,176.0,0.6774193548387096,0.36231884057971014,0.03973819541841972,0.3484712230215828,0.6515287769784173,True,blue,Tracy Cortez,1.0,0.0,0.4115287769784172,0.24,0.6515287769784173,0.4115287769784172
2025-06-28,8308464729ea7c40,Alexandre Pantoja,Kai Kara-France,0.6799999999999999,0.32000000000000006,Alexandre Pantoja,0.6799999999999999,red,0.28,0.42,0.3,SUB,0.42,0.21,0.41,0.06,0.07,0.01,0.24,red_SUB,0.41,Alexandre Pantoja,red,SUB,3,715.0,865.9012103162739,1.54,83.72229422510028,7.32,1.93,1.93,594.1445861661055,True,True,True,0.6799999999999999,205.0,-250.0,0.32786885245901637,0.7142857142857143,0.042154566744730726,0.6853932584269663,0.31460674157303364,True,red,Alexandre Pantoja,1.0,1.0,-0.005393258426966363,0.6799999999999999,0.6853932584269663,-0.005393258426966363
2025-06-28,958522de54ccc536,Jack Hermansson,Gregory Rodrigues,0.55,0.44999999999999996,Jack Hermansson,0.55,red,0.64,0.05,0.31,KO_TKO,0.64,0.33,0.02,0.2,0.31,0.03,0.11,red_KO_TKO,0.33,Gregory Rodrigues,blue,KO_TKO,1,261.0,472.07781053826335,0.35,45.52835674958493,3.21,0.71,0.71,279.82291382357,False,True,False,0.44999999999999996,-205.0,172.0,0.6721311475409836,0.36764705882352944,0.039778206364513125,0.35358219336888475,0.6464178066311151,True,blue,Gregory Rodrigues,1.0,0.0,0.1964178066311153,0.44999999999999996,0.6464178066311151,0.1964178066311153
2025-06-28,9bff9fe298e63357,Niko Price,Jacobe Smith,0.47,0.53,Jacobe Smith,0.53,blue,0.32999999999999996,0.27,0.4,DEC,0.4,0.24,0.14,0.09,0.09,0.13,0.31,blue_DEC,0.31,Jacobe Smith,blue,SUB,2,543.0,528.8430831094325,1.0,73.40911625719716,3.39,1.3,1.3,281.4051385157209,True,False,False,0.53,-2200.0,1100.0,0.9565217391304348,0.08333333333333333,0.03985507246376807,0.08013937282229965,0.9198606271777005,True,blue,Jacobe Smith,1.0,1.0,0.3898606271777003,0.53,0.9198606271777005,-0.3898606271777004
2025-06-28,d7be78c400e7e0f9,Terrance McKinney,Viacheslav Borshchev,0.2,0.8,Viacheslav Borshchev,0.8,blue,0.8500000000000001,0.08,0.07,KO_TKO,0.8500000000000001,0.06,0.07,0.07,0.79,0.01,0.0,blue_KO_TKO,0.79,Terrance McKinney,red,SUB,1,55.0,278.7133937976189,0.6,80.86753901205556,2.46,1.14,1.14,231.9498858038913,False,False,False,0.2,144.0,-172.0,0.4098360655737705,0.6323529411764706,0.042189006750241065,0.6067545685866297,0.39324543141337037,True,red,Terrance McKinney,1.0,0.0,-0.4067545685866297,0.2,0.6067545685866297,0.4067545685866297
2025-06-28,f6a3c78f15ff26c7,Payton Talbott,Felipe Lima,0.65,0.35,Payton Talbott,0.65,red,0.11,0.38,0.51,DEC,0.51,0.1,0.16,0.39,0.01,0.22,0.12,red_DEC,0.39,Payton Talbott,red,DEC,3,900.0,638.2123460543663,1.75,133.27566755880542,5.89,2.23,2.23,365.73948174360464,True,True,True,0.65,-174.0,146.0,0.635036496350365,0.4065040650406504,0.04154056139101536,0.390291151501339,0.609708848498661,True,blue,Felipe Lima,0.0,0.0,0.25970884849866105,0.65,0.390291151501339,0.25970884849866105
2025-06-28,f722b96ae6862843,Brandon Royval,Joshua Van,0.21000000000000002,0.79,Joshua Van,0.79,blue,0.74,0.06,0.2,KO_TKO,0.74,0.04,0.06,0.11,0.7,0.0,0.09,blue_KO_TKO,0.7,Joshua Van,blue,DEC,3,900.0,441.0891801293938,0.35,61.010097504283436,2.99,1.41,1.41,326.36147516174225,True,False,False,0.79,-120.0,102.0,0.5454545454545454,0.49504950495049505,0.04050405040504046,0.4757785467128028,0.5242214532871973,True,blue,Joshua Van,1.0,1.0,-0.26577854671280277,0.79,0.5242214532871973,0.26577854671280277
2025-07-12,0adfc21045c02555,Derrick Lewis,Tallison Teixeira,0.37,0.63,Tallison Teixeira,0.63,blue,0.33,0.18000000000000002,0.49,DEC,0.49,0.25,0.04,0.08,0.08,0.14,0.41,blue_DEC,0.41,Derrick Lewis,red,KO_TKO,1,35.0,1035.5806980746843,0.81,198.83057649556756,8.67,3.48,3.48,589.3739177934987,False,False,False,0.37,-245.0,186.0,0.7101449275362319,0.34965034965034963,0.05979527718658151,0.3299225399254088,0.6700774600745912,True,blue,Tallison Teixeira,0.0,1.0,0.040077460074591176,0.37,0.3299225399254088,-0.04007746007459123
2025-07-12,120d66cb0da0f3c3,Fatima Kline,Melissa Martinez,0.61,0.39,Fatima Kline,0.61,red,0.11000000000000001,0.14,0.75,DEC,0.75,0.07,0.04,0.5,0.04,0.1,0.25,red_DEC,0.5,Fatima Kline,red,KO_TKO,3,756.0,770.052467050191,0.57,133.1255155558416,4.26,2.14,2.14,380.20986820076473,True,False,False,0.61,600.0,-1100.0,0.14285714285714285,0.9166666666666666,0.059523809523809534,0.8651685393258427,0.1348314606741573,True,red,Fatima Kline,1.0,1.0,-0.2551685393258427,0.61,0.8651685393258427,-0.2551685393258427
2025-07-12,236f811290163dca,Max Griffin,Chris Curtis,0.6,0.4,Max Griffin,0.6,red,0.15000000000000002,0.03,0.8200000000000001,DEC,0.8200000000000001,0.08,0.02,0.5,0.07,0.01,0.32,red_DEC,0.5,Chris Curtis,blue,DEC,3,900.0,816.1617913184502,0.23,37.69237601862542,4.58,0.93,0.93,434.23217399139077,False,True,False,0.4,-310.0,230.0,0.7560975609756098,0.30303030303030304,0.059127864005912745,0.28611304954640615,0.7138869504535938,True,blue,Chris Curtis,1.0,0.0,0.3138869504535938,0.4,0.7138869504535938,0.3138869504535938
2025-07-12,2a03bc4c491b4c9a,Stephen Thompson,Gabriel Bonfim,0.82,0.18000000000000005,Stephen Thompson,0.82,red,0.73,0.060000000000000005,0.21,KO_TKO,0.73,0.72,0.01,0.09,0.01,0.05,0.12,red_KO_TKO,0.72,Gabriel Bonfim,blue,DEC,3,900.0,400.22843263263815,0.28,64.36494466908452,2.77,1.5,1.5,267.3777628261241,False,False,False,0.18000000000000005,-430.0,300.0,0.8113207547169812,0.25,0.061320754716981174,0.23555555555555555,0.7644444444444445,True,blue,Gabriel Bonfim,1.0,0.0,0.5844444444444444,0.18000000000000005,0.7644444444444445,0.5844444444444444
2025-07-12,46bc1338a50cbeac,Lauren Murphy,Eduarda Moura,0.52,0.48,Lauren Murphy,0.52,red,0.21000000000000002,0.11,0.68,DEC,0.68,0.16,0.08,0.28,0.05,0.03,0.4,blue_DEC,0.4,Eduarda Moura,blue,DEC,3,900.0,767.7221170366038,0.52,111.6310672885318,4.59,1.48,1.48,486.631615739387,False,True,True,0.48,-650.0,420.0,0.8666666666666667,0.19230769230769232,0.05897435897435899,0.18159806295399517,0.8184019370460048,True,blue,Eduarda Moura,1.0,0.0,0.33840193704600485,0.48,0.8184019370460048,0.33840193704600485
2025-07-12,4b75d3b7738cb278,Vitor Petrino,Austen Lane,0.54,0.45999999999999996,Vitor Petrino,0.54,red,0.24000000000000002,0.17,0.5900000000000001,DEC,0.5900000000000001,0.14,0.13,0.27,0.1,0.04,0.32,blue_DEC,0.32,Vitor Petrino,red,SUB,1,256.0,709.0353698823028,0.81,155.17108850761167,7.28,2.44,2.44,434.23260946903156,True,False,False,0.54,420.0,-650.0,0.19230769230769232,0.8666666666666667,0.05897435897435899,0.8184019370460048,0.18159806295399517,True,red,Vitor Petrino,1.0,1.0,-0.2784019370460048,0.54,0.8184019370460048,-0.2784019370460048
2025-07-12,4e5d4a36eaaa3a78,Nate Landwehr,Morgan Charriere,0.32,0.6799999999999999,Morgan Charriere,0.6799999999999999,blue,0.30000000000000004,0.16,0.54,DEC,0.54,0.07,0.14,0.11,0.23,0.02,0.43,blue_DEC,0.43,Morgan Charriere,blue,KO_TKO,3,627.0,636.4008454164875,0.64,74.39140830720248,3.64,1.22,1.22,326.95835960105995,True,False,False,0.6799999999999999,-260.0,196.0,0.7222222222222222,0.33783783783783783,0.06006006006006004,0.31869688385269124,0.6813031161473088,True,blue,Morgan Charriere,1.0,1.0,0.0013031161473087693,0.6799999999999999,0.6813031161473088,-0.0013031161473088249
2025-07-12,5c650ae2193ab1bc,Kennedy Nzechukwu,Valter Walker,0.55,0.44999999999999996,Kennedy Nzechukwu,0.55,red,0.22,0.19,0.5900000000000001,DEC,0.5900000000000001,0.18,0.1,0.27,0.04,0.09,0.32,blue_DEC,0.32,Valter Walker,blue,SUB,1,54.0,674.1445705224767,0.77,129.43921265580508,5.11,1.6,1.6,349.133098835309,False,False,False,0.44999999999999996,186.0,-245.0,0.34965034965034963,0.7101449275362319,0.05979527718658151,0.6700774600745912,0.3299225399254088,True,red,Kennedy Nzechukwu,0.0,1.0,-0.12007746007459119,0.44999999999999996,0.3299225399254088,-0.12007746007459119
2025-07-12,7f33fbdc35afd721,Mitch Ramirez,Mike Davis,0.6,0.4,Mitch Ramirez,0.6,red,0.2,0.11,0.69,DEC,0.69,0.03,0.06,0.51,0.17,0.05,0.18,red_DEC,0.51,Mike Davis,blue,KO_TKO,2,548.0,722.5951313966589,0.78,163.5967587943182,6.17,2.91,2.91,327.7262303118031,False,False,False,0.4,-900.0,520.0,0.9,0.16129032258064516,0.06129032258064515,0.1519756838905775,0.8480243161094225,True,blue,Mike Davis,1.0,0.0,0.4480243161094225,0.4,0.8480243161094225,0.4480243161094225
2025-07-12,b19bf99c7eb796bc,Junior Tafa,Tuco Tokkos,0.5900000000000001,0.4099999999999999,Junior Tafa,0.5900000000000001,red,0.21000000000000002,0.12000000000000001,0.6699999999999999,DEC,0.6699999999999999,0.16,0.05,0.38,0.05,0.07,0.29,red_DEC,0.38,Tuco Tokkos,blue,SUB,2,565.0,725.8915066275213,0.61,138.865348063249,6.35,1.6,1.6,372.3985049318826,False,False,False,0.4099999999999999,140.0,-180.0,0.4166666666666667,0.6428571428571429,0.059523809523809534,0.6067415730337079,0.39325842696629215,True,red,Junior Tafa,0.0,1.0,-0.016741573033707824,0.4099999999999999,0.39325842696629215,-0.016741573033707824
2025-07-12,d5e3be7a07c48b08,Jake Matthews,Chidi Njokuani,0.7999999999999999,0.20000000000000007,Jake Matthews,0.7999999999999999,red,0.6499999999999999,0.11,0.24000000000000002,KO_TKO,0.6499999999999999,0.58,0.08,0.14,0.07,0.03,0.1,red_KO_TKO,0.58,Jake Matthews,red,SUB,1,69.0,486.59362021004466,0.59,61.6488364209214,2.81,0.98,0.98,356.0442371184799,True,False,False,0.7999999999999999,-122.0,-104.0,0.5495495495495496,0.5098039215686274,0.059353471118177126,0.48124062031015497,0.5187593796898449,True,blue,Chidi Njokuani,0.0,0.0,0.31875937968984497,0.7999999999999999,0.48124062031015497,0.31875937968984497
2025-07-12,f368475c366c6d85,Calvin Kattar,Steve Garcia,0.41000000000000003,0.59,Steve Garcia,0.59,blue,0.32,0.04,0.64,DEC,0.64,0.28,0.02,0.11,0.04,0.02,0.53,blue_DEC,0.53,Steve Garcia,blue,DEC,3,900.0,668.0154195220929,0.18,58.37491849919449,3.47,1.08,1.08,255.59838756136918,True,True,True,0.59,-150.0,118.0,0.6,0.45871559633027525,0.05871559633027523,0.43327556325823224,0.5667244367417678,True,blue,Steve Garcia,1.0,1.0,-0.023275563258232213,0.59,0.5667244367417678,0.023275563258232213
2025-07-19,37bc72d5d211b189,Adam Fugitt,Islam Dulatov,0.4,0.6,Islam Dulatov,0.6,blue,0.41000000000000003,0.12,0.47000000000000003,DEC,0.47000000000000003,0.14,0.06,0.2,0.27,0.06,0.27,blue_KO_TKO,0.27,Islam Dulatov,blue,KO_TKO,1,246.0,555.8685207766574,0.49,75.56170681141457,4.24,1.49,1.49,250.69532222010835,True,False,True,0.6,-460.0,320.0,0.8214285714285714,0.23809523809523808,0.059523809523809534,0.2247191011235955,0.7752808988764045,True,blue,Islam Dulatov,1.0,1.0,0.17528089887640452,0.6,0.7752808988764045,-0.17528089887640452
2025-07-19,8e1feda9141602f1,Marvin Vettori,Brendan Allen,0.6699999999999999,0.33000000000000007,Marvin Vettori,0.6699999999999999,red,0.19,0.08,0.73,DEC,0.73,0.16,0.02,0.49,0.03,0.06,0.24,red_DEC,0.49,Brendan Allen,blue,DEC,3,900.0,768.148640413768,0.44,97.56330109694213,3.35,1.43,1.43,411.6616311621041,False,True,False,0.33000000000000007,-265.0,200.0,0.726027397260274,0.3333333333333333,0.05936073059360725,0.3146551724137931,0.685344827586207,True,blue,Brendan Allen,1.0,0.0,0.35534482758620684,0.33000000000000007,0.685344827586207,0.35534482758620684
2025-07-19,d7507e2741fd4d05,Max Holloway,Dustin Poirier,0.78,0.21999999999999997,Max Holloway,0.78,red,0.22,0.26,0.52,DEC,0.52,0.11,0.22,0.45,0.11,0.04,0.07,red_DEC,0.45,Max Holloway,red,DEC,5,1500.0,997.8482930432824,1.02,53.60211376167645,4.49,0.97,0.97,453.85061050683845,True,True,True,0.78,-104.0,-122.0,0.5098039215686274,0.5495495495495496,0.059353471118177126,0.5187593796898449,0.48124062031015497,True,red,Max Holloway,1.0,1.0,0.26124062031015516,0.78,0.5187593796898449,0.26124062031015516
2025-07-26,017a825c7820d12e,Davey Grant,Da'Mon Blackshear,0.52,0.48,Davey Grant,0.52,red,0.11,0.17,0.72,DEC,0.72,0.05,0.04,0.43,0.06,0.13,0.29,red_DEC,0.43,Davey Grant,red,DEC,3,900.0,730.7192817267182,1.01,105.09999889742097,5.98,1.77,1.77,295.42600616685104,True,True,True,0.52,-390.0,310.0,0.7959183673469388,0.24390243902439024,0.03982080637132901,0.23456199138343706,0.765438008616563,True,blue,Da'Mon Blackshear,0.0,0.0,0.285438008616563,0.52,0.23456199138343706,0.285438008616563
2025-07-26,0a598768f5c8d540,Martin Buday,Marcus Buchecha,0.45999999999999996,0.54,Marcus Buchecha,0.54,blue,0.05,0.16999999999999998,0.78,DEC,0.78,0.05,0.06,0.35,0.0,0.11,0.43,blue_DEC,0.43,Martin Buday,red,DEC,3,900.0,786.8627220327061,0.64,54.29571413224813,2.25,0.82,0.82,385.7396456032095,False,True,False,0.45999999999999996,-255.0,210.0,0.7183098591549296,0.3225806451612903,0.04089050431621999,0.3099083369707551,0.6900916630292449,True,blue,Marcus Buchecha,0.0,1.0,0.15009166302924487,0.45999999999999996,0.3099083369707551,-0.15009166302924482
2025-07-26,23ddf51ce630028d,Mohammad Yahya,Steven Nguyen,0.44,0.56,Steven Nguyen,0.56,blue,0.16,0.13,0.71,DEC,0.71,0.09,0.08,0.27,0.07,0.05,0.44,blue_DEC,0.44,Steven Nguyen,blue,KO_TKO,2,600.0,742.1326828165083,0.65,73.15251260678514,2.89,1.36,1.36,355.6299407465807,True,False,False,0.56,-320.0,260.0,0.7619047619047619,0.2777777777777778,0.03968253968253954,0.267175572519084,0.7328244274809161,True,blue,Steven Nguyen,1.0,1.0,0.17282442748091598,0.56,0.7328244274809161,-0.1728244274809161
2025-07-26,3e6067763978d862,Amanda Ribas,Tabatha Ricci,0.77,0.22999999999999998,Amanda Ribas,0.77,red,0.11,0.08,0.81,DEC,0.81,0.06,0.03,0.68,0.05,0.05,0.13,red_DEC,0.68,Tabatha Ricci,blue,KO_TKO,2,479.0,780.8366978116137,0.37,92.13676795791356,4.49,1.36,1.36,272.82472532428284,False,False,False,0.22999999999999998,150.0,-178.0,0.4,0.6402877697841727,0.04028776978417259,0.6154910096818811,0.38450899031811897,True,red,Amanda Ribas,0.0,1.0,0.15450899031811893,0.22999999999999998,0.38450899031811897,0.15450899031811893
2025-07-26,582d66ce97309e29,Shara Magomedov,Marc-Andre Barriault,0.74,0.26,Shara Magomedov,0.74,red,0.11,0.08,0.81,DEC,0.81,0.06,0.03,0.65,0.05,0.05,0.16,red_DEC,0.65,Shara Magomedov,red,DEC,3,900.0,792.2479397268509,0.36,66.14259141992467,3.22,1.01,1.01,332.88389329921523,True,True,True,0.74,480.0,-650.0,0.1724137931034483,0.8666666666666667,0.039080459770115095,0.8340707964601769,0.165929203539823,True,red,Shara Magomedov,1.0,1.0,-0.09407079646017691,0.74,0.8340707964601769,-0.09407079646017691
2025-07-26,6b8be0ee3e569ad2,Robert Whittaker,Reinier de Ridder,0.42,0.5800000000000001,Reinier de Ridder,0.5800000000000001,blue,0.44999999999999996,0.19,0.36,KO_TKO,0.44999999999999996,0.15,0.02,0.25,0.3,0.17,0.11,blue_KO_TKO,0.3,Reinier de Ridder,blue,DEC,5,1500.0,833.7725217816144,0.65,64.0510857018199,7.01,1.48,1.48,459.01956528377235,True,False,False,0.5800000000000001,128.0,-152.0,0.43859649122807015,0.6031746031746031,0.04177109440267324,0.578989574979952,0.42101042502004815,True,red,Robert Whittaker,0.0,0.0,-0.15898957497995198,0.5800000000000001,0.42101042502004815,0.15898957497995192
2025-07-26,77f960d82cda0b76,Nikita Krylov,Bogdan Guskov,0.72,0.28,Nikita Krylov,0.72,red,0.15000000000000002,0.45,0.4,SUB,0.45,0.14,0.25,0.33,0.01,0.2,0.07,red_DEC,0.33,Bogdan Guskov,blue,KO_TKO,1,258.0,557.2295566206941,1.93,169.77550990325793,4.99,2.28,2.28,328.71592770115694,False,False,False,0.28,164.0,-196.0,0.3787878787878788,0.6621621621621622,0.040950040950040956,0.6361132966168371,0.36388670338316287,True,red,Nikita Krylov,0.0,1.0,0.08388670338316284,0.28,0.36388670338316287,0.08388670338316284
2025-07-26,7c075e3383198e14,Muslim Salikhov,Carlos Leal,0.48,0.52,Carlos Leal,0.52,blue,0.18,0.11000000000000001,0.71,DEC,0.71,0.06,0.04,0.38,0.12,0.07,0.33,red_DEC,0.38,Muslim Salikhov,red,KO_TKO,1,42.0,733.1694159218287,0.3,75.55135219131215,7.74,1.43,1.43,324.72212386837384,False,False,False,0.48,-490.0,380.0,0.8305084745762712,0.20833333333333334,0.03884180790960445,0.2005438477226377,0.7994561522773624,True,blue,Carlos Leal,0.0,1.0,0.2794561522773623,0.48,0.2005438477226377,-0.2794561522773624
2025-07-26,887c61da1a78a5e1,Asu Almabayev,Jose Ochoa,0.38,0.62,Jose Ochoa,0.62,blue,0.2,0.27,0.53,DEC,0.53,0.01,0.15,0.22,0.19,0.12,0.31,blue_DEC,0.31,Asu Almabayev,red,DEC,3,900.0,657.6222103617313,0.98,94.75823885870673,4.88,1.46,1.46,384.3025752377263,False,True,False,0.38,-108.0,-108.0,0.5192307692307693,0.5192307692307693,0.03846153846153855,0.5,0.5,True,red,Asu Almabayev,1.0,0.0,-0.12,0.38,0.5,0.12
2025-07-26,d4d4ee045b0ca695,Petr Yan,Marcus McGhee,0.42000000000000004,0.58,Marcus McGhee,0.58,blue,0.23,0.04,0.73,DEC,0.73,0.17,0.02,0.23,0.06,0.02,0.5,blue_DEC,0.5,Petr Yan,red,DEC,3,900.0,736.6777056102059,0.29,83.01075047930478,6.67,1.53,1.53,295.1026133711329,False,True,False,0.42000000000000004,280.0,-350.0,0.2631578947368421,0.7777777777777778,0.040935672514619936,0.747191011235955,0.2528089887640449,True,red,Petr Yan,1.0,0.0,-0.32719101123595495,0.42000000000000004,0.747191011235955,0.32719101123595506
2025-07-26,e72c691b7c68b03a,Bryce Mitchell,Said Nurmagomedov,0.49,0.51,Said Nurmagomedov,0.51,blue,0.08,0.37,0.55,DEC,0.55,0.02,0.18,0.29,0.06,0.19,0.26,red_DEC,0.29,Bryce Mitchell,red,DEC,3,900.0,680.1107630352438,1.65,209.9411317077501,7.75,2.92,2.92,411.35725118943117,False,True,True,0.49,124.0,-144.0,0.44642857142857145,0.5901639344262295,0.036592505854800894,0.569330697543067,0.43066930245693313,True,red,Bryce Mitchell,1.0,0.0,-0.07933069754306699,0.49,0.569330697543067,0.07933069754306687
2025-07-26,f9dac7702609669f,Ibo Aslan,Billy Elekana,0.75,0.25,Ibo Aslan,0.75,red,0.17,0.12,0.71,DEC,0.71,0.13,0.04,0.58,0.04,0.08,0.13,red_DEC,0.58,Billy Elekana,blue,DEC,3,900.0,738.2028496528347,0.88,93.49262792150789,3.73,1.29,1.29,342.07879190632667,False,True,False,0.25,235.0,-290.0,0.29850746268656714,0.7435897435897436,0.04209720627631075,0.7135512302607419,0.28644876973925815,True,red,Ibo Aslan,0.0,1.0,0.03644876973925815,0.25,0.28644876973925815,0.03644876973925815
2025-08-02,07c2af68b6dbc4ec,Austin Bashi,John Yannis,0.43,0.5700000000000001,John Yannis,0.5700000000000001,blue,0.11,0.25,0.6399999999999999,DEC,0.6399999999999999,0.06,0.08,0.29,0.05,0.17,0.35,blue_DEC,0.35,Austin Bashi,red,SUB,1,219.0,716.2168149298399,0.91,172.945522085832,9.53,2.73,2.73,389.4911525828885,False,False,False,0.43,730.0,-1150.0,0.12048192771084337,0.92,0.04048192771084347,0.8842056507642426,0.11579434923575728,True,red,Austin Bashi,1.0,0.0,-0.45420565076424263,0.43,0.8842056507642426,0.4542056507642428
2025-08-02,111e66eb922449e4,Danny Silva,Kevin Vallejos,0.51,0.49,Danny Silva,0.51,red,0.11000000000000001,0.21000000000000002,0.6799999999999999,DEC,0.6799999999999999,0.07,0.14,0.3,0.04,0.07,0.38,blue_DEC,0.38,Kevin Vallejos,blue,DEC,3,900.0,735.1557302288231,0.84,86.83699268395223,4.01,1.4,1.4,384.86165696507203,False,True,True,0.49,-375.0,300.0,0.7894736842105263,0.25,0.03947368421052633,0.24050632911392406,0.759493670886076,True,blue,Kevin Vallejos,1.0,0.0,0.26949367088607595,0.49,0.759493670886076,0.26949367088607595
2025-08-02,282c8c6c1ed82bfb,Tatsuro Taira,HyunSung Park,0.45,0.55,HyunSung Park,0.55,blue,0.31,0.55,0.14,SUB,0.55,0.22,0.19,0.04,0.09,0.36,0.1,blue_SUB,0.36,Tatsuro Taira,red,SUB,2,366.0,667.0090241991289,2.35,93.50379955013047,4.27,1.61,1.61,531.4058420920103,False,True,False,0.45,270.0,-275.0,0.2702702702702703,0.7333333333333333,0.003603603603603567,0.7307001795332136,0.26929982046678635,True,red,Tatsuro Taira,1.0,0.0,-0.28070017953321363,0.45,0.7307001795332136,0.2807001795332137
2025-08-02,426a69e343822ab3,Mateusz Rebecki,Chris Duncan,0.6,0.4,Mateusz Rebecki,0.6,red,0.07,0.24,0.69,DEC,0.69,0.03,0.09,0.48,0.04,0.15,0.21,red_DEC,0.48,Chris Duncan,blue,DEC,3,900.0,739.0065932634147,0.95,136.58346131546494,4.86,2.9,2.9,380.6664298819829,False,True,False,0.4,198.0,-240.0,0.33557046979865773,0.7058823529411765,0.041452822739834305,0.6777862016679302,0.3222137983320697,True,red,Mateusz Rebecki,0.0,1.0,-0.07778620166793027,0.4,0.3222137983320697,-0.07778620166793027
2025-08-02,45781930d64da456,Rodolfo Vieira,Tresean Gore,0.73,0.27,Rodolfo Vieira,0.73,red,0.08,0.26,0.6599999999999999,DEC,0.6599999999999999,0.08,0.08,0.57,0.0,0.18,0.09,red_DEC,0.57,Rodolfo Vieira,red,DEC,3,900.0,736.0785149439533,1.33,74.28654384407938,7.47,1.43,1.43,417.87798512927463,True,True,True,0.73,194.0,-235.0,0.3401360544217687,0.7014925373134329,0.0416285917352015,0.6734574519933717,0.32654254800662835,True,red,Rodolfo Vieira,1.0,1.0,0.05654254800662828,0.73,0.6734574519933717,0.05654254800662828
2025-08-02,878941394f9e3538,Elves Brener,Esteban Ribovics,0.16,0.84,Esteban Ribovics,0.84,blue,0.42,0.1,0.48,DEC,0.48,0.05,0.07,0.04,0.37,0.03,0.44,blue_DEC,0.44,Esteban Ribovics,blue,DEC,3,900.0,599.7582629855326,0.46,111.83476406277443,6.3,2.11,2.11,322.6120442029475,True,True,True,0.84,-260.0,215.0,0.7222222222222222,0.31746031746031744,0.03968253968253954,0.3053435114503817,0.6946564885496184,True,blue,Esteban Ribovics,1.0,1.0,-0.14534351145038168,0.84,0.6946564885496184,0.1453435114503816
2025-08-02,ac57250e3de89d5d,Neil Magny,Elizeu Zaleski dos Santos,0.51,0.49,Neil Magny,0.51,red,0.26,0.11,0.63,DEC,0.63,0.05,0.05,0.41,0.21,0.06,0.22,red_DEC,0.41,Neil Magny,red,KO_TKO,2,579.0,697.4183553861678,0.41,124.06911018961338,7.4,2.44,2.44,352.48204158423704,True,False,False,0.51,-158.0,134.0,0.6124031007751938,0.42735042735042733,0.03975352812562116,0.4110112789141655,0.5889887210858344,True,blue,Elizeu Zaleski dos Santos,0.0,0.0,0.09898872108583451,0.51,0.4110112789141655,0.09898872108583451
2025-08-02,b3c695728e177fd4,Nick Klein,Andrey Pulyaev,0.67,0.32999999999999996,Nick Klein,0.67,red,0.16999999999999998,0.16,0.67,DEC,0.67,0.06,0.08,0.53,0.11,0.08,0.14,red_DEC,0.53,Andrey Pulyaev,blue,KO_TKO,2,391.0,696.4006985673195,0.62,117.0426923878361,8.45,2.0,2.0,283.0324199009678,False,False,False,0.32999999999999996,-126.0,108.0,0.5575221238938053,0.4807692307692308,0.038291354663036126,0.46303884609080476,0.5369611539091952,True,blue,Andrey Pulyaev,1.0,0.0,0.20696115390919528,0.32999999999999996,0.5369611539091952,0.20696115390919528
2025-08-02,b47db03affb279c3,Rafael Estevam,Felipe Bunes,0.53,0.47,Rafael Estevam,0.53,red,0.13,0.24000000000000002,0.63,DEC,0.63,0.12,0.07,0.34,0.01,0.17,0.29,red_DEC,0.34,Rafael Estevam,red,DEC,3,900.0,724.4933699546323,1.41,204.3451469210699,10.71,3.9,3.9,425.657756634141,True,True,True,0.53,490.0,-670.0,0.1694915254237288,0.8701298701298701,0.03962139555359889,0.8369680287952572,0.16303197120474275,True,red,Rafael Estevam,1.0,1.0,-0.3069680287952572,0.53,0.8369680287952572,-0.3069680287952572
2025-08-02,c62ed8a6002b5360,Karol Rosa,Nora Cornolle,0.72,0.28,Karol Rosa,0.72,red,0.07,0.1,0.8300000000000001,DEC,0.8300000000000001,0.03,0.04,0.65,0.04,0.06,0.18,red_DEC,0.65,Karol Rosa,red,DEC,3,900.0,822.0927411628945,0.45,168.5892336141976,5.56,1.95,1.95,441.7220068405557,True,True,True,0.72,132.0,-158.0,0.43103448275862066,0.6124031007751938,0.04343758353381455,0.5869091840655821,0.41309081593441777,True,red,Karol Rosa,1.0,1.0,0.13309081593441785,0.72,0.5869091840655821,0.13309081593441785
