event_date,bout_id,red_fighter,blue_fighter,P_red_win,P_blue_win,predicted_winner,predicted_winner_probability,predicted_side,P_KO_TKO,P_SUB,P_DEC,predicted_method,predicted_method_probability,P_red_KO_TKO,P_red_SUB,P_red_DEC,P_blue_KO_TKO,P_blue_SUB,P_blue_DEC,predicted_winner_method,predicted_joint_probability,actual_winner,actual_side,actual_method,actual_finish_round,actual_elapsed_seconds,simulated_mean_elapsed_seconds,simulated_mean_submission_attempts,simulated_mean_ground_seconds,simulated_mean_td_attempts,simulated_mean_td_landed,simulated_mean_ground_entries,simulated_nondecision_mean_seconds,winner_correct,method_correct,winner_method_correct,winner_probability_assigned_to_actual,market_american_odds_blue,market_american_odds_red,market_implied_probability_blue,market_implied_probability_red,market_overround,market_novig_p_red,market_novig_p_blue,market_available,market_favorite_side,market_favorite,market_correct,model_market_agree,model_minus_market_p_red,model_actual_probability,market_actual_probability,model_edge_predicted_side
2025-06-14,b39b8ff0d7de211a,Cody Durden,Jose Ochoa,0.56,0.43999999999999995,Cody Durden,0.56,red,0.16999999999999998,0.22,0.6100000000000001,DEC,0.6100000000000001,0.15,0.13,0.28,0.02,0.09,0.33,blue_DEC,0.33,Jose Ochoa,blue,KO_TKO,2,311.0,677.6771559727537,1.08,114.74374461370678,4.29,1.72,1.72,329.94142557116334,False,False,False,0.43999999999999995,-205.0,172.0,0.6721311475409836,0.36764705882352944,0.039778206364513125,0.35358219336888475,0.6464178066311151,True,blue,Jose Ochoa,1.0,0.0,0.2064178066311153,0.43999999999999995,0.6464178066311151,0.2064178066311153
2025-06-14,d75b3d3c2b209b75,Kamaru Usman,Joaquin Buckley,0.69,0.31000000000000005,Kamaru Usman,0.69,red,0.53,0.04,0.43,KO_TKO,0.53,0.43,0.01,0.25,0.1,0.03,0.18,red_KO_TKO,0.43,Kamaru Usman,red,DEC,5,1500.0,907.0004781508628,0.28,102.26570952640719,5.77,1.84,1.84,459.6499616681802,True,False,False,0.69,-220.0,184.0,0.6875,0.352112676056338,0.039612676056338,0.3386960203217612,0.6613039796782388,True,blue,Joaquin Buckley,0.0,0.0,0.35130397967823873,0.69,0.3386960203217612,0.35130397967823873
2025-06-14,e5bd7e6e2a50a843,Edmen Shahbazyan,Andre Petroski,0.31000000000000005,0.69,Andre Petroski,0.69,blue,0.21000000000000002,0.3,0.49,DEC,0.49,0.14,0.04,0.13,0.07,0.26,0.36,blue_DEC,0.36,Edmen Shahbazyan,red,DEC,3,900.0,600.0235378304998,1.78,140.0878047403772,5.2,2.23,2.23,311.8108584911759,False,True,False,0.31000000000000005,142.0,-168.0,0.4132231404958678,0.6268656716417911,0.0400888121376588,0.6027039848197344,0.3972960151802657,True,red,Edmen Shahbazyan,1.0,0.0,-0.29270398481973436,0.31000000000000005,0.6027039848197344,0.29270398481973425
2025-06-14,e861e9cc0118c670,Michael Chiesa,Court McGee,0.4,0.6,Court McGee,0.6,blue,0.18,0.17,0.6499999999999999,DEC,0.6499999999999999,0.15,0.07,0.18,0.03,0.1,0.47,blue_DEC,0.47,Michael Chiesa,red,DEC,3,900.0,709.9492345502275,1.02,125.99978987237421,6.9,2.48,2.48,356.9978130006496,False,True,False,0.4,270.0,-335.0,0.2702702702702703,0.7701149425287356,0.040385212799005865,0.7402209614810391,0.2597790385189609,True,red,Michael Chiesa,1.0,0.0,-0.3402209614810391,0.4,0.7402209614810391,0.3402209614810391
2025-06-14,ec2034b134ae71cd,Alonzo Menifield,Oumar Sy,0.44000000000000006,0.5599999999999999,Oumar Sy,0.5599999999999999,blue,0.48,0.04,0.48,KO_TKO,0.48,0.24,0.03,0.17,0.24,0.01,0.31,blue_DEC,0.31,Alonzo Menifield,red,DEC,3,900.0,595.1782267781682,0.23,46.70449309651654,4.34,0.8,0.8,313.80428226570814,False,False,False,0.44000000000000006,-670.0,490.0,0.8701298701298701,0.1694915254237288,0.03962139555359889,0.16303197120474275,0.8369680287952572,True,blue,Oumar Sy,0.0,1.0,0.2769680287952573,0.44000000000000006,0.16303197120474275,-0.2769680287952573
2025-06-14,f6454f2e508626ec,Malcolm Wellmaker,Kris Moutinho,0.79,0.20999999999999996,Malcolm Wellmaker,0.79,red,0.58,0.04,0.38,KO_TKO,0.58,0.48,0.0,0.31,0.1,0.04,0.07,red_KO_TKO,0.48,Malcolm Wellmaker,red,KO_TKO,1,157.0,534.5694660307504,0.38,61.309782874235125,1.91,0.76,0.76,310.59591295282326,True,True,True,0.79,980.0,-1800.0,0.09259259259259259,0.9473684210526315,0.0399610136452242,0.9109653233364573,0.08903467666354263,True,red,Malcolm Wellmaker,1.0,1.0,-0.12096532333645726,0.79,0.9109653233364573,-0.12096532333645726
2025-06-21,03bc32bdb5a33496,Jamahal Hill,Khalil Rountree Jr.,0.31,0.69,Khalil Rountree Jr.,0.69,blue,0.98,0.01,0.01,KO_TKO,0.98,0.3,0.01,0.0,0.68,0.0,0.01,blue_KO_TKO,0.68,Khalil Rountree Jr.,blue,DEC,5,1500.0,294.47695186044564,0.09,13.02832439098485,1.31,0.33,0.33,282.2999513741875,True,False,False,0.69,100.0,-118.0,0.5,0.5412844036697247,0.041284403669724856,0.5198237885462554,0.48017621145374445,True,red,Jamahal Hill,0.0,0.0,-0.20982378854625544,0.69,0.48017621145374445,0.2098237885462555
2025-06-21,19764211af05674c,Muhammad Naimov,Bogdan Grad,0.56,0.43999999999999995,Muhammad Naimov,0.56,red,0.16999999999999998,0.15,0.6799999999999999,DEC,0.6799999999999999,0.15,0.03,0.38,0.02,0.12,0.3,red_DEC,0.38,Muhammad Naimov,red,DEC,3,900.0,711.773778971612,0.49,201.4098561267956,8.66,3.09,3.09,311.7930592862874,True,True,True,0.56,205.0,-250.0,0.32786885245901637,0.7142857142857143,0.042154566744730726,0.6853932584269663,0.31460674157303364,True,red,Muhammad Naimov,1.0,1.0,-0.12539325842696625,0.56,0.6853932584269663,-0.12539325842696625
2025-06-21,2bfc0212f2cae65b,Irina Alekseeva,Klaudia Sygula,0.67,0.32999999999999996,Irina Alekseeva,0.67,red,0.08,0.18,0.74,DEC,0.74,0.04,0.1,0.53,0.04,0.08,0.21,red_DEC,0.53,Klaudia Sygula,blue,DEC,3,900.0,777.6960358520954,1.1,121.47492223151814,5.27,1.84,1.84,429.60013789267384,False,True,False,0.32999999999999996,200.0,-245.0,0.3333333333333333,0.7101449275362319,0.04347826086956519,0.6805555555555556,0.3194444444444444,True,red,Irina Alekseeva,0.0,1.0,-0.01055555555555554,0.32999999999999996,0.3194444444444444,-0.01055555555555554
2025-06-21,36ec204f47e4d613,Tofiq Musayev,Myktybek Orolbai,0.33,0.6699999999999999,Myktybek Orolbai,0.6699999999999999,blue,0.09,0.11,0.7999999999999999,DEC,0.7999999999999999,0.04,0.06,0.23,0.05,0.05,0.57,blue_DEC,0.57,Myktybek Orolbai,blue,SUB,1,275.0,797.3183419680098,0.92,214.44265018571687,8.78,3.9,3.9,386.5917098400493,True,False,False,0.6699999999999999,-186.0,156.0,0.6503496503496503,0.390625,0.04097465034965042,0.3752492914873517,0.6247507085126481,True,blue,Myktybek Orolbai,1.0,1.0,-0.045249291487351684,0.6699999999999999,0.6247507085126481,0.045249291487351795
2025-06-21,5fcf18bcd2a020f1,Ismail Naurdiev,JunYong Park,0.52,0.48,Ismail Naurdiev,0.52,red,0.04,0.18000000000000002,0.78,DEC,0.78,0.02,0.04,0.46,0.02,0.14,0.32,red_DEC,0.46,JunYong Park,blue,DEC,3,900.0,799.7244424316223,1.02,247.43169266359905,8.08,3.48,3.48,444.20201105282814,False,True,False,0.48,-190.0,160.0,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.3698979591836735,0.6301020408163266,True,blue,JunYong Park,1.0,0.0,0.1501020408163265,0.48,0.6301020408163266,0.1501020408163265
2025-06-21,7513a00037094075,Nazim Sadykhov,Nikolas Motta,0.69,0.31000000000000005,Nazim Sadykhov,0.69,red,0.76,0.04,0.2,KO_TKO,0.76,0.57,0.04,0.08,0.19,0.0,0.12,red_KO_TKO,0.57,Nazim Sadykhov,red,KO_TKO,2,557.0,387.02006472566893,0.28,32.50988521275196,1.15,0.55,0.55,258.77508090708614,True,True,True,0.69,330.0,-420.0,0.23255813953488372,0.8076923076923077,0.0402504472271914,0.7764402407566638,0.2235597592433362,True,red,Nazim Sadykhov,1.0,1.0,-0.0864402407566639,0.69,0.7764402407566638,-0.0864402407566639
2025-06-21,8c140756bf43dcc2,Tagir Ulanbekov,Azat Maksum,0.67,0.32999999999999996,Tagir Ulanbekov,0.67,red,0.1,0.12000000000000001,0.78,DEC,0.78,0.06,0.1,0.51,0.04,0.02,0.27,red_DEC,0.51,Tagir Ulanbekov,red,DEC,3,900.0,767.3728940456267,0.72,148.2976998757216,8.83,2.83,2.83,297.1495183892121,True,True,True,0.67,385.0,-500.0,0.20618556701030927,0.8333333333333334,0.03951890034364269,0.8016528925619835,0.1983471074380165,True,red,Tagir Ulanbekov,1.0,1.0,-0.13165289256198343,0.67,0.8016528925619835,-0.13165289256198343
2025-06-21,8e5744c664fec3e9,Curtis Blaydes,Rizvan Kuniev,0.78,0.21999999999999997,Curtis Blaydes,0.78,red,0.35000000000000003,0.05,0.6,DEC,0.6,0.28,0.02,0.48,0.07,0.03,0.12,red_DEC,0.48,Curtis Blaydes,red,DEC,3,900.0,647.5731936331041,0.39,182.07993399563705,6.39,3.37,3.37,268.9329840827601,True,True,True,0.78,198.0,-240.0,0.33557046979865773,0.7058823529411765,0.041452822739834305,0.6777862016679302,0.3222137983320697,True,red,Curtis Blaydes,1.0,1.0,0.10221379833206978,0.78,0.6777862016679302,0.10221379833206978
2025-06-21,a12d3a6c8aaf87ca,Hamdy Abdelwahab,Mohammed Usman,0.28,0.72,Mohammed Usman,0.72,blue,0.13999999999999999,0.16,0.7000000000000001,DEC,0.7000000000000001,0.02,0.1,0.16,0.12,0.06,0.54,blue_DEC,0.54,Mohammed Usman,blue,DEC,3,900.0,729.7532860757648,0.75,50.19504451071874,2.89,0.69,0.69,332.5109535858829,True,True,True,0.72,142.0,-168.0,0.4132231404958678,0.6268656716417911,0.0400888121376588,0.6027039848197344,0.3972960151802657,True,red,Hamdy Abdelwahab,0.0,0.0,-0.3227039848197344,0.72,0.3972960151802657,0.3227039848197343
2025-06-21,a1afc16e21d1a807,Rafael Fiziev,Ignacio Bahamondes,0.21,0.79,Ignacio Bahamondes,0.79,blue,0.14,0.11,0.75,DEC,0.75,0.05,0.01,0.15,0.09,0.1,0.6,blue_DEC,0.6,Rafael Fiziev,red,DEC,3,900.0,781.6229624219069,0.42,26.030530511012667,3.99,0.43,0.43,426.4918496876268,False,True,False,0.21,-144.0,124.0,0.5901639344262295,0.44642857142857145,0.036592505854800894,0.43066930245693313,0.569330697543067,True,blue,Ignacio Bahamondes,0.0,1.0,-0.22066930245693314,0.21,0.43066930245693313,0.22066930245693306
2025-06-21,e512b80bbaea36c2,Seokhyeon Ko,Oban Elliott,0.28,0.72,Oban Elliott,0.72,blue,0.28,0.12,0.6000000000000001,DEC,0.6000000000000001,0.14,0.08,0.06,0.14,0.04,0.54,blue_DEC,0.54,Seokhyeon Ko,red,DEC,3,900.0,677.77082381511,0.6,76.93361491125802,2.47,1.11,1.11,344.42705953777494,False,True,False,0.28,-480.0,370.0,0.8275862068965517,0.2127659574468085,0.0403521643433602,0.20451339915373767,0.7954866008462623,True,blue,Oban Elliott,0.0,1.0,0.07548660084626235,0.28,0.20451339915373767,-0.07548660084626235
2025-06-21,fff3218758c513b8,Daria Zhelezniakova,Melissa Mullins,0.6000000000000001,0.3999999999999999,Daria Zhelezniakova,0.6000000000000001,red,0.19,0.16,0.65,DEC,0.65,0.14,0.08,0.38,0.05,0.08,0.27,red_DEC,0.38,Daria Zhelezniakova,red,DEC,3,900.0,716.1162350209809,0.89,139.99333561592,5.94,2.17,2.17,374.6178143456596,True,True,True,0.6000000000000001,-250.0,205.0,0.7142857142857143,0.32786885245901637,0.042154566744730726,0.31460674157303364,0.6853932584269663,True,blue,Melissa Mullins,0.0,0.0,0.28539325842696645,0.6000000000000001,0.31460674157303364,0.28539325842696645
2025-06-28,043172689e415438,Jhonata Diniz,Alvin Hines,0.48,0.52,Alvin Hines,0.52,blue,0.16999999999999998,0.13,0.7,DEC,0.7,0.06,0.07,0.35,0.11,0.06,0.35,red_DEC,0.35,Jhonata Diniz,red,DEC,3,900.0,727.7194386922712,0.83,123.20975326543949,5.04,1.62,1.62,325.731462307571,False,True,True,0.48,360.0,-460.0,0.21739130434782608,0.8214285714285714,0.03881987577639756,0.7907324364723467,0.2092675635276532,True,red,Jhonata Diniz,1.0,0.0,-0.3107324364723467,0.48,0.7907324364723467,0.31073243647234683
2025-06-28,1ea9ad3b6e1cba79,Beneil Dariush,Renato Moicano,0.5,0.5,Beneil Dariush,0.5,red,0.44,0.25,0.31000000000000005,KO_TKO,0.44,0.21,0.12,0.17,0.23,0.13,0.14,blue_KO_TKO,0.23,Beneil Dariush,red,DEC,3,900.0,474.25139267631357,0.9,68.35769110816244,3.68,1.04,1.04,282.97303286422266,True,False,False,0.5,-104.0,-112.0,0.5098039215686274,0.5283018867924528,0.03810580836108013,0.5089094796863863,0.4910905203136137,True,red,Beneil Dariush,1.0,1.0,-0.008909479686386335,0.5,0.5089094796863863,-0.008909479686386335
2025-06-28,2f523b757f7f33a2,Hyder Amil,Jose Delgado,0.6799999999999999,0.32000000000000006,Hyder Amil,0.6799999999999999,red,0.17,0.11,0.72,DEC,0.72,0.13,0.06,0.49,0.04,0.05,0.23,red_DEC,0.49,Jose Delgado,blue,KO_TKO,1,26.0,753.7682417843226,0.68,106.98213107679199,6.36,2.09,2.09,377.7437206582953,False,False,False,0.32000000000000006,-136.0,116.0,0.576271186440678,0.46296296296296297,0.039234149403641005,0.44548474781032915,0.5545152521896708,True,blue,Jose Delgado,1.0,0.0,0.2345152521896708,0.32000000000000006,0.5545152521896708,0.2345152521896708
2025-06-28,7a64d63e12618ba7,Ilia Topuria,Charles Oliveira,0.48,0.52,Charles Oliveira,0.52,blue,0.28,0.51,0.21000000000000002,SUB,0.51,0.21,0.14,0.13,0.07,0.37,0.08,blue_SUB,0.37,Ilia Topuria,red,KO_TKO,1,147.0,742.672105384498,2.18,85.70288959132398,4.35,1.41,1.41,541.3570954234152,False,False,False,0.48,320.0,-405.0,0.23809523809523808,0.801980198019802,0.040075436115040164,0.771078875793291,0.22892112420670893,True,red,Ilia Topuria,1.0,0.0,-0.29107887579329106,0.48,0.771078875793291,0.29107887579329106
2025-06-28,815ff62ca8e217be,Viviane Araujo,Tracy Cortez,0.75,0.25,Viviane Araujo,0.75,red,0.17,0.09,0.74,DEC,0.74,0.16,0.09,0.5,0.01,0.0,0.24,red_DEC,0.5,Tracy Cortez,blue,DEC,3,900.0,755.1646475364573,0.42,164.66471099153856,6.23,2.53,2.53,342.94095206329774,False,True,False,0.25,-210.0,176.0,0.6774193548387096,0.36231884057971014,0.03973819541841972,0.3484712230215828,0.6515287769784173,True,blue,Tracy Cortez,1.0,0.0,0.4015287769784172,0.25,0.6515287769784173,0.4015287769784172
2025-06-28,8308464729ea7c40,Alexandre Pantoja,Kai Kara-France,0.6699999999999999,0.33000000000000007,Alexandre Pantoja,0.6699999999999999,red,0.31,0.38,0.31,SUB,0.38,0.24,0.37,0.06,0.07,0.01,0.25,red_SUB,0.37,Alexandre Pantoja,red,SUB,3,715.0,896.979335380199,1.63,86.80867684786769,7.56,2.0,2.0,626.0570077973896,True,True,True,0.6699999999999999,205.0,-250.0,0.32786885245901637,0.7142857142857143,0.042154566744730726,0.6853932584269663,0.31460674157303364,True,red,Alexandre Pantoja,1.0,1.0,-0.015393258426966372,0.6699999999999999,0.6853932584269663,-0.015393258426966372
2025-06-28,958522de54ccc536,Jack Hermansson,Gregory Rodrigues,0.55,0.44999999999999996,Jack Hermansson,0.55,red,0.64,0.05,0.31,KO_TKO,0.64,0.33,0.02,0.2,0.31,0.03,0.11,red_KO_TKO,0.33,Gregory Rodrigues,blue,KO_TKO,1,261.0,472.07781053826335,0.35,45.52835674958493,3.21,0.71,0.71,279.82291382357,False,True,False,0.44999999999999996,-205.0,172.0,0.6721311475409836,0.36764705882352944,0.039778206364513125,0.35358219336888475,0.6464178066311151,True,blue,Gregory Rodrigues,1.0,0.0,0.1964178066311153,0.44999999999999996,0.6464178066311151,0.1964178066311153
2025-06-28,9bff9fe298e63357,Niko Price,Jacobe Smith,0.45999999999999996,0.54,Jacobe Smith,0.54,blue,0.33999999999999997,0.25,0.41000000000000003,DEC,0.41000000000000003,0.24,0.13,0.09,0.1,0.12,0.32,blue_DEC,0.32,Jacobe Smith,blue,SUB,2,543.0,546.0289233238207,1.04,76.22280434947358,3.51,1.34,1.34,300.0490225827468,True,False,False,0.54,-2200.0,1100.0,0.9565217391304348,0.08333333333333333,0.03985507246376807,0.08013937282229965,0.9198606271777005,True,blue,Jacobe Smith,1.0,1.0,0.3798606271777003,0.54,0.9198606271777005,-0.3798606271777004
2025-06-28,d7be78c400e7e0f9,Terrance McKinney,Viacheslav Borshchev,0.2,0.8,Viacheslav Borshchev,0.8,blue,0.8500000000000001,0.08,0.07,KO_TKO,0.8500000000000001,0.06,0.07,0.07,0.79,0.01,0.0,blue_KO_TKO,0.79,Terrance McKinney,red,SUB,1,55.0,278.7133937976189,0.6,80.86753901205556,2.46,1.14,1.14,231.9498858038913,False,False,False,0.2,144.0,-172.0,0.4098360655737705,0.6323529411764706,0.042189006750241065,0.6067545685866297,0.39324543141337037,True,red,Terrance McKinney,1.0,0.0,-0.4067545685866297,0.2,0.6067545685866297,0.4067545685866297
2025-06-28,f6a3c78f15ff26c7,Payton Talbott,Felipe Lima,0.63,0.37,Payton Talbott,0.63,red,0.12,0.32,0.5599999999999999,DEC,0.5599999999999999,0.11,0.11,0.41,0.01,0.21,0.15,red_DEC,0.41,Payton Talbott,red,DEC,3,900.0,684.9326975799204,1.85,149.92422629695113,6.3,2.49,2.49,411.2106763180009,True,True,True,0.63,-174.0,146.0,0.635036496350365,0.4065040650406504,0.04154056139101536,0.390291151501339,0.609708848498661,True,blue,Felipe Lima,0.0,0.0,0.23970884849866103,0.63,0.390291151501339,0.23970884849866103
2025-06-28,f722b96ae6862843,Brandon Royval,Joshua Van,0.2,0.8,Joshua Van,0.8,blue,0.74,0.05,0.21000000000000002,KO_TKO,0.74,0.04,0.05,0.11,0.7,0.0,0.1,blue_KO_TKO,0.7,Joshua Van,blue,DEC,3,900.0,448.5265631545273,0.36,61.10504879618878,3.0,1.42,1.42,328.5146369044649,True,False,False,0.8,-120.0,102.0,0.5454545454545454,0.49504950495049505,0.04050405040504046,0.4757785467128028,0.5242214532871973,True,blue,Joshua Van,1.0,1.0,-0.2757785467128028,0.8,0.5242214532871973,0.2757785467128028
2025-07-12,0adfc21045c02555,Derrick Lewis,Tallison Teixeira,0.37,0.63,Tallison Teixeira,0.63,blue,0.33,0.18000000000000002,0.49,DEC,0.49,0.25,0.04,0.08,0.08,0.14,0.41,blue_DEC,0.41,Derrick Lewis,red,KO_TKO,1,35.0,1041.9122682466354,0.83,198.83057649556756,8.71,3.48,3.48,601.788761267913,False,False,False,0.37,-245.0,186.0,0.7101449275362319,0.34965034965034963,0.05979527718658151,0.3299225399254088,0.6700774600745912,True,blue,Tallison Teixeira,0.0,1.0,0.040077460074591176,0.37,0.3299225399254088,-0.04007746007459123
2025-07-12,120d66cb0da0f3c3,Fatima Kline,Melissa Martinez,0.62,0.38,Fatima Kline,0.62,red,0.11000000000000001,0.11,0.78,DEC,0.78,0.07,0.03,0.52,0.04,0.08,0.26,red_DEC,0.52,Fatima Kline,red,KO_TKO,3,756.0,788.4687997043328,0.58,137.25385285456315,4.36,2.2,2.2,393.0399986560586,True,False,False,0.62,600.0,-1100.0,0.14285714285714285,0.9166666666666666,0.059523809523809534,0.8651685393258427,0.1348314606741573,True,red,Fatima Kline,1.0,1.0,-0.2451685393258427,0.62,0.8651685393258427,-0.2451685393258427
2025-07-12,236f811290163dca,Max Griffin,Chris Curtis,0.59,0.41000000000000003,Max Griffin,0.59,red,0.15000000000000002,0.02,0.8300000000000001,DEC,0.8300000000000001,0.08,0.01,0.5,0.07,0.01,0.33,red_DEC,0.5,Chris Curtis,blue,DEC,3,900.0,818.1987539774306,0.23,37.69237601862542,4.59,0.93,0.93,418.8161998672392,False,True,False,0.41000000000000003,-310.0,230.0,0.7560975609756098,0.30303030303030304,0.059127864005912745,0.28611304954640615,0.7138869504535938,True,blue,Chris Curtis,1.0,0.0,0.3038869504535938,0.41000000000000003,0.7138869504535938,0.3038869504535938
