bucket,bucket_min_prob,bucket_max_prob,fight_count,avg_predicted_confidence,actual_win_rate,calibration_error,accuracy,avg_raw_probability,positive_pick_rate
0.50-0.55,0.5,0.55,35,0.5258682285036359,0.6857142857142857,0.15984605721064982,0.6857142857142857,0.4804932083402361,20.0
0.55-0.60,0.55,0.6,61,0.5796827546885757,0.5737704918032787,-0.005912262885297004,0.5737704918032787,0.42204963574643994,1.639344262295082
0.60-0.65,0.6,0.65,107,0.6254383278227298,0.6355140186915887,0.010075690868858955,0.6355140186915887,0.3745616721772702,0.0
0.65-0.70,0.65,0.7,138,0.6759366859560427,0.717391304347826,0.04145461839178333,0.717391304347826,0.3240633140439573,0.0
0.70-0.75,0.7,0.75,118,0.722649625044758,0.7796610169491526,0.057011391904394526,0.7796610169491526,0.27735037495524195,0.0
0.75-0.80,0.75,0.8,44,0.7703073617409576,0.7272727272727273,-0.043034634468230304,0.7272727272727273,0.2296926382590424,0.0
0.80-0.85,0.8,0.85,2,0.8017572090029716,1.0,0.19824279099702835,1.0,0.19824279099702835,0.0
