threshold,accuracy,positive_pick_rate,negative_pick_rate,roc_auc,log_loss,brier_score
0.4,0.697029702970297,0.39603960396039606,99.60396039603961,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.41,0.697029702970297,0.39603960396039606,99.60396039603961,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.42,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.43,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.44,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.45,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.46,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.47,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.48,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.49,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.5,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.51,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.52,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.53,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.54,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.55,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.56,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.57,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.58,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.59,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
0.6,0.695049504950495,0.19801980198019803,99.8019801980198,0.5621657754010695,0.6167759890025584,0.21177057533903723
