bucket,bucket_min_prob,bucket_max_prob,fight_count,avg_predicted_confidence,actual_win_rate,calibration_error,accuracy,avg_raw_probability,positive_pick_rate
0.55-0.60,0.55,0.6,1,0.5853350162506104,0.0,-0.5853350162506104,0.0,0.41466498374938965,0.0
0.60-0.65,0.6,0.65,260,0.6456928649773964,0.65,0.004307135022603603,0.65,0.35507636597523323,0.38461538461538464
0.65-0.70,0.65,0.7,3,0.6711065669854482,1.0,0.32889343301455176,1.0,0.3288934330145518,0.0
0.70-0.75,0.7,0.75,192,0.720215257567664,0.7447916666666666,0.024576409099002605,0.7447916666666666,0.27978474243233603,0.0
0.80-0.85,0.8,0.85,1,0.8222547024488449,1.0,0.1777452975511551,1.0,0.1777452975511551,0.0
0.85-0.90,0.85,0.9,44,0.8785686235536229,0.7045454545454546,-0.17402316900816828,0.7045454545454546,0.12143137644637715,0.0
0.90-0.95,0.9,0.95,1,0.9211907759308815,1.0,0.0788092240691185,1.0,0.0788092240691185,0.0
0.95-1.00,0.95,1.0,3,0.999999,1.0,1.0000000000287557e-06,1.0,1e-06,0.0
