fight_id,path,side,fighter_name,duration,target_control,realized_control,free_seconds,sim_distance_attempted,sim_distance_landed,sim_clinch_attempted,sim_clinch_landed,sim_ground_attempted,sim_ground_landed,sim_td_attempted,sim_td_landed,sim_standing_attempted,sim_standing_landed,sim_qualified_control_inflicted_seconds
0e71e69359db4d1e,18,blue,Hailey Cowan,412.0,100.0,100.0,312.0,38.0,16.0,28.0,16.0,1.0,1.0,0.0,0.0,66.0,32.0,90.0
0e71e69359db4d1e,19,red,Nora Cornolle,412.0,300.0,300.0,111.99999999999996,7.0,2.0,4.0,3.0,0.0,0.0,1.0,1.0,11.0,5.0,0.0
0e71e69359db4d1e,19,blue,Hailey Cowan,412.0,300.0,300.0,111.99999999999996,5.0,2.0,0.0,0.0,9.0,6.0,1.0,1.0,5.0,2.0,300.0
0eccebee160137b1,0,red,Yan Xiaonan,900.0,410.0,410.0,490.0000000000005,129.0,57.0,1.0,1.0,0.0,0.0,1.0,1.0,130.0,58.0,0.0
0eccebee160137b1,0,blue,Virna Jandiroba,900.0,410.0,410.0,490.0000000000005,48.0,19.0,2.0,2.0,1.0,1.0,10.0,3.0,50.0,21.0,410.0
0eccebee160137b1,1,red,Yan Xiaonan,900.0,140.0,140.0,760.0,159.0,56.0,16.0,12.0,5.0,1.0,0.0,0.0,175.0,68.0,0.0
0eccebee160137b1,1,blue,Virna Jandiroba,900.0,140.0,140.0,760.0,123.0,47.0,10.0,8.0,17.0,13.0,9.0,4.0,133.0,55.0,140.0
0eccebee160137b1,2,red,Yan Xiaonan,900.0,140.0,140.0,759.9999999999999,218.0,86.0,2.0,1.0,0.0,0.0,0.0,0.0,220.0,87.0,0.0
0eccebee160137b1,2,blue,Virna Jandiroba,900.0,140.0,140.0,759.9999999999999,202.0,63.0,2.0,2.0,0.0,0.0,19.0,6.0,204.0,65.0,140.0
0eccebee160137b1,3,red,Yan Xiaonan,900.0,210.0,210.0,689.9999999999993,246.0,98.0,4.0,2.0,3.0,2.0,4.0,1.0,250.0,100.0,210.0
0eccebee160137b1,3,blue,Virna Jandiroba,900.0,210.0,210.0,689.9999999999993,158.0,63.0,0.0,0.0,1.0,1.0,13.0,7.0,158.0,63.0,0.0
0eccebee160137b1,4,red,Yan Xiaonan,900.0,640.0,640.0,260.00000000000045,75.0,41.0,3.0,3.0,2.0,2.0,0.0,0.0,78.0,44.0,0.0
0eccebee160137b1,4,blue,Virna Jandiroba,900.0,640.0,640.0,260.00000000000045,60.0,19.0,0.0,0.0,0.0,0.0,7.0,1.0,60.0,19.0,640.0
0eccebee160137b1,5,red,Yan Xiaonan,900.0,410.0,409.88553969083864,490.1144603091618,98.0,42.0,3.0,3.0,2.0,2.0,0.0,0.0,101.0,45.0,299.88553969083864
0eccebee160137b1,5,blue,Virna Jandiroba,900.0,410.0,409.88553969083864,490.1144603091618,55.0,23.0,1.0,1.0,0.0,0.0,15.0,5.0,56.0,24.0,110.0
0eccebee160137b1,6,red,Yan Xiaonan,900.0,190.0,190.0,709.9999999999999,143.0,64.0,18.0,16.0,7.0,6.0,0.0,0.0,161.0,80.0,110.0
0eccebee160137b1,6,blue,Virna Jandiroba,900.0,190.0,190.0,709.9999999999999,113.0,43.0,1.0,0.0,3.0,3.0,16.0,7.0,114.0,43.0,80.0
0eccebee160137b1,7,red,Yan Xiaonan,900.0,90.0,90.0,810.0000000000001,179.0,73.0,1.0,0.0,9.0,6.0,0.0,0.0,180.0,73.0,0.0
0eccebee160137b1,7,blue,Virna Jandiroba,900.0,90.0,90.0,810.0000000000001,162.0,53.0,3.0,2.0,1.0,1.0,11.0,6.0,165.0,55.0,90.0
0eccebee160137b1,8,red,Yan Xiaonan,900.0,390.0,390.0,510.00000000000017,59.0,23.0,4.0,4.0,0.0,0.0,4.0,2.0,63.0,27.0,0.0
0eccebee160137b1,8,blue,Virna Jandiroba,900.0,390.0,390.0,510.00000000000017,98.0,32.0,3.0,3.0,0.0,0.0,9.0,2.0,101.0,35.0,390.0
0eccebee160137b1,9,red,Yan Xiaonan,900.0,200.0,200.0,699.9999999999999,134.0,58.0,11.0,7.0,0.0,0.0,0.0,0.0,145.0,65.0,0.0
0eccebee160137b1,9,blue,Virna Jandiroba,900.0,200.0,200.0,699.9999999999999,145.0,50.0,14.0,11.0,0.0,0.0,11.0,6.0,159.0,61.0,200.0
0eccebee160137b1,10,red,Yan Xiaonan,900.0,150.0,150.0,749.9999999999998,180.0,76.0,20.0,12.0,1.0,1.0,0.0,0.0,200.0,88.0,100.0
0eccebee160137b1,10,blue,Virna Jandiroba,900.0,150.0,150.0,749.9999999999998,183.0,65.0,14.0,12.0,0.0,0.0,3.0,1.0,197.0,77.0,50.0
0eccebee160137b1,11,red,Yan Xiaonan,900.0,460.0,460.0,440.0000000000001,71.0,33.0,9.0,6.0,3.0,3.0,0.0,0.0,80.0,39.0,20.0
0eccebee160137b1,11,blue,Virna Jandiroba,900.0,460.0,460.0,440.0000000000001,26.0,9.0,2.0,2.0,6.0,4.0,10.0,5.0,28.0,11.0,440.0
0eccebee160137b1,12,red,Yan Xiaonan,900.0,270.0,270.0,629.9999999999994,342.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,120.0,0.0
0eccebee160137b1,12,blue,Virna Jandiroba,900.0,270.0,270.0,629.9999999999994,118.0,45.0,0.0,0.0,0.0,0.0,11.0,3.0,118.0,45.0,270.0
0eccebee160137b1,13,red,Yan Xiaonan,900.0,100.0,100.0,799.9999999999998,292.0,120.0,0.0,0.0,0.0,0.0,3.0,0.0,292.0,120.0,40.0
0eccebee160137b1,13,blue,Virna Jandiroba,900.0,100.0,100.0,799.9999999999998,103.0,29.0,6.0,5.0,0.0,0.0,11.0,4.0,109.0,34.0,60.0
0eccebee160137b1,14,red,Yan Xiaonan,900.0,390.0,390.0,509.99999999999994,70.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,73.0,31.0,180.0
0eccebee160137b1,14,blue,Virna Jandiroba,900.0,390.0,390.0,509.99999999999994,12.0,3.0,8.0,6.0,8.0,7.0,5.0,3.0,20.0,9.0,210.0
0eccebee160137b1,15,red,Yan Xiaonan,900.0,170.0,170.0,729.9999999999998,130.0,63.0,8.0,6.0,1.0,1.0,0.0,0.0,138.0,69.0,0.0
0eccebee160137b1,15,blue,Virna Jandiroba,900.0,170.0,170.0,729.9999999999998,65.0,28.0,3.0,1.0,3.0,2.0,12.0,5.0,68.0,29.0,170.0
0eccebee160137b1,16,red,Yan Xiaonan,900.0,240.0,240.0,660.0000000000002,95.0,45.0,0.0,0.0,5.0,2.0,0.0,0.0,95.0,45.0,10.0
0eccebee160137b1,16,blue,Virna Jandiroba,900.0,240.0,240.0,660.0000000000002,44.0,15.0,4.0,3.0,0.0,0.0,13.0,5.0,48.0,18.0,230.0
0eccebee160137b1,17,red,Yan Xiaonan,900.0,30.0,30.0,870.0,69.0,30.0,14.0,7.0,3.0,2.0,0.0,0.0,83.0,37.0,0.0
0eccebee160137b1,17,blue,Virna Jandiroba,900.0,30.0,30.0,870.0,107.0,34.0,3.0,2.0,18.0,15.0,21.0,10.0,110.0,36.0,30.0
0eccebee160137b1,18,red,Yan Xiaonan,900.0,600.0,600.0,300.00000000000017,25.0,13.0,2.0,2.0,1.0,0.0,0.0,0.0,27.0,15.0,20.0
0eccebee160137b1,18,blue,Virna Jandiroba,900.0,600.0,600.0,300.00000000000017,90.0,26.0,4.0,2.0,0.0,0.0,4.0,4.0,94.0,28.0,580.0
0eccebee160137b1,19,red,Yan Xiaonan,900.0,370.0,370.0,530.0000000000002,206.0,87.0,0.0,0.0,15.0,8.0,0.0,0.0,206.0,87.0,0.0
0eccebee160137b1,19,blue,Virna Jandiroba,900.0,370.0,370.0,530.0000000000002,64.0,21.0,14.0,9.0,0.0,0.0,8.0,4.0,78.0,30.0,370.0
11eb27a1ac74d225,0,red,Jim Miller,900.0,790.0,790.0,110.00000000000024,12.0,4.0,1.0,1.0,10.0,9.0,3.0,1.0,13.0,5.0,70.0
11eb27a1ac74d225,0,blue,Chase Hooper,900.0,790.0,790.0,110.00000000000024,34.0,15.0,10.0,9.0,47.0,31.0,5.0,3.0,44.0,24.0,720.0
11eb27a1ac74d225,1,red,Jim Miller,900.0,410.0,410.0,490.00000000000034,195.0,95.0,6.0,6.0,5.0,4.0,0.0,0.0,201.0,101.0,10.0
11eb27a1ac74d225,1,blue,Chase Hooper,900.0,410.0,410.0,490.00000000000034,252.0,98.0,13.0,9.0,44.0,27.0,15.0,10.0,265.0,107.0,400.0
11eb27a1ac74d225,2,red,Jim Miller,900.0,600.0,600.0,300.00000000000006,46.0,21.0,19.0,12.0,0.0,0.0,10.0,3.0,65.0,33.0,380.0
11eb27a1ac74d225,2,blue,Chase Hooper,900.0,600.0,600.0,300.00000000000006,168.0,81.0,9.0,6.0,0.0,0.0,3.0,1.0,177.0,87.0,220.0
11eb27a1ac74d225,3,red,Jim Miller,900.0,660.0,660.0,239.99999999999966,90.0,45.0,4.0,3.0,3.0,2.0,2.0,1.0,94.0,48.0,500.0
11eb27a1ac74d225,3,blue,Chase Hooper,900.0,660.0,660.0,239.99999999999966,87.0,39.0,5.0,3.0,13.0,11.0,0.0,0.0,92.0,42.0,160.0
11eb27a1ac74d225,4,red,Jim Miller,900.0,460.0,460.0,440.0000000000001,27.0,13.0,9.0,8.0,0.0,0.0,2.0,1.0,36.0,21.0,180.0
11eb27a1ac74d225,4,blue,Chase Hooper,900.0,460.0,460.0,440.0000000000001,300.0,134.0,5.0,5.0,46.0,31.0,0.0,0.0,305.0,139.0,280.0
11eb27a1ac74d225,5,red,Jim Miller,900.0,150.0,150.0,750.0000000000002,237.0,116.0,0.0,0.0,0.0,0.0,13.0,5.0,237.0,116.0,0.0
11eb27a1ac74d225,5,blue,Chase Hooper,900.0,150.0,150.0,750.0000000000002,344.0,146.0,21.0,15.0,26.0,18.0,19.0,6.0,365.0,161.0,150.0
11eb27a1ac74d225,6,red,Jim Miller,900.0,300.0,300.0,599.9999999999999,33.0,16.0,0.0,0.0,11.0,10.0,1.0,0.0,33.0,16.0,30.0
11eb27a1ac74d225,6,blue,Chase Hooper,900.0,300.0,300.0,599.9999999999999,229.0,97.0,0.0,0.0,76.0,53.0,3.0,1.0,229.0,97.0,270.0
11eb27a1ac74d225,7,red,Jim Miller,900.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,870.0
11eb27a1ac74d225,7,blue,Chase Hooper,900.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,31.0,23.0,0.0,0.0,0.0,0.0,30.0
11eb27a1ac74d225,8,red,Jim Miller,900.0,570.0,570.0,329.9999999999995,78.0,46.0,4.0,3.0,0.0,0.0,3.0,0.0,82.0,49.0,0.0
11eb27a1ac74d225,8,blue,Chase Hooper,900.0,570.0,570.0,329.9999999999995,49.0,24.0,6.0,3.0,2.0,1.0,2.0,1.0,55.0,27.0,570.0
11eb27a1ac74d225,9,red,Jim Miller,900.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,80.0
11eb27a1ac74d225,9,blue,Chase Hooper,900.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,820.0
11eb27a1ac74d225,10,red,Jim Miller,900.0,800.0,800.0,100.00000000000017,15.0,12.0,0.0,0.0,29.0,24.0,0.0,0.0,15.0,12.0,720.0
11eb27a1ac74d225,10,blue,Chase Hooper,900.0,800.0,800.0,100.00000000000017,31.0,13.0,2.0,2.0,99.0,62.0,1.0,0.0,33.0,15.0,80.0
11eb27a1ac74d225,11,red,Jim Miller,900.0,0.0,0.0,900.0,178.0,98.0,6.0,5.0,0.0,0.0,8.0,2.0,184.0,103.0,0.0
11eb27a1ac74d225,11,blue,Chase Hooper,900.0,0.0,0.0,900.0,308.0,126.0,8.0,1.0,106.0,61.0,14.0,5.0,316.0,127.0,0.0
11eb27a1ac74d225,12,red,Jim Miller,900.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0
11eb27a1ac74d225,12,blue,Chase Hooper,900.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,710.0
11eb27a1ac74d225,13,red,Jim Miller,900.0,550.0,550.0,350.0,79.0,42.0,3.0,2.0,19.0,17.0,3.0,2.0,82.0,44.0,0.0
11eb27a1ac74d225,13,blue,Chase Hooper,900.0,550.0,550.0,350.0,267.0,121.0,5.0,2.0,24.0,15.0,4.0,2.0,272.0,123.0,550.0
11eb27a1ac74d225,14,red,Jim Miller,900.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
11eb27a1ac74d225,14,blue,Chase Hooper,900.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0
11eb27a1ac74d225,15,red,Jim Miller,900.0,590.0,590.0,310.0000000000001,106.0,61.0,5.0,5.0,67.0,50.0,0.0,0.0,111.0,66.0,0.0
11eb27a1ac74d225,15,blue,Chase Hooper,900.0,590.0,590.0,310.0000000000001,103.0,39.0,0.0,0.0,4.0,3.0,0.0,0.0,103.0,39.0,590.0
11eb27a1ac74d225,16,red,Jim Miller,900.0,640.0,640.0,260.0000000000005,46.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,48.0,24.0,380.0
11eb27a1ac74d225,16,blue,Chase Hooper,900.0,640.0,640.0,260.0000000000005,63.0,23.0,3.0,2.0,30.0,18.0,4.0,3.0,66.0,25.0,260.0
11eb27a1ac74d225,17,red,Jim Miller,900.0,300.0,300.0,600.0,141.0,74.0,0.0,0.0,8.0,7.0,5.0,1.0,141.0,74.0,50.0
11eb27a1ac74d225,17,blue,Chase Hooper,900.0,300.0,300.0,600.0,111.0,51.0,13.0,11.0,61.0,36.0,16.0,9.0,124.0,62.0,250.0
11eb27a1ac74d225,18,red,Jim Miller,900.0,600.0,600.0,299.9999999999996,70.0,37.0,0.0,0.0,6.0,5.0,2.0,0.0,70.0,37.0,50.0
11eb27a1ac74d225,18,blue,Chase Hooper,900.0,600.0,600.0,299.9999999999996,183.0,71.0,9.0,8.0,5.0,1.0,7.0,3.0,192.0,79.0,550.0
11eb27a1ac74d225,19,red,Jim Miller,900.0,820.0,819.3102887465451,80.68971125345458,11.0,6.0,0.0,0.0,5.0,4.0,2.0,0.0,11.0,6.0,230.0
11eb27a1ac74d225,19,blue,Chase Hooper,900.0,820.0,819.3102887465451,80.68971125345458,15.0,9.0,2.0,2.0,15.0,12.0,0.0,0.0,17.0,11.0,589.3102887465451
4bbda6c1f6cf9d4e,0,red,Sedriques Dumas,169.0,0.0,0.0,169.0,25.0,12.0,11.0,7.0,0.0,0.0,1.0,0.0,36.0,19.0,0.0
4bbda6c1f6cf9d4e,0,blue,Michal Oleksiejczuk,169.0,0.0,0.0,169.0,27.0,14.0,2.0,1.0,1.0,1.0,1.0,0.0,29.0,15.0,0.0
4bbda6c1f6cf9d4e,1,red,Sedriques Dumas,169.0,40.0,40.0,129.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,30.0
4bbda6c1f6cf9d4e,1,blue,Michal Oleksiejczuk,169.0,40.0,40.0,129.0,18.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,10.0,10.0
4bbda6c1f6cf9d4e,2,red,Sedriques Dumas,169.0,110.0,110.0,58.99999999999997,11.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,12.0,5.0,110.0
4bbda6c1f6cf9d4e,2,blue,Michal Oleksiejczuk,169.0,110.0,110.0,58.99999999999997,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0
4bbda6c1f6cf9d4e,3,red,Sedriques Dumas,169.0,20.0,20.0,148.99999999999997,32.0,16.0,8.0,5.0,0.0,0.0,2.0,1.0,40.0,21.0,0.0
4bbda6c1f6cf9d4e,3,blue,Michal Oleksiejczuk,169.0,20.0,20.0,148.99999999999997,16.0,8.0,8.0,7.0,0.0,0.0,1.0,1.0,24.0,15.0,20.0
4bbda6c1f6cf9d4e,4,red,Sedriques Dumas,169.0,30.0,30.0,139.0,44.0,14.0,2.0,1.0,1.0,1.0,1.0,0.0,46.0,15.0,30.0
4bbda6c1f6cf9d4e,4,blue,Michal Oleksiejczuk,169.0,30.0,30.0,139.0,19.0,10.0,2.0,1.0,5.0,3.0,0.0,0.0,21.0,11.0,0.0
4bbda6c1f6cf9d4e,5,red,Sedriques Dumas,169.0,70.0,70.0,99.00000000000001,13.0,9.0,1.0,0.0,3.0,1.0,1.0,0.0,14.0,9.0,0.0
4bbda6c1f6cf9d4e,5,blue,Michal Oleksiejczuk,169.0,70.0,70.0,99.00000000000001,14.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,9.0,70.0
4bbda6c1f6cf9d4e,6,red,Sedriques Dumas,169.0,90.0,90.0,79.0,11.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,8.0,20.0
4bbda6c1f6cf9d4e,6,blue,Michal Oleksiejczuk,169.0,90.0,90.0,79.0,24.0,11.0,7.0,4.0,3.0,1.0,1.0,0.0,31.0,15.0,70.0
4bbda6c1f6cf9d4e,7,red,Sedriques Dumas,169.0,50.0,50.0,119.00000000000003,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,50.0
4bbda6c1f6cf9d4e,7,blue,Michal Oleksiejczuk,169.0,50.0,50.0,119.00000000000003,31.0,19.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,23.0,0.0
4bbda6c1f6cf9d4e,8,red,Sedriques Dumas,169.0,50.0,50.0,118.99999999999996,36.0,17.0,1.0,0.0,0.0,0.0,2.0,1.0,37.0,17.0,0.0
4bbda6c1f6cf9d4e,8,blue,Michal Oleksiejczuk,169.0,50.0,50.0,118.99999999999996,8.0,4.0,8.0,7.0,0.0,0.0,1.0,1.0,16.0,11.0,50.0
4bbda6c1f6cf9d4e,9,red,Sedriques Dumas,169.0,20.0,20.0,149.00000000000006,72.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,32.0,20.0
4bbda6c1f6cf9d4e,9,blue,Michal Oleksiejczuk,169.0,20.0,20.0,149.00000000000006,25.0,14.0,3.0,2.0,0.0,0.0,1.0,0.0,28.0,16.0,0.0
4bbda6c1f6cf9d4e,10,red,Sedriques Dumas,169.0,80.0,80.0,89.00000000000004,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0
4bbda6c1f6cf9d4e,10,blue,Michal Oleksiejczuk,169.0,80.0,80.0,89.00000000000004,20.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,9.0,80.0
4bbda6c1f6cf9d4e,11,red,Sedriques Dumas,169.0,100.0,100.0,69.00000000000001,18.0,9.0,7.0,7.0,0.0,0.0,1.0,1.0,25.0,16.0,60.0
4bbda6c1f6cf9d4e,11,blue,Michal Oleksiejczuk,169.0,100.0,100.0,69.00000000000001,14.0,7.0,3.0,3.0,9.0,5.0,1.0,1.0,17.0,10.0,40.0
4bbda6c1f6cf9d4e,12,red,Sedriques Dumas,169.0,110.0,110.0,59.00000000000001,23.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,7.0,110.0
4bbda6c1f6cf9d4e,12,blue,Michal Oleksiejczuk,169.0,110.0,110.0,59.00000000000001,3.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,3.0,1.0,0.0
4bbda6c1f6cf9d4e,13,red,Sedriques Dumas,169.0,100.0,100.0,68.99999999999996,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,20.0
4bbda6c1f6cf9d4e,13,blue,Michal Oleksiejczuk,169.0,100.0,100.0,68.99999999999996,7.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,6.0,80.0
4bbda6c1f6cf9d4e,14,red,Sedriques Dumas,169.0,70.0,69.54854555554243,99.45145444445757,13.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,6.0,19.548545555542432
4bbda6c1f6cf9d4e,14,blue,Michal Oleksiejczuk,169.0,70.0,69.54854555554243,99.45145444445757,28.0,15.0,0.0,0.0,3.0,3.0,0.0,0.0,28.0,15.0,50.0
4bbda6c1f6cf9d4e,15,red,Sedriques Dumas,169.0,50.0,48.20679867141229,120.79320132858774,28.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,15.0,0.0
4bbda6c1f6cf9d4e,15,blue,Michal Oleksiejczuk,169.0,50.0,48.20679867141229,120.79320132858774,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,48.20679867141229
4bbda6c1f6cf9d4e,16,red,Sedriques Dumas,169.0,40.0,40.0,129.0,16.0,7.0,2.0,2.0,0.0,0.0,1.0,1.0,18.0,9.0,0.0
4bbda6c1f6cf9d4e,16,blue,Michal Oleksiejczuk,169.0,40.0,40.0,129.0,41.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,14.0,40.0
4bbda6c1f6cf9d4e,17,red,Sedriques Dumas,169.0,40.0,40.0,128.99999999999997,8.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,9.0,2.0,0.0
4bbda6c1f6cf9d4e,17,blue,Michal Oleksiejczuk,169.0,40.0,40.0,128.99999999999997,31.0,17.0,0.0,0.0,2.0,1.0,2.0,1.0,31.0,17.0,40.0
4bbda6c1f6cf9d4e,18,red,Sedriques Dumas,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4bbda6c1f6cf9d4e,18,blue,Michal Oleksiejczuk,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,169.0
4bbda6c1f6cf9d4e,19,red,Sedriques Dumas,169.0,40.0,40.0,129.00000000000003,22.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,23.0,10.0,40.0
4bbda6c1f6cf9d4e,19,blue,Michal Oleksiejczuk,169.0,40.0,40.0,129.00000000000003,8.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,9.0,4.0,0.0
8c540eb4afe8c43e,0,red,Bryce Mitchell,532.0,30.0,30.0,501.99999999999983,54.0,33.0,1.0,0.0,1.0,1.0,14.0,2.0,55.0,33.0,30.0
8c540eb4afe8c43e,0,blue,Jean Silva,532.0,30.0,30.0,501.99999999999983,123.0,54.0,26.0,17.0,2.0,1.0,0.0,0.0,149.0,71.0,0.0
8c540eb4afe8c43e,1,red,Bryce Mitchell,532.0,0.0,0.0,532.0,80.0,38.0,12.0,9.0,0.0,0.0,5.0,1.0,92.0,47.0,0.0
8c540eb4afe8c43e,1,blue,Jean Silva,532.0,0.0,0.0,532.0,82.0,34.0,3.0,2.0,0.0,0.0,0.0,0.0,85.0,36.0,0.0
8c540eb4afe8c43e,2,red,Bryce Mitchell,532.0,270.0,270.0,262.0,38.0,18.0,1.0,1.0,15.0,10.0,3.0,2.0,39.0,19.0,270.0
8c540eb4afe8c43e,2,blue,Jean Silva,532.0,270.0,270.0,262.0,70.0,31.0,4.0,2.0,1.0,0.0,0.0,0.0,74.0,33.0,0.0
8c540eb4afe8c43e,3,red,Bryce Mitchell,532.0,250.0,249.1892401984909,282.8107598015093,42.0,22.0,1.0,1.0,3.0,3.0,1.0,0.0,43.0,23.0,10.0
8c540eb4afe8c43e,3,blue,Jean Silva,532.0,250.0,249.1892401984909,282.8107598015093,37.0,19.0,1.0,1.0,3.0,2.0,0.0,0.0,38.0,20.0,239.1892401984909
8c540eb4afe8c43e,4,red,Bryce Mitchell,532.0,180.0,180.0,351.99999999999994,90.0,38.0,2.0,1.0,26.0,18.0,14.0,1.0,92.0,39.0,120.0
8c540eb4afe8c43e,4,blue,Jean Silva,532.0,180.0,180.0,351.99999999999994,94.0,33.0,7.0,6.0,0.0,0.0,3.0,1.0,101.0,39.0,60.0
8c540eb4afe8c43e,5,red,Bryce Mitchell,532.0,190.0,190.0,341.99999999999994,18.0,5.0,6.0,3.0,0.0,0.0,1.0,0.0,24.0,8.0,190.0
8c540eb4afe8c43e,5,blue,Jean Silva,532.0,190.0,190.0,341.99999999999994,34.0,13.0,10.0,9.0,1.0,0.0,0.0,0.0,44.0,22.0,0.0
8c540eb4afe8c43e,6,red,Bryce Mitchell,532.0,460.0,460.0,71.99999999999991,16.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,19.0,9.0,460.0
8c540eb4afe8c43e,6,blue,Jean Silva,532.0,460.0,460.0,71.99999999999991,14.0,6.0,1.0,1.0,18.0,9.0,0.0,0.0,15.0,7.0,0.0
8c540eb4afe8c43e,7,red,Bryce Mitchell,532.0,250.0,250.0,281.99999999999994,39.0,23.0,0.0,0.0,4.0,2.0,0.0,0.0,39.0,23.0,250.0
8c540eb4afe8c43e,7,blue,Jean Silva,532.0,250.0,250.0,281.99999999999994,41.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,42.0,20.0,0.0
8c540eb4afe8c43e,8,red,Bryce Mitchell,532.0,300.0,300.0,232.00000000000017,66.0,28.0,0.0,0.0,0.0,0.0,4.0,1.0,66.0,28.0,240.0
8c540eb4afe8c43e,8,blue,Jean Silva,532.0,300.0,300.0,232.00000000000017,71.0,28.0,15.0,11.0,6.0,3.0,0.0,0.0,86.0,39.0,60.0
8c540eb4afe8c43e,9,red,Bryce Mitchell,532.0,90.0,90.0,442.00000000000017,74.0,37.0,1.0,1.0,7.0,7.0,27.0,6.0,75.0,38.0,90.0
8c540eb4afe8c43e,9,blue,Jean Silva,532.0,90.0,90.0,442.00000000000017,29.0,13.0,36.0,22.0,0.0,0.0,0.0,0.0,65.0,35.0,0.0
8c540eb4afe8c43e,10,red,Bryce Mitchell,532.0,140.0,140.0,391.99999999999983,30.0,15.0,1.0,1.0,0.0,0.0,4.0,1.0,31.0,16.0,40.0
8c540eb4afe8c43e,10,blue,Jean Silva,532.0,140.0,140.0,391.99999999999983,105.0,51.0,5.0,2.0,3.0,0.0,2.0,1.0,110.0,53.0,100.0
8c540eb4afe8c43e,11,red,Bryce Mitchell,532.0,210.0,210.0,321.99999999999994,74.0,43.0,1.0,1.0,0.0,0.0,6.0,0.0,75.0,44.0,10.0
8c540eb4afe8c43e,11,blue,Jean Silva,532.0,210.0,210.0,321.99999999999994,66.0,27.0,0.0,0.0,2.0,2.0,0.0,0.0,66.0,27.0,200.0
8c540eb4afe8c43e,12,red,Bryce Mitchell,532.0,100.0,100.0,432.00000000000034,43.0,22.0,5.0,4.0,0.0,0.0,2.0,1.0,48.0,26.0,100.0
8c540eb4afe8c43e,12,blue,Jean Silva,532.0,100.0,100.0,432.00000000000034,57.0,20.0,17.0,17.0,4.0,3.0,1.0,1.0,74.0,37.0,0.0
8c540eb4afe8c43e,13,red,Bryce Mitchell,532.0,80.0,80.0,451.9999999999999,24.0,9.0,1.0,1.0,0.0,0.0,2.0,0.0,25.0,10.0,80.0
8c540eb4afe8c43e,13,blue,Jean Silva,532.0,80.0,80.0,451.9999999999999,34.0,16.0,3.0,2.0,0.0,0.0,2.0,2.0,37.0,18.0,0.0
8c540eb4afe8c43e,14,red,Bryce Mitchell,532.0,40.0,40.0,491.9999999999999,28.0,16.0,7.0,6.0,0.0,0.0,8.0,2.0,35.0,22.0,40.0
8c540eb4afe8c43e,14,blue,Jean Silva,532.0,40.0,40.0,491.9999999999999,62.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,30.0,0.0
