fight_id,duration,red_name,blue_name,sig_landed_diff_15m,standing_landed_diff_15m,ground_landed_diff_15m,td_landed_diff_15m,control_diff_15m,sig_share_edge,control_share_edge,path,judge_p_red,judge_red_wins_path
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,-4.0,6.0,-10.0,-2.0,690.0,-0.07692307692307693,0.43670886075949367,4,0.9337921090908357,1
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,41.0,22.0,19.0,-3.0,-210.0,0.17521367521367526,-0.3888888888888889,5,0.9337892291435473,1
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,30.0,-1.0,31.0,0.0,280.0,0.09868421052631582,0.4666666666666667,6,0.9904739166551614,1
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,-35.0,-12.0,-23.0,0.0,370.0,-0.15765765765765766,0.47435897435897434,7,0.19577172646789684,0
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,21.0,-25.0,46.0,0.0,120.0,0.06603773584905659,0.375,8,0.977160202405569,1
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,-4.0,-4.0,0.0,1.0,0.0,-0.014925373134328346,0.0,9,0.5022763539273005,1
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,29.0,10.0,19.0,0.0,40.0,0.14356435643564358,0.08333333333333337,10,0.9647892053697386,1
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,41.0,41.0,0.0,-1.0,50.0,0.17521367521367526,0.1923076923076923,11,0.9610924559405283,1
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,-6.0,-6.0,0.0,-3.0,-210.0,-0.13636363636363635,-0.14383561643835618,12,0.08662095627903185,0
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,14.0,9.0,5.0,0.0,120.0,0.06999999999999995,0.2727272727272727,13,0.8782810157027109,1
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,38.0,50.0,-12.0,7.0,180.0,0.120253164556962,0.5,14,0.9693118451993318,1
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,-52.0,-37.0,-15.0,1.0,80.0,-0.15853658536585363,0.2222222222222222,15,0.037236666027627784,0
0c80eef2f4570543,900.0,Brad Tavares,Gerald Meerschaert,15.0,9.0,6.0,5.0,100.0,0.08241758241758246,0.1923076923076923,16,0.9234095938623078,1
