fight_id,r_name,b_name,winner,method,red_win,sig_diff,kd_diff,td_diff,sub_diff,ctrl_diff,sig_only_p_red,sig_only_pred_red,sig_only_correct,sig_kd_p_red,sig_kd_pred_red,sig_kd_correct,sig_kd_td_p_red,sig_kd_td_pred_red,sig_kd_td_correct,sig_kd_td_ctrl_p_red,sig_kd_td_ctrl_pred_red,sig_kd_td_ctrl_correct,full_total_p_red,full_total_pred_red,full_total_correct,oracle_p_red,expected_p_red,mc_p_red,old_oracle_pred_red,old_oracle_correct,full_total_confidence
0f53eb509d0ffeb9,Alexa Grasso,Natalia Silva,Natalia Silva,Decision - Unanimous,0.0,-20.0,0.0,0.0,0.0,25.0,0.268178392851298,0,True,0.2736506137980472,0,True,0.23926681939456085,0,True,0.24698331829541906,0,True,0.24458049888834266,0,True,0.2197011037421651,0.1358519925754079,0.3839135240421885,0,True,0.7554195011116573
891b2faf1bff38ee,Jose Aldo,Aiemann Zahabi,Aiemann Zahabi,Decision - Unanimous,0.0,-31.0,1.0,0.0,0.0,-156.0,0.15356372765371443,0,True,0.3262932132795086,0,True,0.3024694865718267,0,True,0.17801589021050002,0,True,0.17747302333019987,0,True,0.037166942659305,0.6977289568448182,0.6448211007277803,0,True,0.8225269766698001
99aa1f28e22bb6dd,Navajo Stirling,Ivan Erslan,Navajo Stirling,Decision - Unanimous,1.0,74.0,1.0,3.0,0.0,80.0,0.9933328172362242,1,True,0.997230312221871,1,True,0.9994702220459757,1,True,0.9992080018999889,1,True,0.9992518354095544,1,True,0.9985721605599684,0.7228396702060219,0.6497229499866715,1,True,0.9992518354095544
9e9d1764a015f313,Valentina Shevchenko,Manon Fiorot,Valentina Shevchenko,Decision - Unanimous,1.0,1.0,1.0,1.0,0.0,-315.0,0.5837709907204931,1,True,0.7841230285486355,1,True,0.8518742052982647,1,True,0.5489570102697331,1,True,0.550353795299723,1,True,0.5193389875474204,0.6496411188244764,0.5852988146768852,1,True,0.550353795299723
b873c116e39c9920,Belal Muhammad,Jack Della Maddalena,Jack Della Maddalena,Decision - Unanimous,0.0,-46.0,0.0,3.0,0.0,161.0,0.06503380149332115,0,True,0.0682905667353309,0,True,0.1358130159075288,0,True,0.11287190526568364,0,True,0.11003916583630319,0,True,0.2652489989600572,0.3785737703973694,0.5112170506855195,0,True,0.8899608341636969
c812457a810dde39,Modestas Bukauskas,Ion Cutelaba,Modestas Bukauskas,Decision - Split,1.0,-14.0,0.0,0.0,0.0,-55.0,0.3496880284143907,0,False,0.3547113178154816,0,False,0.32274251456689157,0,False,0.266331163691417,0,False,0.2638482096997224,0,False,0.2968719509469426,0.1460549209397462,0.2165813795320981,0,False,0.7361517903002777
afdd95ae7b7cdb0c,Tecia Pennington,Luana Pinheiro,Tecia Pennington,Decision - Unanimous,1.0,23.0,0.0,-5.0,0.0,-58.0,0.8512378607277811,1,True,0.8495765266614532,1,True,0.4941396524327228,0,False,0.734177921043036,1,True,0.7377718775555506,1,True,0.785255851005078,0.6944458700267188,0.7712401948143224,1,True,0.7377718775555506
b3044bf646306e7f,Dustin Stoltzfus,Nursulton Ruziboev,Nursulton Ruziboev,Decision - Unanimous,0.0,-14.0,0.0,1.0,2.0,110.0,0.3496880284143907,0,True,0.3547113178154816,0,True,0.4079879532477348,0,True,0.44038645846195945,0,True,0.5431946020147035,1,False,0.2792028421193041,0.5492977335662707,0.6372288815351299,0,True,0.5431946020147035
dcb27eef6441268c,Sodiq Yusuff,Mairon Santos,Mairon Santos,Decision - Unanimous,0.0,-4.0,0.0,1.0,0.0,5.0,0.5046778231236274,1,False,0.5078115977691591,1,False,0.5793782944371486,1,False,0.5107625968819223,1,False,0.5089968565573989,1,False,0.5203732971119822,0.5511471382162962,0.583109012504466,1,False,0.5089968565573989
fe2acfdaaaec3dba,Julian Erosa,Melquizael Costa,Melquizael Costa,Decision - Unanimous,0.0,-33.0,0.0,1.0,-1.0,191.0,0.13767412120249586,0,True,0.14249572416892395,0,True,0.15603108559771225,0,True,0.22242083084002123,0,True,0.18570336094579337,0,True,0.2915129536839473,0.2560713791311968,0.4522475398274989,0,True,0.8142966390542066
106918bfbe24335d,Ketlen Vieira,Macy Chiasson,Ketlen Vieira,Decision - Unanimous,1.0,6.0,0.0,0.0,0.0,573.0,0.6587737648324883,1,True,0.6594605970531686,1,True,0.6556177039242308,1,True,0.9483847074410474,1,True,0.9494830415195536,1,True,0.9790533812066496,0.3731468448701716,0.4610670001304243,1,True,0.9494830415195536
212527d462690304,Mateusz Gamrot,Ludovit Klein,Mateusz Gamrot,Decision - Unanimous,1.0,41.0,0.0,6.0,0.0,502.0,0.9475869793980384,1,True,0.9460705258786689,1,True,0.9949387035499744,1,True,0.9968675509890376,1,True,0.9969483193238333,1,True,0.9994573991799092,0.6970058403139076,0.5636327516148558,1,True,0.9969483193238333
73240bea13ed5e71,Rayanne dos Santos,Alice Ardelean,Alice Ardelean,Decision - Unanimous,0.0,-76.0,0.0,0.0,0.0,-2.0,0.01012099120395757,0,True,0.010963315180506122,0,True,0.006465647614132139,0,True,0.005693516195510036,0,True,0.005444435784675837,0,True,0.0193201428641665,0.5823588974277383,0.5881152509713327,0,True,0.9945555642153242
baa2ee0bf7f97079,Jafel Filho,Allan Nascimento,Allan Nascimento,Decision - Unanimous,0.0,2.0,0.0,3.0,0.0,-43.0,0.5992126168822542,1,False,0.6008563244196963,1,False,0.813595327050968,1,False,0.6218667110183339,1,False,0.6195207480119191,1,False,0.6369007835593298,0.3900724704673897,0.4580131987852856,1,False,0.6195207480119191
0e8599eca8ccfa32,MarQuel Mederos,Mark Choinski,MarQuel Mederos,Decision - Unanimous,1.0,52.0,1.0,-2.0,0.0,-241.0,0.9733459531836144,1,True,0.9890242847622955,1,True,0.9848495920720278,1,True,0.9768870249524013,1,True,0.9778438142385726,1,True,0.9389537807249216,0.5658795238745703,0.5800224468726644,1,True,0.9778438142385726
2e4064e0e6d4d92e,Quillan Salkilld,Yanal Ashmouz,Quillan Salkilld,Decision - Unanimous,1.0,38.0,0.0,8.0,0.0,327.0,0.9372050180851537,1,True,0.9355802839184878,1,True,0.9970148624733237,1,True,0.9937877465322017,1,True,0.9938699449131501,1,True,0.9961366050634604,0.5322039232444549,0.57794102683704,1,True,0.9938699449131501
ac977a0389682124,Serghei Spivac,Waldo Cortes-Acosta,Waldo Cortes-Acosta,Decision - Unanimous,0.0,-62.0,0.0,2.0,0.0,145.0,0.024406430503404478,0,True,0.026066875311162165,0,True,0.03464189924608613,0,True,0.03344427547023184,0,True,0.03230309617689709,0,True,0.040671313436719,0.5734510946918278,0.5251390412162436,0,True,0.9676969038231029
d078e9046aa86307,Ariane da Silva,Wang Cong,Wang Cong,Decision - Unanimous,0.0,-80.0,-1.0,0.0,0.0,-13.0,0.007855770193853197,0,True,0.0033420581539762998,0,True,0.001667651996100025,0,True,0.0013963253951948399,0,True,0.0013020828072882074,0,True,0.0113085399133814,0.4220668046648053,0.4131225283223199,0,True,0.9986979171927118
df5dac45fc585fb0,Mario Bautista,Patchy Mix,Mario Bautista,Decision - Unanimous,1.0,51.0,0.0,0.0,0.0,0.0,0.9716367111895418,1,True,0.9705246479766847,1,True,0.9772488446252944,1,True,0.9776873574940478,1,True,0.9782335232023252,1,True,0.9495221448470464,0.8404639550004489,0.7879562977486194,1,True,0.9782335232023252
e28e829800466aca,Kelvin Gastelum,Joe Pyfer,Joe Pyfer,Decision - Unanimous,0.0,-24.0,-2.0,-1.0,0.0,-4.0,0.2210542205698989,0,True,0.04246792329684301,0,True,0.018552671852230272,0,True,0.022023792431301474,0,True,0.02079186028365759,0,True,0.1272286890434074,0.3455447089375117,0.3367389731917537,0,True,0.9792081397163425
f0488a4486a64af0,Khaos Williams,Andreas Gustafsson,Andreas Gustafsson,Decision - Unanimous,0.0,-59.0,0.0,-8.0,0.0,-437.0,0.02941304702670395,0,True,0.0313167510397929,0,True,0.0011028484503507092,0,True,0.0013461378664881072,0,True,0.001299870938856388,0,True,0.000585051972918,0.7033615861722401,0.6351188618640491,0,True,0.9987001290611436
1714950933f88ab9,Cody Garbrandt,Raoni Barcelos,Raoni Barcelos,Decision - Unanimous,0.0,-9.0,0.0,-1.0,0.0,-100.0,0.42534983437686974,0,True,0.42957819968526234,0,True,0.3178112964025596,0,True,0.2780242857847576,0,True,0.27611222232366733,0,True,0.2679106255652984,0.4202525882784571,0.6096638071735293,0,True,0.7238877776763326
59c4fdb3c0673066,Ricky Simon,Cameron Smotherman,Ricky Simon,Decision - Unanimous,1.0,5.0,0.0,3.0,0.0,551.0,0.6442645754337135,1,True,0.6451819252190184,1,True,0.8430761270771535,1,True,0.9564562028821746,1,True,0.9570653807433402,1,True,0.9793764182818652,0.8054975913517329,0.6773696828903092,1,True,0.9570653807433402
79dfbbdd14fbbd11,Rose Namajunas,Miranda Maverick,Rose Namajunas,Decision - Unanimous,1.0,0.0,1.0,2.0,-1.0,285.0,0.5681631826502711,1,True,0.7732743172310295,1,True,0.885849896956054,1,True,0.9336055420140886,1,True,0.9212134956381345,1,True,0.8554856032316303,0.5665323581218548,0.5656204228622378,1,True,0.9212134956381345
