fight_id,red_name,blue_name,duration,red_win,winner_name,method,oracle_p_red,expected_p_red,mc_p_red,mc_red_win_path_share,paths,oracle_pick,expected_pick,mc_pick,mc_correct,mc_confidence
a12d3a6c8aaf87ca,Hamdy Abdelwahab,Mohammed Usman,900.0,0,Mohammed Usman,Decision - Unanimous,0.13466468177259297,0.5418362264879018,0.4220150869450234,0.35,20,Mohammed Usman,Hamdy Abdelwahab,Mohammed Usman,True,0.5779849130549766
a1afc16e21d1a807,Rafael Fiziev,Ignacio Bahamondes,900.0,1,Rafael Fiziev,Decision - Unanimous,0.8468047013771484,0.37636340509102917,0.4337407117094216,0.45,20,Rafael Fiziev,Ignacio Bahamondes,Ignacio Bahamondes,False,0.5662592882905784
e512b80bbaea36c2,Seokhyeon Ko,Oban Elliott,900.0,1,Seokhyeon Ko,Decision - Unanimous,0.9989161060368988,0.2195157963624188,0.3638630035597324,0.3,20,Seokhyeon Ko,Oban Elliott,Oban Elliott,False,0.6361369964402677
fff3218758c513b8,Daria Zhelezniakova,Melissa Mullins,900.0,1,Daria Zhelezniakova,Decision - Unanimous,0.8129505858120812,0.6503977916050083,0.6779694939738997,0.65,20,Daria Zhelezniakova,Daria Zhelezniakova,Daria Zhelezniakova,True,0.6779694939738997
043172689e415438,Jhonata Diniz,Alvin Hines,900.0,1,Jhonata Diniz,Decision - Unanimous,0.8999151781874073,0.3661469019000005,0.5141382686260931,0.5,20,Jhonata Diniz,Alvin Hines,Jhonata Diniz,True,0.5141382686260931
1ea9ad3b6e1cba79,Beneil Dariush,Renato Moicano,900.0,1,Beneil Dariush,Decision - Unanimous,0.984216977149841,0.9098960328511403,0.7733931544103761,0.8,20,Beneil Dariush,Beneil Dariush,Beneil Dariush,True,0.7733931544103761
815ff62ca8e217be,Viviane Araujo,Tracy Cortez,900.0,0,Tracy Cortez,Decision - Unanimous,0.0008127797712992766,0.4475436351233004,0.6257154879048659,0.6,20,Tracy Cortez,Tracy Cortez,Viviane Araujo,False,0.6257154879048659
f6a3c78f15ff26c7,Payton Talbott,Felipe Lima,900.0,1,Payton Talbott,Decision - Unanimous,0.9781753353148206,0.6483259746409854,0.6410142659146573,0.65,20,Payton Talbott,Payton Talbott,Payton Talbott,True,0.6410142659146573
f722b96ae6862843,Brandon Royval,Joshua Van,900.0,0,Joshua Van,Decision - Unanimous,0.7111066971297468,0.3297191017375293,0.3493357343740394,0.35,20,Brandon Royval,Joshua Van,Joshua Van,True,0.6506642656259606
236f811290163dca,Max Griffin,Chris Curtis,900.0,0,Chris Curtis,Decision - Split,0.4619959620525443,0.5933684014952296,0.5829422826874092,0.6,20,Chris Curtis,Max Griffin,Max Griffin,False,0.5829422826874092
