fight_id,path,side,fighter_name,duration,control_hit_cap,final_td_control_shift,sim_distance_attempted,sim_distance_landed,sim_clinch_attempted,sim_clinch_landed,sim_ground_attempted,sim_ground_landed,sim_td_attempted,sim_td_landed,sim_qualified_control_inflicted_seconds
afdd95ae7b7cdb0c,10,red,Tecia Pennington,900.0,0.0,-1.387679243510219,289.0,116.0,10.0,7.0,1.0,1.0,2.0,0.0,20.0
afdd95ae7b7cdb0c,10,blue,Luana Pinheiro,900.0,0.0,-1.387679243510219,214.0,81.0,10.0,5.0,0.0,0.0,7.0,4.0,140.0
afdd95ae7b7cdb0c,11,red,Tecia Pennington,900.0,0.0,-0.34691981087755475,420.0,174.0,0.0,0.0,4.0,2.0,0.0,0.0,20.0
afdd95ae7b7cdb0c,11,blue,Luana Pinheiro,900.0,0.0,-0.34691981087755475,187.0,77.0,31.0,20.0,12.0,7.0,1.0,1.0,30.0
afdd95ae7b7cdb0c,12,red,Tecia Pennington,900.0,0.0,0.6938396217551095,135.0,56.0,2.0,1.0,1.0,1.0,6.0,2.0,80.0
afdd95ae7b7cdb0c,12,blue,Luana Pinheiro,900.0,0.0,0.6938396217551095,167.0,65.0,4.0,4.0,1.0,0.0,0.0,0.0,60.0
afdd95ae7b7cdb0c,13,red,Tecia Pennington,900.0,0.0,-1.0407594326326643,276.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
afdd95ae7b7cdb0c,13,blue,Luana Pinheiro,900.0,0.0,-1.0407594326326643,137.0,43.0,1.0,0.0,9.0,6.0,7.0,3.0,0.0
afdd95ae7b7cdb0c,14,red,Tecia Pennington,900.0,0.0,-0.6938396217551095,84.0,31.0,7.0,5.0,5.0,3.0,8.0,0.0,10.0
afdd95ae7b7cdb0c,14,blue,Luana Pinheiro,900.0,0.0,-0.6938396217551095,100.0,37.0,2.0,2.0,0.0,0.0,7.0,2.0,70.0
afdd95ae7b7cdb0c,15,red,Tecia Pennington,900.0,0.0,0.34691981087755475,128.0,57.0,6.0,5.0,0.0,0.0,5.0,1.0,0.0
afdd95ae7b7cdb0c,15,blue,Luana Pinheiro,900.0,0.0,0.34691981087755475,223.0,96.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
afdd95ae7b7cdb0c,16,red,Tecia Pennington,900.0,0.0,0.0,126.0,56.0,3.0,1.0,0.0,0.0,2.0,1.0,120.0
afdd95ae7b7cdb0c,16,blue,Luana Pinheiro,900.0,0.0,0.0,147.0,50.0,3.0,2.0,4.0,4.0,1.0,1.0,120.0
afdd95ae7b7cdb0c,17,red,Tecia Pennington,900.0,0.0,-0.6938396217551095,166.0,82.0,1.0,1.0,28.0,22.0,2.0,0.0,40.0
afdd95ae7b7cdb0c,17,blue,Luana Pinheiro,900.0,0.0,-0.6938396217551095,91.0,43.0,0.0,0.0,11.0,8.0,4.0,2.0,0.0
afdd95ae7b7cdb0c,18,red,Tecia Pennington,900.0,0.0,0.0,141.0,59.0,23.0,14.0,0.0,0.0,4.0,1.0,30.0
afdd95ae7b7cdb0c,18,blue,Luana Pinheiro,900.0,0.0,0.0,47.0,20.0,1.0,0.0,0.0,0.0,2.0,1.0,60.0
afdd95ae7b7cdb0c,19,red,Tecia Pennington,900.0,0.0,0.0,171.0,50.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
afdd95ae7b7cdb0c,19,blue,Luana Pinheiro,900.0,0.0,0.0,227.0,98.0,7.0,3.0,7.0,3.0,0.0,0.0,0.0
b3044bf646306e7f,0,red,Dustin Stoltzfus,900.0,0.0,0.0,44.0,23.0,0.0,0.0,17.0,14.0,5.0,0.0,210.0
b3044bf646306e7f,0,blue,Nursulton Ruziboev,900.0,0.0,0.0,110.0,64.0,0.0,0.0,3.0,2.0,0.0,0.0,50.0
b3044bf646306e7f,1,red,Dustin Stoltzfus,900.0,0.0,0.0,206.0,76.0,9.0,5.0,0.0,0.0,0.0,0.0,370.0
b3044bf646306e7f,1,blue,Nursulton Ruziboev,900.0,0.0,0.0,204.0,109.0,1.0,1.0,0.0,0.0,0.0,0.0,140.0
b3044bf646306e7f,2,red,Dustin Stoltzfus,900.0,0.0,0.0,50.0,17.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
b3044bf646306e7f,2,blue,Nursulton Ruziboev,900.0,0.0,0.0,57.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
b3044bf646306e7f,3,red,Dustin Stoltzfus,900.0,0.0,0.0,113.0,48.0,6.0,5.0,37.0,29.0,0.0,0.0,330.0
b3044bf646306e7f,3,blue,Nursulton Ruziboev,900.0,0.0,0.0,174.0,100.0,14.0,10.0,0.0,0.0,0.0,0.0,150.0
b3044bf646306e7f,4,red,Dustin Stoltzfus,900.0,0.0,0.0,92.0,32.0,7.0,5.0,1.0,1.0,0.0,0.0,510.0
b3044bf646306e7f,4,blue,Nursulton Ruziboev,900.0,0.0,0.0,47.0,25.0,4.0,4.0,4.0,3.0,0.0,0.0,320.0
b3044bf646306e7f,5,red,Dustin Stoltzfus,900.0,0.0,-0.34691981087755475,68.0,25.0,9.0,8.0,0.0,0.0,1.0,0.0,340.0
b3044bf646306e7f,5,blue,Nursulton Ruziboev,900.0,0.0,-0.34691981087755475,188.0,97.0,3.0,3.0,18.0,14.0,2.0,1.0,180.0
b3044bf646306e7f,6,red,Dustin Stoltzfus,900.0,0.0,0.0,95.0,38.0,3.0,2.0,0.0,0.0,7.0,1.0,20.0
b3044bf646306e7f,6,blue,Nursulton Ruziboev,900.0,0.0,0.0,75.0,38.0,0.0,0.0,7.0,2.0,3.0,1.0,50.0
b3044bf646306e7f,7,red,Dustin Stoltzfus,900.0,0.0,0.0,99.0,37.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0
b3044bf646306e7f,7,blue,Nursulton Ruziboev,900.0,0.0,0.0,71.0,35.0,17.0,13.0,0.0,0.0,1.0,0.0,0.0
b3044bf646306e7f,8,red,Dustin Stoltzfus,900.0,0.0,0.0,111.0,33.0,18.0,17.0,0.0,0.0,0.0,0.0,40.0
b3044bf646306e7f,8,blue,Nursulton Ruziboev,900.0,0.0,0.0,103.0,58.0,6.0,5.0,0.0,0.0,0.0,0.0,20.0
b3044bf646306e7f,9,red,Dustin Stoltzfus,900.0,0.0,1.7345990543877736,110.0,41.0,8.0,5.0,0.0,0.0,11.0,5.0,230.0
b3044bf646306e7f,9,blue,Nursulton Ruziboev,900.0,0.0,1.7345990543877736,100.0,43.0,7.0,6.0,3.0,2.0,0.0,0.0,60.0
b3044bf646306e7f,10,red,Dustin Stoltzfus,900.0,0.0,0.0,100.0,41.0,3.0,2.0,0.0,0.0,10.0,1.0,280.0
b3044bf646306e7f,10,blue,Nursulton Ruziboev,900.0,0.0,0.0,132.0,73.0,20.0,14.0,1.0,1.0,3.0,1.0,70.0
b3044bf646306e7f,11,red,Dustin Stoltzfus,900.0,0.0,0.34691981087755475,112.0,43.0,33.0,24.0,0.0,0.0,4.0,1.0,260.0
b3044bf646306e7f,11,blue,Nursulton Ruziboev,900.0,0.0,0.34691981087755475,56.0,23.0,5.0,2.0,6.0,5.0,0.0,0.0,100.0
b3044bf646306e7f,12,red,Dustin Stoltzfus,900.0,0.0,1.0407594326326643,35.0,14.0,6.0,4.0,0.0,0.0,13.0,3.0,450.0
b3044bf646306e7f,12,blue,Nursulton Ruziboev,900.0,0.0,1.0407594326326643,71.0,40.0,4.0,3.0,20.0,15.0,0.0,0.0,110.0
b3044bf646306e7f,13,red,Dustin Stoltzfus,900.0,0.0,2.7753584870204375,144.0,51.0,11.0,6.0,26.0,21.0,28.0,8.0,420.0
b3044bf646306e7f,13,blue,Nursulton Ruziboev,900.0,0.0,2.7753584870204375,84.0,51.0,3.0,2.0,0.0,0.0,0.0,0.0,60.0
b3044bf646306e7f,14,red,Dustin Stoltzfus,900.0,0.0,-0.34691981087755475,162.0,51.0,4.0,3.0,1.0,0.0,4.0,0.0,200.0
b3044bf646306e7f,14,blue,Nursulton Ruziboev,900.0,0.0,-0.34691981087755475,79.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0
b3044bf646306e7f,15,red,Dustin Stoltzfus,900.0,0.0,0.0,88.0,29.0,2.0,1.0,11.0,8.0,9.0,3.0,320.0
b3044bf646306e7f,15,blue,Nursulton Ruziboev,900.0,0.0,0.0,52.0,22.0,23.0,20.0,0.0,0.0,4.0,3.0,80.0
b3044bf646306e7f,16,red,Dustin Stoltzfus,900.0,0.0,-0.34691981087755475,124.0,44.0,0.0,0.0,0.0,0.0,2.0,0.0,220.0
b3044bf646306e7f,16,blue,Nursulton Ruziboev,900.0,0.0,-0.34691981087755475,83.0,46.0,7.0,7.0,0.0,0.0,3.0,1.0,190.0
b3044bf646306e7f,17,red,Dustin Stoltzfus,900.0,0.0,0.0,37.0,14.0,6.0,3.0,0.0,0.0,2.0,1.0,250.0
b3044bf646306e7f,17,blue,Nursulton Ruziboev,900.0,0.0,0.0,90.0,54.0,11.0,6.0,0.0,0.0,2.0,1.0,80.0
b3044bf646306e7f,18,red,Dustin Stoltzfus,900.0,0.0,0.34691981087755475,59.0,17.0,9.0,6.0,0.0,0.0,5.0,2.0,130.0
b3044bf646306e7f,18,blue,Nursulton Ruziboev,900.0,0.0,0.34691981087755475,180.0,95.0,10.0,6.0,18.0,9.0,1.0,1.0,50.0
b3044bf646306e7f,19,red,Dustin Stoltzfus,900.0,0.0,1.0407594326326643,159.0,51.0,1.0,1.0,10.0,5.0,7.0,3.0,160.0
b3044bf646306e7f,19,blue,Nursulton Ruziboev,900.0,0.0,1.0407594326326643,55.0,35.0,4.0,4.0,0.0,0.0,1.0,0.0,40.0
d6e2bc6e6c0cc4fe,0,red,Yadier del Valle,174.0,0.0,0.34691981087755475,37.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0
d6e2bc6e6c0cc4fe,0,blue,Connor Matthews,174.0,0.0,0.34691981087755475,32.0,13.0,1.0,0.0,3.0,2.0,0.0,0.0,10.0
d6e2bc6e6c0cc4fe,1,red,Yadier del Valle,174.0,0.0,0.0,24.0,11.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0
d6e2bc6e6c0cc4fe,1,blue,Connor Matthews,174.0,0.0,0.0,76.0,29.0,7.0,4.0,0.0,0.0,0.0,0.0,40.0
d6e2bc6e6c0cc4fe,2,red,Yadier del Valle,174.0,0.0,0.0,45.0,25.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0
d6e2bc6e6c0cc4fe,2,blue,Connor Matthews,174.0,0.0,0.0,13.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
d6e2bc6e6c0cc4fe,3,red,Yadier del Valle,174.0,0.0,0.0,54.0,28.0,0.0,0.0,3.0,1.0,0.0,0.0,60.0
d6e2bc6e6c0cc4fe,3,blue,Connor Matthews,174.0,0.0,0.0,46.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,20.0
d6e2bc6e6c0cc4fe,4,red,Yadier del Valle,174.0,0.0,0.0,22.0,12.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
d6e2bc6e6c0cc4fe,4,blue,Connor Matthews,174.0,0.0,0.0,13.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
d6e2bc6e6c0cc4fe,5,red,Yadier del Valle,174.0,0.0,0.0,34.0,15.0,2.0,2.0,0.0,0.0,1.0,0.0,20.0
d6e2bc6e6c0cc4fe,5,blue,Connor Matthews,174.0,0.0,0.0,24.0,7.0,5.0,3.0,3.0,3.0,0.0,0.0,10.0
d6e2bc6e6c0cc4fe,6,red,Yadier del Valle,174.0,0.0,-0.34691981087755475,26.0,13.0,6.0,4.0,1.0,1.0,0.0,0.0,10.0
d6e2bc6e6c0cc4fe,6,blue,Connor Matthews,174.0,0.0,-0.34691981087755475,26.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0
d6e2bc6e6c0cc4fe,7,red,Yadier del Valle,174.0,0.0,-0.34691981087755475,12.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,20.0
d6e2bc6e6c0cc4fe,7,blue,Connor Matthews,174.0,0.0,-0.34691981087755475,26.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
d6e2bc6e6c0cc4fe,8,red,Yadier del Valle,174.0,0.0,0.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d6e2bc6e6c0cc4fe,8,blue,Connor Matthews,174.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,20.0
d6e2bc6e6c0cc4fe,9,red,Yadier del Valle,174.0,0.0,-0.34691981087755475,19.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0
d6e2bc6e6c0cc4fe,9,blue,Connor Matthews,174.0,0.0,-0.34691981087755475,42.0,16.0,0.0,0.0,3.0,3.0,1.0,1.0,40.0
d6e2bc6e6c0cc4fe,10,red,Yadier del Valle,174.0,0.0,0.0,14.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,10.0
d6e2bc6e6c0cc4fe,10,blue,Connor Matthews,174.0,0.0,0.0,20.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,10.0
d6e2bc6e6c0cc4fe,11,red,Yadier del Valle,174.0,0.0,0.0,16.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,30.0
d6e2bc6e6c0cc4fe,11,blue,Connor Matthews,174.0,0.0,0.0,23.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0
d6e2bc6e6c0cc4fe,12,red,Yadier del Valle,174.0,0.0,0.0,27.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
d6e2bc6e6c0cc4fe,12,blue,Connor Matthews,174.0,0.0,0.0,26.0,14.0,6.0,5.0,0.0,0.0,1.0,0.0,30.0
d6e2bc6e6c0cc4fe,13,red,Yadier del Valle,174.0,0.0,0.0,36.0,11.0,0.0,0.0,7.0,7.0,1.0,0.0,30.0
d6e2bc6e6c0cc4fe,13,blue,Connor Matthews,174.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
d6e2bc6e6c0cc4fe,14,red,Yadier del Valle,174.0,0.0,0.0,36.0,14.0,0.0,0.0,2.0,2.0,1.0,0.0,60.0
d6e2bc6e6c0cc4fe,14,blue,Connor Matthews,174.0,0.0,0.0,60.0,19.0,2.0,2.0,0.0,0.0,0.0,0.0,30.0
d6e2bc6e6c0cc4fe,15,red,Yadier del Valle,174.0,0.0,0.0,16.0,9.0,10.0,5.0,3.0,2.0,1.0,1.0,10.0
d6e2bc6e6c0cc4fe,15,blue,Connor Matthews,174.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
d6e2bc6e6c0cc4fe,16,red,Yadier del Valle,174.0,0.0,0.0,38.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
d6e2bc6e6c0cc4fe,16,blue,Connor Matthews,174.0,0.0,0.0,10.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,10.0
d6e2bc6e6c0cc4fe,17,red,Yadier del Valle,174.0,0.0,-0.34691981087755475,47.0,20.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
d6e2bc6e6c0cc4fe,17,blue,Connor Matthews,174.0,0.0,-0.34691981087755475,34.0,13.0,2.0,1.0,0.0,0.0,1.0,1.0,60.0
d6e2bc6e6c0cc4fe,18,red,Yadier del Valle,174.0,0.0,0.0,25.0,14.0,3.0,2.0,3.0,3.0,1.0,0.0,40.0
d6e2bc6e6c0cc4fe,18,blue,Connor Matthews,174.0,0.0,0.0,49.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0
d6e2bc6e6c0cc4fe,19,red,Yadier del Valle,174.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
d6e2bc6e6c0cc4fe,19,blue,Connor Matthews,174.0,0.0,0.0,20.0,7.0,0.0,0.0,5.0,2.0,0.0,0.0,10.0
dcb27eef6441268c,0,red,Sodiq Yusuff,900.0,0.0,0.6938396217551095,146.0,73.0,9.0,6.0,0.0,0.0,7.0,3.0,70.0
dcb27eef6441268c,0,blue,Mairon Santos,900.0,0.0,0.6938396217551095,228.0,111.0,9.0,7.0,0.0,0.0,4.0,1.0,30.0
dcb27eef6441268c,1,red,Sodiq Yusuff,900.0,0.0,0.0,253.0,109.0,0.0,0.0,6.0,6.0,0.0,0.0,120.0
dcb27eef6441268c,1,blue,Mairon Santos,900.0,0.0,0.0,101.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,60.0
dcb27eef6441268c,2,red,Sodiq Yusuff,900.0,0.0,-0.34691981087755475,90.0,42.0,18.0,10.0,0.0,0.0,0.0,0.0,230.0
dcb27eef6441268c,2,blue,Mairon Santos,900.0,0.0,-0.34691981087755475,188.0,89.0,0.0,0.0,0.0,0.0,4.0,1.0,290.0
dcb27eef6441268c,3,red,Sodiq Yusuff,900.0,0.0,0.6938396217551095,122.0,61.0,6.0,3.0,1.0,1.0,6.0,2.0,210.0
dcb27eef6441268c,3,blue,Mairon Santos,900.0,0.0,0.6938396217551095,188.0,80.0,10.0,7.0,6.0,6.0,0.0,0.0,80.0
dcb27eef6441268c,4,red,Sodiq Yusuff,900.0,0.0,-0.34691981087755475,228.0,111.0,12.0,7.0,0.0,0.0,7.0,1.0,140.0
dcb27eef6441268c,4,blue,Mairon Santos,900.0,0.0,-0.34691981087755475,243.0,105.0,4.0,2.0,1.0,1.0,2.0,2.0,200.0
dcb27eef6441268c,5,red,Sodiq Yusuff,900.0,0.0,0.0,129.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,180.0
dcb27eef6441268c,5,blue,Mairon Santos,900.0,0.0,0.0,84.0,44.0,5.0,2.0,4.0,2.0,0.0,0.0,130.0
dcb27eef6441268c,6,red,Sodiq Yusuff,900.0,0.0,0.6938396217551095,143.0,69.0,7.0,7.0,0.0,0.0,7.0,3.0,0.0
dcb27eef6441268c,6,blue,Mairon Santos,900.0,0.0,0.6938396217551095,76.0,30.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
dcb27eef6441268c,7,red,Sodiq Yusuff,900.0,0.0,-0.34691981087755475,248.0,112.0,0.0,0.0,3.0,2.0,2.0,0.0,90.0
dcb27eef6441268c,7,blue,Mairon Santos,900.0,0.0,-0.34691981087755475,78.0,34.0,2.0,2.0,0.0,0.0,8.0,1.0,60.0
dcb27eef6441268c,8,red,Sodiq Yusuff,900.0,0.0,-0.34691981087755475,62.0,22.0,28.0,21.0,12.0,9.0,0.0,0.0,0.0
dcb27eef6441268c,8,blue,Mairon Santos,900.0,0.0,-0.34691981087755475,201.0,86.0,13.0,8.0,38.0,33.0,5.0,1.0,0.0
dcb27eef6441268c,9,red,Sodiq Yusuff,900.0,0.0,0.34691981087755475,29.0,13.0,4.0,3.0,20.0,13.0,7.0,1.0,140.0
dcb27eef6441268c,9,blue,Mairon Santos,900.0,0.0,0.34691981087755475,130.0,63.0,2.0,2.0,0.0,0.0,2.0,0.0,40.0
dcb27eef6441268c,10,red,Sodiq Yusuff,900.0,0.0,-0.34691981087755475,98.0,44.0,1.0,0.0,1.0,1.0,1.0,0.0,40.0
dcb27eef6441268c,10,blue,Mairon Santos,900.0,0.0,-0.34691981087755475,164.0,70.0,4.0,3.0,6.0,4.0,3.0,1.0,50.0
dcb27eef6441268c,11,red,Sodiq Yusuff,900.0,0.0,-1.0407594326326643,138.0,61.0,25.0,18.0,0.0,0.0,10.0,2.0,130.0
dcb27eef6441268c,11,blue,Mairon Santos,900.0,0.0,-1.0407594326326643,108.0,43.0,2.0,2.0,1.0,1.0,13.0,5.0,110.0
dcb27eef6441268c,12,red,Sodiq Yusuff,900.0,0.0,0.0,180.0,89.0,5.0,3.0,2.0,1.0,2.0,0.0,140.0
dcb27eef6441268c,12,blue,Mairon Santos,900.0,0.0,0.0,130.0,57.0,4.0,4.0,0.0,0.0,0.0,0.0,80.0
dcb27eef6441268c,13,red,Sodiq Yusuff,900.0,0.0,-0.6938396217551095,60.0,25.0,15.0,9.0,0.0,0.0,0.0,0.0,20.0
dcb27eef6441268c,13,blue,Mairon Santos,900.0,0.0,-0.6938396217551095,208.0,86.0,1.0,0.0,0.0,0.0,9.0,2.0,10.0
dcb27eef6441268c,14,red,Sodiq Yusuff,900.0,0.0,-0.34691981087755475,111.0,50.0,5.0,3.0,0.0,0.0,0.0,0.0,60.0
dcb27eef6441268c,14,blue,Mairon Santos,900.0,0.0,-0.34691981087755475,134.0,48.0,8.0,4.0,39.0,30.0,3.0,1.0,60.0
dcb27eef6441268c,15,red,Sodiq Yusuff,900.0,0.0,0.0,188.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
dcb27eef6441268c,15,blue,Mairon Santos,900.0,0.0,0.0,57.0,24.0,3.0,2.0,4.0,3.0,0.0,0.0,40.0
dcb27eef6441268c,16,red,Sodiq Yusuff,900.0,0.0,0.0,116.0,56.0,8.0,7.0,0.0,0.0,5.0,2.0,240.0
dcb27eef6441268c,16,blue,Mairon Santos,900.0,0.0,0.0,154.0,67.0,9.0,7.0,26.0,22.0,4.0,2.0,100.0
dcb27eef6441268c,17,red,Sodiq Yusuff,900.0,0.0,0.34691981087755475,119.0,51.0,0.0,0.0,0.0,0.0,7.0,1.0,100.0
dcb27eef6441268c,17,blue,Mairon Santos,900.0,0.0,0.34691981087755475,406.0,176.0,15.0,12.0,9.0,5.0,1.0,0.0,80.0
dcb27eef6441268c,18,red,Sodiq Yusuff,900.0,0.0,0.0,161.0,67.0,13.0,8.0,26.0,21.0,3.0,1.0,90.0
dcb27eef6441268c,18,blue,Mairon Santos,900.0,0.0,0.0,271.0,115.0,1.0,1.0,0.0,0.0,4.0,1.0,30.0
dcb27eef6441268c,19,red,Sodiq Yusuff,900.0,0.0,0.0,188.0,87.0,5.0,4.0,25.0,21.0,0.0,0.0,0.0
dcb27eef6441268c,19,blue,Mairon Santos,900.0,0.0,0.0,216.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
f75fe8b384b0db11,0,red,Luana Santos,599.0,0.0,0.0,45.0,20.0,2.0,2.0,6.0,2.0,1.0,0.0,70.0
f75fe8b384b0db11,0,blue,Tainara Lisboa,599.0,0.0,0.0,47.0,17.0,9.0,8.0,3.0,2.0,0.0,0.0,30.0
f75fe8b384b0db11,1,red,Luana Santos,599.0,0.0,1.0407594326326643,127.0,60.0,1.0,1.0,0.0,0.0,6.0,4.0,130.0
f75fe8b384b0db11,1,blue,Tainara Lisboa,599.0,0.0,1.0407594326326643,32.0,9.0,0.0,0.0,4.0,4.0,1.0,1.0,60.0
f75fe8b384b0db11,2,red,Luana Santos,599.0,0.0,-0.34691981087755475,26.0,9.0,4.0,3.0,2.0,1.0,3.0,0.0,100.0
f75fe8b384b0db11,2,blue,Tainara Lisboa,599.0,0.0,-0.34691981087755475,62.0,31.0,1.0,0.0,0.0,0.0,2.0,1.0,50.0
f75fe8b384b0db11,3,red,Luana Santos,599.0,0.0,0.6938396217551095,66.0,33.0,0.0,0.0,27.0,19.0,3.0,3.0,270.0
f75fe8b384b0db11,3,blue,Tainara Lisboa,599.0,0.0,0.6938396217551095,76.0,32.0,2.0,2.0,0.0,0.0,1.0,1.0,90.0
f75fe8b384b0db11,4,red,Luana Santos,599.0,0.0,0.0,55.0,29.0,11.0,10.0,0.0,0.0,1.0,1.0,110.0
f75fe8b384b0db11,4,blue,Tainara Lisboa,599.0,0.0,0.0,58.0,21.0,4.0,2.0,0.0,0.0,3.0,1.0,20.0
f75fe8b384b0db11,5,red,Luana Santos,599.0,0.0,0.34691981087755475,66.0,36.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0
f75fe8b384b0db11,5,blue,Tainara Lisboa,599.0,0.0,0.34691981087755475,21.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
f75fe8b384b0db11,6,red,Luana Santos,599.0,0.0,-0.34691981087755475,20.0,7.0,7.0,4.0,8.0,7.0,3.0,1.0,140.0
f75fe8b384b0db11,6,blue,Tainara Lisboa,599.0,0.0,-0.34691981087755475,70.0,23.0,1.0,1.0,0.0,0.0,6.0,2.0,70.0
f75fe8b384b0db11,7,red,Luana Santos,599.0,0.0,0.34691981087755475,32.0,15.0,1.0,1.0,0.0,0.0,3.0,1.0,140.0
f75fe8b384b0db11,7,blue,Tainara Lisboa,599.0,0.0,0.34691981087755475,95.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0
f75fe8b384b0db11,8,red,Luana Santos,599.0,0.0,0.0,38.0,17.0,3.0,3.0,2.0,2.0,3.0,0.0,110.0
f75fe8b384b0db11,8,blue,Tainara Lisboa,599.0,0.0,0.0,68.0,24.0,2.0,2.0,0.0,0.0,0.0,0.0,110.0
f75fe8b384b0db11,9,red,Luana Santos,599.0,0.0,1.0407594326326643,33.0,12.0,0.0,0.0,0.0,0.0,3.0,3.0,140.0
f75fe8b384b0db11,9,blue,Tainara Lisboa,599.0,0.0,1.0407594326326643,63.0,20.0,6.0,4.0,4.0,4.0,0.0,0.0,20.0
f75fe8b384b0db11,10,red,Luana Santos,599.0,0.0,0.0,104.0,45.0,4.0,4.0,7.0,6.0,0.0,0.0,40.0
f75fe8b384b0db11,10,blue,Tainara Lisboa,599.0,0.0,0.0,33.0,14.0,3.0,3.0,6.0,3.0,0.0,0.0,30.0
f75fe8b384b0db11,11,red,Luana Santos,599.0,0.0,0.6938396217551095,28.0,11.0,21.0,18.0,11.0,8.0,3.0,2.0,40.0
f75fe8b384b0db11,11,blue,Tainara Lisboa,599.0,0.0,0.6938396217551095,49.0,18.0,2.0,2.0,0.0,0.0,1.0,0.0,30.0
f75fe8b384b0db11,12,red,Luana Santos,599.0,0.0,0.0,33.0,21.0,1.0,1.0,6.0,5.0,0.0,0.0,100.0
f75fe8b384b0db11,12,blue,Tainara Lisboa,599.0,0.0,0.0,70.0,23.0,1.0,0.0,3.0,2.0,0.0,0.0,60.0
f75fe8b384b0db11,13,red,Luana Santos,599.0,0.0,-0.6938396217551095,83.0,33.0,5.0,2.0,2.0,1.0,3.0,2.0,220.0
f75fe8b384b0db11,13,blue,Tainara Lisboa,599.0,0.0,-0.6938396217551095,39.0,17.0,2.0,2.0,0.0,0.0,9.0,4.0,50.0
f75fe8b384b0db11,14,red,Luana Santos,599.0,0.0,0.0,167.0,77.0,1.0,1.0,3.0,3.0,3.0,0.0,110.0
f75fe8b384b0db11,14,blue,Tainara Lisboa,599.0,0.0,0.0,45.0,18.0,10.0,5.0,2.0,0.0,0.0,0.0,30.0
f75fe8b384b0db11,15,red,Luana Santos,599.0,0.0,-0.34691981087755475,71.0,30.0,4.0,4.0,0.0,0.0,0.0,0.0,140.0
f75fe8b384b0db11,15,blue,Tainara Lisboa,599.0,0.0,-0.34691981087755475,27.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,60.0
f75fe8b384b0db11,16,red,Luana Santos,599.0,0.0,-0.34691981087755475,64.0,29.0,2.0,2.0,1.0,0.0,5.0,1.0,140.0
f75fe8b384b0db11,16,blue,Tainara Lisboa,599.0,0.0,-0.34691981087755475,75.0,28.0,14.0,10.0,12.0,8.0,2.0,2.0,110.0
f75fe8b384b0db11,17,red,Luana Santos,599.0,0.0,0.0,41.0,15.0,0.0,0.0,3.0,1.0,0.0,0.0,20.0
f75fe8b384b0db11,17,blue,Tainara Lisboa,599.0,0.0,0.0,31.0,12.0,1.0,0.0,3.0,2.0,0.0,0.0,20.0
f75fe8b384b0db11,18,red,Luana Santos,599.0,0.0,0.0,47.0,25.0,7.0,5.0,0.0,0.0,1.0,1.0,160.0
