fight_id,path,side,fighter_name,duration,sim_standing_attempted,sim_standing_landed,sim_td_attempted,sim_td_landed,sim_ground_attempted,sim_ground_landed,sim_control,sim_total_control,sim_free_seconds
305d8c85b35a7d4e,18,blue,Ramiz Brahimaj,196.0,53,25,1,0,1,1,0.0,0.0,196.0
305d8c85b35a7d4e,19,red,Billy Ray Goff,196.0,36,17,2,2,1,1,110.0,110.0,86.0
305d8c85b35a7d4e,19,blue,Ramiz Brahimaj,196.0,22,9,1,0,0,0,0.0,110.0,86.0
73240bea13ed5e71,0,red,Rayanne dos Santos,900.0,187,81,3,2,0,0,50.0,70.0,830.0
73240bea13ed5e71,0,blue,Alice Ardelean,900.0,205,93,5,1,0,0,20.0,70.0,830.0
73240bea13ed5e71,1,red,Rayanne dos Santos,900.0,87,42,16,2,0,0,210.0,310.0,590.0
73240bea13ed5e71,1,blue,Alice Ardelean,900.0,131,52,5,1,5,1,100.0,310.0,590.0
73240bea13ed5e71,2,red,Rayanne dos Santos,900.0,107,38,4,1,0,0,20.0,200.0,700.0
73240bea13ed5e71,2,blue,Alice Ardelean,900.0,110,54,2,1,0,0,180.0,200.0,700.0
73240bea13ed5e71,3,red,Rayanne dos Santos,900.0,34,13,2,1,1,1,530.0,530.0,370.0
73240bea13ed5e71,3,blue,Alice Ardelean,900.0,82,34,0,0,0,0,0.0,530.0,370.0
73240bea13ed5e71,4,red,Rayanne dos Santos,900.0,194,98,2,1,12,6,10.0,70.0,830.0
73240bea13ed5e71,4,blue,Alice Ardelean,900.0,253,93,0,0,41,28,60.0,70.0,830.0
73240bea13ed5e71,5,red,Rayanne dos Santos,900.0,207,89,3,2,0,0,120.0,130.0,770.0
73240bea13ed5e71,5,blue,Alice Ardelean,900.0,175,72,6,2,2,1,10.0,130.0,770.0
73240bea13ed5e71,6,red,Rayanne dos Santos,900.0,218,108,1,0,0,0,0.0,130.0,770.0
73240bea13ed5e71,6,blue,Alice Ardelean,900.0,170,72,6,1,0,0,130.0,130.0,770.0
73240bea13ed5e71,7,red,Rayanne dos Santos,900.0,80,39,0,0,13,9,30.0,120.0,780.0
73240bea13ed5e71,7,blue,Alice Ardelean,900.0,244,92,4,1,0,0,90.0,120.0,780.0
73240bea13ed5e71,8,red,Rayanne dos Santos,900.0,274,125,3,1,0,0,190.0,190.0,710.0
73240bea13ed5e71,8,blue,Alice Ardelean,900.0,100,46,0,0,0,0,0.0,190.0,710.0
73240bea13ed5e71,9,red,Rayanne dos Santos,900.0,227,91,9,4,3,1,20.0,160.0,740.0
73240bea13ed5e71,9,blue,Alice Ardelean,900.0,138,53,7,3,0,0,140.0,160.0,740.0
73240bea13ed5e71,10,red,Rayanne dos Santos,900.0,147,64,0,0,0,0,50.0,130.0,770.0
73240bea13ed5e71,10,blue,Alice Ardelean,900.0,164,56,6,0,11,6,80.0,130.0,770.0
73240bea13ed5e71,11,red,Rayanne dos Santos,900.0,213,98,2,1,0,0,10.0,140.0,760.0
73240bea13ed5e71,11,blue,Alice Ardelean,900.0,159,61,4,0,0,0,130.0,140.0,760.0
73240bea13ed5e71,12,red,Rayanne dos Santos,900.0,162,65,0,0,7,4,60.0,150.0,750.0
73240bea13ed5e71,12,blue,Alice Ardelean,900.0,105,42,0,0,0,0,90.0,150.0,750.0
73240bea13ed5e71,13,red,Rayanne dos Santos,900.0,144,59,5,1,5,2,0.0,0.0,900.0
73240bea13ed5e71,13,blue,Alice Ardelean,900.0,100,32,5,1,1,0,0.0,0.0,900.0
73240bea13ed5e71,14,red,Rayanne dos Santos,900.0,146,69,0,0,4,3,0.0,70.0,830.0
73240bea13ed5e71,14,blue,Alice Ardelean,900.0,113,43,3,0,4,2,70.0,70.0,830.0
73240bea13ed5e71,15,red,Rayanne dos Santos,900.0,48,26,0,0,4,3,370.0,630.0,270.0
73240bea13ed5e71,15,blue,Alice Ardelean,900.0,68,28,18,5,0,0,260.0,630.0,270.0
73240bea13ed5e71,16,red,Rayanne dos Santos,900.0,59,31,0,0,0,0,0.0,540.0,360.0
73240bea13ed5e71,16,blue,Alice Ardelean,900.0,74,32,0,0,0,0,540.0,540.0,360.0
73240bea13ed5e71,17,red,Rayanne dos Santos,900.0,184,91,3,1,6,6,10.0,130.0,770.0
73240bea13ed5e71,17,blue,Alice Ardelean,900.0,90,30,0,0,6,6,120.0,130.0,770.0
73240bea13ed5e71,18,red,Rayanne dos Santos,900.0,85,34,0,0,0,0,0.0,300.0,600.0
73240bea13ed5e71,18,blue,Alice Ardelean,900.0,109,34,3,1,3,2,300.0,300.0,600.0
73240bea13ed5e71,19,red,Rayanne dos Santos,900.0,126,58,1,0,4,2,260.0,350.0,550.0
73240bea13ed5e71,19,blue,Alice Ardelean,900.0,91,45,3,1,3,2,90.0,350.0,550.0
7aaa810540132a4b,0,red,Dustin Jacoby,110.0,19,8,1,0,1,0,10.0,10.0,100.0
7aaa810540132a4b,0,blue,Bruno Lopes,110.0,32,12,1,0,0,0,0.0,10.0,100.0
7aaa810540132a4b,1,red,Dustin Jacoby,110.0,15,3,0,0,0,0,0.0,20.0,90.0
7aaa810540132a4b,1,blue,Bruno Lopes,110.0,25,14,1,0,0,0,20.0,20.0,90.0
7aaa810540132a4b,2,red,Dustin Jacoby,110.0,19,8,1,0,1,1,0.0,0.0,110.0
7aaa810540132a4b,2,blue,Bruno Lopes,110.0,21,8,1,0,4,4,0.0,0.0,110.0
7aaa810540132a4b,3,red,Dustin Jacoby,110.0,16,6,0,0,0,0,0.0,0.0,110.0
7aaa810540132a4b,3,blue,Bruno Lopes,110.0,21,11,1,1,0,0,0.0,0.0,110.0
7aaa810540132a4b,4,red,Dustin Jacoby,110.0,14,5,0,0,0,0,0.0,10.0,100.0
7aaa810540132a4b,4,blue,Bruno Lopes,110.0,15,4,1,1,0,0,10.0,10.0,100.0
7aaa810540132a4b,5,red,Dustin Jacoby,110.0,19,10,1,0,0,0,0.0,30.0,80.0
7aaa810540132a4b,5,blue,Bruno Lopes,110.0,19,8,0,0,1,0,30.0,30.0,80.0
7aaa810540132a4b,6,red,Dustin Jacoby,110.0,16,4,0,0,1,1,0.0,0.0,110.0
7aaa810540132a4b,6,blue,Bruno Lopes,110.0,18,6,1,0,0,0,0.0,0.0,110.0
7aaa810540132a4b,7,red,Dustin Jacoby,110.0,20,9,1,0,0,0,0.0,0.0,110.0
7aaa810540132a4b,7,blue,Bruno Lopes,110.0,14,8,1,1,1,1,0.0,0.0,110.0
7aaa810540132a4b,8,red,Dustin Jacoby,110.0,11,3,0,0,0,0,0.0,70.0,40.0
7aaa810540132a4b,8,blue,Bruno Lopes,110.0,4,4,1,1,2,1,70.0,70.0,40.0
7aaa810540132a4b,9,red,Dustin Jacoby,110.0,11,4,0,0,0,0,10.0,40.0,70.0
7aaa810540132a4b,9,blue,Bruno Lopes,110.0,10,4,1,1,5,2,30.0,40.0,70.0
7aaa810540132a4b,10,red,Dustin Jacoby,110.0,25,8,0,0,0,0,0.0,40.0,70.0
7aaa810540132a4b,10,blue,Bruno Lopes,110.0,8,4,1,0,0,0,40.0,40.0,70.0
7aaa810540132a4b,11,red,Dustin Jacoby,110.0,16,9,0,0,0,0,0.0,40.0,70.0
7aaa810540132a4b,11,blue,Bruno Lopes,110.0,11,7,1,1,2,1,40.0,40.0,70.0
7aaa810540132a4b,12,red,Dustin Jacoby,110.0,8,4,1,1,1,0,0.0,60.0,50.0
7aaa810540132a4b,12,blue,Bruno Lopes,110.0,9,4,1,1,0,0,60.0,60.0,50.0
7aaa810540132a4b,13,red,Dustin Jacoby,110.0,11,2,0,0,0,0,0.0,50.0,60.0
7aaa810540132a4b,13,blue,Bruno Lopes,110.0,11,2,1,0,1,0,50.0,50.0,60.0
7aaa810540132a4b,14,red,Dustin Jacoby,110.0,22,11,0,0,0,0,0.0,20.0,90.0
7aaa810540132a4b,14,blue,Bruno Lopes,110.0,8,1,1,0,1,0,20.0,20.0,90.0
7aaa810540132a4b,15,red,Dustin Jacoby,110.0,13,7,0,0,1,0,0.0,40.0,70.0
7aaa810540132a4b,15,blue,Bruno Lopes,110.0,11,6,1,0,2,2,40.0,40.0,70.0
7aaa810540132a4b,16,red,Dustin Jacoby,110.0,6,1,0,0,0,0,20.0,40.0,70.0
7aaa810540132a4b,16,blue,Bruno Lopes,110.0,14,8,1,1,0,0,20.0,40.0,70.0
7aaa810540132a4b,17,red,Dustin Jacoby,110.0,0,0,0,0,0,0,0.0,110.0,0.0
7aaa810540132a4b,17,blue,Bruno Lopes,110.0,0,0,1,1,0,0,110.0,110.0,0.0
7aaa810540132a4b,18,red,Dustin Jacoby,110.0,22,7,0,0,1,1,0.0,20.0,90.0
7aaa810540132a4b,18,blue,Bruno Lopes,110.0,22,9,1,0,1,0,20.0,20.0,90.0
7aaa810540132a4b,19,red,Dustin Jacoby,110.0,29,16,0,0,0,0,0.0,20.0,90.0
7aaa810540132a4b,19,blue,Bruno Lopes,110.0,9,6,1,1,4,3,20.0,20.0,90.0
baa2ee0bf7f97079,0,red,Jafel Filho,900.0,36,12,7,4,13,6,560.0,650.0,250.0
baa2ee0bf7f97079,0,blue,Allan Nascimento,900.0,47,24,6,3,1,1,90.0,650.0,250.0
baa2ee0bf7f97079,1,red,Jafel Filho,900.0,96,36,7,5,0,0,340.0,340.0,560.0
baa2ee0bf7f97079,1,blue,Allan Nascimento,900.0,60,27,0,0,0,0,0.0,340.0,560.0
baa2ee0bf7f97079,2,red,Jafel Filho,900.0,34,12,3,1,38,24,440.0,440.0,460.0
baa2ee0bf7f97079,2,blue,Allan Nascimento,900.0,60,31,5,1,14,9,0.0,440.0,460.0
baa2ee0bf7f97079,3,red,Jafel Filho,900.0,35,7,0,0,0,0,0.0,690.0,210.0
baa2ee0bf7f97079,3,blue,Allan Nascimento,900.0,29,13,9,5,0,0,690.0,690.0,210.0
baa2ee0bf7f97079,4,red,Jafel Filho,900.0,184,57,5,3,0,0,400.0,400.0,500.0
baa2ee0bf7f97079,4,blue,Allan Nascimento,900.0,84,38,0,0,3,2,0.0,400.0,500.0
baa2ee0bf7f97079,5,red,Jafel Filho,900.0,55,24,2,2,11,9,0.0,470.0,430.0
baa2ee0bf7f97079,5,blue,Allan Nascimento,900.0,85,38,9,5,0,0,470.0,470.0,430.0
baa2ee0bf7f97079,6,red,Jafel Filho,900.0,79,29,12,7,0,0,220.0,230.0,670.0
baa2ee0bf7f97079,6,blue,Allan Nascimento,900.0,100,53,5,4,0,0,10.0,230.0,670.0
baa2ee0bf7f97079,7,red,Jafel Filho,900.0,72,28,3,2,0,0,10.0,120.0,780.0
baa2ee0bf7f97079,7,blue,Allan Nascimento,900.0,71,38,6,2,19,14,110.0,120.0,780.0
baa2ee0bf7f97079,8,red,Jafel Filho,900.0,54,23,0,0,8,5,0.0,370.0,530.0
baa2ee0bf7f97079,8,blue,Allan Nascimento,900.0,59,22,5,4,16,10,370.0,370.0,530.0
baa2ee0bf7f97079,9,red,Jafel Filho,900.0,50,19,0,0,19,13,10.0,520.0,380.0
baa2ee0bf7f97079,9,blue,Allan Nascimento,900.0,64,32,4,1,12,7,510.0,520.0,380.0
baa2ee0bf7f97079,10,red,Jafel Filho,900.0,65,29,0,0,12,7,60.0,630.0,270.0
baa2ee0bf7f97079,10,blue,Allan Nascimento,900.0,30,14,6,2,6,5,570.0,630.0,270.0
baa2ee0bf7f97079,11,red,Jafel Filho,900.0,98,40,0,0,0,0,0.0,360.0,540.0
baa2ee0bf7f97079,11,blue,Allan Nascimento,900.0,119,57,4,2,27,16,360.0,360.0,540.0
baa2ee0bf7f97079,12,red,Jafel Filho,900.0,0,0,1,1,5,2,480.0,900.0,0.0
baa2ee0bf7f97079,12,blue,Allan Nascimento,900.0,0,0,7,3,3,2,420.0,900.0,0.0
baa2ee0bf7f97079,13,red,Jafel Filho,900.0,132,53,1,1,30,14,250.0,320.0,580.0
baa2ee0bf7f97079,13,blue,Allan Nascimento,900.0,48,20,2,0,8,6,70.0,320.0,580.0
baa2ee0bf7f97079,14,red,Jafel Filho,900.0,50,14,9,6,0,0,410.0,410.0,490.0
baa2ee0bf7f97079,14,blue,Allan Nascimento,900.0,91,44,0,0,1,1,0.0,410.0,490.0
baa2ee0bf7f97079,15,red,Jafel Filho,900.0,73,33,4,0,50,29,30.0,380.0,520.0
baa2ee0bf7f97079,15,blue,Allan Nascimento,900.0,76,32,0,0,23,12,350.0,380.0,520.0
baa2ee0bf7f97079,16,red,Jafel Filho,900.0,85,38,0,0,0,0,200.0,240.0,660.0
baa2ee0bf7f97079,16,blue,Allan Nascimento,900.0,104,52,0,0,54,35,40.0,240.0,660.0
baa2ee0bf7f97079,17,red,Jafel Filho,900.0,94,42,0,0,93,61,10.0,190.0,710.0
baa2ee0bf7f97079,17,blue,Allan Nascimento,900.0,114,49,4,2,8,5,180.0,190.0,710.0
baa2ee0bf7f97079,18,red,Jafel Filho,900.0,1,0,5,1,0,0,10.0,880.0,20.0
baa2ee0bf7f97079,18,blue,Allan Nascimento,900.0,2,0,6,4,14,9,870.0,880.0,20.0
baa2ee0bf7f97079,19,red,Jafel Filho,900.0,105,44,1,0,30,22,0.0,350.0,550.0
baa2ee0bf7f97079,19,blue,Allan Nascimento,900.0,79,34,14,8,16,13,350.0,350.0,550.0
01100a90b584215d,0,red,Azamat Murzakanov,205.0,21,9,0,0,12,11,0.0,20.0,185.0
01100a90b584215d,0,blue,Brendson Ribeiro,205.0,20,10,1,0,1,1,20.0,20.0,185.0
01100a90b584215d,1,red,Azamat Murzakanov,205.0,11,7,0,0,3,2,70.0,70.0,135.0
01100a90b584215d,1,blue,Brendson Ribeiro,205.0,25,7,1,1,2,2,0.0,70.0,135.0
01100a90b584215d,2,red,Azamat Murzakanov,205.0,38,18,0,0,0,0,80.0,80.0,125.0
01100a90b584215d,2,blue,Brendson Ribeiro,205.0,21,11,1,0,0,0,0.0,80.0,125.0
01100a90b584215d,3,red,Azamat Murzakanov,205.0,22,11,1,0,0,0,30.0,30.0,175.0
01100a90b584215d,3,blue,Brendson Ribeiro,205.0,28,9,0,0,1,1,0.0,30.0,175.0
01100a90b584215d,4,red,Azamat Murzakanov,205.0,7,2,1,1,1,0,80.0,180.0,25.0
01100a90b584215d,4,blue,Brendson Ribeiro,205.0,5,2,1,0,4,4,100.0,180.0,25.0
01100a90b584215d,5,red,Azamat Murzakanov,205.0,37,19,1,1,3,1,0.0,0.0,205.0
01100a90b584215d,5,blue,Brendson Ribeiro,205.0,25,11,0,0,0,0,0.0,0.0,205.0
01100a90b584215d,6,red,Azamat Murzakanov,205.0,14,8,0,0,9,6,70.0,80.0,125.0
01100a90b584215d,6,blue,Brendson Ribeiro,205.0,31,7,0,0,0,0,10.0,80.0,125.0
01100a90b584215d,7,red,Azamat Murzakanov,205.0,29,10,1,0,4,2,0.0,30.0,175.0
01100a90b584215d,7,blue,Brendson Ribeiro,205.0,22,8,1,0,0,0,30.0,30.0,175.0
01100a90b584215d,8,red,Azamat Murzakanov,205.0,53,30,0,0,0,0,0.0,0.0,205.0
01100a90b584215d,8,blue,Brendson Ribeiro,205.0,59,25,0,0,1,0,0.0,0.0,205.0
01100a90b584215d,9,red,Azamat Murzakanov,205.0,17,9,1,1,5,4,10.0,120.0,85.0
01100a90b584215d,9,blue,Brendson Ribeiro,205.0,24,9,0,0,1,0,110.0,120.0,85.0
01100a90b584215d,10,red,Azamat Murzakanov,205.0,11,7,1,1,7,5,140.0,140.0,65.0
01100a90b584215d,10,blue,Brendson Ribeiro,205.0,8,1,1,0,0,0,0.0,140.0,65.0
01100a90b584215d,11,red,Azamat Murzakanov,205.0,18,10,1,1,11,8,60.0,60.0,145.0
01100a90b584215d,11,blue,Brendson Ribeiro,205.0,45,15,0,0,0,0,0.0,60.0,145.0
01100a90b584215d,12,red,Azamat Murzakanov,205.0,24,17,1,1,0,0,70.0,70.0,135.0
01100a90b584215d,12,blue,Brendson Ribeiro,205.0,26,4,0,0,4,3,0.0,70.0,135.0
01100a90b584215d,13,red,Azamat Murzakanov,205.0,37,23,0,0,19,13,40.0,40.0,165.0
01100a90b584215d,13,blue,Brendson Ribeiro,205.0,35,15,1,0,0,0,0.0,40.0,165.0
01100a90b584215d,14,red,Azamat Murzakanov,205.0,15,9,0,0,0,0,0.0,20.0,185.0
01100a90b584215d,14,blue,Brendson Ribeiro,205.0,31,17,0,0,1,0,20.0,20.0,185.0
01100a90b584215d,15,red,Azamat Murzakanov,205.0,7,5,0,0,2,1,10.0,30.0,175.0
01100a90b584215d,15,blue,Brendson Ribeiro,205.0,24,9,0,0,0,0,20.0,30.0,175.0
01100a90b584215d,16,red,Azamat Murzakanov,205.0,17,8,1,1,7,6,60.0,60.0,145.0
01100a90b584215d,16,blue,Brendson Ribeiro,205.0,21,9,1,0,5,5,0.0,60.0,145.0
01100a90b584215d,17,red,Azamat Murzakanov,205.0,21,11,1,1,7,7,10.0,10.0,195.0
01100a90b584215d,17,blue,Brendson Ribeiro,205.0,34,19,1,1,0,0,0.0,10.0,195.0
01100a90b584215d,18,red,Azamat Murzakanov,205.0,11,1,0,0,4,3,70.0,100.0,105.0
01100a90b584215d,18,blue,Brendson Ribeiro,205.0,14,5,0,0,0,0,30.0,100.0,105.0
01100a90b584215d,19,red,Azamat Murzakanov,205.0,29,12,1,1,1,1,40.0,40.0,165.0
01100a90b584215d,19,blue,Brendson Ribeiro,205.0,19,9,1,1,0,0,0.0,40.0,165.0
0e8599eca8ccfa32,0,red,MarQuel Mederos,900.0,109,63,2,1,1,1,40.0,270.0,630.0
0e8599eca8ccfa32,0,blue,Mark Choinski,900.0,140,73,0,0,0,0,230.0,270.0,630.0
0e8599eca8ccfa32,1,red,MarQuel Mederos,900.0,85,32,1,0,9,7,0.0,420.0,480.0
0e8599eca8ccfa32,1,blue,Mark Choinski,900.0,114,42,7,2,17,10,420.0,420.0,480.0
0e8599eca8ccfa32,2,red,MarQuel Mederos,900.0,144,71,0,0,0,0,70.0,160.0,740.0
0e8599eca8ccfa32,2,blue,Mark Choinski,900.0,135,58,0,0,0,0,90.0,160.0,740.0
0e8599eca8ccfa32,3,red,MarQuel Mederos,900.0,220,113,5,3,5,3,0.0,0.0,900.0
0e8599eca8ccfa32,3,blue,Mark Choinski,900.0,73,31,0,0,12,7,0.0,0.0,900.0
0e8599eca8ccfa32,4,red,MarQuel Mederos,900.0,101,51,1,1,0,0,170.0,300.0,600.0
0e8599eca8ccfa32,4,blue,Mark Choinski,900.0,178,75,1,1,0,0,130.0,300.0,600.0
0e8599eca8ccfa32,5,red,MarQuel Mederos,900.0,129,63,0,0,0,0,70.0,310.0,590.0
0e8599eca8ccfa32,5,blue,Mark Choinski,900.0,112,53,0,0,5,3,240.0,310.0,590.0
0e8599eca8ccfa32,6,red,MarQuel Mederos,900.0,101,44,2,1,54,34,100.0,360.0,540.0
0e8599eca8ccfa32,6,blue,Mark Choinski,900.0,106,56,0,0,0,0,260.0,360.0,540.0
0e8599eca8ccfa32,7,red,MarQuel Mederos,900.0,120,58,3,1,0,0,280.0,280.0,620.0
0e8599eca8ccfa32,7,blue,Mark Choinski,900.0,84,34,2,0,0,0,0.0,280.0,620.0
0e8599eca8ccfa32,8,red,MarQuel Mederos,900.0,71,40,3,1,4,2,0.0,490.0,410.0
0e8599eca8ccfa32,8,blue,Mark Choinski,900.0,83,43,14,7,0,0,490.0,490.0,410.0
0e8599eca8ccfa32,9,red,MarQuel Mederos,900.0,80,40,0,0,0,0,0.0,280.0,620.0
0e8599eca8ccfa32,9,blue,Mark Choinski,900.0,127,45,7,3,0,0,280.0,280.0,620.0
0e8599eca8ccfa32,10,red,MarQuel Mederos,900.0,75,36,0,0,7,5,0.0,290.0,610.0
0e8599eca8ccfa32,10,blue,Mark Choinski,900.0,123,67,20,9,0,0,290.0,290.0,610.0
0e8599eca8ccfa32,11,red,MarQuel Mederos,900.0,87,40,3,2,0,0,10.0,270.0,630.0
0e8599eca8ccfa32,11,blue,Mark Choinski,900.0,104,35,0,0,2,2,260.0,270.0,630.0
0e8599eca8ccfa32,12,red,MarQuel Mederos,900.0,102,46,4,1,0,0,10.0,240.0,660.0
0e8599eca8ccfa32,12,blue,Mark Choinski,900.0,204,82,5,2,0,0,230.0,240.0,660.0
0e8599eca8ccfa32,13,red,MarQuel Mederos,900.0,69,28,0,0,0,0,0.0,270.0,630.0
0e8599eca8ccfa32,13,blue,Mark Choinski,900.0,111,50,3,2,17,16,270.0,270.0,630.0
0e8599eca8ccfa32,14,red,MarQuel Mederos,900.0,50,21,8,3,0,0,470.0,520.0,380.0
0e8599eca8ccfa32,14,blue,Mark Choinski,900.0,41,18,0,0,9,6,50.0,520.0,380.0
0e8599eca8ccfa32,15,red,MarQuel Mederos,900.0,88,41,7,5,7,5,200.0,350.0,550.0
0e8599eca8ccfa32,15,blue,Mark Choinski,900.0,63,30,4,0,0,0,150.0,350.0,550.0
0e8599eca8ccfa32,16,red,MarQuel Mederos,900.0,78,37,5,3,12,8,30.0,510.0,390.0
0e8599eca8ccfa32,16,blue,Mark Choinski,900.0,85,42,0,0,46,28,480.0,510.0,390.0
0e8599eca8ccfa32,17,red,MarQuel Mederos,900.0,121,62,0,0,5,3,100.0,440.0,460.0
0e8599eca8ccfa32,17,blue,Mark Choinski,900.0,49,18,0,0,0,0,340.0,440.0,460.0
0e8599eca8ccfa32,18,red,MarQuel Mederos,900.0,80,43,3,0,39,24,0.0,250.0,650.0
0e8599eca8ccfa32,18,blue,Mark Choinski,900.0,158,59,6,4,0,0,250.0,250.0,650.0
0e8599eca8ccfa32,19,red,MarQuel Mederos,900.0,95,39,1,0,1,0,100.0,210.0,690.0
0e8599eca8ccfa32,19,blue,Mark Choinski,900.0,81,28,5,1,0,0,110.0,210.0,690.0
2129acab2280bd29,0,red,Vicente Luque,363.0,52,26,2,1,1,0,80.0,130.0,233.0
2129acab2280bd29,0,blue,Kevin Holland,363.0,59,28,3,0,0,0,50.0,130.0,233.0
2129acab2280bd29,1,red,Vicente Luque,363.0,62,39,1,0,3,2,0.0,0.0,363.0
2129acab2280bd29,1,blue,Kevin Holland,363.0,93,49,2,1,0,0,0.0,0.0,363.0
2129acab2280bd29,2,red,Vicente Luque,363.0,45,26,0,0,0,0,40.0,130.0,233.0
2129acab2280bd29,2,blue,Kevin Holland,363.0,67,39,0,0,0,0,90.0,130.0,233.0
2129acab2280bd29,3,red,Vicente Luque,363.0,33,23,1,1,14,6,170.0,170.0,193.0
2129acab2280bd29,3,blue,Kevin Holland,363.0,36,16,0,0,0,0,0.0,170.0,193.0
2129acab2280bd29,4,red,Vicente Luque,363.0,56,31,1,0,3,2,90.0,100.0,263.0
2129acab2280bd29,4,blue,Kevin Holland,363.0,151,76,0,0,0,0,10.0,100.0,263.0
2129acab2280bd29,5,red,Vicente Luque,363.0,30,17,2,0,0,0,90.0,100.0,263.0
2129acab2280bd29,5,blue,Kevin Holland,363.0,117,63,2,2,0,0,10.0,100.0,263.0
2129acab2280bd29,6,red,Vicente Luque,363.0,51,24,1,0,3,2,0.0,60.0,303.0
2129acab2280bd29,6,blue,Kevin Holland,363.0,122,64,3,1,0,0,60.0,60.0,303.0
2129acab2280bd29,7,red,Vicente Luque,363.0,75,46,2,1,0,0,20.0,20.0,343.0
2129acab2280bd29,7,blue,Kevin Holland,363.0,132,67,0,0,0,0,0.0,20.0,343.0
2129acab2280bd29,8,red,Vicente Luque,363.0,32,19,1,0,0,0,160.0,190.0,173.0
2129acab2280bd29,8,blue,Kevin Holland,363.0,34,19,1,1,1,1,30.0,190.0,173.0
2129acab2280bd29,9,red,Vicente Luque,363.0,39,20,4,2,0,0,20.0,20.0,343.0
2129acab2280bd29,9,blue,Kevin Holland,363.0,110,54,1,0,0,0,0.0,20.0,343.0
2129acab2280bd29,10,red,Vicente Luque,363.0,10,7,2,2,2,1,250.0,250.0,113.0
2129acab2280bd29,10,blue,Kevin Holland,363.0,36,16,2,0,1,1,0.0,250.0,113.0
2129acab2280bd29,11,red,Vicente Luque,363.0,67,38,3,1,10,7,0.0,0.0,363.0
2129acab2280bd29,11,blue,Kevin Holland,363.0,135,67,3,2,0,0,0.0,0.0,363.0
2129acab2280bd29,12,red,Vicente Luque,363.0,36,19,6,3,1,1,60.0,90.0,273.0
2129acab2280bd29,12,blue,Kevin Holland,363.0,95,54,3,0,11,8,30.0,90.0,273.0
2129acab2280bd29,13,red,Vicente Luque,363.0,67,39,2,0,4,4,0.0,0.0,363.0
2129acab2280bd29,13,blue,Kevin Holland,363.0,88,47,3,0,0,0,0.0,0.0,363.0
2129acab2280bd29,14,red,Vicente Luque,363.0,61,37,2,0,8,7,10.0,120.0,243.0
2129acab2280bd29,14,blue,Kevin Holland,363.0,59,29,2,0,1,1,110.0,120.0,243.0
2129acab2280bd29,15,red,Vicente Luque,363.0,70,39,0,0,0,0,0.0,80.0,283.0
2129acab2280bd29,15,blue,Kevin Holland,363.0,64,35,0,0,0,0,80.0,80.0,283.0
2129acab2280bd29,16,red,Vicente Luque,363.0,51,30,1,0,0,0,0.0,0.0,363.0
2129acab2280bd29,16,blue,Kevin Holland,363.0,126,66,1,0,6,3,0.0,0.0,363.0
2129acab2280bd29,17,red,Vicente Luque,363.0,42,28,4,1,3,3,180.0,180.0,183.0
2129acab2280bd29,17,blue,Kevin Holland,363.0,63,30,0,0,0,0,0.0,180.0,183.0
2129acab2280bd29,18,red,Vicente Luque,363.0,50,23,1,0,2,1,30.0,30.0,333.0
2129acab2280bd29,18,blue,Kevin Holland,363.0,87,46,0,0,0,0,0.0,30.0,333.0
2129acab2280bd29,19,red,Vicente Luque,363.0,71,40,0,0,0,0,20.0,100.0,263.0
2129acab2280bd29,19,blue,Kevin Holland,363.0,98,49,0,0,0,0,80.0,100.0,263.0
2e4064e0e6d4d92e,0,red,Quillan Salkilld,900.0,233,110,3,3,1,1,0.0,310.0,590.0
2e4064e0e6d4d92e,0,blue,Yanal Ashmouz,900.0,95,46,8,5,0,0,310.0,310.0,590.0
2e4064e0e6d4d92e,1,red,Quillan Salkilld,900.0,158,70,0,0,0,0,0.0,100.0,800.0
2e4064e0e6d4d92e,1,blue,Yanal Ashmouz,900.0,79,33,6,1,36,29,100.0,100.0,800.0
2e4064e0e6d4d92e,2,red,Quillan Salkilld,900.0,68,29,0,0,0,0,0.0,190.0,710.0
2e4064e0e6d4d92e,2,blue,Yanal Ashmouz,900.0,69,28,10,3,0,0,190.0,190.0,710.0
2e4064e0e6d4d92e,3,red,Quillan Salkilld,900.0,110,47,2,0,0,0,0.0,160.0,740.0
2e4064e0e6d4d92e,3,blue,Yanal Ashmouz,900.0,90,38,12,3,0,0,160.0,160.0,740.0
2e4064e0e6d4d92e,4,red,Quillan Salkilld,900.0,187,84,0,0,1,0,0.0,0.0,900.0
2e4064e0e6d4d92e,4,blue,Yanal Ashmouz,900.0,183,70,7,1,3,3,0.0,0.0,900.0
2e4064e0e6d4d92e,5,red,Quillan Salkilld,900.0,116,53,12,3,0,0,350.0,360.0,540.0
2e4064e0e6d4d92e,5,blue,Yanal Ashmouz,900.0,62,31,1,1,7,5,10.0,360.0,540.0
2e4064e0e6d4d92e,6,red,Quillan Salkilld,900.0,225,91,3,1,14,10,50.0,230.0,670.0
2e4064e0e6d4d92e,6,blue,Yanal Ashmouz,900.0,119,50,12,6,33,24,180.0,230.0,670.0
2e4064e0e6d4d92e,7,red,Quillan Salkilld,900.0,200,88,7,4,0,0,80.0,110.0,790.0
2e4064e0e6d4d92e,7,blue,Yanal Ashmouz,900.0,120,47,10,5,0,0,30.0,110.0,790.0
2e4064e0e6d4d92e,8,red,Quillan Salkilld,900.0,45,23,6,3,0,0,30.0,690.0,210.0
