fight_id,path,side,fighter_name,sim_distance_attempted,sim_distance_landed,sim_clinch_attempted,sim_clinch_landed,sim_ground_attempted,sim_ground_landed,sim_td_attempted,sim_td_landed,sim_qualified_control_inflicted_seconds,grappling_latent,pred_td_attempted,pred_ground_attempted,pred_qualified_control_inflicted_seconds
41cdbcc0f3635b8f,12,blue,Melquizael Costa,83.0,35.0,7.0,5.0,13.0,7.0,20.0,6.0,633.767432261871,1.5373110541499284,9.097393348570096,5.453090952582682,380.6940391529581
41cdbcc0f3635b8f,13,red,Christian Rodriguez,77.0,38.0,8.0,6.0,21.0,17.0,4.0,2.0,205.3941362584984,0.6435038902513512,3.640719647452271,16.225591527502903,263.4162825113067
41cdbcc0f3635b8f,13,blue,Melquizael Costa,87.0,34.0,1.0,1.0,7.0,4.0,7.0,4.0,147.84893001387422,-0.5134038534478724,9.097393348570096,5.453090952582682,380.6940391529581
41cdbcc0f3635b8f,14,red,Christian Rodriguez,62.0,28.0,10.0,8.0,15.0,11.0,0.0,0.0,25.96919964518644,-0.4610815557744728,3.640719647452271,16.225591527502903,263.4162825113067
41cdbcc0f3635b8f,14,blue,Melquizael Costa,78.0,22.0,9.0,7.0,1.0,1.0,5.0,1.0,14.622105781661771,-0.8300256892634633,9.097393348570096,5.453090952582682,380.6940391529581
41cdbcc0f3635b8f,15,red,Christian Rodriguez,70.0,32.0,6.0,5.0,33.0,25.0,3.0,2.0,659.833483993802,1.468091541083571,3.640719647452271,16.225591527502903,263.4162825113067
41cdbcc0f3635b8f,15,blue,Melquizael Costa,62.0,23.0,8.0,6.0,5.0,2.0,9.0,0.0,240.16651600619804,0.9961831126488627,9.097393348570096,5.453090952582682,380.6940391529581
41cdbcc0f3635b8f,16,red,Christian Rodriguez,68.0,28.0,6.0,5.0,15.0,12.0,6.0,5.0,106.80725295014413,0.5732447211769462,3.640719647452271,16.225591527502903,263.4162825113067
41cdbcc0f3635b8f,16,blue,Melquizael Costa,80.0,40.0,6.0,4.0,4.0,3.0,3.0,0.0,0.0,-0.7367896384654639,9.097393348570096,5.453090952582682,380.6940391529581
41cdbcc0f3635b8f,17,red,Christian Rodriguez,63.0,28.0,13.0,10.0,18.0,12.0,5.0,5.0,224.89778629645798,0.652398301821081,3.640719647452271,16.225591527502903,263.4162825113067
