fight_id,red_name,blue_name,winner_name,method,actual_red_win,predicted_red_win,red_rounds,blue_rounds,rounds_scored,round_details
ac977a0389682124,Serghei Spivac,Waldo Cortes-Acosta,Waldo Cortes-Acosta,Decision - Unanimous,0,0.0,0,3,3,"[{'round': 1, 'red_score_value': 20.716515, 'blue_score_value': 27.0, 'round_winner': 'blue', 'red_sig': 14.0, 'blue_sig': 27.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 96.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 18.73356, 'blue_score_value': 36.0, 'round_winner': 'blue', 'red_sig': 18.0, 'blue_sig': 36.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 15.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 19.684466999999998, 'blue_score_value': 47.0, 'round_winner': 'blue', 'red_sig': 16.0, 'blue_sig': 47.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 34.0, 'blue_ctrl': 0.0}]"
d078e9046aa86307,Ariane da Silva,Wang Cong,Wang Cong,Decision - Unanimous,0,0.0,0,3,3,"[{'round': 1, 'red_score_value': 17.0, 'blue_score_value': 46.0, 'round_winner': 'blue', 'red_sig': 17.0, 'blue_sig': 46.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 19.146712, 'blue_score_value': 52.862745999999994, 'round_winner': 'blue', 'red_sig': 19.0, 'blue_sig': 42.0, 'red_kd': 0.0, 'blue_kd': 1.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 3.0, 'blue_ctrl': 16.0}, {'round': 3, 'red_score_value': 27.0, 'blue_score_value': 55.0, 'round_winner': 'blue', 'red_sig': 27.0, 'blue_sig': 55.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}]"
df5dac45fc585fb0,Mario Bautista,Patchy Mix,Mario Bautista,Decision - Unanimous,1,1.0,3,0,3,"[{'round': 1, 'red_score_value': 43.0, 'blue_score_value': 36.0, 'round_winner': 'red', 'red_sig': 43.0, 'blue_sig': 36.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 65.0, 'blue_score_value': 59.0, 'round_winner': 'red', 'red_sig': 65.0, 'blue_sig': 59.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 65.0, 'blue_score_value': 27.0, 'round_winner': 'red', 'red_sig': 65.0, 'blue_sig': 27.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}]"
e28e829800466aca,Kelvin Gastelum,Joe Pyfer,Joe Pyfer,Decision - Unanimous,0,0.0,0,3,3,"[{'round': 1, 'red_score_value': 8.0, 'blue_score_value': 41.943028, 'round_winner': 'blue', 'red_sig': 8.0, 'blue_sig': 21.0, 'red_kd': 0.0, 'blue_kd': 2.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 16.0}, {'round': 2, 'red_score_value': 11.0, 'blue_score_value': 17.0, 'round_winner': 'blue', 'red_sig': 11.0, 'blue_sig': 17.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 15.320408, 'blue_score_value': 21.755291, 'round_winner': 'blue', 'red_sig': 14.0, 'blue_sig': 19.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 27.0, 'blue_ctrl': 15.0}]"
f0488a4486a64af0,Khaos Williams,Andreas Gustafsson,Andreas Gustafsson,Decision - Unanimous,0,0.0,0,3,3,"[{'round': 1, 'red_score_value': 26.966288, 'blue_score_value': 35.330536, 'round_winner': 'blue', 'red_sig': 21.0, 'blue_sig': 30.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 122.0, 'blue_ctrl': 109.0}, {'round': 2, 'red_score_value': 13.0, 'blue_score_value': 51.970785, 'round_winner': 'blue', 'red_sig': 13.0, 'blue_sig': 35.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 3.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 223.0}, {'round': 3, 'red_score_value': 5.73356, 'blue_score_value': 54.943422999999996, 'round_winner': 'blue', 'red_sig': 5.0, 'blue_sig': 33.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 5.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 15.0, 'blue_ctrl': 242.0}]"
1714950933f88ab9,Cody Garbrandt,Raoni Barcelos,Raoni Barcelos,Decision - Unanimous,0,0.0,1,2,3,"[{'round': 1, 'red_score_value': 10.537944, 'blue_score_value': 8.804195, 'round_winner': 'red', 'red_sig': 10.0, 'blue_sig': 6.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 11.0, 'blue_ctrl': 16.0}, {'round': 2, 'red_score_value': 6.097808, 'blue_score_value': 16.516024, 'round_winner': 'blue', 'red_sig': 6.0, 'blue_sig': 15.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 2.0, 'blue_ctrl': 31.0}, {'round': 3, 'red_score_value': 13.613832, 'blue_score_value': 20.841496, 'round_winner': 'blue', 'red_sig': 12.0, 'blue_sig': 16.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 33.0, 'blue_ctrl': 99.0}]"
59c4fdb3c0673066,Ricky Simon,Cameron Smotherman,Ricky Simon,Decision - Unanimous,1,1.0,3,0,3,"[{'round': 1, 'red_score_value': 22.079099, 'blue_score_value': 1.0, 'round_winner': 'red', 'red_sig': 7.0, 'blue_sig': 1.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 267.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 26.628835, 'blue_score_value': 11.0, 'round_winner': 'red', 'red_sig': 16.0, 'blue_sig': 11.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 176.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 18.401170999999998, 'blue_score_value': 17.097808, 'round_winner': 'red', 'red_sig': 11.0, 'blue_sig': 17.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 110.0, 'blue_ctrl': 2.0}]"
79dfbbdd14fbbd11,Rose Namajunas,Miranda Maverick,Rose Namajunas,Decision - Unanimous,1,1.0,2,1,3,"[{'round': 1, 'red_score_value': 17.73356, 'blue_score_value': 20.0, 'round_winner': 'blue', 'red_sig': 17.0, 'blue_sig': 20.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 15.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 18.090702, 'blue_score_value': 10.055097, 'round_winner': 'red', 'red_sig': 5.0, 'blue_sig': 5.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 2.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 1.0, 'red_ctrl': 185.0, 'blue_ctrl': 45.0}, {'round': 3, 'red_score_value': 22.518754, 'blue_score_value': 3.0809520000000004, 'round_winner': 'red', 'red_sig': 3.0, 'blue_sig': 0.0, 'red_kd': 1.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 193.0, 'blue_ctrl': 63.0}]"
ab325ea526824723,Jamey-Lyn Horth,Vanessa Demopoulos,Jamey-Lyn Horth,Decision - Unanimous,1,1.0,3,0,3,"[{'round': 1, 'red_score_value': 39.173507, 'blue_score_value': 5.586848, 'round_winner': 'red', 'red_sig': 35.0, 'blue_sig': 5.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 44.0, 'blue_ctrl': 12.0}, {'round': 2, 'red_score_value': 33.73356, 'blue_score_value': 21.907256, 'round_winner': 'red', 'red_sig': 33.0, 'blue_sig': 20.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 15.0, 'blue_ctrl': 39.0}, {'round': 3, 'red_score_value': 39.667611, 'blue_score_value': 11.782464000000001, 'round_winner': 'red', 'red_sig': 33.0, 'blue_sig': 11.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 95.0, 'blue_ctrl': 16.0}]"
d75b3d3c2b209b75,Kamaru Usman,Joaquin Buckley,Kamaru Usman,Decision - Unanimous,1,1.0,4,1,5,"[{'round': 1, 'red_score_value': 21.981291, 'blue_score_value': 0.0, 'round_winner': 'red', 'red_sig': 7.0, 'blue_sig': 0.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 265.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 21.215683, 'blue_score_value': 3.0, 'round_winner': 'red', 'red_sig': 10.0, 'blue_sig': 3.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 188.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 17.601851, 'blue_score_value': 10.0, 'round_winner': 'red', 'red_sig': 8.0, 'blue_sig': 10.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 155.0, 'blue_ctrl': 0.0}, {'round': 4, 'red_score_value': 14.770482999999999, 'blue_score_value': 11.0, 'round_winner': 'red', 'red_sig': 6.0, 'blue_sig': 11.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 138.0, 'blue_ctrl': 0.0}, {'round': 5, 'red_score_value': 11.516024, 'blue_score_value': 20.0, 'round_winner': 'blue', 'red_sig': 10.0, 'blue_sig': 20.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 31.0, 'blue_ctrl': 0.0}]"
e5bd7e6e2a50a843,Edmen Shahbazyan,Andre Petroski,Edmen Shahbazyan,Decision - Unanimous,1,1.0,3,0,3,"[{'round': 1, 'red_score_value': 15.0, 'blue_score_value': 13.195616, 'round_winner': 'red', 'red_sig': 15.0, 'blue_sig': 13.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 4.0}, {'round': 2, 'red_score_value': 18.0, 'blue_score_value': 14.755291, 'round_winner': 'red', 'red_sig': 18.0, 'blue_sig': 12.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 15.0}, {'round': 3, 'red_score_value': 30.813842, 'blue_score_value': 11.217346999999998, 'round_winner': 'red', 'red_sig': 20.0, 'blue_sig': 9.0, 'red_kd': 1.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 15.0, 'blue_ctrl': 4.0}]"
e861e9cc0118c670,Michael Chiesa,Court McGee,Michael Chiesa,Decision - Unanimous,1,1.0,3,0,3,"[{'round': 1, 'red_score_value': 15.0, 'blue_score_value': 10.0, 'round_winner': 'red', 'red_sig': 15.0, 'blue_sig': 10.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 25.026984, 'blue_score_value': 17.0, 'round_winner': 'red', 'red_sig': 24.0, 'blue_sig': 17.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 21.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 36.472184, 'blue_score_value': 14.20068, 'round_winner': 'red', 'red_sig': 33.0, 'blue_sig': 12.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 71.0, 'blue_ctrl': 45.0}]"
ec2034b134ae71cd,Alonzo Menifield,Oumar Sy,Alonzo Menifield,Decision - Unanimous,1,0.0,1,2,3,"[{'round': 1, 'red_score_value': 8.0, 'blue_score_value': 16.0, 'round_winner': 'blue', 'red_sig': 8.0, 'blue_sig': 16.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 2.0, 'blue_score_value': 19.394443, 'round_winner': 'blue', 'red_sig': 2.0, 'blue_sig': 5.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 253.0}, {'round': 3, 'red_score_value': 19.0, 'blue_score_value': 13.0, 'round_winner': 'red', 'red_sig': 19.0, 'blue_sig': 13.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}]"
03bc32bdb5a33496,Jamahal Hill,Khalil Rountree Jr.,Khalil Rountree Jr.,Decision - Unanimous,0,0.0,0,4,5,"[{'round': 1, 'red_score_value': 14.0, 'blue_score_value': 17.0, 'round_winner': 'blue', 'red_sig': 14.0, 'blue_sig': 17.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 15.0, 'blue_score_value': 15.0, 'round_winner': 'tie', 'red_sig': 15.0, 'blue_sig': 15.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 6.0, 'blue_score_value': 25.080282, 'round_winner': 'blue', 'red_sig': 6.0, 'blue_sig': 15.0, 'red_kd': 0.0, 'blue_kd': 1.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 4, 'red_score_value': 8.0, 'blue_score_value': 18.0, 'round_winner': 'blue', 'red_sig': 8.0, 'blue_sig': 18.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 5, 'red_score_value': 26.0, 'blue_score_value': 37.0, 'round_winner': 'blue', 'red_sig': 26.0, 'blue_sig': 37.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}]"
19764211af05674c,Muhammad Naimov,Bogdan Grad,Muhammad Naimov,Decision - Unanimous,1,0.0,1,2,3,"[{'round': 1, 'red_score_value': 11.124792, 'blue_score_value': 23.085827, 'round_winner': 'blue', 'red_sig': 10.0, 'blue_sig': 15.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 23.0, 'blue_ctrl': 124.0}, {'round': 2, 'red_score_value': 8.854417, 'blue_score_value': 17.939115, 'round_winner': 'blue', 'red_sig': 6.0, 'blue_sig': 10.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 1.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 121.0}, {'round': 3, 'red_score_value': 11.357331, 'blue_score_value': 11.151587, 'round_winner': 'red', 'red_sig': 2.0, 'blue_sig': 6.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 150.0, 'blue_ctrl': 64.0}]"
2bfc0212f2cae65b,Irina Alekseeva,Klaudia Sygula,Klaudia Sygula,Decision - Unanimous,0,0.0,0,3,3,"[{'round': 1, 'red_score_value': 35.0, 'blue_score_value': 53.0, 'round_winner': 'blue', 'red_sig': 35.0, 'blue_sig': 53.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 19.0, 'blue_score_value': 29.0, 'round_winner': 'blue', 'red_sig': 19.0, 'blue_sig': 29.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 14.037112, 'blue_score_value': 27.623770999999998, 'round_winner': 'blue', 'red_sig': 9.0, 'blue_sig': 19.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 103.0, 'blue_ctrl': 135.0}]"
5fcf18bcd2a020f1,Ismail Naurdiev,JunYong Park,JunYong Park,Decision - Unanimous,0,1.0,2,1,3,"[{'round': 1, 'red_score_value': 52.0, 'blue_score_value': 26.097808, 'round_winner': 'red', 'red_sig': 52.0, 'blue_sig': 26.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 2.0}, {'round': 2, 'red_score_value': 25.178570999999998, 'blue_score_value': 17.183635, 'round_winner': 'red', 'red_sig': 19.0, 'blue_sig': 9.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 1.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 85.0, 'blue_ctrl': 126.0}, {'round': 3, 'red_score_value': 5.0, 'blue_score_value': 28.129132, 'round_winner': 'blue', 'red_sig': 5.0, 'blue_sig': 10.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 0.0, 'blue_sub': 1.0, 'red_ctrl': 0.0, 'blue_ctrl': 271.0}]"
8c140756bf43dcc2,Tagir Ulanbekov,Azat Maksum,Tagir Ulanbekov,Decision - Unanimous,1,1.0,2,1,3,"[{'round': 1, 'red_score_value': 22.472184, 'blue_score_value': 18.0, 'round_winner': 'red', 'red_sig': 19.0, 'blue_sig': 18.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 71.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 32.157969, 'blue_score_value': 23.271314999999998, 'round_winner': 'red', 'red_sig': 25.0, 'blue_sig': 19.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 1.0, 'red_sub': 1.0, 'blue_sub': 0.0, 'red_ctrl': 88.0, 'blue_ctrl': 46.0}, {'round': 3, 'red_score_value': 27.080952, 'blue_score_value': 29.532501999999997, 'round_winner': 'blue', 'red_sig': 24.0, 'blue_sig': 25.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 2.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 63.0, 'blue_ctrl': 10.0}]"
8e5744c664fec3e9,Curtis Blaydes,Rizvan Kuniev,Curtis Blaydes,Decision - Split,1,1.0,2,1,3,"[{'round': 1, 'red_score_value': 24.895086, 'blue_score_value': 8.0, 'round_winner': 'red', 'red_sig': 12.0, 'blue_sig': 8.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 2.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 181.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 16.391232, 'blue_score_value': 24.195616, 'round_winner': 'blue', 'red_sig': 16.0, 'blue_sig': 24.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 8.0, 'blue_ctrl': 4.0}, {'round': 3, 'red_score_value': 34.455328, 'blue_score_value': 14.075887999999999, 'round_winner': 'red', 'red_sig': 28.0, 'blue_sig': 13.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 132.0, 'blue_ctrl': 22.0}]"
a12d3a6c8aaf87ca,Hamdy Abdelwahab,Mohammed Usman,Mohammed Usman,Decision - Unanimous,0,0.0,1,2,3,"[{'round': 1, 'red_score_value': 16.0, 'blue_score_value': 9.0, 'round_winner': 'red', 'red_sig': 16.0, 'blue_sig': 9.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 21.097808, 'blue_score_value': 29.0, 'round_winner': 'blue', 'red_sig': 21.0, 'blue_sig': 29.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 2.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 18.0, 'blue_score_value': 48.0, 'round_winner': 'blue', 'red_sig': 18.0, 'blue_sig': 48.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}]"
a1afc16e21d1a807,Rafael Fiziev,Ignacio Bahamondes,Rafael Fiziev,Decision - Unanimous,1,1.0,2,1,3,"[{'round': 1, 'red_score_value': 17.0, 'blue_score_value': 13.0, 'round_winner': 'red', 'red_sig': 17.0, 'blue_sig': 13.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 0.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 0.0, 'blue_ctrl': 0.0}, {'round': 2, 'red_score_value': 21.733182, 'blue_score_value': 22.102872, 'round_winner': 'blue', 'red_sig': 15.0, 'blue_sig': 20.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 2.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 55.0, 'blue_ctrl': 43.0}, {'round': 3, 'red_score_value': 36.390854, 'blue_score_value': 18.46712, 'round_winner': 'red', 'red_sig': 30.0, 'blue_sig': 17.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 2.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 48.0, 'blue_ctrl': 30.0}]"
e512b80bbaea36c2,Seokhyeon Ko,Oban Elliott,Seokhyeon Ko,Decision - Unanimous,1,1.0,3,0,3,"[{'round': 1, 'red_score_value': 16.738246, 'blue_score_value': 8.939304, 'round_winner': 'red', 'red_sig': 8.0, 'blue_sig': 4.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 2.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 96.0, 'blue_ctrl': 101.0}, {'round': 2, 'red_score_value': 34.368399, 'blue_score_value': 3.0, 'round_winner': 'red', 'red_sig': 15.0, 'blue_sig': 3.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 2.0, 'blue_td': 0.0, 'red_sub': 1.0, 'blue_sub': 0.0, 'red_ctrl': 255.0, 'blue_ctrl': 0.0}, {'round': 3, 'red_score_value': 26.954118, 'blue_score_value': 3.146712, 'round_winner': 'red', 'red_sig': 10.0, 'blue_sig': 3.0, 'red_kd': 0.0, 'blue_kd': 0.0, 'red_td': 2.0, 'blue_td': 0.0, 'red_sub': 0.0, 'blue_sub': 0.0, 'red_ctrl': 264.0, 'blue_ctrl': 3.0}]"
