fight_id,path,side,fighter_name,duration,control_rescaled,sim_distance_attempted,sim_distance_landed,pred_distance_attempted,sim_clinch_attempted,sim_clinch_landed,pred_clinch_attempted,sim_ground_attempted,sim_ground_landed,pred_ground_attempted,sim_td_attempted,sim_td_landed,pred_td_attempted,sim_qualified_control_inflicted_seconds,pred_qualified_control_inflicted_seconds
33e301872e2b5680,12,blue,Steve Erceg,1500.0,0.0,301.0,106.0,247.14095243553996,4.0,2.0,8.688259940612927,0.0,0.0,6.6586645737692205,5.0,2.0,3.360993025623167,1499.9985406467583,79.90318989837404
33e301872e2b5680,13,red,Brandon Moreno,1500.0,0.0,188.0,82.0,202.46221170025842,0.0,0.0,7.21745120734849,0.0,0.0,8.855916805836525,20.0,6.0,7.034472215512766,0.0,190.72407027831784
33e301872e2b5680,13,blue,Steve Erceg,1500.0,0.0,380.0,152.0,247.14095243553996,2.0,1.0,8.688259940612927,0.0,0.0,6.6586645737692205,3.0,1.0,3.360993025623167,1.5823539484404707e-44,79.90318989837404
33e301872e2b5680,14,red,Brandon Moreno,1500.0,0.0,103.0,46.0,202.46221170025842,13.0,7.0,7.21745120734849,9.0,8.0,8.855916805836525,9.0,2.0,7.034472215512766,15.333241522238035,190.72407027831784
33e301872e2b5680,14,blue,Steve Erceg,1500.0,0.0,230.0,90.0,247.14095243553996,13.0,8.0,8.688259940612927,3.0,2.0,6.6586645737692205,1.0,1.0,3.360993025623167,0.003964217769339114,79.90318989837404
33e301872e2b5680,15,red,Brandon Moreno,1500.0,0.0,180.0,86.0,202.46221170025842,18.0,11.0,7.21745120734849,0.0,0.0,8.855916805836525,0.0,0.0,7.034472215512766,210.20868039051166,190.72407027831784
33e301872e2b5680,15,blue,Steve Erceg,1500.0,0.0,163.0,69.0,247.14095243553996,11.0,6.0,8.688259940612927,1.0,1.0,6.6586645737692205,6.0,2.0,3.360993025623167,0.0,79.90318989837404
33e301872e2b5680,16,red,Brandon Moreno,1500.0,0.0,161.0,67.0,202.46221170025842,4.0,4.0,7.21745120734849,0.0,0.0,8.855916805836525,3.0,1.0,7.034472215512766,0.08637398636923523,190.72407027831784
33e301872e2b5680,16,blue,Steve Erceg,1500.0,0.0,111.0,41.0,247.14095243553996,7.0,6.0,8.688259940612927,33.0,19.0,6.6586645737692205,5.0,2.0,3.360993025623167,1.7297341271317376e-20,79.90318989837404
33e301872e2b5680,17,red,Brandon Moreno,1500.0,0.0,142.0,62.0,202.46221170025842,13.0,10.0,7.21745120734849,30.0,27.0,8.855916805836525,2.0,1.0,7.034472215512766,7.93451310862189e-09,190.72407027831784
33e301872e2b5680,17,blue,Steve Erceg,1500.0,0.0,158.0,60.0,247.14095243553996,3.0,3.0,8.688259940612927,0.0,0.0,6.6586645737692205,5.0,3.0,3.360993025623167,0.0,79.90318989837404
33e301872e2b5680,18,red,Brandon Moreno,1500.0,0.0,155.0,60.0,202.46221170025842,4.0,3.0,7.21745120734849,16.0,12.0,8.855916805836525,5.0,2.0,7.034472215512766,1396.392476132369,190.72407027831784
33e301872e2b5680,18,blue,Steve Erceg,1500.0,0.0,294.0,107.0,247.14095243553996,16.0,14.0,8.688259940612927,1.0,1.0,6.6586645737692205,7.0,1.0,3.360993025623167,2.3998735069884665e-17,79.90318989837404
33e301872e2b5680,19,red,Brandon Moreno,1500.0,0.0,87.0,36.0,202.46221170025842,0.0,0.0,7.21745120734849,2.0,2.0,8.855916805836525,2.0,1.0,7.034472215512766,1013.6783027830014,190.72407027831784
33e301872e2b5680,19,blue,Steve Erceg,1500.0,0.0,88.0,35.0,247.14095243553996,21.0,18.0,8.688259940612927,0.0,0.0,6.6586645737692205,5.0,2.0,3.360993025623167,0.27905543210542855,79.90318989837404
41cdbcc0f3635b8f,0,red,Christian Rodriguez,900.0,0.0,61.0,31.0,71.54374942666963,3.0,2.0,8.608056966568281,20.0,14.0,16.225591527502903,2.0,1.0,3.640719647452271,351.0358886582993,263.4162825113137
41cdbcc0f3635b8f,0,blue,Melquizael Costa,900.0,0.0,50.0,15.0,84.07433599019087,2.0,2.0,7.883182079043587,0.0,0.0,5.453090952582682,0.0,0.0,9.097393348570096,0.29533085631516287,380.69403915294976
