fight_id,event_date,side,fighter_name,opponent_name,duration,scheduled_rounds,fighter_age,opponent_age,self_standing_striking_tendency,opp_standing_striking_tendency,self_standing_striking_suppression,opp_standing_striking_suppression,self_standing_striking_offense,opp_standing_striking_offense,self_standing_striking_defense,opp_standing_striking_defense,self_standing_accuracy_baseline,opp_standing_accuracy_baseline,self_takedown_tendency,opp_takedown_tendency,self_takedown_suppression,opp_takedown_suppression,self_takedown_offense,opp_takedown_offense,self_takedown_defense,opp_takedown_defense,self_takedown_completion_baseline,opp_takedown_completion_baseline,self_escape_offense,opp_escape_offense,self_escape_defense,opp_escape_defense,self_escape_population_mean_seconds,opp_escape_population_mean_seconds,self_ground_striking_tendency,opp_ground_striking_tendency,self_ground_striking_suppression,opp_ground_striking_suppression,self_ground_striking_offense,opp_ground_striking_offense,self_ground_striking_defense,opp_ground_striking_defense,self_ground_accuracy_baseline,opp_ground_accuracy_baseline,self_submission_tendency,opp_submission_tendency,self_submission_suppression,opp_submission_suppression,self_submission_offense,opp_submission_offense,self_submission_defense,opp_submission_defense,effective_standing_rate,effective_td_rate,effective_ground_rate,td_completion_matchup,standing_accuracy_matchup,ground_accuracy_matchup,retention_mean_base,successful_td_pressure,control_pressure,age_edge,distance_attempted,distance_landed,clinch_attempted,clinch_landed,ground_attempted,ground_landed,td_attempted,td_landed,qualified_control_inflicted_seconds,ground_entries,pred_distance_attempted,pred_distance_landed,pred_clinch_attempted,pred_clinch_landed,pred_ground_attempted,pred_ground_landed,pred_td_attempted,pred_td_landed,pred_qualified_control_inflicted_seconds,standing_attempted,standing_landed,pred_standing_attempted,pred_standing_landed,historical_total_control,historical_free_seconds,pred_td_positive_probability,pred_td_conditional_attempts,pred_ground_positive_probability,pred_ground_conditional_attempts,pred_standing_rate_free_15m,pred_stage8_free_seconds,pred_stage8_standing_attempted,sim_standing_attempted,sim_standing_landed,sim_td_attempted,sim_td_landed,sim_ground_attempted,sim_ground_landed,sim_control
0f20c1d7c44fa5fe,2025-03-29,red,Raul Rosas Jr.,Vince Morales,900.0,3.0,20.471330691253073,34.3771603797477,0.1835356382791705,0.18392312750736212,-0.0012507982875559754,0.013546445689965948,-0.06804387070337328,-0.05767096042065237,0.034523801673620416,-0.15222151811032963,0.3987765987779147,0.3987765987779147,0.024574669187145556,0.0019299696719051558,0.002525232669747158,-0.0006107553243837998,-0.061605963353680404,-0.021766962732260753,-0.24168505264594597,-0.06888266192795522,0.36577370860178593,0.36577370860178593,-0.2672914886755456,0.43843356845536874,-0.024814929170006536,-0.2555936175512111,74.28463181448332,74.28463181448332,0.019918179240075537,0.023227269720854857,0.0008948441002505811,0.010335523969958283,-0.00507933399687209,0.005258556432113764,-0.02183365253911788,-0.02694296375194377,0.7059162989768806,0.7059162989768806,0.0015562830820071852,0.00043722409380967124,0.8617236024981526,0.5368472942007131,0.04762754514938847,-0.0364218534211303,0.014501415403423742,0.01463282847987696,0.16998919258920456,0.025185424511529355,0.009582655270117254,0.4090482899559774,0.4191198401312722,0.710434633355238,46.742583108389134,0.01030205482825644,0.4815446539969582,-13.905829688494627,34,16,0,0,5,4,8,4,578.0,4,73.68939441944812,31.208531855698332,5.596500108325408,3.4832927534473903,25.507747067397815,18.50295896462423,21.476448342209146,8.795387494309622,774.8770432544263,34,16,79.28589452777354,34.691824609145726,712.0,188.0,0.9870640057664958,21.757908521374763,0.7386492251420569,34.532963955241634,169.04298011738234,53.386685638171,10.027382709851425,45.0,20.3,19.85,8.1,36.1,26.2,651.5
0f20c1d7c44fa5fe,2025-03-29,blue,Vince Morales,Raul Rosas Jr.,900.0,3.0,34.3771603797477,20.471330691253073,0.18392312750736212,0.1835356382791705,0.013546445689965948,-0.0012507982875559754,-0.05767096042065237,-0.06804387070337328,-0.15222151811032963,0.034523801673620416,0.3987765987779147,0.3987765987779147,0.0019299696719051558,0.024574669187145556,-0.0006107553243837998,0.002525232669747158,-0.021766962732260753,-0.061605963353680404,-0.06888266192795522,-0.24168505264594597,0.36577370860178593,0.36577370860178593,0.43843356845536874,-0.2672914886755456,-0.2555936175512111,-0.024814929170006536,74.28463181448332,74.28463181448332,0.023227269720854857,0.019918179240075537,0.010335523969958283,0.0008948441002505811,0.005258556432113764,-0.00507933399687209,-0.02694296375194377,-0.02183365253911788,0.7059162989768806,0.7059162989768806,0.00043722409380967124,0.0015562830820071852,0.5368472942007131,0.8617236024981526,-0.0364218534211303,0.04762754514938847,0.01463282847987696,0.014501415403423742,0.1851739257949181,0.0,0.022332425620604276,0.3986819312860534,0.37689228136935704,0.7115090577627424,75.15870630196784,0.0,0.0,13.905829688494627,30,16,0,0,1,1,1,1,134.0,2,77.35390151319076,29.079612134218117,5.60481345534153,3.859710568827812,5.101005243285138,3.7049293947736532,1.3651563986486124,0.606934626254129,71.73627110740262,30,16,82.95871496853229,32.93932270304593,712.0,188.0,0.3095283742449754,4.410440244706493,0.4631186375708156,11.014467631968582,173.95537750801307,53.386685638171,10.318778948988507,50.8,21.1,1.7,0.8,4.85,3.65,29.0
33e301872e2b5680,2025-03-29,red,Brandon Moreno,Steve Erceg,1500.0,5.0,31.307966624913583,29.673436141741444,0.19020811202530868,0.19509595528970217,-0.008204680316538758,0.0005425961064218406,0.0246141081125163,0.008213311835965121,0.0760903860280233,0.027950265550835768,0.3987765987779147,0.3987765987779147,0.004087798809206434,0.005982367758186398,0.0005538271505036034,-0.0038332692285107804,0.23770634421926767,-0.30385629927084123,0.2916251967545529,-0.08509370587797371,0.36577370860178593,0.36577370860178593,0.26212675004279173,0.34288723651393205,-0.1282054689402459,-0.16542359291235317,74.28463181448332,74.28463181448332,0.029297343191197263,0.016063455583261072,0.0131219290569781,0.00025635956109452555,-0.019888753540700774,0.0352311427844229,-0.1384783150039911,0.034913905842973374,0.7059162989768806,0.7059162989768806,0.0007801023564093512,0.000552475788333426,0.2454473678012866,0.493196530866589,0.04781549714695527,-0.028666439970048446,0.014435551264202926,0.0,0.18966551591888683,0.007921068037717215,0.029040983630102737,0.43741943806280964,0.39797701303727767,0.6944124107029067,46.37735889209406,0.003464829129915546,0.16068962405787526,1.6345304831721386,174,87,2,2,0,0,5,1,58.0,1,202.46221170025842,86.14071714207465,7.21745120734849,5.015760113281376,8.855916805836525,6.47119843599254,7.034472215512766,2.4614102153646717,190.72407027830988,176,89,209.6796629076069,91.15647725535602,58.0,1442.0,0.8323867922535563,8.450965682033516,0.5096655772251503,17.375936695690022,155.68704156230166,1229.3727398233232,212.6637831560382,202.2,88.2,8.1,3.25,5.45,3.95,249.0
33e301872e2b5680,2025-03-29,blue,Steve Erceg,Brandon Moreno,1500.0,5.0,29.673436141741444,31.307966624913583,0.19509595528970217,0.19020811202530868,0.0005425961064218406,-0.008204680316538758,0.008213311835965121,0.0246141081125163,0.027950265550835768,0.0760903860280233,0.3987765987779147,0.3987765987779147,0.005982367758186398,0.004087798809206434,-0.0038332692285107804,0.0005538271505036034,-0.30385629927084123,0.23770634421926767,-0.08509370587797371,0.2916251967545529,0.36577370860178593,0.36577370860178593,0.34288723651393205,0.26212675004279173,-0.16542359291235317,-0.1282054689402459,74.28463181448332,74.28463181448332,0.016063455583261072,0.029297343191197263,0.00025635956109452555,0.0131219290569781,0.0352311427844229,-0.019888753540700774,0.034913905842973374,-0.1384783150039911,0.7059162989768806,0.7059162989768806,0.000552475788333426,0.0007801023564093512,0.493196530866589,0.2454473678012866,-0.028666439970048446,0.04781549714695527,0.0,0.014435551264202926,0.20330063560624093,0.005428540607682795,0.002941526526282972,0.2423446711074654,0.38262002122451966,0.7406484688967574,48.441348057738246,0.0013155778881624072,0.06372836637753941,-1.6345304831721386,278,115,1,1,0,0,0,0,0.0,0,247.14095243553996,99.79319872264098,8.688259940612927,6.266483520247985,6.6586645737692205,5.18186602144829,3.360993025623167,0.9530526512417467,79.90318989836707,279,116,255.8292123761529,106.05968224288897,58.0,1442.0,0.6258181925142866,5.370558200169995,0.46905213142870117,14.19600110010667,185.25082748264916,1229.3727398233232,253.0470192632024,229.55,92.55,3.15,0.7,7.35,5.7,47.5
41cdbcc0f3635b8f,2025-03-29,red,Christian Rodriguez,Melquizael Costa,900.0,3.0,27.28050541763349,28.537204733841214,0.2135729362212395,0.2217150954166503,0.0015286642718741186,0.04298070880384233,0.01648158803246566,0.025365653758875478,0.04960045131502279,-0.006703070551761538,0.3987765987779147,0.3987765987779147,0.004162812210915819,0.010505252626313157,-0.01017118473547829,-0.002034093079652898,0.37260564391815887,-0.09602356589268857,0.08307006214739587,-0.3580483108632714,0.36577370860178593,0.36577370860178593,-0.0511196438829339,-0.03886072193669411,0.017275228128832667,-0.04078422676868988,74.28463181448332,74.28463181448332,0.022423197653576345,0.01452930533092715,0.02468119329999139,0.0001761751154372216,0.06482844433407728,-0.03973532721346545,-0.00932393251908942,-0.053105767486952025,0.7059162989768806,0.7059162989768806,0.0011161155543227923,0.0012084881387806432,1.3212532705104365,1.5456312755615964,-0.012102759895751134,0.05201939765170018,0.017310007986124767,-0.00159664437636085,0.17059222741739716,0.006196905290568717,0.022247022538139122,0.557314237666348,0.40434803495817795,0.7297917894283699,78.57393594988027,0.003453623547903863,0.2713647954479964,-1.256699316207726,53,29,31,26,14,9,15,6,408.0,6,71.54374942666963,32.9810886769602,8.608056966568281,6.484846334319559,16.225591527502903,11.213507763516018,3.640719647452271,2.104259381418529,263.4162825113067,84,55,80.15180639323792,39.465935011279754,701.0,199.0,0.6590105910842912,5.524523728005765,0.7437462814493572,21.81603045582115,179.43532078701998,255.8896783357352,51.01738502028889,62.35,29.65,5.25,3.2,19.75,13.4,239.5
41cdbcc0f3635b8f,2025-03-29,blue,Melquizael Costa,Christian Rodriguez,900.0,3.0,28.537204733841214,27.28050541763349,0.2217150954166503,0.2135729362212395,0.04298070880384233,0.0015286642718741186,0.025365653758875478,0.01648158803246566,-0.006703070551761538,0.04960045131502279,0.3987765987779147,0.3987765987779147,0.010505252626313157,0.004162812210915819,-0.002034093079652898,-0.01017118473547829,-0.09602356589268857,0.37260564391815887,-0.3580483108632714,0.08307006214739587,0.36577370860178593,0.36577370860178593,-0.03886072193669411,-0.0511196438829339,-0.04078422676868988,0.017275228128832667,74.28463181448332,74.28463181448332,0.01452930533092715,0.022423197653576345,0.0001761751154372216,0.02468119329999139,-0.03973532721346545,0.06482844433407728,-0.053105767486952025,-0.00932393251908942,0.7059162989768806,0.7059162989768806,0.0012084881387806432,0.0011161155543227923,1.5456312755615964,1.3212532705104365,0.05201939765170018,-0.012102759895751134,-0.00159664437636085,0.017310007986124767,0.22018643114477618,0.020676437361791446,0.0,0.3312389714710611,0.3929807151309573,0.6995636477439504,75.0563757473403,0.006848841845405619,0.5140492469828717,1.256699316207726,47,19,23,17,35,29,2,1,293.0,3,84.07433599019087,35.778146940291926,7.883182079043587,5.326266269508629,5.453090952582682,3.5894284626359645,9.097393348570096,3.1088785208176954,380.6940391529581,70,36,91.95751806923447,41.104413209800555,701.0,199.0,0.9015124513356161,10.091256460287433,0.5644240486385108,9.661337013786865,198.66534904988913,255.8896783357352,56.484902516480766,65.55,27.3,13.55,4.65,7.8,4.75,317.5
55376d5c205fa844,2025-03-29,red,David Martinez,Saimon Oliveira,278.0,3.0,26.65352471303312,33.93909525862954,0.18859632976292162,0.21995275879599213,0.0,-0.01603217633439542,0.0,-0.011981863009218498,0.0,-0.10689797974984681,0.3987765987779147,0.3987765987779147,0.005507805915677403,0.00847457627118644,0.0,-0.0008901983815194286,0.0,-0.5813001986277657,0.0,-0.8068234524737892,0.36577370860178593,0.36577370860178593,0.0,0.15878992939308967,0.0,-0.27133201549947433,74.28463181448332,74.28463181448332,0.02846756948418381,0.01570865268900394,0.0,-0.011330154360705794,0.0,0.0,0.0,0.08349469680463621,0.7059162989768806,0.7059162989768806,0.0006036170108705959,0.0013941966144999031,1.0,0.8403354628822352,0.0,-0.04241886065411035,0.0,0.0,0.20462850609731703,0.006398004297196832,0.0397977238448896,0.5788288323484438,0.424661240519235,0.6882901202387829,63.377832886612744,0.003703349356706768,0.23471025665010636,-7.285570545596421,25,14,5,5,11,8,1,0,42.0,1,33.33491505130063,15.218090684297115,2.1898436140335624,1.4640705072978744,3.6762459816493935,2.4476079634271106,1.0792856583182928,0.5742536827353157,61.24482604404227,30,19,35.52475866533419,16.68216119159499,42.0,236.0,0.6724170705622821,1.6050836684080358,0.6353643578373726,5.786043765757416,195.37553613361766,181.38121992631082,39.374947875191765,34.85,15.65,1.1,0.6,5.45,3.75,79.0
55376d5c205fa844,2025-03-29,blue,Saimon Oliveira,David Martinez,278.0,3.0,33.93909525862954,26.65352471303312,0.21995275879599213,0.18859632976292162,-0.01603217633439542,0.0,-0.011981863009218498,0.0,-0.10689797974984681,0.0,0.3987765987779147,0.3987765987779147,0.00847457627118644,0.005507805915677403,-0.0008901983815194286,0.0,-0.5813001986277657,0.0,-0.8068234524737892,0.0,0.36577370860178593,0.36577370860178593,0.15878992939308967,0.0,-0.27133201549947433,0.0,74.28463181448332,74.28463181448332,0.01570865268900394,0.02846756948418381,-0.011330154360705794,0.0,0.0,0.0,0.08349469680463621,0.0,0.7059162989768806,0.7059162989768806,0.0013941966144999031,0.0006036170108705959,0.8403354628822352,1.0,-0.04241886065411035,0.0,0.0,0.0,0.21995275879599213,0.00847457627118644,0.01570865268900394,0.23074252732595063,0.39590741551473635,0.7059162989768806,56.63187986748808,0.0019554451468300903,0.11074053464274426,7.285570545596421,23,7,1,0,0,0,0,0,0.0,0,36.28583679633162,14.534836547843486,2.5268517646481046,1.6420536862886181,1.9971177029803424,1.3969233445363765,1.2181573261777516,0.3409738006125189,35.37395402964692,24,7,38.81268856097973,16.176890234132106,42.0,236.0,0.7382828999418687,1.649987188208839,0.46388014344221606,4.305245075076416,207.1597120562624,181.38121992631082,41.74986810260906,35.75,14.7,1.35,0.5,1.9,1.4,35.5
5ba7dd466e30169f,2025-03-29,red,Ronaldo Rodriguez,Kevin Borjas,900.0,3.0,25.895124472097304,27.310622394710364,0.1704452425081325,0.18859632976292162,0.007214865281106786,0.0,-0.06503625009095756,0.0,-0.105619773592037,0.0,0.3987765987779147,0.3987765987779147,0.0015873015873015873,0.005507805915677403,-0.002427935772971359,0.0,0.09527358988784745,0.0,-0.372605643918159,0.0,0.36577370860178593,0.36577370860178593,0.37865832041010494,0.0,0.39386921986802675,0.0,74.28463181448332,74.28463181448332,0.04420589220747214,0.02846756948418381,-0.002649782773942168,0.0,-0.022944181310119827,0.0,0.0014654844609083987,0.0,0.7059162989768806,0.7059162989768806,0.0008644358012266275,0.0006036170108705959,1.3991137274138998,1.0,0.031118712768611344,0.0,0.026627996281736826,0.0,0.1704452425081325,0.0015873015873015873,0.04420589220747214,0.4062144713804477,0.38329130960012964,0.701130721956002,110.14231590724168,0.0006447848752070598,0.07101809941726739,-1.41549792261306,149,63,2,1,0,0,5,1,43.0,1,108.66032577559105,44.61601823559826,7.574596115665299,5.305141167668831,8.486605333533632,5.955471115950782,3.6010178098485772,1.2750232253766254,140.90994917663625,151,64,116.23492189125635,49.92115940326709,45.0,855.0,0.6332343522860345,5.686706346313288,0.5265385063701833,16.117729721303835,171.25692265734466,611.1337247608541,116.28986781629395,116.45,50.5,4.7,1.95,10.25,7.4,164.0
5ba7dd466e30169f,2025-03-29,blue,Kevin Borjas,Ronaldo Rodriguez,900.0,3.0,27.310622394710364,25.895124472097304,0.18859632976292162,0.1704452425081325,0.0,0.007214865281106786,0.0,-0.06503625009095756,0.0,-0.105619773592037,0.3987765987779147,0.3987765987779147,0.005507805915677403,0.0015873015873015873,0.0,-0.002427935772971359,0.0,0.09527358988784745,0.0,-0.372605643918159,0.36577370860178593,0.36577370860178593,0.0,0.37865832041010494,0.0,0.39386921986802675,74.28463181448332,74.28463181448332,0.02846756948418381,0.04420589220747214,0.0,-0.002649782773942168,0.0,-0.022944181310119827,0.0,0.0014654844609083987,0.7059162989768806,0.7059162989768806,0.0006036170108705959,0.0008644358012266275,1.0,1.3991137274138998,0.0,0.031118712768611344,0.0,0.026627996281736826,0.18138146448181483,0.007935741688648763,0.031117352258125976,0.4679607006255925,0.4243489741000653,0.7056119748529791,50.86859658936805,0.0037136152406037973,0.18890639556240355,1.41549792261306,135,78,4,3,2,2,0,0,2.0,0,101.98330262932114,47.549453639241676,8.3613353668127,5.8461575310804434,9.143308420185075,6.404833838885655,4.872258443892494,1.7456588815651641,147.95632606250965,139,81,110.34463799613384,53.39561117032212,45.0,855.0,0.7025665712359003,6.934942030221559,0.5260874724433516,17.379825407588687,171.69240885271756,611.1337247608541,116.58557926147192,113.65,55.15,3.2,1.3,10.65,7.6,102.0
